entrez_id,meta_log2FC,meta_SE,meta_z,meta_pvalue,meta_padj,n_datasets,n_concordant,frac_concordant,replicated
43,0.10204264281261707,0.054425689392734275,1.8748984891358964,0.06080668996818794,0.1059741875249754,3,2,0.6666666666666666,True
47,0.29500898643370727,0.042035047118212904,7.018167140483258,2.2479754030512165e-12,1.1852001772894442e-11,3,3,1.0,True
48,0.06964090607716902,0.04576906940224624,1.5215713796826993,0.12811651335967533,0.2026795529912364,3,3,1.0,True
49,-0.10163889480547497,0.023133156582542523,-4.393645737139779,1.1146540474148781e-05,3.4934216536130885e-05,3,3,1.0,True
50,-0.6457449789172536,0.048640039537112774,-13.275996176453445,3.1900039080764033e-40,7.527434245743611e-39,3,3,1.0,True
51,-1.6865863819739921,0.11716748413377917,-14.394662430818146,5.589713736848913e-47,1.848721118910164e-45,3,3,1.0,True
52,-0.1775818389538233,0.04141047815253927,-4.288331042681622,1.8002065686438993e-05,5.527016712429002e-05,3,2,0.6666666666666666,True
53,0.1029093354364992,0.041059189668178314,2.5063654755041593,0.012197946409688513,0.024996886529343433,3,2,0.6666666666666666,True
54,0.6009856872495716,0.09317850177179539,6.449832051619085,1.1197416903783707e-10,5.278446518314831e-10,3,3,1.0,True
55,1.2588116549822155,0.1151537275397262,10.931575398181925,8.14224123127891e-28,1.0300164457756107e-26,3,3,1.0,True
56,-0.007393504276073977,0.009608474312908092,-0.7694774461895049,0.4416099284797963,0.5568141624098909,3,2,0.6666666666666666,True
58,0.0006676701671749373,0.023361414719411888,0.02858004000160764,0.977199531352645,0.9845438747201024,3,1,0.3333333333333333,False
59,0.492889635795895,0.08057752644598695,6.116961608722138,9.537633200723836e-10,4.222881108549876e-09,3,3,1.0,True
60,0.18126771449213355,0.021429039056634222,8.458975412432917,2.6973690039733856e-17,1.9260462026637707e-16,3,3,1.0,True
69,-0.04033192680515077,0.048751822005687305,-0.8272906559358072,0.40807233866380477,0.5243582045575472,2,2,1.0,True
70,0.0876924085632134,0.03052405587482628,2.8728950347497846,0.0040672922706389775,0.009092980077676824,3,3,1.0,True
71,0.11632410801028052,0.020997067434095424,5.540016879756803,3.024424932837537e-08,1.1940147393845347e-07,3,3,1.0,True
72,0.37011871794879725,0.16056462124993398,2.305107532827375,0.02116055172228529,0.041242709912494506,3,2,0.6666666666666666,True
81,-0.128064415600775,0.03748372367953415,-3.4165339787385447,0.0006342374833557186,0.0016104287013141195,3,2,0.6666666666666666,True
86,-0.2091408584438084,0.044170370376360485,-4.734867664948048,2.1919807434266095e-06,7.363028721563264e-06,3,3,1.0,True
87,0.7476110333239492,0.06137286191156249,12.181459525241744,3.902352145503014e-34,6.813534424508653e-33,3,3,1.0,True
88,-0.14535174575120074,0.028723477217869182,-5.06038125707064,4.184189718678783e-07,1.4979653845772787e-06,3,2,0.6666666666666666,True
89,0.00023590293419123535,0.009906344602656074,0.02381331799501356,0.9810015168385918,0.9868332033800591,3,2,0.6666666666666666,True
90,0.6397175370144698,0.045160498763755386,14.165422316546469,1.499626719201012e-45,4.654494689017612e-44,3,3,1.0,True
91,-0.6908503334497769,0.044652091295666406,-15.471847194687285,5.374250173768611e-54,2.491111159345728e-52,3,3,1.0,True
92,-0.9339497661197406,0.05736483332109585,-16.280876489120413,1.3492253520616018e-59,8.190162542514481e-58,3,3,1.0,True
93,-0.28506531810925606,0.04405301020376148,-6.470961162261634,9.738146466044729e-11,4.603724580752029e-10,3,3,1.0,True
94,0.0071851721341742855,0.06863380969760212,0.10468852254933644,0.9166229695929898,0.943233249479962,3,1,0.3333333333333333,False
95,-0.005970628032765425,0.005862364757220142,-1.0184675092780513,0.30845583383864383,0.4213363095492638,3,3,1.0,True
97,-0.3540800591092586,0.05480160578264719,-6.461125619449955,1.0392699907013101e-10,4.904719081235257e-10,3,3,1.0,True
98,0.07753222167635185,0.06622234278413755,1.1707864508672048,0.2416846253079773,0.34572754055114857,2,1,0.5,True
