entrez_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,dataset
153364,87.97507051499073,0.0841759816361539,0.0833617401222744,1.0097675685834435,0.3126066615155058,0.3995096161970729,GSE213001
144811,200.9757704234133,-0.0716929177431248,0.0710216310140923,-1.0094518630373228,0.3127579763588569,0.399669091004002,GSE213001
2146,127.5029694567544,-0.1002912089022098,0.0993665921102864,-1.0093051072024004,0.3128283315381857,0.3997250902987928,GSE213001
22900,1127.3630164381705,-0.0636480647895315,0.0631287358656942,-1.0082265059915376,0.3133457359142203,0.4003522611778245,GSE213001
55129,464.52953810370224,0.0376940308134838,0.0373947672890046,1.0080028182062566,0.3134531092977015,0.4004554860557898,GSE213001
57185,569.3683088236284,-0.0621485708328206,0.0616844816474101,-1.0075235970703824,0.313683223900665,0.4007154895330721,GSE213001
9759,396.12524210862335,-0.0544608920825775,0.0540827589666865,-1.006991749739022,0.3139387389001299,0.4010078939740933,GSE213001
6362,2323.7242004677573,0.2116495349950633,0.210264082263023,1.0065891079309837,0.3141322708310571,0.4012210818202522,GSE213001
10111,36.64672099249491,0.0618070898909701,0.0614930378963508,1.0051071146484678,0.3148452746025891,0.4020976654703294,GSE213001
6709,5017.808393284603,0.047893192915543,0.0476552133204437,1.0049937788232963,0.314899845501988,0.4021332688384716,GSE213001
155054,35.15676836203523,-0.0920628645365548,0.0916179596498126,-1.004856088134278,0.3149661515670434,0.4021838509372359,GSE213001
9758,9.18771415549417,0.2767396379892174,0.2754360773002912,1.004732715850818,0.3150255702812762,0.4021915437531717,GSE213001
6202,10159.186438393112,-0.0554160449683684,0.0551536602327544,-1.0047573403924002,0.3150137099902405,0.4021915437531717,GSE213001
4521,83.53044278953328,-0.0712465857596108,0.0709500712632165,-1.0041791994160827,0.3152922462193439,0.4024978975760034,GSE213001
6049,546.3858541992253,-0.0498872812440162,0.0497084756378259,-1.00359708488132,0.3155728602503452,0.4028219911600958,GSE213001
112574,658.2983768926249,-0.0728183213121487,0.0725766004685958,-1.003330561668529,0.3157013951123621,0.4029519204751111,GSE213001
100287177,10.821398303908632,0.1614090269456354,0.1609793616822575,1.0026690704875938,0.3160205578057791,0.4033251188871621,GSE213001
55534,333.7414310668653,-0.0605096961168673,0.0603568736846667,-1.0025319805826751,0.3160867287654703,0.4033753976155705,GSE213001
283284,11.08425889249592,-0.101139071500469,0.1008956868196963,-1.0024122406858442,0.316144532613302,0.4034149910062167,GSE213001
255394,184.0379325439888,0.0924579646802839,0.0922643772486798,1.0020981817400922,0.3162961759943261,0.40357431111667,GSE213001
6732,610.1433133709013,-0.0549488367645175,0.0548515634499264,-1.0017733918319374,0.3164530510278847,0.4037402789409792,GSE213001
6881,69.81775304291492,-0.0664521165631192,0.0663497817168865,-1.0015423539246795,0.3165646744828667,0.4038484902264702,GSE213001
115560,64.3033430046172,-0.0864766605105386,0.0864136163987225,-1.0007295622431214,0.3169575712453988,0.4043154793236184,GSE213001
163486,257.6995291914484,0.0722245908349668,0.0722039840903253,1.0002853962271068,0.3171724125079768,0.4045210289902362,GSE213001
