"","gene_id","log2FoldChange","stat","pvalue","padj","dataset"
"10550","10550",0.24767,2.66336002737196,0.0104593558413685,0.0502735743840691,"GSE53845"
"4653","4653",-1.1042725,-2.66339586469972,0.0104583863021969,0.0502735743840691,"GSE53845"
"54207","54207",0.1551275,2.66321780150698,0.0104632044172504,0.0502861776001951,"GSE53845"
"5137","5137",-0.1903075,-2.66316631607391,0.0104645979129217,0.0502869801253858,"GSE53845"
"56892","56892",0.5638375,2.66274801002953,0.010475926021388,0.0503237219539433,"GSE53845"
"5558","5558",0.181005,2.66268060066019,0.0104777525802932,0.0503265997881938,"GSE53845"
"3323","3323",0.3922325,2.66212653910876,0.0104927767863909,0.0503838296715865,"GSE53845"
"93973","93973",0.20052,2.66210526038396,0.0104933541845287,0.0503838296715865,"GSE53845"
"26240","26240",-0.3039,-2.66144151358798,0.0105113795883488,0.0504510980151438,"GSE53845"
"114625","114625",-0.2444125,-2.66140816059738,0.0105122861059359,0.0504510980151438,"GSE53845"
"54958","54958",-0.15959,-2.66085002454672,0.0105274666060144,0.0504943999586561,"GSE53845"
"79004","79004",-0.2016875,-2.66088304614729,0.0105265679066712,0.0504943999586561,"GSE53845"
"1174","1174",0.2201175,2.66091552073041,0.0105256841632929,0.0504943999586561,"GSE53845"
"79627","79627",0.320615,2.66051053943574,0.0105367099433072,0.0505328234501805,"GSE53845"
"22931","22931",0.13654,2.65933469556752,0.0105687828100784,0.0506629364215146,"GSE53845"
"4109","4109",0.193875,2.65865338722507,0.0105874074289836,0.0507344208261251,"GSE53845"
"23216","23216",-0.2504625,-2.65844335221566,0.0105931551266807,0.0507501005134271,"GSE53845"
"51188","51188",0.16515,2.65833568416064,0.0105961026179673,0.0507582903769904,"GSE53845"
"51138","51138",0.1520775,2.65797336834226,0.0106060268002119,0.0507939608467106,"GSE53845"
"5494","5494",-0.17564,-2.65718626778574,0.0106276156198761,0.0508914085978648,"GSE53845"
"8622","8622",-0.5148225,-2.65692201836938,0.0106348725567079,0.0509202119379919,"GSE53845"
"554201","554201",0.1519125,2.65509322713417,0.0106852202846965,0.0511373913473275,"GSE53845"
"5831","5831",0.5087925,2.65497156965518,0.0106885773269554,0.05114748720882,"GSE53845"
"2635","2635",0.823382500000001,2.65483228008726,0.0106924220998821,0.0511539447018865,"GSE53845"
"1775","1775",0.179115,2.65473761938379,0.0106950357175688,0.0511604788729809,"GSE53845"
"10298","10298",-0.1868575,-2.65462816155877,0.010698058619394,0.0511689691314925,"GSE53845"
"8303","8303",0.232655,2.65440553100953,0.0107042094340677,0.0511924165165957,"GSE53845"
"125965","125965",0.3368675,2.65431077815388,0.0107068282397593,0.0511929979976829,"GSE53845"
"158830","158830",0.709550000000001,2.65408288187091,0.0107131293053545,0.0512052111820394,"GSE53845"
"100508196","100508196",0.1424825,2.65396975284143,0.0107162584528699,0.0512059779934269,"GSE53845"
"387893","387893",-0.1662925,-2.65394162798185,0.0107170365161365,0.0512059779934269,"GSE53845"
"7276","7276",1.170935,2.65384886109779,0.010719603242852,0.0512063069971958,"GSE53845"
"57534","57534",0.1803225,2.65388260278965,0.0107186695934113,0.0512063069971958,"GSE53845"
"155435","155435",-0.2572925,-2.65352938407887,0.0107284470260439,0.0512423975577936,"GSE53845"
"6234","6234",-0.1992725,-2.65269767135613,0.0107515019253743,0.0513228057911685,"GSE53845"
"5910","5910",-0.1976875,-2.6523604384136,0.0107608628816705,0.0513555323185299,"GSE53845"
"84826","84826",-0.29893,-2.65227259267404,0.010763302541208,0.0513611969494329,"GSE53845"
"8723","8723",-0.122315,-2.65208155369325,0.0107686098423671,0.0513805427134935,"GSE53845"
"125476","125476",-0.1886625,-2.65181821592929,0.0107759296254722,0.0514094850645057,"GSE53845"
"374868","374868",-0.2560825,-2.6515470496846,0.0107834717751923,0.0514318841616567,"GSE53845"
"64288","64288",-0.3051525,-2.65150331393214,0.0107846886833517,0.0514318841616567,"GSE53845"
"55754","55754",0.2988875,2.65146903903781,0.0107856424395591,0.0514318841616567,"GSE53845"
"24150","24150",0.1458725,2.65127401045364,0.01079107090719,0.0514458031621849,"GSE53845"
"4066","4066",-0.307505,-2.65117014049635,0.0107939630676809,0.0514491784353632,"GSE53845"
"11342","11342",-0.3282775,-2.65089178605981,0.0108017170858323,0.0514786005485439,"GSE53845"
"3155","3155",-0.3204675,-2.65066345209362,0.0108080815125137,0.0514969601409717,"GSE53845"
"29123","29123",-0.2227175,-2.65049788383786,0.0108126985992358,0.0515129726433498,"GSE53845"
"57488","57488",0.3421275,2.65028459128393,0.0108186492041447,0.0515353337248673,"GSE53845"
"9202","9202",0.19447,2.6501449144663,0.0108225476446782,0.0515479151291597,"GSE53845"
"2014","2014",0.44432,2.6499798803036,0.0108271554786677,0.0515578832317511,"GSE53845"
"26071","26071",-0.190855,-2.64919311315429,0.010849147122352,0.0516566057387562,"GSE53845"
"5196","5196",-0.6689875,-2.64887620855376,0.0108580167681119,0.0516928341259391,"GSE53845"
"808","808",0.35156,2.64834206668325,0.010872981570658,0.0517580685471934,"GSE53845"
"1767","1767",1.0628175,2.64821039586193,0.0108766734324986,0.0517597245806608,"GSE53845"
"6455","6455",0.1876125,2.64771148152564,0.0108906727012334,0.0518061933809689,"GSE53845"
"23036","23036",0.182485,2.6473535237895,0.0109007269721788,0.0518419911680001,"GSE53845"
"387895","387895",0.2728925,2.64738076403097,0.0108999615529317,0.0518419911680001,"GSE53845"
"149175","149175",0.31241,2.64674506743818,0.0109178367305393,0.0519173400547568,"GSE53845"
"2730","2730",-0.3551725,-2.64659594740422,0.010922033729497,0.0519312748358318,"GSE53845"
"10580","10580",-0.407255,-2.64640355996606,0.0109274506776193,0.0519510062363628,"GSE53845"
"64080","64080",0.565235,2.64587515243005,0.0109423414259557,0.0520053347052244,"GSE53845"
"92565","92565",1.0251775,2.64515576811601,0.0109626438610527,0.052070533577701,"GSE53845"
"6358","6358",0.791760000000001,2.64515192770094,0.0109627523376272,0.052070533577701,"GSE53845"
"58533","58533",0.2781625,2.64516746995711,0.0109623133362693,0.052070533577701,"GSE53845"
"100131508","100131508",0.143835,2.64478571988294,0.0109731007819922,0.0521136490283424,"GSE53845"
"728743","728743",0.29377,2.64459066412513,0.0109786163957865,0.0521277674843364,"GSE53845"
"401428","401428",-0.11764,-2.64460467723907,0.0109782200607222,0.0521277674843364,"GSE53845"
"220869","220869",0.153935,2.64431463888058,0.0109864259325521,0.0521527686968436,"GSE53845"
"8989","8989",0.28187,2.64426677206992,0.0109877807379427,0.05215316164108,"GSE53845"
"51256","51256",0.2442525,2.6439597520559,0.0109964741637662,0.0521883829973855,"GSE53845"
"85509","85509",-0.1276775,-2.6429454929938,0.0110252382212457,0.0523006788234492,"GSE53845"
"8632","8632",-0.1277075,-2.6428534747235,0.0110278512361344,0.0523070222907809,"GSE53845"
"406","406",-0.666760000000001,-2.64242884082601,0.0110399167855729,0.0523521383539775,"GSE53845"
"63027","63027",0.48056,2.64232411868578,0.0110428942188221,0.0523576569024401,"GSE53845"
"23426","23426",0.142825,2.64206554511682,0.0110502490667894,0.0523829589245424,"GSE53845"
"10643","10643",0.290745,2.64167345171617,0.0110614103026917,0.0524176863627322,"GSE53845"
"27327","27327",-0.275355,-2.641706933591,0.0110604568127298,0.0524176863627322,"GSE53845"
"3860","3860",0.754710000000001,2.64154667884495,0.0110650211966523,0.0524226795773915,"GSE53845"
"80017","80017",-0.20282,-2.640558130223,0.0110932152502081,0.0525380414991952,"GSE53845"
"3590","3590",-0.2949975,-2.64045388741853,0.0110961921543934,0.0525400021168876,"GSE53845"
"6619","6619",-0.2265825,-2.64048642401131,0.0110952629151507,0.0525400021168876,"GSE53845"
"79092","79092",0.303605,2.63980394516757,0.0111147693251288,0.0526218871051134,"GSE53845"
"128338","128338",0.22212,2.63940503055854,0.0111261855223406,0.0526637735414411,"GSE53845"
"668","668",0.2216175,2.63916614743288,0.0111330270538688,0.0526820270392411,"GSE53845"
"6011","6011",-0.1048275,-2.63901236833973,0.0111374332726219,0.0526926799189358,"GSE53845"
"5576","5576",-0.12583,-2.63764859693807,0.0111765792225723,0.0528291155321036,"GSE53845"
"10929","10929",-0.184,-2.63725007856842,0.0111880421298703,0.0528772019970814,"GSE53845"
"705","705",0.5120225,2.63708102577712,0.0111929079831282,0.0528941018105412,"GSE53845"
"619208","619208",0.7175075,2.63682428167002,0.011200301564768,0.0529229415875865,"GSE53845"
"22829","22829",0.3692525,2.63657634311119,0.0112074458124709,0.0529505967171361,"GSE53845"
"55908","55908",0.181665,2.63604694458756,0.0112227141795023,0.0530024351726265,"GSE53845"
"23544","23544",0.17771,2.63457597521746,0.0112652383793054,0.0531807453715053,"GSE53845"
"9851","9851",0.27027,2.63426146172485,0.0112743497564702,0.0532108219523855,"GSE53845"
"51286","51286",0.1658675,2.63385701019789,0.0112860765306776,0.0532484623426675,"GSE53845"
"9564","9564",0.3111075,2.63363239774399,0.0112925938241546,0.053273080979213,"GSE53845"
"119504","119504",-0.19065,-2.63356075073036,0.0112946734388384,0.053276761503955,"GSE53845"
"10444","10444",-0.1706975,-2.63264367610005,0.0113213232764202,0.0533739147750846,"GSE53845"
"4898","4898",-0.11851,-2.63240096705284,0.0113283859331981,0.0533866463518531,"GSE53845"
"57730","57730",0.1839375,2.63234449430384,0.0113300298273128,0.0533882568578122,"GSE53845"
"55344","55344",-0.5380475,-2.6320931450201,0.0113373491307945,0.0534104693051333,"GSE53845"
"498","498",-0.206875,-2.63211203978143,0.0113367987640255,0.0534104693051333,"GSE53845"
"10670","10670",-0.1693075,-2.63193503821225,0.0113419554257454,0.0534260308427804,"GSE53845"
"9054","9054",-0.178625,-2.63155138499093,0.0113531399275393,0.0534602890810968,"GSE53845"
"9869","9869",-0.2255025,-2.63142435308258,0.0113568454660431,0.053471596705072,"GSE53845"
"5584","5584",-0.339465,-2.63121612773367,0.0113629218227476,0.0534879213240702,"GSE53845"
"84549","84549",0.281465,2.63096814701005,0.0113701621879229,0.053515859224525,"GSE53845"
"51542","51542",-0.11696,-2.63032678503572,0.0113889078046952,0.0535956403222946,"GSE53845"
"114044","114044",-0.3286125,-2.63018879962534,0.0113929445134597,0.0536046276166911,"GSE53845"
"11140","11140",-0.1815125,-2.6298466315655,0.011402960154659,0.0536360842167351,"GSE53845"
"100170939","100170939",-0.733382500000001,-2.62982632569508,0.0114035547833483,0.0536360842167351,"GSE53845"
"64801","64801",-0.2975675,-2.6295441676649,0.0114118203190941,0.0536688039783043,"GSE53845"
"3978","3978",0.26033,2.62910994693772,0.0114245510891262,0.0537077466968795,"GSE53845"
"904","904",0.215455,2.62878929078111,0.0114339606383878,0.0537297863809629,"GSE53845"
"738","738",-0.14823,-2.6287037478615,0.0114364720651324,0.0537354291394028,"GSE53845"
"400322","400322",-0.474497500000001,-2.62861643288471,0.0114390360376532,0.0537413174680624,"GSE53845"
"6853","6853",0.2912475,2.62770296469536,0.0114658912503288,0.0538366400897253,"GSE53845"
"151647","151647",-0.2369925,-2.62761878031697,0.0114683691025834,0.0538421084628328,"GSE53845"
"56654","56654",-0.33769,-2.62723340874551,0.0114797182446519,0.053869271776088,"GSE53845"
"1974","1974",-0.1466925,-2.62701222870537,0.0114862366080287,0.0538828033099745,"GSE53845"
"50489","50489",0.19564,2.6267094086448,0.0114951664639155,0.0539185247706823,"GSE53845"
"168448","168448",0.1652675,2.62619325691946,0.0115104018944852,0.0539776367006628,"GSE53845"
"10201","10201",-0.252475,-2.62602996835675,0.0115152255851249,0.0539940815404988,"GSE53845"
"5238","5238",0.31224,2.62568401264588,0.011525451537469,0.0540234952596579,"GSE53845"
"6490","6490",0.4911475,2.62570941958058,0.0115247002625312,0.0540234952596579,"GSE53845"
"5224","5224",-0.203075,-2.62577232073134,0.0115228404883585,0.0540234952596579,"GSE53845"
"421","421",0.2275,2.62546728833628,0.0115318618273404,0.0540473633883122,"GSE53845"
"81706","81706",0.618402500000001,2.62539155705604,0.0115341025823965,0.0540516865788385,"GSE53845"
"51003","51003",0.1943825,2.62495126326322,0.0115471379907882,0.0540942250482536,"GSE53845"
"2298","2298",-0.277535,-2.62459672666197,0.0115576442514774,0.0541372574329456,"GSE53845"
"10611","10611",0.3582175,2.62407925289561,0.01157299465315,0.0542029678751598,"GSE53845"
"29126","29126",-0.749280000000001,-2.62397147339821,0.0115761941823397,0.0542117603056455,"GSE53845"
"84911","84911",0.1554825,2.62378150138968,0.0115818356385353,0.0542257920726217,"GSE53845"
"283989","283989",0.2052775,2.62353816182195,0.0115890655847581,0.0542534470170225,"GSE53845"
"55737","55737",0.1879075,2.62331393010188,0.0115957314655925,0.0542722591426135,"GSE53845"
"4161","4161",0.11136,2.62318222021416,0.0115996485250727,0.0542782001287355,"GSE53845"
"1285","1285",-0.3181125,-2.62305246661145,0.0116035085879396,0.0542900664276531,"GSE53845"
"3039","3039",1.0456325,2.62292515065871,0.0116072972746978,0.0542980222892232,"GSE53845"
"10683","10683",0.2436775,2.62290436655238,0.0116079158785978,0.0542980222892232,"GSE53845"
"100132005","100132005",0.1285025,2.62286182891052,0.0116091820338373,0.0542980222892232,"GSE53845"
"114795","114795",0.197485,2.62270780744847,0.0116137676203256,0.0543132739173432,"GSE53845"
"9194","9194",0.1869275,2.6217727353764,0.0116416425247532,0.0544312171872369,"GSE53845"
"11277","11277",-0.2681525,-2.62160182502476,0.0116467440458333,0.054448860419517,"GSE53845"
"29931","29931",-0.829130000000001,-2.62109135579382,0.0116619932709269,0.0545077204865482,"GSE53845"
"170850","170850",-0.218725,-2.62109851568427,0.0116617792576305,0.0545077204865482,"GSE53845"
"811","811",0.27395,2.62065947288359,0.0116749091473766,0.0545618688068437,"GSE53845"
"4925","4925",0.401375,2.62043725739722,0.0116815598124187,0.0545867280954147,"GSE53845"
"84545","84545",-0.699665,-2.61848640100114,0.0117400956908586,0.0548352612582824,"GSE53845"
"284","284",-0.621705000000001,-2.61816613601633,0.0117497309024247,0.0548677638951497,"GSE53845"
"90233","90233",0.167695,2.61717430866223,0.0117796160373965,0.0549947913383349,"GSE53845"
"345651","345651",0.6403725,2.61695534230434,0.0117862231558477,0.0550146767776862,"GSE53845"
"152756","152756",-0.221565,-2.61694421363182,0.0117865590442731,0.0550146767776862,"GSE53845"
"55333","55333",-0.193195,-2.61678895308144,0.011791246070571,0.0550200228207901,"GSE53845"
"3737","3737",0.1727825,2.61677291734064,0.0117917302567386,0.0550200228207901,"GSE53845"
"6469","6469",-0.121995,-2.61658007454914,0.01179755441208,0.0550221511654284,"GSE53845"
"161497","161497",0.2107375,2.61658272341358,0.0117974743944002,0.0550221511654284,"GSE53845"
"3757","3757",0.353155,2.61665403191818,0.0117953204724799,0.0550221511654284,"GSE53845"
"3695","3695",0.3233625,2.61634396582331,0.0118046888478754,0.0550491631895918,"GSE53845"
"8832","8832",0.706130000000001,2.61613663850383,0.0118109568557219,0.0550721290895708,"GSE53845"
"79759","79759",0.234655,2.61601089892933,0.0118147597501991,0.0550835967430252,"GSE53845"
"26115","26115",-0.2975775,-2.61566977589843,0.0118250823864344,0.0551224216642136,"GSE53845"
"3399","3399",-0.498927500000001,-2.61530544390532,0.0118361164482351,0.0551643485708353,"GSE53845"
"60528","60528",-0.22652,-2.61473335923518,0.0118534614468685,0.0552326309036946,"GSE53845"
"4772","4772",0.5412125,2.61443421088503,0.0118625405554584,0.0552644519437605,"GSE53845"
"64781","64781",0.3510975,2.61432594951095,0.0118658278385506,0.0552683152288088,"GSE53845"
"153129","153129",0.1871125,2.61430343167558,0.0118665116819318,0.0552683152288088,"GSE53845"
"220002","220002",0.1977625,2.61406165229682,0.0118738565421381,0.055289962320007,"GSE53845"
"51099","51099",-0.4226275,-2.61352109364171,0.0118902928596699,0.0553450354240218,"GSE53845"
"196743","196743",0.2335325,2.61347092864904,0.011891819238951,0.0553450354240218,"GSE53845"
"221545","221545",-0.15817,-2.61260544901862,0.0119181815599297,0.0554396918490036,"GSE53845"
"1936","1936",0.25979,2.61215844471787,0.0119318181220904,0.055496828474839,"GSE53845"
"84851","84851",-0.241745,-2.61077764147066,0.0119740317863707,0.0556679105614242,"GSE53845"
"79892","79892",-0.205135,-2.61073116878034,0.0119754549122167,0.0556682144445449,"GSE53845"
"321","321",0.21147,2.61029240899034,0.0119888986047215,0.0557180733159807,"GSE53845"
"55092","55092",0.3767425,2.61015255014145,0.011993186807321,0.0557316852658009,"GSE53845"
"83637","83637",0.3877575,2.610041512169,0.0119965923331197,0.0557411928442778,"GSE53845"
"144455","144455",0.5357375,2.60987665812888,0.0120016500234056,0.0557583740464169,"GSE53845"
"118924","118924",-0.12534,-2.60963751645801,0.012008990307505,0.0557861548388515,"GSE53845"
"55003","55003",0.30863,2.60956855030591,0.0120111079366933,0.055789670941931,"GSE53845"
"10714","10714",-0.19461,-2.60940713073181,0.0120160657137749,0.0558063767857693,"GSE53845"
"55052","55052",-0.1512425,-2.60931343595008,0.0120189442759822,0.0558134234132143,"GSE53845"
"8502","8502",0.23284,2.60911319725446,0.0120250982737019,0.0558356771485593,"GSE53845"
"830","830",-0.24319,-2.60898113732412,0.0120291584878922,0.055848204960206,"GSE53845"
"100240734","100240734",0.2117475,2.60870755297309,0.0120375738903641,0.0558809476341629,"GSE53845"
"10868","10868",0.235095,2.6085822705584,0.0120414293490432,0.055892517073562,"GSE53845"
"81570","81570",-0.23862,-2.60840450802685,0.012046901774581,0.0559115884942067,"GSE53845"
"4500","4500",-0.912470000000001,-2.6081320579656,0.0120552935696572,0.0559378719280156,"GSE53845"
"79876","79876",0.2380125,2.60806161295787,0.0120574642309502,0.0559416129307411,"GSE53845"
"2171","2171",-0.518665,-2.60784020039592,0.0120642890650693,0.0559542818628782,"GSE53845"
"285368","285368",0.48944,2.60755776458717,0.0120730000063384,0.0559883497635874,"GSE53845"
"1512","1512",-0.6317825,-2.6074344111841,0.0120768062992286,0.0559962258831494,"GSE53845"
"100132815","100132815",-0.299225,-2.60725680468015,0.012082288595764,0.0560100322802206,"GSE53845"
"92675","92675",-0.161145,-2.60692034223594,0.0120926806374027,0.0560437911806759,"GSE53845"
"481","481",0.456595,2.60690493837352,0.012093156599401,0.0560437911806759,"GSE53845"
"114132","114132",-0.2891925,-2.60685166536017,0.0120948028074672,0.0560450853420158,"GSE53845"
"55244","55244",0.403165,2.60620836459883,0.0121146978400241,0.0561059588321709,"GSE53845"
"4998","4998",0.231215,2.60625299359455,0.0121133166574079,0.0561059588321709,"GSE53845"
"85012","85012",-0.2982675,-2.6050764490553,0.0121497766116953,0.0562489657948856,"GSE53845"
"23065","23065",-0.1508175,-2.60511071521289,0.0121487133214473,0.0562489657948856,"GSE53845"
"6730","6730",-0.2454575,-2.60472599243793,0.0121606562790352,0.0562929781461494,"GSE53845"
"8671","8671",0.5823275,2.60437645159291,0.012171516381091,0.056336890000534,"GSE53845"
"3713","3713",0.5756125,2.60413334342984,0.012179074882921,0.0563591501354134,"GSE53845"
"124411","124411",0.2046075,2.60416520947281,0.0121780838882628,0.0563591501354134,"GSE53845"
"5987","5987",0.1876625,2.60385593385954,0.0121877050911304,0.0563927218977935,"GSE53845"
"79858","79858",0.41614,2.60347644298186,0.0121995200954205,0.0564282856399187,"GSE53845"
"168451","168451",0.15424,2.60269192987097,0.0122239781691693,0.0565222854331725,"GSE53845"
"7681","7681",0.1723875,2.60232749097911,0.0122353551875721,0.0565430075169585,"GSE53845"
"91252","91252",-0.23008,-2.60236144710843,0.0122342947399475,0.0565430075169585,"GSE53845"
"2122","2122",-0.1249,-2.60240847636772,0.0122328261580048,0.0565430075169585,"GSE53845"
"55412","55412",-0.1408025,-2.60239220113482,0.0122333343662272,0.0565430075169585,"GSE53845"
"51693","51693",-0.220695,-2.60186876669126,0.0122496893463743,0.0565837385310214,"GSE53845"
"3142","3142",-0.459865,-2.60156999114663,0.0122590336932818,0.0566205228595871,"GSE53845"
"1178","1178",1.054825,2.60130795912831,0.0122672342269488,0.0566456361420092,"GSE53845"
"79368","79368",0.5796175,2.60134997110466,0.0122659190862555,0.0566456361420092,"GSE53845"
"253832","253832",-0.2439675,-2.60107870002465,0.0122744132109835,0.0566716868825559,"GSE53845"
"10046","10046",-0.57422,-2.60087045128192,0.012280937605209,0.0566802103853065,"GSE53845"
"79719","79719",0.17417,2.60086680368684,0.0122810519119002,0.0566802103853065,"GSE53845"
"84899","84899",0.2697875,2.60084823322965,0.0122816338795869,0.0566802103853065,"GSE53845"
"126282","126282",0.3445,2.59922156227693,0.0123327089141308,0.0568903088973178,"GSE53845"
"728489","728489",0.3565325,2.59906854095034,0.0123375235223618,0.0569061159204449,"GSE53845"
"2768","2768",0.225525,2.59831253725214,0.0123613353483265,0.0570079800321774,"GSE53845"
"81558","81558",0.3142475,2.59785753026838,0.0123756869108653,0.0570628838670125,"GSE53845"
"4820","4820",-0.392695,-2.59765910637805,0.0123819502431027,0.0570853435249309,"GSE53845"
"5810","5810",-0.1747075,-2.59753855710984,0.0123857568438505,0.0570964729703023,"GSE53845"
"9093","9093",-0.2461625,-2.59706705896703,0.0124006556701167,0.0571410592617742,"GSE53845"
"2859","2859",0.19587,2.59687135618272,0.0124068444683134,0.0571615488482808,"GSE53845"
"282974","282974",0.2380225,2.59658619257041,0.0124158673753118,0.057190266530478,"GSE53845"
"9314","9314",-0.894062500000001,-2.59640125741046,0.0124217221400773,0.057198969020284,"GSE53845"
"10892","10892",0.3674325,2.59639431563891,0.0124219419550392,0.057198969020284,"GSE53845"
"4815","4815",-0.40978,-2.594187169208,0.0124920127871692,0.0574957930258125,"GSE53845"
"79135","79135",0.3799075,2.59395871483864,0.0124992861537193,0.057522812021831,"GSE53845"
"249","249",-0.5127275,-2.59382254246523,0.0125036233507932,0.0575363139598788,"GSE53845"
"79852","79852",0.2353475,2.5936641818251,0.0125086689893608,0.0575454282840334,"GSE53845"
"26628","26628",-0.476665,-2.59331978281154,0.0125196485427598,0.0575777442796583,"GSE53845"
"348094","348094",0.23733,2.59292853053243,0.012532132466559,0.0576157693573582,"GSE53845"
"728763","728763",1.11751,2.59257074016025,0.0125435586461689,0.0576618347901024,"GSE53845"
"1816","1816",0.1227675,2.59250760750177,0.0125455757997118,0.0576646421287204,"GSE53845"
"92129","92129",0.13262,2.59219568001874,0.0125555465504301,0.0576975351454418,"GSE53845"
"285761","285761",0.4118775,2.59182028516894,0.0125675556228519,0.0577251966017234,"GSE53845"
"80231","80231",0.3824075,2.59130171684327,0.0125841621314793,0.0577901710787019,"GSE53845"
"5586","5586",-0.2161525,-2.5911183414939,0.0125900392914746,0.0578040047722433,"GSE53845"
"9167","9167",-0.214605,-2.59107825559196,0.0125913243738781,0.0578040047722433,"GSE53845"
"152002","152002",0.27945,2.59107576992304,0.0125914040639245,0.0578040047722433,"GSE53845"
"196051","196051",0.316565,2.59082595674711,0.0125994153723424,0.057834307015902,"GSE53845"
"728404","728404",-0.27933,-2.59034309089047,0.0126149136806845,0.057896730838194,"GSE53845"
"26010","26010",0.23588,2.59012576781225,0.0126218946684295,0.0579180393291113,"GSE53845"
"151230","151230",-0.3072575,-2.59001343794812,0.0126255043804459,0.057921638088652,"GSE53845"
"6601","6601",-0.238815,-2.58995701607615,0.0126273178486165,0.0579234763698004,"GSE53845"
"583","583",0.2719975,2.5895702358761,0.012639755840017,0.0579675603401227,"GSE53845"
"91689","91689",-0.1825025,-2.58908740460264,0.0126552983095402,0.0580323488078679,"GSE53845"
"80830","80830",0.4397975,2.58876913414176,0.0126655530567086,0.0580663843592811,"GSE53845"
"100129935","100129935",0.135035,2.58806344481225,0.0126883175785319,0.0581577440715267,"GSE53845"
"55303","55303",-0.4572225,-2.58765194439803,0.0127016092156517,0.0581991481718504,"GSE53845"
"639","639",0.7615725,2.58744038948997,0.0127084474719687,0.0582229099447577,"GSE53845"
"79772","79772",0.3661175,2.58704904983671,0.0127211059072674,0.0582624376896744,"GSE53845"
"727764","727764",0.2503325,2.58707094297521,0.012720397439022,0.0582624376896744,"GSE53845"
"10919","10919",-0.18144,-2.58697723704049,0.012723430042693,0.058266573411193,"GSE53845"
"57817","57817",0.58145,2.58677523730117,0.0127299696007983,0.0582835012431861,"GSE53845"
"55120","55120",0.2847275,2.58666125120321,0.0127336611505368,0.0582873849695222,"GSE53845"
"23705","23705",-0.8129,-2.5866941143167,0.0127325967467156,0.0582873849695222,"GSE53845"
"23086","23086",-0.47218,-2.58654185030784,0.0127375291110796,0.0582985815532777,"GSE53845"
"9947","9947",0.1937375,2.58630456265316,0.0127452191642508,0.0583272670760445,"GSE53845"
"201134","201134",-0.1600925,-2.58622252558671,0.0127478788187514,0.0583329276304475,"GSE53845"
"60487","60487",0.18658,2.58567295210242,0.0127657091389655,0.0584009939541213,"GSE53845"
"56995","56995",0.2292225,2.5856323588837,0.0127670270441656,0.0584009939541213,"GSE53845"
"81602","81602",-0.2517075,-2.58554158118199,0.0127699746950843,0.0584079610105373,"GSE53845"
"7374","7374",0.149965,2.58520757989193,0.0127808254264348,0.0584510699926186,"GSE53845"
"4893","4893",0.26721,2.58493538166161,0.0127896745757531,0.0584784942127666,"GSE53845"
"29777","29777",0.236895,2.58474759294414,0.0127957828342926,0.0584998992201157,"GSE53845"
"358","358",-0.3998425,-2.58430040489111,0.0128103393666184,0.058559919058017,"GSE53845"
"129685","129685",-0.143175,-2.58366242110278,0.0128311326885689,0.0586353589201211,"GSE53845"
"51592","51592",-0.1834475,-2.58359704098651,0.0128332653113741,0.0586385687915232,"GSE53845"
"3113","3113",0.529740000000001,2.58290480168442,0.0128558651892061,0.058728743482724,"GSE53845"
"7499","7499",0.2260425,2.58274177322678,0.0128611929383721,0.0587465363717976,"GSE53845"
"5241","5241",0.297135,2.5826628829475,0.0128637717856055,0.0587517704366521,"GSE53845"
"139818","139818",-0.3372525,-2.58240549198943,0.0128721889281165,0.0587771183932261,"GSE53845"
"130","130",0.1594525,2.58220328328262,0.0128788050358464,0.0588007802304789,"GSE53845"
"3122","3122",0.326717500000001,2.58140082099835,0.0129050915508199,0.0589037507400525,"GSE53845"
"5906","5906",-0.3236875,-2.58126177749899,0.0129096512141429,0.058906905292638,"GSE53845"
"4297","4297",-0.17135,-2.58078174519923,0.0129254042420954,0.0589610117852595,"GSE53845"
"100134167","100134167",0.2331525,2.58054042478619,0.0129333301775218,0.0589906037688726,"GSE53845"
"78991","78991",0.2468075,2.57969616423076,0.012961093989249,0.0591040878166176,"GSE53845"
"9590","9590",0.516115,2.57938859191541,0.0129712221148369,0.059143695141049,"GSE53845"
"81309","81309",0.106675,2.57927102844346,0.0129750952978928,0.0591481114389982,"GSE53845"
"158471","158471",0.804745,2.5788481420305,0.0129890362079682,0.059192006727431,"GSE53845"
"64327","64327",-0.2140025,-2.57741530481964,0.0130363728419621,0.0593483551543909,"GSE53845"
"25842","25842",-0.2791975,-2.57699480302479,0.0130502947811254,0.0593985441858507,"GSE53845"
"10286","10286",0.201115,2.57685955820111,0.0130547753359234,0.0594068653424608,"GSE53845"
"711","711",0.21869,2.57590933605462,0.0130862950139671,0.0595293571033673,"GSE53845"
"353500","353500",0.18064,2.57583395618903,0.0130887983961443,0.0595341395875213,"GSE53845"
"341346","341346",0.27957,2.57544952025635,0.0131015723917643,0.059579022633356,"GSE53845"
"84236","84236",0.2622225,2.57471594895098,0.0131259789590677,0.059656926873049,"GSE53845"
"7367","7367",0.2780425,2.57454417045074,0.0131317001678314,0.0596763142186972,"GSE53845"
"57646","57646",0.1554425,2.57441610207423,0.0131359670579657,0.0596811214797064,"GSE53845"
"79444","79444",0.2365925,2.57438135628678,0.0131371249110817,0.0596811214797064,"GSE53845"
"50940","50940",0.1779325,2.57441018330331,0.013136164285873,0.0596811214797064,"GSE53845"
