entrez_id,gene_id,log2FoldChange,stat,pvalue,padj,dataset
9252,9252,-0.287203998412699,-4.04012461437758,9.63188710683854e-05,0.0071105970975173,GSE38958
123263,123263,-0.154682407936508,-4.05071559191394,9.2579412214434e-05,0.0071105970975173,GSE38958
11276,11276,-0.255813014285715,-4.05146981626899,9.23184761722794e-05,0.0071105970975173,GSE38958
128869,128869,-0.214935082539683,-4.05213715469322,9.20881864917789e-05,0.0071105970975173,GSE38958
8218,8218,0.299917484126984,4.05388420573608,9.14879019025245e-05,0.0071105970975173,GSE38958
84636,84636,-0.394184065079365,-4.05063323293006,9.26079483184717e-05,0.0071105970975173,GSE38958
80705,80705,-0.222563604761905,-4.03550075427543,9.79963771744624e-05,0.0071890406258491,GSE38958
56729,56729,0.302902004761905,4.03378564568562,9.86256820261361e-05,0.0072109273825015,GSE38958
2005,2005,-0.18104985873016,-4.03159154610647,9.94363727969001e-05,0.0072306362024549,GSE38958
7580,7580,-0.224737901587302,-4.03126122913307,9.95589710270093e-05,0.0072306362024549,GSE38958
81786,81786,0.145129003174603,4.02790108995476,0.0001008143384438,0.0072733205497185,GSE38958
93550,93550,-0.265163474603175,-4.02494682594158,0.0001019305585122,0.0073295808873413,GSE38958
8481,8481,-0.366353003174603,-4.02298040791663,0.000102680076446,0.0073591891631795,GSE38958
3008,3008,-0.267158657142857,-4.02055458695868,0.0001036119602987,0.0073774424542098,GSE38958
10380,10380,-0.250928006349206,-4.01776605129541,0.0001046931701268,0.0074301458981258,GSE38958
4345,4345,-0.464502241269841,-4.01645043288961,0.0001052070164371,0.0074423716692635,GSE38958
154881,154881,-0.17805713015873,-4.00816695777235,0.0001084981214636,0.0075525784998426,GSE38958
55664,55664,-0.255448728571429,-4.00949642358071,0.0001079633640329,0.0075525784998426,GSE38958
9646,9646,-0.213237468253969,-4.00825630695058,0.0001084621029152,0.0075525784998426,GSE38958
22866,22866,-0.213593825396826,-4.01022144523656,0.000107672797418,0.0075525784998426,GSE38958
113174,113174,-0.254881715873016,-4.00509195962945,0.0001097447077825,0.0075944936415132,GSE38958
55266,55266,-0.19984497936508,-4.00496274696969,0.0001097973883365,0.0075944936415132,GSE38958
219931,219931,0.167358669841269,3.99699974656534,0.0001130909804422,0.0077729535705891,GSE38958
55779,55779,-0.279497012698412,-3.9898364694901,0.0001161342645203,0.0079272330044897,GSE38958
23635,23635,-0.272840942857143,-3.98887345667681,0.0001165493127958,0.0079272330044897,GSE38958
80824,80824,-0.254723326984127,-3.98831424620165,0.0001167909764292,0.0079272330044897,GSE38958
6650,6650,0.141837901587302,3.98552711507537,0.0001180025939274,0.0079845978772996,GSE38958
129531,129531,-0.301735971428572,-3.98353047432381,0.0001188779415364,0.0080112496629084,GSE38958
