gene,score_dn,adj_p_dn,score_up,adj_p_up,reversal_score
SZT2,139.24434115323825,1.6987675442691034e-06,171.03704716274783,9.111620462943031e-08,154.3241424566233
CIT,140.26084414738136,1.6987675442691034e-06,166.22334057701454,9.111620462943031e-08,152.69127698179005
MMP26,204.2125686963534,7.711588221255267e-08,112.32217220720173,2.662351658289678e-06,151.45164016274904
ACSL3,166.22334057701454,3.8215919129239017e-07,137.24349095331675,5.034234341393317e-07,151.03996669329473
HIF3A,136.25883457457545,1.6987675442691034e-06,167.40781813443743,9.111620462943031e-08,151.03242763615674
ZC3H7B,167.40781813443743,3.8215919129239017e-07,136.25883457457545,5.034234341393317e-07,151.03242763615674
AADACL2,110.68322124491725,7.1991198072225475e-06,205.66437510020444,1.6517124203207315e-08,150.87609330643997
NUAK1,136.25883457457545,1.6987675442691034e-06,165.05119423989666,9.111620462943031e-08,149.96560729804085
CIB1,136.25883457457545,1.6987675442691034e-06,165.05119423989666,9.111620462943031e-08,149.96560729804085
BTNL3,166.22334057701454,3.8215919129239017e-07,135.2844893143447,5.034234341393317e-07,149.95812662902202
FUT2,166.22334057701454,3.8215919129239017e-07,135.2844893143447,5.034234341393317e-07,149.95812662902202
GPC1,134.32030762365395,1.6987675442691034e-06,167.40781813443743,9.111620462943031e-08,149.95422511694144
STK36,111.4983207911654,7.1991198072225475e-06,201.35437989108564,1.6517124203207315e-08,149.8354939318533
PSTPIP1,111.4983207911654,7.1991198072225475e-06,201.35437989108564,1.6517124203207315e-08,149.8354939318533
ATF6,204.2125686963534,7.711588221255267e-08,109.876746878485,2.662351658289678e-06,149.79390081059526
LCT,109.876746878485,7.1991198072225475e-06,204.2125686963534,1.6517124203207315e-08,149.79390081059526
METTL24,339.10308978216244,4.55939928375597e-10,66.13467868968416,6.12915892724042e-05,149.7547123980492
KCNN2,135.2844893143447,1.6987675442691034e-06,165.05119423989666,9.111620462943031e-08,149.4284662421024
ANKRD44,134.32030762365395,1.6987675442691034e-06,166.22334057701454,9.111620462943031e-08,149.42279023139673
CCL11,202.7759766782662,7.711588221255267e-08,109.876746878485,2.662351658289678e-06,149.26608677966817
PPARD,109.07877334887964,7.1991198072225475e-06,204.2125686963534,1.6517124203207315e-08,149.2489748568547
TTBK2,134.32030762365395,1.6987675442691034e-06,165.05119423989666,9.111620462943031e-08,148.89502068220543
FGD2,134.32030762365395,1.6987675442691034e-06,165.05119423989666,9.111620462943031e-08,148.89502068220543
UFSP2,133.36614465234138,1.6987675442691034e-06,166.22334057701454,9.111620462943031e-08,148.89112157543016
BLK,207.1316191822833,7.711588221255267e-08,106.73464837195932,2.6814624934392762e-06,148.68799729680802
CNTN3,134.32030762365395,1.6987675442691034e-06,163.89120319509445,9.176082057799839e-08,148.3708759493448
RGL4,166.22334057701454,3.8215919129239017e-07,132.42185819135395,5.13306537247104e-07,148.36308042765407
PLXNA3,163.89120319509445,3.840298269182711e-07,133.36614465234138,5.037454878687972e-07,147.84295016186346
SLC2A3,133.36614465234138,1.6987675442691034e-06,163.89120319509445,9.176082057799839e-08,147.84295016186346
TACR2,66.13467868968416,0.00012443682497553899,329.9034415872092,7.908496816395706e-11,147.70937041363038
SPATS2L,108.2891785991164,7.1991198072225475e-06,201.35437989108564,1.6517124203207315e-08,147.6634701127537
AOX1,48.89078285819952,0.000453250196222031,442.8873266429917,2.379559067022927e-12,147.14995112996468
H6PD,132.42185819135395,1.7343501724172433e-06,162.74319473302356,9.396903148312435e-08,146.80175834963404
NDUFB2,198.55531554622817,7.874395905125947e-08,108.2891785991164,2.662351658289678e-06,146.63352968195719
ANKRD11,106.73464837195932,7.1991198072225475e-06,201.35437989108564,1.6517124203207315e-08,146.59975762540995
CD14,86.89813277454742,3.093003200604204e-05,246.04614294819183,2.7997116691426424e-09,146.22226368982683
ADAMTS5,107.50784281550115,7.1991198072225475e-06,197.1774295549428,1.718488559466313e-08,145.5957420509176
TRPV2,106.73464837195932,7.1991198072225475e-06,198.55531554622817,1.677174764040973e-08,145.5772365008008
STBD1,64.66446989952124,0.00012443682497553899,327.662697497185,7.908496816395706e-11,145.5614462675562
BTNL8,86.25597658553218,3.093003200604204e-05,244.32295261342014,2.7997116691426424e-09,145.1699517115414
FFAR4,445.89603139313533,2.8587928902174588e-11,47.06853943122217,0.000283846046416609,144.87123570900218
CRYZ,242.617807477313,1.2548868185474397e-08,85.62061356445105,1.3173541965709453e-05,144.1287117054385
SLC52A2,84.99194620357753,3.093003200604204e-05,237.60806364695338,2.7997116691426424e-09,142.1083099717187
APOH,84.36987878021648,3.093003200604204e-05,239.26061617873674,2.7997116691426424e-09,142.07881328290972
OR10V1,84.36987878021648,3.093003200604204e-05,239.26061617873674,2.7997116691426424e-09,142.07881328290972
CEACAM16,84.36987878021648,3.093003200604204e-05,239.26061617873674,2.7997116691426424e-09,142.07881328290972
CD300A,83.7543173192051,3.093003200604204e-05,237.60806364695338,2.7997116691426424e-09,141.06984497152047
PFKFB1,83.7543173192051,3.093003200604204e-05,237.60806364695338,2.7997116691426424e-09,141.06984497152047
OSCAR,141.28827674151566,1.6987675442691034e-06,135.2844893143447,5.034234341393317e-07,138.2537969282571
KIRREL2,112.32217220720173,7.1991198072225475e-06,169.81448712841754,9.111620462943031e-08,138.1084069364199
LHCGR,289.1973304191797,2.4166774977802617e-09,65.63938941592905,6.12915892724042e-05,137.77785086664562
DHRS9,65.63938941592905,0.00012443682497553899,287.1929479696555,4.732664965084266e-10,137.29956208702512
REL,137.24349095331675,1.6987675442691034e-06,137.24349095331675,5.034234341393317e-07,137.24349095331675
BTN2A1,137.24349095331675,1.6987675442691034e-06,137.24349095331675,5.034234341393317e-07,137.24349095331675
CACNA2D2,135.2844893143447,1.6987675442691034e-06,138.23860876618036,5.034234341393317e-07,136.75357249614436
TNFSF9,112.32217220720173,7.1991198072225475e-06,166.22334057701454,9.111620462943031e-08,136.64028207358095
HOXA9,48.1502529637702,0.000453250196222031,386.2920309867758,1.3030164267794589e-11,136.38203331048342
AURKC,136.25883457457545,1.6987675442691034e-06,136.25883457457545,5.034234341393317e-07,136.25883457457545
RGS13,136.25883457457545,1.6987675442691034e-06,136.25883457457545,5.034234341393317e-07,136.25883457457545
PSAT1,136.25883457457545,1.6987675442691034e-06,136.25883457457545,5.034234341393317e-07,136.25883457457545
BIRC3,167.40781813443743,3.8215919129239017e-07,110.68322124491725,2.662351658289678e-06,136.12213843715065
WNK1,168.60480612595586,3.8215919129239017e-07,109.876746878485,2.662351658289678e-06,136.10932225677155
SLC25A5,169.81448712841754,3.8215919129239017e-07,109.07877334887964,2.662351658289678e-06,136.09980144304728
PTPRK,285.2094649834202,2.4166774977802617e-09,64.66446989952124,6.12915892724042e-05,135.80470854679132
TET1,138.23860876618036,1.6987675442691034e-06,133.36614465234138,5.037454878687972e-07,135.78052251059
TOB2,88.20322386801541,3.093003200604204e-05,208.6145284739681,1.6517124203207315e-08,135.64834668034064
SLC36A2,283.24658060513605,2.4166774977802617e-09,64.66446989952124,6.12915892724042e-05,135.33658036792247
FPR3,64.66446989952124,0.00012443682497553899,283.24658060513605,4.732664965084266e-10,135.33658036792247
CHD2,138.23860876618036,1.6987675442691034e-06,132.42185819135395,5.13306537247104e-07,135.2989779954202
RLBP1,135.2844893143447,1.6987675442691034e-06,135.2844893143447,5.034234341393317e-07,135.2844893143447
MBNL2,135.2844893143447,1.6987675442691034e-06,135.2844893143447,5.034234341393317e-07,135.2844893143447
IFITM1,166.22334057701454,3.8215919129239017e-07,109.876746878485,2.662351658289678e-06,135.14466292783015
TRIM27,109.07877334887964,7.1991198072225475e-06,167.40781813443743,9.111620462943031e-08,135.13193349877284
TICAM2,109.07877334887964,7.1991198072225475e-06,167.40781813443743,9.111620462943031e-08,135.13193349877284
RIDA,167.40781813443743,3.8215919129239017e-07,109.07877334887964,2.662351658289678e-06,135.13193349877284
HLA-DOB,167.40781813443743,3.8215919129239017e-07,109.07877334887964,2.662351658289678e-06,135.13193349877284
C8ORF44-SGK3,167.40781813443743,3.8215919129239017e-07,109.07877334887964,2.662351658289678e-06,135.13193349877284
CTH,109.876746878485,7.1991198072225475e-06,165.05119423989666,9.111620462943031e-08,134.6673245129968
HDAC2,210.11333484378792,7.682142039394561e-08,86.25597658553218,1.3173541965709453e-05,134.62366393243744
RAB31,64.18469102051411,0.00012443682497553899,281.3039995425582,4.87912460418548e-10,134.37042194424313
RMI2,63.70993588448946,0.00012547179145470168,283.24658060513605,4.732664965084266e-10,134.33399230966856
TP53RK,133.36614465234138,1.6987675442691034e-06,135.2844893143447,5.034234341393317e-07,134.32189237467966
ARHGDIA,135.2844893143447,1.6987675442691034e-06,133.36614465234138,5.037454878687972e-07,134.32189237467966
CLC,134.32030762365395,1.6987675442691034e-06,134.32030762365395,5.034234341393317e-07,134.32030762365395
LANCL1,109.876746878485,7.1991198072225475e-06,163.89120319509445,9.176082057799839e-08,134.19326454437922
DPP9,165.05119423989666,3.8215919129239017e-07,109.07877334887964,2.662351658289678e-06,134.17742659425093
CDR2L,108.2891785991164,7.1991198072225475e-06,166.22334057701454,9.111620462943031e-08,134.16478306577355
C20ORF194,108.2891785991164,7.1991198072225475e-06,166.22334057701454,9.111620462943031e-08,134.16478306577355
IZUMO4,108.2891785991164,7.1991198072225475e-06,166.22334057701454,9.111620462943031e-08,134.16478306577355
GPR25,136.25883457457545,1.6987675442691034e-06,131.48730861585113,5.34907528219705e-07,133.85181146829282
HLTF,108.2891785991164,7.1991198072225475e-06,165.05119423989666,9.111620462943031e-08,133.6909056407414
TREM2,86.89813277454742,3.093003200604204e-05,205.66437510020444,1.6517124203207315e-08,133.68563937256647
LRP12,47.06853943122217,0.0004702178958157312,378.5161537867878,1.4703420253359258e-11,133.47734830250403
PLAGL1,64.18469102051411,0.00012443682497553899,277.47859325628633,5.157809189952989e-10,133.45365402626354
FNBP1L,63.70993588448946,0.00012547179145470168,279.38143194101355,4.953768603319662e-10,133.41429127450638
PARP1,134.32030762365395,1.6987675442691034e-06,132.42185819135395,5.13306537247104e-07,133.36770496772652
F8,133.36614465234138,1.6987675442691034e-06,133.36614465234138,5.037454878687972e-07,133.36614465234138
OLIG1,107.50784281550115,7.1991198072225475e-06,165.05119423989666,9.111620462943031e-08,133.20772442637687
C1QBP,85.62061356445105,3.093003200604204e-05,207.1316191822833,1.6517124203207315e-08,133.17183006546585
CAMK2A,107.50784281550115,7.1991198072225475e-06,163.89120319509445,9.176082057799839e-08,132.73880258591146
PROK2,165.05119423989666,3.8215919129239017e-07,106.73464837195932,2.6814624934392762e-06,132.7278462891918
SLC16A14,86.25597658553218,3.093003200604204e-05,204.2125686963534,1.6517124203207315e-08,132.71983477967427
ADSSL1,85.62061356445105,3.093003200604204e-05,205.66437510020444,1.6517124203207315e-08,132.69932171804388
KDR,132.42185819135395,1.7343501724172433e-06,132.42185819135395,5.13306537247104e-07,132.42185819135395
KIAA1109,107.50784281550115,7.1991198072225475e-06,162.74319473302356,9.396903148312435e-08,132.27308796066714
CXCR2,163.89120319509445,3.840298269182711e-07,106.73464837195932,2.6814624934392762e-06,132.26061373018706
PPARG,85.62061356445105,3.093003200604204e-05,202.7759766782662,1.6517124203207315e-08,131.76419672780602
CTLA4,85.62061356445105,3.093003200604204e-05,202.7759766782662,1.6517124203207315e-08,131.76419672780602
FAM92B,85.62061356445105,3.093003200604204e-05,202.7759766782662,1.6517124203207315e-08,131.76419672780602
SLC6A8,162.74319473302356,3.9152017631564175e-07,105.9694797833701,2.7317465778409266e-06,131.3233097517048
OLIG2,162.74319473302356,3.9152017631564175e-07,105.9694797833701,2.7317465778409266e-06,131.3233097517048
HPS1,162.74319473302356,3.9152017631564175e-07,105.9694797833701,2.7317465778409266e-06,131.3233097517048
IDH3A,198.55531554622817,7.874395905125947e-08,86.25597658553218,1.3173541965709453e-05,130.86857013312405
AMT,202.7759766782662,7.711588221255267e-08,84.36987878021648,1.3173541965709453e-05,130.79825905525396
FCAMR,105.21222365761142,7.638271669946876e-06,161.60699928423097,9.816426462327075e-08,130.3956738290345
FOSL2,84.36987878021648,3.093003200604204e-05,199.9475632298851,1.6517124203207315e-08,129.88283825088317
IL15,199.9475632298851,7.73556394509305e-08,84.36987878021648,1.3173541965709453e-05,129.88283825088317
ATP2A1,67.14129829198822,0.00012443682497553899,247.78764377813948,2.7997116691426424e-09,128.98365828265602
TRPC7,67.14129829198822,0.00012443682497553899,247.78764377813948,2.7997116691426424e-09,128.98365828265602
PPP2R2C,339.10308978216244,4.55939928375597e-10,48.51854193085795,0.00026988822898898535,128.26841965378438
MKL1,67.14129829198822,0.00012443682497553899,244.32295261342014,2.7997116691426424e-09,128.07872673085467
TCN2,48.51854193085795,0.000453250196222031,334.4552446912695,7.908496816395706e-11,127.38634469027171
STX3,68.1698321621447,0.00012443682497553899,237.60806364695338,2.7997116691426424e-09,127.2701921864857
HSD17B10,66.13467868968416,0.00012443682497553899,244.32295261342014,2.7997116691426424e-09,127.1149871872057
ASIC3,47.7858596099108,0.000453250196222031,336.76698710476654,7.908496816395706e-11,126.85700598327637
NECTIN1,66.13467868968416,0.00012443682497553899,242.617807477313,2.7997116691426424e-09,126.67063883121355
CDCA7,48.1502529637702,0.000453250196222031,332.16751114739407,7.908496816395706e-11,126.46718818765989
GJA1,48.1502529637702,0.000453250196222031,332.16751114739407,7.908496816395706e-11,126.46718818765989
PIK3R4,334.4552446912695,4.55939928375597e-10,47.7858596099108,0.0002713703025376255,126.42085021314867
CYLD,65.63938941592905,0.00012443682497553899,242.617807477313,2.7997116691426424e-09,126.19542283396117
PPCDC,65.63938941592905,0.00012443682497553899,242.617807477313,2.7997116691426424e-09,126.19542283396117
CTRC,240.93044717938946,1.2548868185474397e-08,65.63938941592905,6.12915892724042e-05,125.75582469437298
GCSAML,242.617807477313,1.2548868185474397e-08,65.14934481935528,6.12915892724042e-05,125.72347115258717
HCST,47.7858596099108,0.000453250196222031,329.9034415872092,7.908496816395706e-11,125.55763435376117
TEAD4,47.7858596099108,0.000453250196222031,329.9034415872092,7.908496816395706e-11,125.55763435376117
PKM,140.26084414738136,1.6987675442691034e-06,112.32217220720173,2.662351658289678e-06,125.51654349228093
STAP1,47.06853943122217,0.0004702178958157312,334.4552446912695,7.908496816395706e-11,125.46840188959959
HLA-DPB1,66.13467868968416,0.00012443682497553899,237.60806364695338,2.7997116691426424e-09,125.35602475896117
CA9,65.14934481935528,0.00012443682497553899,240.93044717938946,2.7997116691426424e-09,125.2855170431583
TBRG4,89.53670420948501,3.093003200604204e-05,174.7839149625946,9.111620462943031e-08,125.09826415494986
GGPS1,47.42530654144766,0.0004583105532042478,327.662697497185,7.908496816395706e-11,124.65754638609583
PSMA5,64.66446989952124,0.00012443682497553899,239.26061617873674,2.7997116691426424e-09,124.38513139853504
LRP6,64.18469102051411,0.00012443682497553899,237.60806364695338,2.7997116691426424e-09,123.49413001905133
CYB5R3,64.18469102051411,0.00012443682497553899,237.60806364695338,2.7997116691426424e-09,123.49413001905133
SLC4A1,137.24349095331675,1.6987675442691034e-06,109.876746878485,2.662351658289678e-06,122.80011529390853
SNX20,235.97254335745973,1.35764418068751e-08,63.70993588448946,6.26829807582871e-05,122.6123795046963
TNFRSF9,63.70993588448946,0.00012547179145470168,235.97254335745973,2.87046984146996e-09,122.6123795046963
PKIA,108.2891785991164,7.1991198072225475e-06,138.23860876618036,5.034234341393317e-07,122.35091088330435
CCL1,110.68322124491725,7.1991198072225475e-06,134.32030762365395,5.034234341393317e-07,121.93032570445399
SAA1,136.25883457457545,1.6987675442691034e-06,109.07877334887964,2.662351658289678e-06,121.91368476648796
CCSER1,136.25883457457545,1.6987675442691034e-06,109.07877334887964,2.662351658289678e-06,121.91368476648796
SPRED2,136.25883457457545,1.6987675442691034e-06,109.07877334887964,2.662351658289678e-06,121.91368476648796
C1S,109.07877334887964,7.1991198072225475e-06,136.25883457457545,5.034234341393317e-07,121.91368476648796
MORN2,84.99194620357753,3.093003200604204e-05,174.7839149625946,9.111620462943031e-08,121.88201301977051
SIRPB1,133.36614465234138,1.6987675442691034e-06,110.68322124491725,2.662351658289678e-06,121.49647935284683
PRKCQ,87.54718146778751,3.093003200604204e-05,168.60480612595586,9.111620462943031e-08,121.49434372945183
ZGLP1,109.876746878485,7.1991198072225475e-06,134.32030762365395,5.034234341393317e-07,121.48530133890463
STRADB,169.81448712841754,3.8215919129239017e-07,86.89813277454742,1.3173541965709453e-05,121.47658971804773
ZNF184,138.23860876618036,1.6987675442691034e-06,106.73464837195932,2.6814624934392762e-06,121.46954061857282
CCDC85B,87.54718146778751,3.093003200604204e-05,167.40781813443743,9.111620462943031e-08,121.06230888820006
ASNA1,87.54718146778751,3.093003200604204e-05,167.40781813443743,9.111620462943031e-08,121.06230888820006
SLC4A11,135.2844893143447,1.6987675442691034e-06,108.2891785991164,2.662351658289678e-06,121.03654912897727
TRIM61,135.2844893143447,1.6987675442691034e-06,108.2891785991164,2.662351658289678e-06,121.03654912897727
THRB,108.2891785991164,7.1991198072225475e-06,135.2844893143447,5.034234341393317e-07,121.03654912897727
LDHA,135.2844893143447,1.6987675442691034e-06,108.2891785991164,2.662351658289678e-06,121.03654912897727
RSBN1L,108.2891785991164,7.1991198072225475e-06,135.2844893143447,5.034234341393317e-07,121.03654912897727
HLA-DOA,136.25883457457545,1.6987675442691034e-06,107.50784281550115,2.662351658289678e-06,121.03261283499927
ZEB1,166.22334057701454,3.8215919129239017e-07,87.54718146778751,1.3173541965709453e-05,120.63326639728255
RGS9BP,134.32030762365395,1.6987675442691034e-06,108.2891785991164,2.662351658289678e-06,120.6044600408547
HDAC10,135.2844893143447,1.6987675442691034e-06,107.50784281550115,2.662351658289678e-06,120.59910286806414
FNTA,86.25597658553218,3.093003200604204e-05,168.60480612595586,9.111620462943031e-08,120.59507539451452
BMPR1B,169.81448712841754,3.8215919129239017e-07,85.62061356445105,1.3173541965709453e-05,120.58034906263825
TNNI3,211.62827459736587,7.538028436278711e-08,68.69251988203348,6.113652376246267e-05,120.57064095533372
TRPC5,132.42185819135395,1.7343501724172433e-06,109.07877334887964,2.662351658289678e-06,120.1849152601614
PDXP,133.36614465234138,1.6987675442691034e-06,108.2891785991164,2.662351658289678e-06,120.17533131775834
IGF2R,134.32030762365395,1.6987675442691034e-06,107.50784281550115,2.662351658289678e-06,120.16857542191947
AK4,134.32030762365395,1.6987675442691034e-06,107.50784281550115,2.662351658289678e-06,120.16857542191947
GRIA1,107.50784281550115,7.1991198072225475e-06,134.32030762365395,5.034234341393317e-07,120.16857542191947
GP1BA,107.50784281550115,7.1991198072225475e-06,134.32030762365395,5.034234341393317e-07,120.16857542191947
ALCAM,107.50784281550115,7.1991198072225475e-06,134.32030762365395,5.034234341393317e-07,120.16857542191947
NDUFAB1,167.40781813443743,3.8215919129239017e-07,86.25597658553218,1.3173541965709453e-05,120.16623835853008
NDUFA12,85.62061356445105,3.093003200604204e-05,168.60480612595586,9.111620462943031e-08,120.15010174951853
TJP2,171.03704716274783,3.8215919129239017e-07,84.36987878021648,1.3173541965709453e-05,120.12649556216648
SOSTDC1,86.89813277454742,3.093003200604204e-05,165.05119423989666,9.111620462943031e-08,119.76076399078354
PPIP5K2,166.22334057701454,3.8215919129239017e-07,86.25597658553218,1.3173541965709453e-05,119.7403715243105
TANK,85.62061356445105,3.093003200604204e-05,167.40781813443743,9.111620462943031e-08,119.7228470433132
HAT1,49.64735123586094,0.000453250196222031,287.1929479696555,4.732664965084266e-10,119.4084132727331
GNG7,86.89813277454742,3.093003200604204e-05,163.89120319509445,9.176082057799839e-08,119.33917854513516
DRD3,108.2891785991164,7.1991198072225475e-06,131.48730861585113,5.34907528219705e-07,119.32582556269635
WANG,132.42185819135395,1.7343501724172433e-06,107.50784281550115,2.662351658289678e-06,119.31633717045065
HMGCS1,133.36614465234138,1.6987675442691034e-06,106.73464837195932,2.6814624934392762e-06,119.30963311565215
LPAR1,106.73464837195932,7.1991198072225475e-06,133.36614465234138,5.037454878687972e-07,119.30963311565215
SLC26A6,106.73464837195932,7.1991198072225475e-06,133.36614465234138,5.037454878687972e-07,119.30963311565215
B3GAT1,106.73464837195932,7.1991198072225475e-06,133.36614465234138,5.037454878687972e-07,119.30963311565215
CHRM1,106.73464837195932,7.1991198072225475e-06,133.36614465234138,5.037454878687972e-07,119.30963311565215
EHMT2,86.25597658553218,3.093003200604204e-05,163.89120319509445,9.176082057799839e-08,118.89741706770069
CD200R1,166.22334057701454,3.8215919129239017e-07,84.99194620357753,1.3173541965709453e-05,118.85977124368263
DFFA,166.22334057701454,3.8215919129239017e-07,84.99194620357753,1.3173541965709453e-05,118.85977124368263
P3H3,84.36987878021648,3.093003200604204e-05,167.40781813443743,9.111620462943031e-08,118.84518216092319
CD72,84.36987878021648,3.093003200604204e-05,167.40781813443743,9.111620462943031e-08,118.84518216092319
TNFSF13,84.36987878021648,3.093003200604204e-05,167.40781813443743,9.111620462943031e-08,118.84518216092319
EGLN3,36.25474367187441,0.0016209275223648388,388.938232884319,1.3030164267794589e-11,118.74702496236603
TP53INP2,132.42185819135395,1.7343501724172433e-06,105.9694797833701,2.7317465778409266e-06,118.45959405841717
CD180,84.36987878021648,3.093003200604204e-05,166.22334057701454,9.111620462943031e-08,118.42399712442304
KRTCAP2,84.36987878021648,3.093003200604204e-05,165.05119423989666,9.111620462943031e-08,118.00571702485455
NELFE,84.36987878021648,3.093003200604204e-05,165.05119423989666,9.111620462943031e-08,118.00571702485455
C4B,285.2094649834202,2.4166774977802617e-09,48.51854193085795,0.00026988822898898535,117.63480516358938
IL31,66.63528903911535,0.00012443682497553899,207.1316191822833,1.6517124203207315e-08,117.48308522230515
IL6R,35.12938694213557,0.0016209275223648388,391.61221666185446,1.3030164267794589e-11,117.2906521867012
TYRO3,48.51854193085795,0.000453250196222031,283.24658060513605,4.732664965084266e-10,117.22930989246004
FAP,48.1502529637702,0.000453250196222031,285.2094649834202,4.732664965084266e-10,117.1874903162161
CD248,83.7543173192051,3.093003200604204e-05,163.89120319509445,9.176082057799839e-08,117.16055581221976
ZNF365,83.7543173192051,3.093003200604204e-05,163.89120319509445,9.176082057799839e-08,117.16055581221976
PPP2CA,83.7543173192051,3.093003200604204e-05,163.89120319509445,9.176082057799839e-08,117.16055581221976
ICAM3,83.7543173192051,3.093003200604204e-05,163.89120319509445,9.176082057799839e-08,117.16055581221976
C2ORF16,205.66437510020444,7.711588221255267e-08,66.63528903911535,6.12915892724042e-05,117.06624227270285
NFE2L3,66.63528903911535,0.00012443682497553899,205.66437510020444,1.6517124203207315e-08,117.06624227270285
NTRK1,48.1502529637702,0.000453250196222031,283.24658060513605,4.732664965084266e-10,116.78353697015785
FASTKD2,66.13467868968416,0.00012443682497553899,204.2125686963534,1.6517124203207315e-08,116.21330653211957
BTG2,66.13467868968416,0.00012443682497553899,204.2125686963534,1.6517124203207315e-08,116.21330653211957
HAPLN2,47.7858596099108,0.000453250196222031,281.3039995425582,4.87912460418548e-10,115.94116365574006
CEP72,65.14934481935528,0.00012443682497553899,205.66437510020444,1.6517124203207315e-08,115.75361458918009
PFKFB2,115.70771544415322,7.1991198072225475e-06,115.70771544415322,2.3653495721734002e-06,115.70771544415322
RNF212,34.584727540369165,0.0016209275223648388,386.2920309867758,1.3030164267794589e-11,115.58462113401369
PHTF1,65.63938941592905,0.00012443682497553899,202.7759766782662,1.6517124203207315e-08,115.3693689736581
YES1,65.14934481935528,0.00012443682497553899,204.2125686963534,1.6517124203207315e-08,115.344332563178
GCGR,204.2125686963534,7.711588221255267e-08,65.14934481935528,6.12915892724042e-05,115.344332563178
RAB23,34.584727540369165,0.0016209275223648388,383.6732110056255,1.3555363260922868e-11,115.1921588788409
MAP3K1,47.42530654144766,0.0004583105532042478,279.38143194101355,4.953768603319662e-10,115.10755862145268
NEK11,64.18469102051411,0.00012443682497553899,205.66437510020444,1.6517124203207315e-08,114.89344789731805
SLC25A2,65.14934481935528,0.00012443682497553899,201.35437989108564,1.6517124203207315e-08,114.53430021793382
SIGMAR1,201.35437989108564,7.73556394509305e-08,65.14934481935528,6.12915892724042e-05,114.53430021793382
SPDEF,65.14934481935528,0.00012443682497553899,201.35437989108564,1.6517124203207315e-08,114.53430021793382
CFH,64.66446989952124,0.00012443682497553899,202.7759766782662,1.6517124203207315e-08,114.50939280363758
KCNJ4,66.13467868968416,0.00012443682497553899,197.1774295549428,1.718488559466313e-08,114.19398385411543
ARF1,65.14934481935528,0.00012443682497553899,199.9475632298851,1.6517124203207315e-08,114.13348650879648
SMTNL1,64.66446989952124,0.00012443682497553899,201.35437989108564,1.6517124203207315e-08,114.10729265741026
SERPINA1,64.18469102051411,0.00012443682497553899,202.7759766782662,1.6517124203207315e-08,114.08379994318865
ATR,199.9475632298851,7.73556394509305e-08,64.66446989952124,6.12915892724042e-05,113.7079732646815
MPP1,64.18469102051411,0.00012443682497553899,201.35437989108564,1.6517124203207315e-08,113.68319426782726
SAMD9L,63.70993588448946,0.00012547179145470168,202.7759766782662,1.6517124203207315e-08,113.66109480858906
SEMA3B,63.70993588448946,0.00012547179145470168,202.7759766782662,1.6517124203207315e-08,113.66109480858906
COL1A2,64.66446989952124,0.00012443682497553899,198.55531554622817,1.677174764040973e-08,113.31140377529974
PTPRO,198.55531554622817,7.874395905125947e-08,64.18469102051411,6.168183346807935e-05,112.8902634367346
S1PR3,89.53670420948501,3.093003200604204e-05,142.3268009572962,4.916665078235178e-07,112.88699074027829
SGK3,64.18469102051411,0.00012443682497553899,195.81370175673095,1.7934390979412308e-08,112.10817073183773
PTPN1,63.70993588448946,0.00012547179145470168,197.1774295549428,1.718488559466313e-08,112.08104833027679
GJD2,111.4983207911654,7.1991198072225475e-06,111.4983207911654,2.662351658289678e-06,111.4983207911654
WNK3,111.4983207911654,7.1991198072225475e-06,111.4983207911654,2.662351658289678e-06,111.4983207911654
HPN,50.03179670011319,0.000453250196222031,247.78764377813948,2.7997116691426424e-09,111.3429881865398
SLC26A9,50.03179670011319,0.000453250196222031,247.78764377813948,2.7997116691426424e-09,111.3429881865398
ANGPTL3,110.68322124491725,7.1991198072225475e-06,110.68322124491725,2.662351658289678e-06,110.68322124491725
SLC39A8,49.64735123586094,0.000453250196222031,246.04614294819183,2.7997116691426424e-09,110.52393079861812
TOX,87.54718146778751,3.093003200604204e-05,139.24434115323825,5.034234341393317e-07,110.41036909323807
ALOX15B,109.876746878485,7.1991198072225475e-06,109.876746878485,2.662351658289678e-06,109.876746878485
SLC41A2,109.876746878485,7.1991198072225475e-06,109.876746878485,2.662351658289678e-06,109.876746878485
CEP83,244.32295261342014,1.2548868185474397e-08,49.26703313987476,0.00026988822898898535,109.71356799975754
TIMM13,49.26703313987476,0.000453250196222031,244.32295261342014,2.7997116691426424e-09,109.71356799975754
FXYD2,246.04614294819183,1.2548868185474397e-08,48.89078285819952,0.00026988822898898535,109.67856922834818
PLCXD3,138.23860876618036,1.6987675442691034e-06,86.89813277454742,1.3173541965709453e-05,109.60235845606725
CEACAM8,86.89813277454742,3.093003200604204e-05,138.23860876618036,5.034234341393317e-07,109.60235845606725
MANSC1,86.89813277454742,3.093003200604204e-05,138.23860876618036,5.034234341393317e-07,109.60235845606725
GPR82,138.23860876618036,1.6987675442691034e-06,86.89813277454742,1.3173541965709453e-05,109.60235845606725
PLA2R1,112.32217220720173,7.1991198072225475e-06,106.73464837195932,2.6814624934392762e-06,109.49277398490888
APAF1,110.68322124491725,7.1991198072225475e-06,108.2891785991164,2.662351658289678e-06,109.47965616184753
SIGLEC9,49.64735123586094,0.000453250196222031,240.93044717938946,2.7997116691426424e-09,109.3689102740271
PPP1R16B,86.25597658553218,3.093003200604204e-05,138.23860876618036,5.034234341393317e-07,109.1966400625596
