,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127
PF-04457845,0.1699055,-0.011304876,0.023590215,0.19211638,0.001737263,0.14341357,0.21397881,-0.2175182,0.07131827,0.09333415,-0.1385742,-0.044604708,-0.33139062,0.14055097,0.09988488,0.38586536,-0.06688192,0.37677652,0.5561072,0.17259301,-0.20579638,0.008027699,0.16518848,-0.17911276,0.24460799,-0.19595808,-0.1141759,-0.12309599,0.1842417,-0.27706382,0.27300918,-0.047978163,0.28784007,0.04440463,0.1288899,0.22878048,-0.011689166,-0.13100001,0.16830456,0.030738074,0.3275683,-0.3013064,0.05604661,-0.24562088,0.03106463,-0.6084318,0.32731333,-0.16764975,-0.19119458,0.14219646,0.18299517,-0.0729105,-0.021645866,-0.2231502,0.092831984,0.10289044,-0.06745418,0.057294697,-0.02526467,-0.06008737,0.18657798,0.29662725,0.2617499,-0.0121184485,-0.07963871,-0.20973757,-0.26257306,-0.050563194,0.116105124,-0.12470436,0.049892694,0.08209561,0.27162623,0.013009051,-0.088162,-0.15437812,-0.1570584,-0.529679,-0.06583248,0.039697967,0.23337625,0.15597725,-0.2623321,0.12987515,-0.13391936,-0.19496378,-0.22569351,0.12652148,-0.19505925,-0.002124161,-0.4403287,-0.03181787,0.08150741,-0.1235656,0.004202227,-0.021481484,0.055086423,0.09309112,0.14570595,0.21592638,-0.23745638,-0.16515031,0.07454537,0.08684203,0.02171875,0.3512773,-0.22829176,-0.14794602,0.8730728,-0.19117883,0.14707068,-0.7272376,-0.061226945,0.16182104,0.24452604,0.09899291,-0.17966919,-0.18884724,0.005242363,0.07655644,-0.0080021955,0.109075055,0.20328814,0.07086923,0.20714732,-0.14717175,-0.20242421,0.1055587
PF-04620110,0.23242226,0.6195708,0.41600347,-0.10600609,-0.66143024,-0.050990883,-0.008845117,0.26594308,0.1330521,0.12050396,-0.04924776,0.07193164,0.2773073,0.030623361,-0.20151892,-0.24158174,0.34559807,-0.15404914,-0.1563678,-0.009962494,0.15464953,0.1388638,-0.60547316,0.24674903,-0.13986799,0.2514386,0.10874702,-0.23920052,-0.25837857,0.029997911,-0.20745687,-0.29843464,0.080244094,0.22334054,-0.11307101,-0.023539975,-0.29519042,-0.14392427,-0.48559895,-0.02292499,0.023921505,0.12001373,0.37237078,-0.29009208,0.20558707,0.4300577,-0.40848324,-0.2504576,0.17336863,-0.39718252,-0.21138747,-0.10044438,0.22801656,-0.18806148,-0.19910593,-0.06601942,-0.08938859,-0.09533644,-0.06241267,-0.012616977,-0.1467367,0.1314467,-0.06119006,0.08509182,-0.09610197,0.1035415,-0.06085742,-0.056884967,0.0018035471,-0.02342201,0.15236852,-0.28172678,0.010687821,-0.41457272,-0.10171493,0.41351157,-0.04937594,0.3923632,-0.30985925,0.061211053,0.15747829,0.05511018,0.09786101,-0.10389395,0.1432873,0.22935602,0.1586991,0.20827995,-0.079831555,0.15066521,-0.077534184,-0.035526358,0.15382652,0.13507994,0.16201457,0.112165645,-0.10433234,-0.0881707,-0.015458817,0.40084603,0.16517875,0.024366528,0.13435075,0.35892865,0.111128,-0.43538892,0.12508887,0.48717198,-1.33982,0.035228875,0.10850641,0.70456797,0.2283528,-0.053032577,-0.18177687,0.17728715,0.1191301,0.17636785,0.08934348,0.09331711,0.08262579,0.09969756,-0.20056894,-0.14817756,0.43044317,-0.035307474,0.10405182,0.0737916
PF-04691502,0.23696883,-0.45654732,-0.071656376,-0.32258675,-0.57979244,0.36149868,0.11032361,0.05686977,-0.13456497,-0.12536472,-0.09070672,-0.36713538,0.14320053,0.030984998,-0.23830822,0.34189135,-0.23262793,-0.80253094,0.20757712,-0.20485893,-0.23999874,-0.08282143,-0.2694254,-0.14240591,0.19882397,-0.43530124,-0.05795897,-0.0027262624,0.15223956,-0.056421466,0.069765,0.07411082,-0.6180013,0.13678208,-0.1836132,-0.20999888,0.0050358884,-0.29404622,-0.17490977,0.39417303,0.03315197,0.19480973,0.11108354,0.7270379,0.077435866,-0.756778,0.5914083,-0.48569584,-0.30155623,-1.1018064,0.014264984,-1.3061041,-0.28306973,-0.081946746,0.16817577,0.06038511,-0.14210288,0.059290715,-0.60805583,-0.061591912,-0.20508939,-0.17127419,-0.29390833,0.25238597,0.18306963,0.0002483651,-0.29250133,-0.02972268,-0.2707778,-0.01637943,-0.15856372,-0.033916708,-0.36763033,-0.5688444,0.21972883,0.29430348,-0.09358293,-0.40563154,-0.17587584,0.13188049,-0.16111636,-0.39105383,0.15874165,-0.4582916,0.45272312,-0.0045483634,0.18265772,-0.019466951,-0.05610367,-0.2566134,0.7946986,-0.384815,-0.4553022,-1.1468382,-0.36688524,-0.029413931,-0.16543332,0.13424818,-0.21485642,-0.79317117,-0.016315002,-0.08625282,0.3552064,-0.06344724,-0.012921372,0.18494636,0.47811607,0.021833053,-1.9441067,0.5076737,0.6137527,-0.6554512,-0.41005012,0.16566017,0.12703381,0.19954844,0.110047475,0.23321415,-0.3656065,0.054880396,-0.12894751,-0.03740324,0.035902362,0.061189994,-0.14263874,0.02601449,0.3508645,-0.027563473
PF-431396,-0.9767984,1.6799164,0.50637287,0.2821067,-0.39478284,-0.7481774,-0.5503448,-0.6310806,-0.43416774,0.6407803,0.1294289,0.26279077,-0.45484337,0.20315629,0.84105515,-0.18777525,0.30646664,0.5665205,0.30460566,0.69045013,0.25873595,0.16299585,0.8440567,0.06924361,0.25166988,0.63443154,-0.26912996,-0.3951214,0.25788108,0.041409533,0.9497186,0.10558064,0.33869526,0.44707322,-0.060332406,0.16024274,0.6022872,0.28081915,-0.09863549,0.04721478,0.6875856,-0.8598391,0.50932467,0.23847936,-0.23776792,0.81401354,0.2740853,0.30388233,0.4108143,-0.2813828,0.33543247,0.39005822,-0.10779687,-0.017332524,0.33023903,0.04606512,-0.25556183,-0.4785106,0.13095672,-0.081795774,0.99357957,1.2547745,0.39943984,0.28264663,-0.2913288,0.6253704,0.38273355,-0.6239975,0.22946742,-0.0057758614,0.054673955,0.31617165,0.72886425,0.18126306,-0.14423141,-0.20121464,0.59163654,-0.15112875,0.6520322,-0.40948597,-1.5381528,0.1550284,-0.07449447,0.5883894,-1.2860801,-1.2507851,-0.25037232,0.15374279,0.21678044,-0.11633622,0.66593283,0.1944123,-0.36508876,-1.2211527,-0.03595906,-0.79569066,-0.21269114,0.015578223,0.41617873,-0.5718578,0.7502212,-0.45465174,-0.4331646,0.5717927,0.1965143,-0.06341252,-0.35585734,0.2656024,-0.15368895,0.21531692,1.2103297,0.21400209,0.32672533,-0.24307491,-0.83995086,-0.20221673,-0.13864027,-0.34909144,0.5352783,-0.21569344,0.01928899,0.0029318482,-0.28677025,-0.9244652,-0.21563557,-0.13675226,0.45648757,0.23401397
PF-477736,-0.13863242,0.62487435,0.07337893,0.9656711,-0.09836724,-0.76802814,-0.40646374,0.16994177,0.13653156,-0.13359313,0.125824,0.1486488,-0.7674683,-1.6280825,0.082645506,-0.5990083,0.09029785,-0.061257362,-0.4293083,0.112200975,0.40911534,0.2502421,0.19511335,-0.35784325,0.46953252,0.9899554,0.7071853,-0.80764526,0.0900826,0.23524384,0.13756172,-0.5680408,0.21862084,-0.50057524,0.35947484,-0.1307807,0.1868906,0.8062617,-0.10256649,-0.46881592,1.0516318,0.08421649,0.21538857,0.54895973,0.27968472,-0.69590867,0.12054247,0.22666559,0.90491635,1.0017334,0.23147386,0.14564474,-0.7877855,0.52326226,0.10953413,-0.3691686,0.16857843,-0.15994671,0.36197665,-0.31854397,0.5187785,0.47819692,0.8057639,-0.16534628,-0.33989418,-0.24003318,0.50008714,0.5602408,0.007446792,0.16567022,0.63218415,-0.012899887,-0.23641108,-0.52630717,0.507937,-0.14318615,-0.2457557,0.44121796,0.7740094,-0.22445442,0.026991013,-0.082502276,-0.3468691,0.6926035,-0.6905872,-0.49406618,-0.41536206,0.4145009,0.1997339,-0.3859879,0.32647103,-1.1220584,0.4517349,1.3550247,0.32239902,-0.2761851,-0.14398848,-0.5810033,0.45832804,-0.34510842,0.38543382,0.71112746,-0.62864965,0.497879,0.8831791,0.52165234,-0.6462714,-0.14756729,0.3619178,-0.6442982,-0.2899516,-0.46267518,0.37420216,0.13455342,0.43516225,0.38375574,-0.031190574,-0.18755221,1.1831459,-0.25855917,0.30139363,0.49051768,-0.50568897,0.08886097,0.7346524,0.11979635,-0.28713223,-0.15394412
PF-562271,-0.84645826,1.858897,0.46710372,0.10597271,-0.3997998,-0.5156704,-0.4804066,-0.5323382,-0.3746752,0.48533913,0.17636685,0.22346494,-0.39294916,0.41753143,0.6844014,0.09335761,0.22271265,0.5452635,0.37774825,0.54957724,0.22346509,0.16664071,0.5656658,0.12977847,0.12669955,0.27770898,-0.30611908,-0.30876794,0.17506799,-0.088219196,1.0230391,0.207654,0.44685572,0.5280196,-0.1363529,0.041766077,0.48447052,0.15589374,-0.19958162,0.20792438,0.5272256,-0.89047474,0.34964097,0.32436535,-0.2018872,0.6251704,0.15585133,0.15064442,0.13964595,-0.43547767,0.40562874,0.49547434,-0.12619221,0.048357096,0.49389598,-0.019019535,-0.3276852,-0.50377977,-0.054059688,-0.21055204,0.79180104,1.1909537,0.16907187,0.3254876,-0.32790902,0.7010663,0.29968235,-0.5627081,0.17291585,-0.14228581,-0.18343095,0.24015102,0.8418506,0.0858074,-0.025096094,-0.13690755,0.6886625,-0.38603932,0.5703351,-0.18079987,-1.6168443,-0.07760365,0.06868695,0.33285642,-1.0266883,-1.1058463,-0.13220626,0.17359856,0.01280131,0.036925513,0.49424797,0.27172595,-0.31060955,-1.1145805,-0.13951693,-0.5723427,-0.29616994,-0.03536728,0.37369752,-0.4728097,0.7981719,-0.6366143,-0.1463129,0.5762832,0.0077791587,-0.20287798,-0.25311574,0.30301845,-0.32648435,0.4492031,1.3262928,0.25174183,0.16233303,-0.29458797,-1.056262,-0.19423409,-0.10759743,-0.13165268,0.31461126,-0.074029,0.06468518,-0.06339488,-0.28467333,-0.84157395,-0.2570105,-0.14354934,0.52837855,0.09600183
PF-573228,0.33480728,0.23988785,0.39428133,-0.22861671,-0.13905308,-0.1337617,-0.048372786,-0.27329892,0.14291741,0.13387117,-0.0830894,-0.068480715,0.26886803,-0.27208203,0.11955045,-0.31630382,0.1281433,0.37779954,0.032123864,-0.09745776,-0.03953521,0.08017745,0.09817392,0.29598442,-0.14676128,0.333003,0.219846,0.065710574,-0.33121797,0.38884136,-0.40461117,-0.096168354,-0.14163345,0.15222496,0.010480437,0.05838734,0.018069312,-0.13002992,0.13785034,-0.1177702,0.33908492,0.23986603,0.34663206,-0.18198016,0.4224741,-0.056926765,-0.06847907,0.0025272295,-0.07635485,-0.24366347,0.03012505,-0.006694082,0.34088165,0.091024294,-0.16143341,-0.14274648,0.39332443,-0.10250714,0.21193436,0.01963133,-0.19793761,0.06267369,-0.019575208,0.15240411,0.30853453,-0.10287483,-0.014936831,-0.17089064,0.19857726,-0.15849389,-0.015364754,0.16592254,-0.04923742,0.022440216,0.143233,0.046223395,0.141022,-0.19108742,0.10122804,-0.15929253,0.31147617,-0.07735993,-0.26617685,0.0617415,-0.10984736,-0.22005698,-0.08176456,-0.016101338,0.04264096,0.07144373,0.12671049,0.30200917,0.054089554,-0.7596053,0.01826103,-0.124656506,0.032354068,-0.051048875,0.033668306,0.0049266405,0.16121925,0.3732911,-0.34041473,-0.22494212,-0.20412703,0.08727828,-0.2715257,0.16674398,-0.03376247,-0.13212138,-0.66372067,0.06392848,-0.11804309,-0.15379724,-0.04624526,-0.16103713,-0.12875654,-0.27383506,0.20491992,0.026983894,-0.11685109,0.14354485,-0.06985522,0.041727856,-0.119292945,0.25933158,-0.008614675,0.07425406
PFI-1,0.5392917,1.0618379,0.54990846,-0.48200792,-0.20790623,0.05291863,-0.08931498,-0.15455702,0.19508876,0.06218843,-0.27164194,-0.18503644,0.005005358,-0.5882493,0.34410667,-0.17919627,0.36218303,0.71322393,0.26790732,0.034480155,0.02154834,0.24632783,-0.51772,0.5041867,-0.23137072,0.09476706,0.09835784,-0.118105695,-0.16204889,0.12237257,0.1674147,-0.14326622,0.25922218,0.20129189,-0.5547658,0.20997488,-0.016206691,-0.6353751,0.24902293,0.19193481,0.23549618,-0.24735673,0.8281894,-1.1557256,0.036079302,0.17058669,-0.01879262,0.3375237,-1.1411041,0.15627444,0.4629094,-0.113513514,0.5463624,-0.023115927,0.105268404,-0.3174008,0.30354428,-0.052479308,0.4729906,0.29705557,-0.16811198,0.7515191,-0.437511,-0.1065566,0.36353293,-0.3826307,-0.050813664,0.38617688,0.31675407,-0.33485523,-0.6198295,0.20176718,-0.43369842,-0.011379857,-0.023417788,-0.39443895,-0.14309098,-0.3068657,0.39238486,0.012995694,1.5137413,-0.048587475,-0.4575291,-0.018484343,0.16060287,-0.3541434,0.117122814,0.58697695,-0.013335802,0.65649104,-0.21606657,0.37713122,0.31257036,-1.325707,0.16874039,-0.1996921,-0.5647884,0.08640197,0.041361704,-0.46288747,0.28390622,0.34674054,-0.56125516,-0.25902173,-1.0261096,0.048756983,-0.5027946,-0.18419155,-0.275043,-0.022543523,-1.1574817,-0.3190954,0.19536714,-0.3846418,-0.71333724,-0.4972437,-0.08580105,-0.7050819,-0.10843704,0.47393823,-0.3133577,0.47558135,-0.3392677,0.2590583,0.47380543,-0.3854962,0.31757253,-0.1883135
PH-797804,0.14490366,-0.09971012,-0.07240805,-0.16694547,0.6146848,0.2527151,-0.18495716,-0.19207181,-0.05658144,0.29398546,-0.06676476,-0.22261357,0.35268328,-0.058907516,0.04751614,-0.344943,0.28034285,-0.12773292,0.0561144,0.33722305,-0.07034405,0.065241344,-0.25847387,0.13520299,0.2799192,0.1376171,-0.014064778,0.11093415,-0.04271972,-0.016369577,-0.38560584,-0.5131526,-1.433402,-0.39874306,-0.23962414,0.52481365,-0.19714102,-0.0338425,0.10859009,0.0863501,-0.0062309876,0.043471538,0.26414585,-0.33559632,-0.11875069,0.11047048,0.11321339,-0.19969523,-0.080131024,-1.37622,0.36579075,1.0334879,0.36488417,0.057357553,-0.4074134,0.017072499,-0.1996287,0.051574454,0.18080911,0.14563087,-0.13625413,-0.0948677,-0.07404712,0.048887916,-0.010160739,-0.5149796,-0.22217898,0.12222755,0.24590933,0.4141105,-0.08040269,-0.044162184,-0.24046959,0.005983293,-0.13980773,0.07947443,0.39353296,0.58262855,0.21050751,-0.06797753,-1.1071535,0.33803347,0.0010452643,-0.007875148,0.37983555,-0.032082506,0.22015354,-0.07232566,0.26497132,-0.23430547,-0.7632169,-0.34350994,-0.117012456,-0.2039668,0.21941955,0.3344662,0.27665222,-0.26663893,-0.2616107,-0.3856037,-0.05951989,-0.15935098,-0.07929995,0.12486914,0.033595443,-0.02839877,-0.13457373,0.1521849,-0.4049513,-0.5035084,0.52301216,0.5159703,-0.068322964,0.2509217,-0.07198679,-0.0022735223,-0.007188526,0.17898546,-0.064885445,-0.23679507,-0.3534307,-0.08910838,0.39687726,-0.22363693,0.13195159,-0.14589103,-0.42198658,0.19158477
PHA-665752,-0.62450236,0.24046426,0.020706855,0.2354011,-0.022249117,-0.43944967,-0.16158544,0.12977575,-0.14209996,0.076727256,0.11843014,0.20084786,-0.43422276,0.19000769,0.42448696,0.08849101,5.0077215e-05,0.469686,-0.16549097,0.46589124,0.45192212,-0.34173918,0.12035,0.06631159,-0.12097841,0.51854414,-0.17127292,-0.19233797,0.016931627,0.1154294,0.6079428,0.14715783,-0.006634753,0.31977084,0.15149426,-0.14636162,0.38091338,-0.10169658,0.24369404,0.1246015,-0.09195167,-0.5669008,0.13444011,0.040442795,-0.15869501,0.29064468,-0.04327603,0.34288627,0.2491583,0.1365504,-0.0246724,-0.08252226,-0.22700945,0.045254085,0.2327965,-0.03568093,-0.1596667,-0.2162386,0.30366546,0.14390434,0.52334446,0.5003518,0.20229135,-0.017491516,-0.06913935,0.40362266,0.4740929,-0.24449149,0.39859465,0.07394574,0.009802199,0.10478988,0.3018783,0.42134374,-0.086834095,-0.3470656,-0.18781102,0.054017153,0.16260023,-0.12978727,0.017700117,0.14197531,-0.3024091,0.32101634,-0.6671358,-0.2006799,-0.0470647,0.11374697,0.053927094,0.2837078,0.35476798,0.122670725,0.0120216925,-0.15857716,-0.10375023,-0.23563634,-0.31676462,0.018057562,0.3734123,-0.15340275,0.21305719,-0.17852418,-0.25353658,0.28403562,0.016232748,-0.116194345,-0.09113099,-0.108708166,-0.016407318,-0.06780721,0.3399379,-0.047353484,0.34897798,-0.06953177,-0.41175687,0.14242744,0.17672394,-0.27371877,0.22502233,-0.0003877841,0.13921972,0.037750803,-0.32348543,-0.22956997,0.06920151,-0.2620672,-0.01695041,-0.031041408
PHA-767491,0.43911988,0.067443766,0.019466946,-0.6389077,-0.19936156,0.7700019,0.86952287,0.41423458,0.37778062,-0.39963,0.43330926,0.010389155,-0.47388685,-0.53845793,-0.42992595,0.3881214,-0.46912065,0.93866897,-0.36212575,-1.0595125,-0.19754054,-0.8449799,-0.21861926,-0.4760796,-1.1312482,-1.0314206,-0.10990767,0.30701733,-0.27013564,-0.46202958,0.5705845,0.15746005,0.7876577,-0.1967401,-0.41051665,-1.7269528,0.8066989,0.06759238,-0.020262623,0.25556847,-0.82565194,0.7617566,-0.42321184,0.86875093,-0.48426414,0.5797759,0.16305856,0.5817053,0.13762194,0.5470551,-0.14910343,0.5575677,-0.56987834,-0.75761926,0.51821816,-0.29572448,-0.7834018,1.0588298,-0.4618348,0.34675944,-0.20110278,-1.1538925,-0.26573443,-0.6573581,0.31550467,0.31805167,-0.22836447,0.5941482,0.35504112,0.3787408,1.1447513,-0.5816288,0.19197254,-0.18129767,-0.29675457,0.35113248,-0.8979065,-0.27387187,-0.70842534,0.5869328,-0.93417454,0.04459671,0.9125128,-0.3875138,0.5606529,1.1976935,0.4985425,-0.23638012,-0.1379943,0.59461415,0.1134505,1.2095876,1.1276106,-1.6155859,-0.5726963,0.6720329,-0.13552375,-0.9316973,0.14144082,-0.57915574,-1.1904856,-0.4046191,0.80695117,-0.14489861,0.21942747,0.048643854,0.47687754,-0.62881386,-0.70704293,0.26916292,-0.5767242,0.6839669,0.5834045,0.670682,1.0164864,0.813539,0.28713277,-0.18402682,-0.08540526,0.66883355,-0.07850966,-0.24444199,0.3935215,0.47752693,-0.19530788,0.13758627,0.4102838,-0.45284906
PHA-793887,0.05675928,1.4207196,0.4323418,0.37486255,-0.46030805,0.021561071,-0.5853535,-0.038124826,-1.1950661,0.9950302,0.20542164,-0.071302325,0.22664297,-0.732966,0.14558204,-0.24117522,-0.67295885,1.0081258,0.13966073,-0.055764012,0.30502903,-0.07519598,0.4948663,-0.5020576,0.1731685,0.37577394,-0.81212276,-0.70966107,0.21647033,0.5958103,1.6173363,0.3303514,1.2820762,-0.23968011,0.019834425,0.13994211,0.2570387,-0.05043645,0.21797433,-0.4922488,-0.6068,-0.2627835,0.12822717,0.66242737,-0.81523496,0.3178312,0.30475694,-0.29858005,-1.8208307,-0.10422862,0.5197012,0.103187144,-0.21669745,0.19017,0.12297018,0.7504011,0.43185738,-0.4856591,-0.2786246,-0.37841275,0.45599142,1.1186333,-0.5073899,-0.22785155,-0.5338828,-0.45129296,-0.56157565,-0.22138867,-0.35785663,0.38955104,0.2924149,-0.037106816,1.0246912,-0.112875745,-0.14050508,0.28884736,1.0246897,-0.3171498,1.0469073,1.0053164,-1.4873487,0.4993784,0.6735748,0.667086,-0.8623259,0.34912753,0.089003175,0.45890683,1.0241163,-0.1392488,0.51661515,-0.15563396,-0.67363846,-1.56781,0.8018236,-0.8787614,-0.48346305,0.3585304,0.105664805,-0.68844926,0.085814685,-0.2721855,0.15678978,0.3744988,-0.30142197,0.008603559,0.010733619,0.13364765,-0.5658084,0.95951045,-0.1057213,-0.018524095,0.037264276,0.5142422,-0.5625038,-1.0721068,-0.111176655,0.37034887,0.08480534,0.104270965,-0.38795102,-0.25220585,-0.07109042,-0.4124072,0.05364666,-0.4956318,-0.6546776,0.07423502
PHA-848125,0.24382058,1.1102954,0.42412794,0.7392831,-0.8483478,-0.5450801,-0.16866797,-0.349953,-0.4042395,0.5741572,-0.21583033,0.27362168,0.5550368,-0.90769666,0.5737304,-0.073102325,-0.0037144013,2.319591,-0.0023228973,-0.17790814,-0.5231799,-0.1269956,1.0534122,-0.452766,0.39806277,0.54141396,0.21852934,-0.0389267,-0.5871921,0.4861441,0.035501968,0.1880104,0.014724176,-0.24005567,0.5590669,0.084489435,-0.04173778,0.30010098,-0.20805264,-0.018123023,1.0352392,0.796804,0.86553055,0.5766579,0.8843617,-1.3540744,0.91210854,-0.343528,-0.41809008,-2.3795335,-0.07341057,-0.31255114,0.4809057,0.20920658,-0.41335493,0.95224017,0.68933064,0.10961432,0.46554002,-0.59660524,0.35278487,0.036947086,-0.014526396,0.91697186,0.36622244,0.37016723,-0.27581254,-1.4142739,-0.40562004,0.016751036,0.16624574,0.56863755,0.36167073,0.03633263,0.29601985,0.40970647,0.6774223,-0.32045907,0.3578862,-0.14293748,-0.52445614,0.17011921,0.003870353,0.6497211,-0.8273163,-0.59162974,-0.4229313,-0.30407095,0.5842419,-0.86709636,0.41899803,-0.024271525,-0.61298335,-0.4872235,0.22329348,-0.93780494,0.65352154,0.042280596,-0.37335622,-0.9828142,0.37671322,0.34069875,-0.03557451,0.14471704,-0.0010167127,0.9858023,-0.71955687,0.9129009,1.031605,0.12819256,-2.2996836,-0.07721161,-0.6656766,0.077253275,0.5039736,-0.45049256,-0.46642542,-0.14973761,0.58153135,-0.393539,-0.10766496,0.2892928,0.010225669,-0.6103433,-1.0726478,0.94777805,-0.19165641,0.518769
PI-103,-0.2537189,-0.38434106,-0.022463426,-0.043471098,-0.78892654,-0.25433126,0.3475652,-0.052632682,-0.18992603,-0.14488931,0.647388,0.17642832,-0.060250808,0.27837732,0.37637958,0.5646273,-0.060164385,-1.1071124,0.48317146,0.22412468,-0.13539892,-0.36540878,-0.04710336,-0.0056954697,0.22347972,-0.26160958,-0.26144904,-0.48605594,0.18424997,0.038307223,0.08964449,0.20889965,-0.6528737,0.09621675,0.061815362,-0.00043319538,0.5232021,-0.061711457,0.22348791,0.07954914,-0.30090114,0.04698234,-0.11197762,0.14166011,-0.26694447,-0.20251486,0.3476448,0.27810904,0.27891082,-0.04667007,-0.22534162,-0.891969,0.10739794,-0.32030433,0.025120568,0.41343045,-0.2175308,-0.082951665,0.0712315,0.6749101,0.3481073,0.10144797,-0.18975368,-0.24587545,0.06916687,0.06282615,0.001135869,-0.37772226,0.32661092,-0.051432244,0.7073672,-0.3385755,-0.29453352,0.3567577,-0.08976752,-0.16824624,-0.49992386,-0.049838386,-0.33695662,-0.16533133,-0.26347947,0.36943078,-0.007781621,-0.251068,0.2057969,0.14278814,0.12986836,0.12487147,-0.116698444,-0.2967067,0.18874054,0.21015684,0.3949543,-0.9511324,-0.010006042,-0.2895015,-0.14416343,0.07123994,0.58652425,-0.5614394,-0.21610576,-0.35139322,0.15897526,0.24479482,-0.0125815105,-0.17189553,0.0557024,-0.4231695,-0.7911258,0.0100143645,1.0554615,-0.59015477,0.5324648,0.11759505,0.37152156,0.798622,-0.3218203,-0.37356913,0.21781325,0.2607051,-0.45612913,-0.32229275,0.11747058,-0.09151907,-0.43590516,-0.6983412,-0.044346422,0.20247823
PIK-93,-0.2670503,-0.15008008,-0.19433896,0.024588495,-0.21379039,-0.2200137,-0.33561316,-0.18224144,-0.27907217,-0.35468793,0.3450525,-0.18256506,0.15820462,-0.18684265,0.12679207,-0.111779615,-0.33079758,-0.61201555,-0.07727378,0.080137596,0.2633287,-0.05665383,-0.14917755,0.008567514,-0.12896945,0.4463078,0.22528836,-0.12925704,-0.36156416,0.3715535,0.16498226,-0.23495738,-0.19274016,0.13898765,0.260019,-0.45067966,0.30216897,-0.11531158,0.2812887,0.18024842,0.14108458,-0.08506727,0.16185465,0.11940912,0.20887549,-0.31538394,-0.01770221,-0.2781909,0.7070203,-0.02479958,-0.23454282,0.037273258,-0.59876436,0.32943735,0.18415707,-0.15533517,0.03867089,-0.29627842,-0.45139414,0.055549003,0.09904002,-0.15091287,0.010146463,0.11658921,0.3715212,0.23335838,0.1010926,-0.012465971,0.4004984,-0.039715998,0.14631934,0.054339096,-0.057351496,-0.23715931,0.27031124,-0.10943664,0.33884832,0.10110684,0.44909596,0.5142692,-0.071957216,-0.8715774,-0.23794478,0.06296359,0.115029216,0.09506109,0.23103228,0.09054579,0.17514975,-0.13553205,0.1722187,-0.39075413,-0.5088662,-0.72375447,-0.8793802,-0.122748084,-0.40794602,0.05887751,0.16689266,-0.1707351,0.6115827,-0.09166096,-0.493182,0.04664398,-0.09975558,0.48104268,-0.055414025,0.19845234,0.10146892,0.28346607,-0.077697895,-0.51317775,-0.67147267,-0.1637839,-0.32518938,0.5168687,0.35799086,0.07087407,0.05019276,-0.41226342,-0.29231668,-0.06386374,-0.64827657,-0.18417329,-0.12786338,0.33531296,0.19214696,-0.008663225
