,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37,z38,z39,z40,z41,z42,z43,z44,z45,z46,z47,z48,z49,z50,z51,z52,z53,z54,z55,z56,z57,z58,z59,z60,z61,z62,z63,z64,z65,z66,z67,z68,z69,z70,z71,z72,z73,z74,z75,z76,z77,z78,z79,z80,z81,z82,z83,z84,z85,z86,z87,z88,z89,z90,z91,z92,z93,z94,z95,z96,z97,z98,z99,z100,z101,z102,z103,z104,z105,z106,z107,z108,z109,z110,z111,z112,z113,z114,z115,z116,z117,z118,z119,z120,z121,z122,z123,z124,z125,z126,z127
OTS-167,0.81109977,0.7792549,-0.08878593,-0.33374438,0.31083906,-0.04046156,0.6606187,-0.4515456,0.014096629,0.083352566,-0.21597452,-0.43715334,0.8074856,-2.2243695,-0.07712899,-0.13821167,-0.18336,1.6519622,-0.51250654,-0.17325236,0.0021106098,-0.8305717,0.66886747,-0.588042,-0.51619256,-0.11775048,-0.017510857,0.20202889,-1.0058663,0.8211687,-0.6620951,-0.43436652,0.5895957,-0.4396754,0.15060534,-0.7469984,0.47045314,-0.036700893,0.58982784,-0.016544161,0.20526373,0.91155785,0.069591135,0.19354455,0.8605905,0.5382413,1.5578431,0.48981327,1.3031362,-0.5636378,-0.82759225,0.8014211,-0.3319493,-0.19059773,0.032847654,0.0047511845,0.2458344,0.6753973,0.40727147,0.05486569,0.15723869,-0.964023,0.42218807,0.055323526,0.9637821,0.016063154,-0.16320077,-0.3250118,0.20680407,0.39267755,0.6717064,0.44123468,0.10527077,-0.23437805,-0.18912515,0.08020476,0.033978246,-0.33233663,-0.27653122,0.22127318,-0.6877243,0.14349298,-0.08311512,0.31406918,0.1892859,0.33662122,-0.016919617,-0.7051812,0.006955674,0.426711,-0.064726256,0.75407827,-0.08307852,-2.3115602,-0.27548763,0.11980836,0.15566544,-0.39266503,0.0004581958,-0.96593106,-0.28441292,0.053048085,-0.41291758,-0.67442966,0.25969112,0.7839186,-0.26762134,-0.11067262,-0.91942406,-0.31585985,-3.4417257,1.1690502,-0.9442056,0.33620283,1.1822628,0.3321557,0.004002206,-0.54587233,0.38835567,0.17999287,-0.3565007,-0.00831436,0.19950163,-0.21704987,-1.2507168,1.337824,-0.07207631,0.017618751
PA-824,-0.042227384,0.07722882,-0.07284521,0.106685154,0.009499647,-0.044108573,0.00049909577,-0.16869454,-0.10966174,0.013553858,-0.062032126,-0.005246723,0.081989,0.23250341,-0.054791316,-0.03396201,0.015280088,0.12966032,0.23460728,0.06754982,0.016970154,0.13935398,-0.008266561,0.12032671,0.09363979,0.07161146,-0.04515187,0.087778896,0.08117427,0.097973794,-0.1281532,-0.08072956,-1.2736053,-0.035223946,0.1941065,0.113478065,0.000548752,0.016248157,0.07331782,-0.026746461,-0.042161006,-0.11685471,-0.06807886,-0.41582787,0.047203526,-0.0622136,0.122908056,-0.12292208,-0.050814267,-1.1220218,0.1754898,0.9884124,-0.04696871,0.076392695,-0.016114604,-0.123714745,-0.067141175,-0.050336935,-0.04578915,-0.061461903,-0.009180058,0.0017281398,0.05620435,-0.08286577,-0.016520035,0.050036207,-0.023754165,-0.05971178,0.105738506,0.041323036,0.15201336,-0.009536004,0.12302616,0.18053186,-0.09805273,0.18857601,0.10407545,-0.050124988,0.05106441,0.07231708,-0.9826413,0.00075829774,0.06845018,0.22540757,0.047184892,-0.05435288,0.052994255,0.055753417,0.032575034,-0.124946594,-1.0505289,0.06308767,0.021787062,0.3422364,0.033641472,0.03300832,0.011634534,0.01801994,0.04718421,-0.18865025,0.027529065,0.09114851,0.01982339,0.013031939,0.031605028,0.029592875,-0.09566942,-0.047609434,-0.4498129,-0.20336725,0.23449199,-0.08448969,-0.13186991,0.04541756,0.05649328,-0.2672982,-0.06658606,-0.058243528,-0.05752446,-0.040017862,0.08467735,-0.11202166,0.13419011,-0.18286946,-0.042617884,-0.06499311,-0.019637698,0.14594334
PCA-4248,-0.14977844,0.19118834,0.24398775,-0.026785418,-0.3082424,-0.12692145,0.067534626,0.1774903,0.06949543,0.05406774,0.119916305,0.03610249,0.1530153,-0.31851873,-0.092900306,-0.25827503,0.013183985,-0.2638069,-0.2538057,-0.109815486,0.09800783,-0.09725383,-0.22254692,0.07003492,-0.1028585,0.2127119,0.11380054,-0.13889633,-0.17256837,0.06328976,0.16433416,0.13791797,-0.08714362,0.33242893,0.001033444,0.119766526,-0.10699693,-0.15232737,-0.11000061,-0.076124914,-0.11124501,0.24144197,0.019829381,-0.1212803,0.042648688,0.13408993,-0.23463777,0.18058619,0.040533792,-0.67035437,-0.31268203,0.06895226,0.22973421,-0.07041617,-0.09027146,-0.04850924,0.028152145,-0.16146776,-0.13106194,0.13669446,-0.075589225,0.087058306,-0.14254038,-0.040975634,0.20437063,0.08842308,0.035814308,-0.025083378,-0.0018402599,-0.02597513,-0.036235794,-0.0826152,-0.1646021,-0.19167317,0.32701766,0.061885267,-0.010984477,0.19279796,0.24197033,0.0038401335,-0.245163,-0.030343216,0.05804935,-0.24831648,-0.05947914,0.15747301,0.10091369,0.013226531,-0.07668649,0.019241517,-0.06352064,-0.19222012,-0.11023524,0.35985807,-0.007952285,-0.04096158,0.04338719,0.0034558661,-0.023578212,0.14425299,0.022381226,0.062879324,0.017678874,0.15461718,0.065259874,-0.30411407,0.31014717,0.25139588,0.40659332,0.17360301,-0.18881395,0.32831013,0.098702334,-0.08020151,-0.20649591,0.08447665,0.043258596,0.18005204,-0.11867327,0.121600464,0.035861135,0.026842356,-0.14215538,-0.07524274,-0.008871753,0.16616571,0.18945512,-0.1232421
PCI-24781,0.023378598,-0.17871094,-0.1251434,-0.228558,0.89723027,0.23757929,-0.091389,-0.15772103,0.24463966,-0.10567026,0.40157458,-0.10873233,0.315217,-0.5790019,-0.42199045,-0.29603136,0.17825688,1.3032349,0.2599451,0.073245935,0.32327077,0.17105004,0.109323755,0.33757257,0.016845617,0.18440124,-0.075995386,-0.024729256,-0.20179808,0.15891728,0.8105576,-0.32404056,0.66479766,0.10425612,0.21434574,0.30629092,-0.107415564,0.30762744,0.054981127,-0.22128567,0.21833614,-0.13169864,-0.38797176,-0.3453305,0.44696283,0.20497084,0.6663332,0.027531233,-1.3290634,-0.35247508,-0.087310806,0.035506666,-0.07587184,-0.025943553,0.017835015,-0.18649311,-0.1264991,-0.37892067,-0.08888273,0.05832614,0.19660234,-0.07962187,-0.0196314,-0.3463426,0.23171233,-0.08759092,-0.1652787,0.071663156,0.21642853,-0.06244316,0.32550523,-0.32747102,-0.36617875,-0.23624372,-0.00013470557,0.11101633,0.06466713,-0.16361547,-0.46782908,0.07578091,1.8610271,-0.47105104,-0.2514255,-0.16258192,0.6387445,-0.13908368,-0.02692362,0.40491706,-0.2785392,-0.105354756,1.4454886,-0.6861385,0.28293148,-0.76288855,-0.32860944,0.1163043,0.0361126,-0.019062594,0.10222228,-1.0346763,0.099658936,0.013207328,-0.18208303,0.13424268,0.26662818,0.08076071,-0.1555944,0.41124395,-2.191272,-0.1982107,2.65243,0.6743216,-0.47980735,-0.058961533,-0.28654343,0.3859485,0.12953967,0.03489211,-0.052251328,0.08495517,-0.107848614,0.0659447,-0.20134777,0.1523897,0.112265944,0.26450372,-0.20113654,0.097987704
PD-0325901,0.59643227,-0.056377113,1.0789704,-0.46729234,-0.059262417,-0.4508777,-0.45480534,-1.9469742,-0.87484753,0.38809097,0.7323948,-0.058570195,0.9072529,0.058919393,0.40767345,-0.425497,0.16905662,0.708789,0.15204993,-0.72754395,0.18402223,0.745233,0.5106777,0.040137507,-0.87888575,0.07436965,-0.9974205,0.21026462,1.534343,0.783093,0.2547065,-0.21749474,-1.1552374,-0.39448294,-0.787661,0.32707834,1.0755222,-0.685891,-0.32613307,0.58029073,-0.3846866,-0.38563287,0.5627227,-0.26833013,-0.11828442,-1.268768,0.18334448,-1.1387526,0.08679797,2.557004,0.09181135,-0.4019131,-0.035612956,-1.030432,0.06556599,-0.8980641,-0.17549476,0.06633932,-0.648476,0.19384558,-1.2335413,0.39445058,0.27822787,-0.7372412,-0.1964503,-0.17589025,-0.85991555,0.5351129,0.37740567,0.01493318,1.1910046,-0.0070052277,0.9250219,-0.9420456,0.035705045,0.8095396,1.5397974,-0.48579067,0.38327762,-0.1759918,-0.2999721,-0.11933781,1.1149501,0.14175628,-0.14013392,-0.14084628,0.39547327,0.09547058,0.008241383,0.7964829,0.75774896,1.4725883,-0.80008775,-1.4917058,0.64978105,-0.5074256,0.15683319,0.16658792,0.26517117,-0.91736966,-0.5505611,0.4601803,1.1517085,-0.26480994,0.15670602,-1.0501806,-0.22442801,-0.12326203,0.31621403,1.2401193,0.20884596,1.433716,-0.39289632,0.82992536,0.13957494,-0.62387663,0.0779262,0.95676905,-0.31932694,0.59566313,0.26194552,-0.25769323,0.10454786,-1.4353594,-1.3047444,0.7375859,0.6833557,-0.23954475
PD-123319,-0.15461843,0.08754423,0.044350937,-0.07875865,-0.36329484,-0.071023315,0.10487421,0.20124246,0.066976495,0.01404308,0.10232134,-0.021636914,0.069712214,-0.2681178,-0.08345148,-0.13286233,-0.010165656,-0.29603964,-0.1440247,-0.15832604,0.1258237,-0.09792787,-0.12326635,0.0065077227,-0.08642138,0.16421768,0.058250606,-0.11354217,-0.101406366,0.1204,0.31733954,0.24138623,-0.19978182,0.18856248,-0.012840103,0.05960153,-0.0868967,-0.0695418,-0.05758565,0.069543906,-0.034366544,0.19851665,-0.031243369,-0.1142683,0.0551752,-0.05518543,-0.1174927,0.17929599,-0.0643796,-0.57746816,-0.23211497,0.094369695,0.108007856,-0.03292894,0.049818277,-0.07743159,0.010545464,-0.15915242,-0.045563523,0.12262145,-0.11425048,0.053647317,-0.097737595,-0.026207345,0.18948598,0.12260837,0.078369215,0.026291952,0.059823528,0.036793277,-0.06286274,-0.100464806,-0.18646571,-0.122761324,0.27746105,0.048004765,-0.03779168,0.07168956,0.1550925,-0.014158051,-0.23530734,-0.0483465,0.097235255,-0.23577495,-0.045001395,0.13324791,0.1526959,-0.005924545,-0.06512009,0.01756612,0.029393729,-0.22937924,-0.08652774,0.3495195,-0.02491894,-0.08878084,0.042228345,-0.016788032,-0.032629535,0.29237142,-0.020426633,-0.007358824,0.030586367,0.14884843,0.06813419,-0.22135301,0.24761206,0.26006445,0.3747294,0.2564818,-0.017691799,0.15273821,0.06648651,-0.041868217,-0.19988525,0.20599693,0.017176189,0.19674404,-0.1019068,0.19670056,0.11862202,0.03993126,-0.091786675,-0.049149584,-0.10943639,0.09763871,0.15904306,-0.16747446
PD-153035,0.016890911,0.015218001,-0.21744652,0.067562215,-0.24274269,0.14529179,0.17251386,0.09542228,0.05100353,0.082044475,0.19038206,-0.115968496,-0.00671509,-0.021608658,-0.1118169,-0.12852763,0.1258771,-0.2401396,-0.09538612,0.01034143,0.13917033,0.017287608,-0.046331085,-0.13134229,-0.09465191,0.16824237,-0.06602134,-0.093633294,-0.16762438,0.20316769,0.13951886,0.09520215,-0.31413493,0.061862934,0.057901416,-0.0021227486,-0.019807851,0.023086194,0.011092668,-0.033589292,-0.20278029,0.063270316,-0.28223467,-0.19072972,0.05532317,-0.0809611,0.10819328,0.13718504,0.034133963,-0.27235982,0.069825426,-0.045453407,0.047550797,0.03531825,0.07151702,0.0032032428,0.0071257506,-0.096612066,0.11926458,0.118430026,-0.06757632,-0.1212204,-0.032853313,-0.116076246,0.05657605,-0.02019767,0.11982035,0.18449298,0.23334128,0.0031902865,0.04806649,-0.07399022,-0.19624393,0.2855476,-0.13291097,0.1021285,-0.118693456,0.079727516,0.21926792,0.11575474,-0.02230683,0.12892719,0.07569353,-0.13709569,0.033069417,0.1953049,0.114247516,0.08367499,0.2807014,0.009038651,-0.0965552,-0.11989902,-0.0014491528,0.24439009,-0.0024547675,0.13344769,0.12507136,-0.078881435,-0.1226432,-0.04372962,-0.17995621,-0.017454848,-0.17916265,0.07278044,0.19621821,-0.086895,0.24262676,0.14440687,0.35677564,-0.076493666,-0.26458097,0.15616259,-0.009329483,0.15404533,-0.04539545,-0.056773845,0.12813698,-0.002712123,-0.066397876,0.2482238,0.028166914,-0.11165714,0.16929738,0.0016544722,-0.08104345,0.11176725,-0.10728602,-0.048326965
PD-173074,-0.4729504,0.19924192,-0.29616737,-0.05335034,0.007706482,-0.26760548,0.10019487,0.24819025,0.08706113,-0.1121494,0.071159765,-0.0022938,-0.55928206,0.43332833,-0.22529346,0.14733632,-0.03524556,0.013017574,-0.13393967,0.32866174,0.50805545,-0.25479293,-0.15981913,-0.08022214,0.061236426,0.2989948,-0.37795666,-0.21124886,0.08992918,0.106823236,0.08092019,0.047163855,-0.05607258,0.13766178,0.039176207,0.017814742,0.2580655,-0.14094536,0.17653486,0.19649498,-0.046433005,-0.5616542,-0.12519585,0.09465404,-0.111572504,0.2551229,-0.17975706,0.42356008,0.14250486,0.4952395,0.021624336,-0.017367546,-0.42078882,0.07199572,0.32485095,-0.09776352,-0.38731354,-0.1633678,0.11549834,0.11356337,0.2721477,0.19231616,0.051724754,-0.19074346,-0.026769647,0.09127986,0.4831018,0.093798906,0.23382503,0.15029258,-0.11225896,0.032038,0.09677087,0.25287747,-0.06299624,-0.28328353,-0.21210128,0.066638164,-0.13925877,-0.187022,-0.0184379,0.023701936,-0.22575647,0.21500197,-0.12950864,0.011819739,0.011388812,0.23624088,-0.18146293,0.3242229,0.28644478,-0.07690251,0.039701425,0.13730025,0.052292854,-0.016235616,-0.33471298,0.026818082,0.4662926,-0.13958846,0.07718872,-0.48263362,-0.12683806,0.30692366,0.14641993,-0.1345786,0.20855828,-0.43578076,-0.11052926,-0.111965284,0.3075677,0.024778953,0.29499784,0.1482629,-0.18452393,0.20222817,-0.076539226,-0.1581393,0.089913346,0.05715471,0.28163463,-0.01787668,-0.011015236,-0.1465579,-0.049996056,-0.11641543,0.21440114,-0.2808307
PD-184352,-0.15847488,-0.007110998,0.13878633,-0.1472489,-0.24042182,-0.7227142,-0.27846155,-0.28821206,0.0353241,-0.55530185,0.8426971,0.34844908,-0.14175901,0.08753901,-0.23507279,0.1242768,-0.111726105,0.72773,-0.3028835,-0.037587374,0.7534374,-0.04612372,-0.54750407,0.30914018,-0.4262817,0.73633397,-0.3970913,-0.0349139,0.59018856,0.53224695,0.12832855,0.019787986,-1.0575932,0.20417935,0.3859306,0.19202682,0.5134811,-0.71283185,0.10851457,0.43971592,-0.63264465,-0.49825236,-0.111104265,-0.16127437,0.094089136,-0.71582526,0.04136107,-0.42486498,0.63623244,2.0277,-0.05921439,-0.383902,-0.38972014,-0.00871934,0.16741039,-0.433575,-0.01704176,-0.40106624,-0.29894564,0.23197219,-0.9261489,0.00029305182,-0.09051728,-0.58480173,-0.20719458,0.073422335,0.27736327,0.36205226,0.4833552,-0.14531392,0.4112131,-0.04572327,0.31976852,0.14945757,0.27713746,-0.09000653,0.13753988,-0.0029770099,-0.07068658,0.0039413683,0.1394468,-0.2950749,-0.077466205,0.1933112,0.049025334,0.7269088,0.2066311,0.36838943,-0.41975987,0.5669501,1.0171764,0.50626415,-0.3712636,-0.014356181,0.23474044,-0.0039763986,-0.2839858,0.13424209,0.5717466,-0.6341932,-0.14478558,0.31620276,0.33020216,-0.06914555,0.010032884,-0.99755955,0.1867256,-0.49979794,-0.11888251,0.31962726,-0.160572,0.87393075,0.104808025,0.71533823,-0.27673742,0.064691514,0.17002234,0.6854132,-0.29345188,0.26182967,0.8055794,-0.2445352,-0.25874984,-0.29893818,-0.42555666,0.32060498,0.13449247,-0.47015417
PF-02545920,0.24031556,0.061893523,0.25606698,-0.10788135,-0.063720934,0.1346683,0.037348602,0.05552033,-0.07681769,-0.0012174677,0.033571687,-0.28081173,0.16818827,0.14732358,-0.2726279,0.1308514,-0.13672835,0.13765894,0.017472247,-0.1250264,0.0010189097,-0.3012442,-0.0148995295,-0.16837919,0.04771179,-0.17869362,-0.21421067,0.06023662,0.2629907,-0.03915522,0.10702795,0.10601966,0.03951838,0.15806118,0.26206478,-0.0062715746,0.085128315,-0.40836987,0.06285677,0.0087128235,0.08520481,0.053776503,0.02346873,-0.08379213,0.2383319,0.19854385,0.06572398,-0.45744592,0.3880785,-0.3150923,0.069545455,-0.23512702,-0.32544753,-0.17476451,-0.07276053,0.037428424,0.095023096,-0.21065177,-0.16683991,-0.282354,0.04226274,0.15360337,0.01801793,-0.13206436,0.13648485,-0.08810137,-0.02839223,-0.053979676,-0.13923225,-0.022804871,0.099179566,-0.18564413,-0.05451588,-0.5089273,0.18626675,0.26458085,-0.22287002,-0.3507895,-0.1447938,-0.22961049,0.11602555,0.07829212,-0.17312247,-0.08563705,0.09989473,-0.27120984,-0.0061868876,-0.016427644,-0.051225238,0.022382226,0.23470968,-0.12652586,-0.29046795,0.2628465,-0.008164946,0.0558821,-0.1983388,0.019959845,0.10716444,0.45922118,0.108408675,0.34805894,0.3042055,-0.13209905,0.17517337,-0.11433795,0.4369525,-0.010647675,-0.8660774,0.081180364,0.26429698,-0.000436733,-0.020772658,0.12129497,0.32183877,-0.3420247,0.05871816,0.18996055,-0.15066206,0.09940136,0.17151833,0.13016349,-0.25400147,0.020818263,0.024009548,0.09959121,-0.026922503,0.12652232
PF-03084014,0.008429823,-0.11034184,0.09042493,-0.029519342,-0.011171974,-0.15836664,-0.13700485,-0.25898302,0.022812542,-0.0243632,0.04867522,0.042862516,-0.2873113,0.015458994,0.048750017,0.4373835,-0.07339233,0.56529784,0.43480557,0.28005838,0.03501373,-0.10260003,0.024704061,-0.03099971,0.07748393,0.09744438,-0.26132527,0.018265605,0.15579535,0.023928415,0.27304712,-0.024066132,0.04442351,-0.12810676,0.096364334,0.16247728,0.09650948,-0.2108198,0.30170307,0.2030484,0.07697961,-0.39374152,0.030193292,-0.13027637,0.0009042993,-0.6255525,0.15520816,-0.07495649,-0.23938587,0.58318734,0.16182083,-0.2914377,-0.05228759,-0.1994553,0.056055322,0.13715301,-0.0763528,0.020234434,0.09403152,-0.034786034,0.02730161,0.16474703,0.092474036,-0.07463146,-0.12529096,-0.13052449,-0.109131895,-0.13766956,0.20063135,-0.06628099,-0.040366784,0.13912448,0.33353874,0.19149245,-0.20705381,-0.10146624,-0.031275827,-0.3834415,-0.17799138,-0.06372607,-0.12830006,0.10680759,-0.24827823,0.3531852,-0.15162298,-0.06415522,-0.05071736,0.123920016,-0.18136762,0.23253885,-0.23811457,0.2673428,-0.080386266,0.08581543,0.00016295072,-0.17202854,-0.0909147,0.20332024,0.27102923,0.05091152,-0.043648764,-0.07891679,-0.14361528,-0.07020257,-0.21505852,0.058765147,-0.22518216,-0.29228523,0.73373145,0.04601952,-0.19107391,-0.36053613,0.033735752,0.22301416,-0.012860289,0.042626306,-0.1111051,-0.19071877,-0.00877249,-0.046829294,0.11933804,0.06339477,0.12671944,-0.0043294057,-0.049566634,-0.14507954,-0.02568202,-0.04859541
PF-03758309,0.5257269,1.1629107,0.20355634,0.56279016,-0.18834701,-0.079961225,-0.13920544,-0.24545263,-0.55551153,0.7288429,-0.253636,-0.23463808,0.61460876,-2.0706344,-0.019885635,-0.36461198,-0.64433944,1.1263462,-0.27149743,-0.48278403,0.109608054,-0.31331295,1.1592488,-0.61313826,-0.055108063,0.7344553,-0.52658314,-0.017404962,-0.17477341,1.074365,-0.27345225,0.024348337,0.9165376,-0.31747517,0.40042573,-0.035184935,0.15585604,-0.14588489,0.509323,-0.45250592,0.2331372,0.6391705,0.43025973,0.60794485,0.46112466,0.18509592,0.49227944,-0.13104945,-1.9253281,-1.083154,0.029633364,0.38763553,0.07955933,-0.07147394,-0.42236122,0.41870347,0.545716,-0.065480895,0.28396595,-0.5575357,-0.22115923,-0.19171588,0.07593424,-0.02616231,0.5275677,-0.1279093,-0.5942811,-0.85218686,0.10955016,0.32810846,0.3648132,0.29555017,0.859715,0.16419071,0.038736053,0.6358149,0.54086596,-0.41732758,0.5849448,0.13951446,-0.8339521,0.27576685,0.011520401,0.96864367,-1.0783844,0.043070633,-0.011655677,-0.17915152,0.81677526,-0.27248415,0.603446,0.2579352,-0.49882743,-2.1809762,0.49152565,-0.7830673,0.25196457,0.41065103,0.09309353,-1.0611403,-0.15542762,0.4810186,0.02222818,-0.21247146,0.06349432,0.7146511,0.011992779,0.48199198,-0.28213325,0.13769333,-2.9123917,-0.23072688,-0.56370544,0.41536865,0.6420288,-0.9870265,-0.16663575,-0.088607684,0.31616235,0.02303491,0.059405394,0.19991687,0.058719777,-0.183233,-0.6352217,0.68692726,-0.282659,0.13729824
PF-03814735,0.13626717,0.7959333,0.30907327,0.13392553,-1.1084645,-0.2118846,0.50644463,0.14466274,0.029146416,0.46039668,0.13256845,0.25403044,-0.09426022,-0.13563856,0.5147762,0.2869167,0.66867346,0.94425607,0.4749723,0.4158069,-0.6140605,-0.015038453,0.27004492,-0.23530224,0.5000242,-0.30607828,-0.14219186,-0.06544103,0.17680594,-0.39927107,-0.20720187,0.10165088,0.76153827,-0.094899446,-0.15878037,0.6828203,0.123378344,0.2584531,-0.4534606,-0.012012651,0.3838154,0.18582183,0.51679397,0.11626673,0.09381136,-0.13300224,0.6897589,-0.1692869,-0.8659974,-0.55100495,0.46445322,0.23336373,0.2428383,-0.23964421,0.106037736,0.85361356,0.14626314,0.27068081,0.32480252,-0.026300862,0.35187456,0.5348635,0.25030798,0.60159177,-0.59861,0.2386083,0.15818626,-0.13040212,-0.13388352,0.11573147,0.17526473,0.30615893,0.05851397,0.31492913,-0.48370323,0.027448937,-0.20213,-0.25926036,-0.19804406,-0.5148872,-0.7915319,0.9739999,0.19467016,-0.037385676,-0.18217066,-0.103097014,-0.64033186,-0.105652615,0.2703945,-0.34657907,0.7167653,0.27053985,-0.1648336,-0.13895006,0.2648639,-0.28625357,0.44465256,-0.27451792,-0.34466666,-0.27289388,-0.31332797,-0.4606431,0.1289618,0.28678036,0.4627491,0.0805511,-0.31372145,-0.134556,1.937357,-0.27281207,-0.055253316,-0.33628163,0.61288863,0.20434372,0.29221028,0.18327215,-0.36517826,-0.36950308,0.52924025,0.034475196,0.26051658,-0.22286662,0.95553565,-0.51445436,-0.33900207,-0.13016589,-0.26246807,0.21479847
PF-04136309,0.0014937425,0.14465277,0.23600742,-0.005577513,0.17870975,-0.15734696,0.071641415,-0.19985974,-0.14412889,0.04404861,0.15901028,0.05110358,0.0732279,0.01848219,-0.08213662,-0.17098165,-0.20579958,0.11175312,-0.038694203,-0.06084825,-0.041880906,-0.06187825,-0.051537596,0.061170883,0.14170605,0.08913394,-0.12232076,-0.0059565436,0.18367627,-0.028086092,-0.18720847,-0.16177066,-1.4079931,0.1457558,0.39026564,0.122887045,0.24761812,-0.21857293,0.18123126,-0.13025746,-0.08528583,-0.03559435,0.08721593,-0.41820422,0.040566683,0.1462482,-0.17728688,-0.19343987,-0.276179,-1.6455547,-0.09579523,0.81591904,-0.06304176,-0.1130428,-0.14236835,-0.07311031,-0.06778921,-0.13052721,-0.25622526,-0.05779366,0.12660667,0.13111591,-0.016252823,-0.33943653,0.20618214,-0.14717829,-0.109721124,-0.15742004,-0.089495316,0.05600991,0.4498906,-0.11281558,0.08177431,-0.21185552,0.14908326,0.116293944,0.10660291,0.026908997,0.07214529,-0.1450487,-0.76136285,-0.037850577,-0.048235267,0.31235087,0.1867277,-0.09102207,-0.09701532,0.15349132,-0.08947412,-0.1307022,-1.0752227,0.07523526,0.097351015,0.38190708,0.22359847,0.0067659235,-0.039436825,0.1220438,0.23599662,-0.66166836,-0.024163658,0.27465045,0.33752298,0.007595023,0.07220879,-0.096963905,-0.003015861,-0.30213553,-0.68962455,-0.22736669,0.12746009,0.15422505,0.06700562,0.039765447,0.4161807,-0.3902639,-0.153164,-0.010127045,-0.025407625,-0.13916099,0.038543202,-0.087613,-0.09641171,-0.18793938,-0.15500091,0.053836007,0.103250615,0.18296964
PF-04217903,-0.049487993,-0.07595186,-0.010791838,0.07025276,-0.11266878,0.144925,0.025053682,0.03597838,0.14701653,0.020866238,0.035062242,0.061032284,-0.119108774,0.010758232,0.010167323,0.0034510642,-0.11580911,-0.085639924,0.022599353,-0.2698186,-0.03687229,-0.0023528524,0.09607372,0.008799961,-0.18278496,-0.011831178,0.05327808,0.19381426,0.05935087,-0.12366839,-0.007846482,0.101679385,-0.096898675,0.019072864,-0.012622185,-0.19652033,-0.005489668,-0.0017204769,-0.02250329,0.06839592,-0.009711616,0.104570284,0.07633482,0.040498916,0.03549934,-0.07267301,-0.1990226,0.010326849,-0.05665992,0.137896,0.0045352057,-0.14320374,0.1007893,-0.13321126,-0.05299554,-0.08902035,-0.15029714,0.082172096,-0.014815964,0.045484886,-0.106070995,-0.17563823,-0.0077526774,-0.06949683,0.14803056,0.08756211,-0.09563683,-0.16269079,0.19204475,0.14541927,0.122633666,-0.12273974,0.14262368,0.018861795,0.07832593,0.17740309,-0.08527188,-0.0129275285,-0.13125938,-0.20057689,0.022586316,-0.08436926,0.09054674,0.053850133,-0.1480118,0.07084092,0.15664704,-0.083171204,2.8323382e-05,-0.035643086,-0.027198797,0.107951656,0.23618832,-0.08125751,-0.036509562,0.037070286,0.17687772,-0.065476306,-0.013585379,0.04111467,-0.19669306,0.015325788,0.26051554,0.05290976,0.025874052,0.0127781965,0.09376827,0.13387273,0.032321084,0.107486844,0.0698618,0.018125061,0.103699945,0.018236248,0.092446305,0.18555117,0.011619787,0.10639167,-0.020629834,0.050982244,0.09192596,0.01285008,0.03142207,0.05300893,-0.02206084,0.024196444,0.08860774,0.03067342
PF-04447943,-0.11865116,-0.30844462,-0.05167252,-0.13526897,0.64046824,-0.27354413,0.1788497,-0.16829407,-0.16627789,0.088290356,-0.5887476,-0.034448646,-0.28757182,-0.122475676,-0.07047245,-0.2047406,-0.13766512,0.086440444,0.21597913,0.0073340274,-0.15744168,-0.18743782,0.23472114,0.101889774,0.19606672,0.012766354,-0.07729672,0.2293179,-0.06409721,0.037762087,0.20865598,0.30243495,0.05441024,0.18965241,0.16652717,0.025446288,0.2862403,0.04077293,0.14238134,0.0797227,0.307627,-0.112158835,-0.21054302,-0.13294864,-0.07711102,-0.6424239,-0.15576889,0.13465253,-0.14180794,0.7724863,0.101620056,-0.298954,-0.0337347,0.005636465,0.21129803,-0.18874991,-0.04211919,0.011782905,-0.028955001,0.00028987695,-0.007918902,0.014830908,0.13441531,0.27291706,0.20407164,0.28199622,0.0872453,-0.12132098,-0.25946936,-0.08617933,-0.18198189,0.24674425,0.17037141,0.121740565,-0.107947916,-0.098475136,0.10446486,-0.21967167,0.299213,0.16413197,0.053923875,0.0004332699,0.024575466,0.07334993,-0.16445598,-0.28126073,-0.14075938,-0.38197523,-0.18091671,-0.12707423,-0.39727744,0.24504441,-0.2907666,-0.07507214,-0.1590835,-0.116348095,-0.031178676,0.086694434,0.09529579,0.71926665,0.0032274667,-0.007748251,-0.029496301,-0.08871849,-0.12067599,0.17988983,0.025506385,-0.10999368,-0.9070951,-0.2808362,0.09553014,-0.5830351,0.04960814,-0.05700721,0.16313577,-0.37084192,-0.30120745,-0.24387509,-0.19864291,-0.20507795,0.035209216,0.0705047,0.2747997,-0.067809284,-0.2199095,0.04294677,0.48209625,0.16520545
