drug,net_trace,weighted_trace,vae_score,baseline,sig_reproducibility,n_cell_lines,reversal_rank,reversal_pct
valsartan,0.0014022037804097,0.0119683596464327,0.010125295,-0.0503932584269662,0.0,7,457,25.848416289592762
palbociclib,0.001386789825137,0.0015248573951526,0.2230235,0.0,0.0,18,458,25.904977375565615
elvitegravir,0.0013426436643549,-0.0160181743490153,-0.029080879,0.062940074906367,0.0,7,459,25.961538461538463
lestaurtinib,0.001305208602737,-0.0129709855288342,-0.2137753,-0.0910674157303371,0.0,7,460,26.018099547511316
VX-765,0.001096653162992,-0.0070331762735451,-0.61045796,0.0,0.0,7,461,26.074660633484164
trifluoperazine,0.0010609477881906,0.0127550819710644,-0.028082186,0.0,0.0,7,462,26.131221719457017
ropinirole,0.0010464484914526,-0.0358320671160096,-0.6480649,0.0,0.0,7,463,26.187782805429865
tioguanine,0.0010106127640528,-0.0414668065532322,-0.06707505,0.0,0.0,7,464,26.244343891402718
aminosalicylic-acid,0.0009150279793849,-0.0145123117129484,-0.10724917,0.0830149812734082,0.0,7,465,26.300904977375566
IKK-2-inhibitor-V,0.0009055157746082,-0.0030417485693257,0.11659585,0.0,0.0,7,466,26.35746606334842
MK-1775,0.0008198927411743,-0.0105026012157942,0.096114226,-0.0967602996254681,0.0,21,467,26.414027149321267
clofibric-acid,0.0006402555160893,-0.0152659878947824,-0.018574119,0.0,0.0,7,468,26.47058823529412
ifenprodil,0.0006300540126778,0.0040308683949101,0.023840435,0.0,0.0,7,469,26.52714932126697
JTC-801,0.000627468720812,-0.0080343004620306,-0.5839584,0.0,0.0,7,470,26.58371040723982
primaquine,0.0005434134569401,-0.0314295152725232,0.034804337,0.0,0.0,7,471,26.64027149321267
tolperisone,0.0004992643566648,-0.044290598451661,-0.65150446,0.0659925093632959,0.0,7,472,26.69683257918552
mericitabine,0.0004734671655116,-0.0165102409298748,0.09430222,-0.0653932584269663,0.0,7,473,26.75339366515837
losartan,0.0004523830866032,-0.04078704816153,-0.018712686,0.0,0.0,7,474,26.809954751131222
sertraline,0.0003958791507775,0.0599825305728749,0.07109368,0.0,0.0,7,475,26.86651583710407
acetylcysteine,0.0002484799960887,-0.0192415961694581,-0.023860944,0.0715168539325843,0.0,7,476,26.923076923076923
sparfloxacin,0.0002394734010977,-0.0156974169299906,-0.39763573,0.0718726591760299,0.0,7,477,26.979638009049772
TGX-221,0.0001809658879132,-0.031960825368123,0.01702841,0.0,0.0,13,478,27.036199095022624
anecortave-acetate,0.0001734306685045,-0.0591991214315539,-0.09042096,0.0,0.0,7,479,27.092760180995473
S-18986,0.0001560183224032,0.0061853953391341,-0.015478668,0.117378277153558,0.0,7,480,27.149321266968325
fluocinolone-acetonide,0.0001367497030864,-0.0098416731346539,0.035621975,-0.069250936329588,0.0,7,481,27.205882352941174
AZD-3514,0.0001345607074534,0.0157504938826443,0.13019532,0.0611610486891385,0.0,7,482,27.262443438914026
thioguanine,9.39636135690118e-05,-0.0301319076099687,0.09850202,0.0,0.0,7,483,27.319004524886875
sobetirome,2.8818691319938382e-05,-0.0333384821195381,-0.015980192,0.0,0.0,7,484,27.37556561085973
narlaprevir,-4.796503216002938e-06,-0.0445025920141042,-0.049053956,0.0,0.0,7,485,27.432126696832583
dolutegravir,-0.000109335485414,-0.0171963612507716,-0.36442173,0.0,0.0,7,486,27.48868778280543
albendazole,-0.0001608090194426,-0.0293065903349206,0.1621838,-0.071067415730337,0.0,7,487,27.545248868778284
clofoctol,-0.0001676693967601,0.0043033788871955,0.02509637,0.0,0.0,7,488,27.601809954751133
diclofensine,-0.0002539989208131,-0.0368025579899293,-0.06239863,-0.0465730337078651,0.0,7,489,27.658371040723985
MLN-0128,-0.0003040118835093,-0.0117780522648923,-0.23652561,-0.0722471910112359,0.0,24,490,27.714932126696834
argatroban,-0.0003283874744714,-0.0195941547601626,-0.63130414,0.0,0.0,7,491,27.771493212669686
acipimox,-0.0004195682498925,-0.0091565044957184,-0.08002779,0.0,0.0,7,492,27.828054298642535
atovaquone,-0.0004206742089208,0.0335080200484803,0.0016900974,0.0,0.0,7,493,27.884615384615387
eperezolid,-0.000434877944777,-0.001262880477118,0.04863181,0.0566666666666666,0.0,7,494,27.941176470588236
ornidazole,-0.0004862168674487,-0.03970634809928,0.10588512,-0.0623220973782771,0.0,7,495,27.997737556561088
benzamil,-0.0005228292522888,-0.0183820977555523,-0.06292225,0.0741385767790262,0.0,7,496,28.054298642533936
GSK-1059615,-0.0005524054093822,-0.0211190223108176,-0.3123197,0.0720224719101123,0.0,28,497,28.11085972850679
meptazinol,-0.0005820768941244,0.0111209948562501,0.04957968,0.0,0.0,7,498,28.167420814479637
sodium-tanshinone-ii-a-sulfonate,-0.0005867550971364,-0.0295896114734648,-0.021557106,0.0675093632958801,0.0,7,499,28.22398190045249
prednisone,-0.0005987087064114,-0.000159453205735,-0.06664107,0.0,0.0,7,500,28.28054298642534
duloxetine,-0.0006429935298768,0.0032609652478837,-0.009482601,0.0539513108614232,0.0,7,501,28.33710407239819
LY-2334737,-0.0006546847100943,-0.0124611157275303,-0.0601558,0.0,0.0,7,502,28.39366515837104
ebselen,-0.0006829378587144,-0.0362221749755165,-0.68851894,0.0,0.0,7,503,28.45022624434389
methylstat,-0.0007135935124015,-0.0105672343078227,0.032786638,0.0,0.0,19,504,28.50678733031674
finasteride,-0.0007294524222145,-0.0065304896580721,-0.019275116,0.0,0.0,7,505,28.563348416289593
gliquidone,-0.0007763395038453,-0.011773564959463,-0.09428594,0.0677153558052434,0.0,7,506,28.61990950226244
sasapyrine,-0.0009068627033848,-0.025264058507458,0.11013214,-0.0757677902621722,0.0,7,507,28.676470588235293
ganciclovir,-0.000923165110259,-0.0042376658965588,0.0029746809,0.0765730337078652,0.0,7,508,28.733031674208142
mibefradil,-0.0010536666017746,0.0115400392698516,-0.50223595,0.0,0.0,7,509,28.789592760180994
lersivirine,-0.001181604549384,-0.013906830115194,0.109584294,0.0,0.0,7,510,28.846153846153843
CEP-37440,-0.0012686344603817,0.0279467213254106,0.12537977,0.0,0.0,7,511,28.902714932126695
GDC-0834,-0.0012735363519039,0.0110663636592798,-0.0011759104,0.0,0.0,7,512,28.95927601809955
amodiaquine,-0.001380358248403,0.0158365139009372,0.031570487,0.0854868913857677,0.0,7,513,29.0158371040724
BMS-299897,-0.0014582282285235,0.0073672452102481,0.036879376,0.0,0.0,7,514,29.072398190045252
golvatinib,-0.0015369342044844,0.0040704829898124,0.080295466,0.0,0.0,7,515,29.1289592760181
chlorpromazine,-0.0016437241819846,-0.015399034380284,-1.5346332e-05,0.0,0.0,7,516,29.185520361990953
birinapant,-0.0017107807243359,-0.0459150165111629,-0.025439274,0.098501872659176,0.0,7,517,29.242081447963802
piketoprofen,-0.0017510925903188,-0.0376212251075978,0.034393992,0.0936142322097377,0.0,7,518,29.298642533936654
lesinurad,-0.0017557362034044,-0.0218580152120123,-0.079373345,0.0852808988764045,0.0,7,519,29.355203619909503
cefdinir,-0.0018945370857774,-0.0450297463890348,-0.6271756,0.0737453183520599,0.0,7,520,29.411764705882355
pentamidine,-0.0019096774294277,-0.0188056695765931,-0.020301588,0.051816479400749,0.0,7,521,29.468325791855204
riociguat,-0.0019301679870694,-0.0441584399671032,0.00016547114,0.0788576779026217,0.0,7,522,29.524886877828056
BS-181,-0.0020965699406764,-0.0175213186212884,0.22638915,0.0,0.0,22,523,29.581447963800905
benzbromarone,-0.0021025555421637,-0.0071937209140509,-0.3479597,0.0,0.0,7,524,29.638009049773757
AZD-7687,-0.0021243331814649,0.0123873559605516,-0.07932578,0.1055805243445693,0.0,7,525,29.694570135746606
dosulepin,-0.0021782473584382,0.0027550643617753,-0.009105399,0.073876404494382,0.0,7,526,29.751131221719458
rilpivirine,-0.002181203021121,-0.0251100494848305,0.020431511,0.0,0.0,7,527,29.807692307692307
WZ-7043,-0.002256760752696,-0.0145270901499017,-0.120075196,0.0675468164794007,0.0,22,528,29.86425339366516
elesclomol,-0.0022956099717166,-0.0375547450088079,0.09407002,0.0,0.0,7,529,29.920814479638008
ostarine,-0.0023757399068151,-0.0459499861645794,-0.49092817,0.0585580524344569,0.0,7,530,29.97737556561086
MGCD-265,-0.0024095654660248,-0.0288717562826722,0.16258575,0.0,0.0,19,531,30.03393665158371
elacridar,-0.0024244822862548,-0.006387274967892,-0.029847037,0.0,0.0,7,532,30.09049773755656
MK-8033,-0.0025007731132786,-0.0558487424041434,-0.037401073,0.0670411985018726,0.0,7,533,30.14705882352941
KW-2449,-0.0025416645279127,-0.0313833445309418,-0.091077305,0.0,0.0,24,534,30.20361990950226
rottlerin,-0.0025628492555209,-0.004933390003523,0.052706704,0.0,0.0,7,535,30.26018099547511
ambrisentan,-0.002776952590854,-0.0053589658631091,-0.047513064,0.0,0.0,7,536,30.316742081447963
filgotinib,-0.0028076249799034,-0.0203901938064731,-0.4405238,0.0,0.0,7,537,30.37330316742081
cyproheptadine,-0.0028788315415315,-0.0087825486654216,-0.39632663,0.0774906367041198,0.0,7,538,30.429864253393664
valproic-acid,-0.0031092622700619,-0.0010336128672339,-0.022404194,0.1178464419475655,0.0,7,539,30.48642533936652
trehalose,-0.0031172621448352,-0.0316813647909646,-0.013907758,-0.0596629213483146,0.0,7,540,30.542986425339368
benazepril,-0.0033824960510469,-0.0009225430008564,0.03508301,0.0480898876404494,0.0,7,541,30.59954751131222
rabeprazole,-0.0035382390109977,-0.0144577186275135,-0.040710453,0.0763295880149812,0.0,7,542,30.65610859728507
adenosine,-0.0036323759076204,-0.0071705216779514,-0.056612134,0.0928277153558052,0.0,7,543,30.71266968325792
cyclobenzaprine,-0.0036367817026129,0.0107036646659373,-0.082129404,0.0985580524344569,0.0,7,544,30.76923076923077
L-690330,-0.0036899112758941,-0.0339308766472015,0.050197307,0.0,0.0,7,545,30.825791855203622
azithromycin,-0.0037288199674917,-0.016601399785063,-0.008400809,0.0720224719101123,0.0,7,546,30.88235294117647
alectinib,-0.0037407421219747,-0.0278648085827621,0.022887617,0.0829588014981273,0.0,21,547,30.938914027149323
topiramate,-0.0037551660696325,-0.032565302970942,-0.48685965,0.0,0.0,7,548,30.995475113122172
tolcapone,-0.0038309329169222,-0.0509515664288987,-0.70552135,0.0,0.0,7,549,31.052036199095024
olprinone,-0.0038331022012262,0.0170424476919564,0.010125209,0.1026404494382022,0.0,7,550,31.108597285067873
SR-2640,-0.0038842720454043,-0.0011162826741401,-0.06299249,-0.0501123595505618,0.0,7,551,31.165158371040725
amikacin,-0.0038875428175638,-0.0034828758583773,-0.31092173,-0.0617790262172284,0.0,7,552,31.221719457013574
telcagepant,-0.0038946340586489,-0.0220544447664755,-0.0046894588,0.0,0.0,7,553,31.278280542986426
PI-103,-0.0039615680166119,-0.013473108149491,-0.068358704,0.0,0.0,17,554,31.334841628959275
AVN-944,-0.0040057627762894,-0.0192452168488396,0.12727872,0.0,0.0,7,555,31.391402714932127
meglitinide,-0.0041902374905093,-0.0302040490795963,-0.035554573,0.0,0.0,7,556,31.447963800904976
penfluridol,-0.0042600597985769,0.0185440173958414,0.11495534,0.0,0.0,7,557,31.504524886877828
fluticasone-propionate,-0.0043367719626791,0.0061934058069567,-0.005964278,-0.0830337078651685,0.0,7,558,31.561085972850677
BMS-927711,-0.004347315714432,-0.0381399678761725,-0.08074375,0.0,0.0,7,559,31.61764705882353
betahistine,-0.0044265559912954,-0.0200895377302769,-0.05962244,0.0,0.0,7,560,31.674208144796378
PF-04447943,-0.0044685726943588,-0.0080759555353982,0.06971262,0.0823033707865168,0.0,7,561,31.73076923076923
actarit,-0.0044941618836515,-0.0205722149029807,-0.047263805,0.0,0.0,7,562,31.78733031674208
GSK-923295,-0.0048468875701098,-0.0249695109087855,0.09734676,-0.0644382022471909,0.0,7,563,31.84389140271493
teneligliptin,-0.0048726255185514,-0.0037854960941066,0.09189504,0.0,0.0,7,564,31.90045248868778
aliskiren,-0.0049137947957522,0.007128973838929,0.016199607,0.0,0.0,7,565,31.957013574660632
acecainide,-0.0049423790652049,-0.0110094277746789,-0.024078103,0.0,0.0,7,566,32.01357466063348
ritonavir,-0.0049991801292052,0.0024925057264565,-0.007862536,0.0,0.0,7,567,32.07013574660634
dilazep,-0.005021615007375,0.0060230084783553,0.10761801,-0.0695692883895131,0.0,7,568,32.126696832579185
indacaterol,-0.0050417622998676,-0.0199731823455932,-0.024316566,0.0,0.0,7,569,32.18325791855204
L-NAME,-0.0051184109691039,-0.0666737438202819,-0.56864977,-0.0723033707865168,0.0,7,570,32.23981900452489
lomerizine,-0.0051301740360342,-0.0484216267438839,0.049032792,-0.0584082397003745,0.0,7,571,32.29638009049774
dimethyl-fumarate,-0.0052343361852342,-0.034789557489765,-0.5026543,0.0,0.0,7,572,32.35294117647059
levetiracetam,-0.0052444681725551,0.0017586782540637,0.14081268,0.0,0.0,7,573,32.40950226244344
CL-218872,-0.0053449998719623,-0.0251285851005428,-0.049080793,0.0758988764044944,0.0,7,574,32.46606334841629
lisinopril,-0.005480476047523,-0.0176686144858014,-0.06392565,0.0505617977528089,0.0,7,575,32.522624434389144
delanzomib,-0.0055092889808033,-0.0045416469823852,-0.01580439,0.0814606741573034,0.0,7,576,32.57918552036199
norfloxacin,-0.0056533753511941,-0.039008253328129,-0.6239891,0.0854494382022471,0.0,7,577,32.63574660633484
LY-2886721,-0.005664818207505,-0.0346061364696839,-0.549051,0.0,0.0,7,578,32.69230769230769
torasemide,-0.0056986857999312,-0.0349672734612417,-0.52414644,0.0891385767790262,0.0,7,579,32.748868778280546
dexniguldipine,-0.0057401740351662,0.0181900551636424,0.09550746,0.0,0.0,7,580,32.80542986425339
epirizole,-0.0057911555113582,0.0062910977275881,-0.08167982,0.0,0.0,7,581,32.86199095022624
voriconazole,-0.0058117725146934,-0.022342214510562,-0.016853051,0.1055430711610486,0.0,7,582,32.918552036199095
lonafarnib,-0.006067384753309,-0.0378327215035901,0.13483314,-0.0900187265917603,0.0,7,583,32.97511312217195
chlorprothixene,-0.0060826113562048,-0.0401490720263271,-0.005561353,0.0,0.0,7,584,33.03167420814479
GSK-690693,-0.0060836440143789,-0.0055577353760522,0.12057154,-0.0615917602996254,0.0,13,585,33.088235294117645
miglitol,-0.0061268313028204,-0.0048203818201802,-0.033574954,0.1123033707865168,0.0,7,586,33.1447963800905
simeprevir,-0.0061621052484879,-0.0111189764937123,0.021938719,0.0,0.0,7,587,33.20135746606335
efavirenz,-0.0061892422360842,-0.0195259931931454,-0.07079807,0.0,0.0,7,588,33.257918552036195
fingolimod,-0.0062061104649296,0.0113327798235811,0.031557195,0.0,0.0,7,589,33.31447963800905
amiloride,-0.0062085129147497,-0.0369479987607258,-0.024347633,0.0,0.0,7,590,33.3710407239819
entinostat,-0.0062227168635427,0.0094244509410261,0.04039432,0.0,0.0,21,591,33.42760180995475
tasquinimod,-0.0062894085628777,-0.007034310165153,-0.03996475,0.0818726591760299,0.0,7,592,33.4841628959276
tolazamide,-0.0063488500898914,-0.0434445495202651,-0.041527938,0.0698876404494381,0.0,7,593,33.54072398190045
oxybuprocaine,-0.0063627276822876,-0.0249968207681196,0.01994335,0.0733520599250936,0.0,7,594,33.59728506787331
SU-11274,-0.0063845399643287,-0.0166061986917626,0.011823131,-0.06812734082397,0.0,13,595,33.65384615384615
SGI-1776,-0.0064717722604925,0.0204577101062423,-0.15942961,0.0,0.0,24,596,33.710407239819006
thiocolchicoside,-0.0065165486885662,-0.0593909318249252,-0.6206459,0.0982771535580524,0.0,7,597,33.76696832579186
grazoprevir,-0.0065226579566001,-0.0413079204443211,-0.48677787,0.0959363295880149,0.0,7,598,33.82352941176471
darifenacin,-0.0065494787113437,-0.0269917005214023,-0.030951042,-0.0660299625468164,0.0,7,599,33.880090497737555
etodolac,-0.0065938950055096,-0.0204810282460103,-0.091633186,0.0853183520599251,0.0,7,600,33.93665158371041
enoxolone,-0.0068480994401847,-0.0058217956196437,-0.056327187,0.0517790262172284,0.0,7,601,33.99321266968326
BX-795,-0.0068807260642242,-0.0357520141990997,-0.039804664,0.0,0.0,19,602,34.04977375565611
cisapride,-0.0068950660674278,0.0027722236577253,-0.07427943,0.0654494382022472,0.0,7,603,34.10633484162896
alaproclate,-0.0069502836625217,-0.0093147172780907,-0.026430186,-0.059063670411985,0.0,7,604,34.16289592760181
dapagliflozin,-0.0069736688277816,-0.0019870036109512,0.09123916,0.1342696629213483,0.0,7,605,34.21945701357466
ticlopidine,-0.0069771670869183,0.0017504224553369,-0.07540831,0.0816104868913857,0.0,7,606,34.276018099547514
sulbactam,-0.0069862600445565,-0.0191903004300302,0.04664252,0.0,0.0,7,607,34.33257918552036
lofexidine,-0.0070875799408132,-0.0216292443510618,0.008371811,0.0,0.0,7,608,34.38914027149321
flavoxate,-0.0071461916758729,-0.020855654133615,0.06692024,0.1238014981273408,0.0,7,609,34.44570135746606
lidocaine,-0.0072005739084194,-0.0418678977830781,-0.04765833,0.0,0.0,7,610,34.502262443438916
CPI-613,-0.0072090383270062,-0.0186571560869428,-0.023157176,0.0950374531835206,0.0,7,611,34.55882352941176
PS-178990,-0.0072792413291222,-0.0205530349136653,-0.04566511,0.0721535580524344,0.0,7,612,34.61538461538461
fludroxycortide,-0.0074637716707759,-0.0022893318508704,-0.02004023,0.0,0.0,7,613,34.671945701357465
fluvoxamine,-0.0074680415789676,-0.0165590038925546,-0.02762766,0.0773970037453183,0.0,7,614,34.72850678733032
drospirenone,-0.0074799308080754,0.0039488983021382,-0.014640899,0.0825468164794007,0.0,7,615,34.78506787330316
L-ergothioneine,-0.007497274379726,-0.0132425795907131,-0.31307387,0.0,0.0,7,616,34.841628959276015
glibenclamide,-0.0075158355125082,-0.0122702868092487,-0.061406586,0.0,0.0,7,617,34.89819004524887
idalopirdine,-0.0076106695033037,-0.0387238792455775,0.050029643,0.0,0.0,7,618,34.95475113122172
lenvatinib,-0.0078473423594234,0.0010399631330102,-0.037597544,0.066441947565543,0.0,7,619,35.011312217194565
phenylacetylglutamine,-0.0079011538089619,-0.0350603238510176,-0.0061081224,0.0,0.0,7,620,35.06787330316742
ramelteon,-0.0079442641209824,-0.0304157955671361,-0.537411,0.0649999999999999,0.0,7,621,35.12443438914027
phenylbutazone,-0.0079859694644406,-0.0188980008565514,-0.47284755,0.0,0.0,7,622,35.18099547511312
apixaban,-0.0080849246675202,-0.0095120795238844,0.0987863,0.0895318352059925,0.0,7,623,35.237556561085974
ftorafur,-0.008214423403909,-0.0468217647662588,-0.063305765,0.0,0.0,7,624,35.294117647058826
amlexanox,-0.0082937974773247,0.0069790693333897,-0.0006056167,0.0,0.0,7,625,35.35067873303168
picotamide,-0.0082979067099748,0.0157075915774451,0.10914806,0.0,0.0,7,626,35.40723981900452
epinastine,-0.0083865181633067,-0.0235802428798014,-0.023628863,0.1134831460674157,0.0,7,627,35.463800904977376
mirtazapine,-0.0083925897392444,-0.0452826892338657,0.0016829771,0.0,0.0,7,628,35.52036199095023
SB-271046,-0.0084358295577141,-0.023838838273078,0.010682048,0.0,0.0,7,629,35.57692307692308
telotristat,-0.0084980200958075,-0.0152540213642803,-0.039263092,0.0796629213483146,0.0,7,630,35.633484162895925
nicotinamide,-0.0085050500471131,-0.0106224895698863,-0.057381336,0.0915917602996254,0.0,7,631,35.69004524886878
inositol,-0.0085096361827491,-0.023459198618748,0.08143822,0.0,0.0,7,632,35.74660633484163
triptorelin,-0.0085590112309882,-0.0294879170953969,-0.08426048,0.080505617977528,0.0,7,633,35.80316742081448
biperiden,-0.0086342080834311,-0.0103833494470551,-0.07232822,0.0839325842696629,0.0,7,634,35.85972850678733
PX-12,-0.0086708854640385,-0.0402989185955858,-0.10891073,0.0905056179775281,0.0,7,635,35.91628959276018
balapiravir,-0.0087122786392164,-0.0421601017257303,0.11607917,0.1009550561797752,0.0,7,636,35.97285067873303
sufentanil,-0.0087361678627601,0.0099809033895254,-0.04813746,0.0920224719101123,0.0,7,637,36.029411764705884
oxiperomide,-0.0088972756109067,-0.0730029925469316,-0.058425207,0.0,0.0,7,638,36.08597285067873
alvimopan,-0.0089749168157673,-0.040141073382694,0.045900147,0.0,0.0,7,639,36.14253393665158
closantel,-0.0090033953958841,-0.0035626530561512,0.10869381,0.0644756554307116,0.0,7,640,36.199095022624434
nefiracetam,-0.009026043815368,-0.0135474603737272,-0.01242501,0.0893445692883895,0.0,7,641,36.255656108597286
methiopril,-0.0090518634897902,-0.0135790236522945,-0.022992535,0.106629213483146,0.0,7,642,36.31221719457013
defactinib,-0.0091414840394334,-0.0299854472077521,0.15801886,0.0,0.0,7,643,36.36877828054298
pinacidil,-0.0092351222058763,-0.0084806023573355,0.14705624,-0.0700187265917602,0.0,7,644,36.425339366515836
timolol,-0.009359222250815,-0.0362318731229017,-0.58775103,0.0876029962546816,0.0,7,645,36.48190045248869
taladegib,-0.0093662759856265,-0.0133228994524041,0.13645542,0.0776404494382022,0.0,7,646,36.53846153846153
pibenzimol,-0.0093912023304121,-0.0211320386786477,-0.63865525,0.1012359550561797,0.0,7,647,36.595022624434385
ipratropium,-0.0093957086946571,-0.031441156535271,-0.018775089,0.0663295880149812,0.0,7,648,36.65158371040724
PF-04691502,-0.0094458310751791,0.0035453711434076,-0.11993331,-0.0863857677902621,0.0,7,649,36.70814479638009
BAY-87-2243,-0.0094655126356275,-0.0208176381741121,0.1572177,0.0,0.0,7,650,36.76470588235294
MBX-2982,-0.0094850618301392,-0.013362713923419,-0.034781072,0.0857865168539326,0.0,7,651,36.821266968325794
XBD-173,-0.0095137206746022,-0.017294155110972,0.07697083,0.0521161048689138,0.0,7,652,36.87782805429865
tasisulam,-0.009601604391721,-0.0026407630478,-0.0836429,0.1317415730337078,0.0,7,653,36.93438914027149
MK-5108,-0.0097176900005811,-0.0140296841871722,0.0058192667,0.0574344569288389,0.0,7,654,36.990950226244344
clozapine,-0.0097604802777054,-0.0144030777607858,0.08146523,0.0,0.0,7,655,37.047511312217196
beclomethasone-dipropionate,-0.009777289317696,-0.0180677154917624,-0.39825457,0.0,0.0,7,656,37.10407239819005
orteronel,-0.0098992502679613,-0.001569691188516,-0.06532614,0.0905617977528089,0.0,7,657,37.1606334841629
GSK-2334470,-0.0099355734900025,-0.0330984493506651,-0.11455458,0.083501872659176,0.0,19,658,37.217194570135746
ATN-161,-0.0102283710727585,-0.0054288237064159,-0.056629367,0.0728651685393258,0.0,7,659,37.2737556561086
phenformin,-0.0102549067165204,-0.0334704634159819,-0.34541556,0.072565543071161,0.0,7,660,37.33031674208145
idoxuridin,-0.0102894612349677,-0.0153069389321559,0.024396721,0.0,0.0,7,661,37.386877828054295
PHA-665752,-0.0102965667272561,0.0079356499149993,0.20813884,0.0,0.0,13,662,37.44343891402715
API-001,-0.0103572957837113,-0.0131890808862055,-0.022222744,0.0811235955056179,0.0,7,663,37.5
cabozantinib,-0.0103707176014338,-0.0213471408340155,-0.1719,0.0733333333333333,0.0,24,664,37.55656108597285
metoclopramide,-0.0104102059500592,-0.0460194007307125,-0.024434624,0.065,0.0,7,665,37.613122171945705
methazolamide,-0.010418485425252,-0.0259137268041302,-0.044316035,0.0919475655430711,0.0,7,666,37.66968325791855
vincamine,-0.0104835314337803,-0.0110759872406208,0.053951953,0.0778089887640449,0.0,7,667,37.7262443438914
doxapram,-0.0105275080957367,0.0280761041411223,-0.020808008,0.095749063670412,0.0,7,668,37.782805429864254
indoximod,-0.0105288421059441,-0.0385593483733417,-0.053766727,0.1065917602996254,0.0,7,669,37.8393665158371
GSK-1904529A,-0.0105356235786837,-0.0302472693044678,0.08409814,-0.0953932584269663,0.0,15,670,37.89592760180995
retigabine,-0.0105477289583257,-0.0208557004170567,-0.07606218,0.0854494382022471,0.0,7,671,37.952488687782804
ataluren,-0.0106504336408305,-0.023162824993896,-0.06501895,0.0,0.0,7,672,38.009049773755656
erteberel,-0.0108859400870604,-0.0502832929100746,-0.05056211,0.0751123595505618,0.0,7,673,38.06561085972851
bms-906024,-0.0109254502933312,-0.0299854333642151,-0.15018855,0.0,0.0,2,674,38.12217194570135
tagatose,-0.0109861329715429,-0.0224025783027477,-0.089858204,0.0842883895131086,0.0,7,675,38.178733031674206
pramipexole,-0.0111097581266228,-0.0174586630392374,0.008268524,0.1117790262172284,0.0,7,676,38.23529411764706
eplerenone,-0.011127765160908,-0.0249060065975967,-0.05467025,0.0952434456928838,0.0,7,677,38.29185520361991
apocynin,-0.0111424891274879,-0.030682194003262,0.052533455,0.0,0.0,7,678,38.34841628959276
amlodipine,-0.0112630066638228,-0.0614363422108329,-0.42916268,0.0765168539325843,0.0,7,679,38.404977375565615
berberine,-0.0113151911533069,-0.0297055254503272,-0.096169725,0.0697565543071161,0.0,7,680,38.46153846153847
reboxetine,-0.0113413528038264,-0.014616407514341,-0.11003189,0.0808426966292134,0.0,7,681,38.51809954751131
fosfomycin,-0.0113998375123119,0.0184423625462122,0.049202997,0.0,0.0,7,682,38.574660633484164
navitoclax,-0.0114311030045824,-0.0305444053671838,0.1257448,0.0,0.0,7,683,38.63122171945702
etomoxir,-0.0115049201727035,-0.0296672460535958,-0.5076179,0.0652059925093632,0.0,7,684,38.68778280542987
CI-966,-0.0115057545585289,-0.0428445058114207,-0.036841657,0.0,0.0,7,685,38.744343891402714
clobetasol,-0.0116159557859122,0.0019724968106258,-0.4054126,0.0,0.0,7,686,38.800904977375566
A-443654,-0.0116378010313776,-0.0330163967194331,-0.16999647,0.0638951310861423,0.0,15,687,38.85746606334842
exifone,-0.0116600976381428,-0.0493687879275453,-0.6705568,0.0,0.0,5,688,38.91402714932127
aprepitant,-0.011751899835034,-0.0251294221081239,-0.08403447,0.0855992509363295,0.0,7,689,38.970588235294116
nicotine,-0.0118048715884924,0.0236580906570495,0.01731516,0.1400561797752809,0.0,7,690,39.02714932126697
BCI-540,-0.0118128897184669,-0.0367024856958394,-0.38204932,0.0939325842696629,0.0,7,691,39.08371040723982
cariporide,-0.0118232871579487,-7.157617473461208e-05,0.0054994584,0.0831647940074906,0.0,7,692,39.14027149321267
verapamil,-0.011904156403967,-0.0181225274433806,-0.6079003,0.0,0.0,7,693,39.19683257918552
nefazodone,-0.0120577052130432,-0.0226397191771842,0.124655604,0.0,0.0,7,694,39.25339366515837
dorzolamide,-0.0120740653945878,-0.0594280221663343,0.020703586,0.0957303370786516,0.0,7,695,39.30995475113122
zaleplon,-0.0121626688146961,-0.0344956295177105,-0.09092367,0.066067415730337,0.0,7,696,39.366515837104075
temozolomide,-0.0122599473461887,-0.007641373528436,-0.0473549,0.0791198501872659,0.0,7,697,39.42307692307692
mycophenolate-mofetil,-0.0124127983490857,-0.0236205366945533,0.09157146,0.0,0.0,7,698,39.47963800904977
diflunisal,-0.0124553511578855,-0.0419867000906701,-0.41535297,0.0,0.0,7,699,39.536199095022624
dapsone,-0.0124617130612366,-0.0385791669450797,-0.12637414,0.1197940074906367,0.0,7,700,39.59276018099548
piribedil,-0.0124679315386473,-0.0420344323899027,0.09260533,0.0866666666666666,0.0,7,701,39.64932126696832
PF-04136309,-0.012510211902206,-0.031082172634723,-0.039166562,-0.0788202247191011,0.0,7,702,39.705882352941174
ARRY-334543,-0.0125259641456913,-0.0187234423444175,0.0661238,0.0,0.0,7,703,39.762443438914026
PCA-4248,-0.012576384425871,-0.035662963890981,-0.42131683,0.0,0.0,7,704,39.81900452488688
zebularine,-0.0126392570240739,-0.0153034957661882,-0.087417126,0.0,0.0,5,705,39.87556561085973
dimesna,-0.0126430610840506,-0.0467100020930818,-0.65319073,0.0703745318352059,0.0,7,706,39.93212669683258
penciclovir,-0.0126545777161233,-0.0049166827947199,0.04992849,0.0884456928838951,0.0,7,707,39.988687782805435
fluorometholone,-0.0127309727946374,-0.0074648419334143,-0.0748513,0.0,0.0,7,708,40.04524886877828
