drug,baseline_score,baseline_rank
IOX2,0.13739700374531838,1711
adapalene,0.13739700374531838,1712
ingenol-mebutate,0.13814606741573032,1713
tomelukast,0.13868913857677906,1714
dazoxiben,0.13872659176029964,1715
PIK-93,0.13880149812734083,1716
pirenoxine,0.13917602996254685,1717
AT-7519,0.13919475655430713,1718
linopirdine,0.1394756554307116,1719
clarithromycin,0.13951310861423222,1720
nicotine,0.1400561797752809,1721
GNF-2,0.140374531835206,1722
KIN001-269,0.1418913857677903,1723
diclofenac,0.14198501872659175,1724
EX-527,0.14224719101123595,1725
KIN001-242,0.14237827715355802,1726
diethylstilbestrol,0.14303370786516856,1727
luteolin,0.14335205992509364,1728
THZ-2-98-01,0.14423220973782774,1729
baicalin,0.14441947565543073,1730
topiroxostat,0.1445692883895131,1731
AZD-5438,0.1451310861423221,1732
ischemin,0.1452808988764045,1733
PLX-4720,0.14589887640449437,1734
fasudil,0.14634831460674158,1735
rasagiline,0.14634831460674158,1736
LY-2801653,0.14674157303370788,1737
sacubitril,0.14810861423220975,1738
fiacitabine,0.14827715355805243,1739
ibudilast,0.14852059925093633,1740
SB-705498,0.1494569288389513,1741
alpelisib,0.15073033707865166,1742
MC1568,0.150749063670412,1743
linifanib,0.15108614232209738,1744
roscovitine,0.15153558052434457,1745
fentiazac,0.15179775280898875,1746
piroxicam,0.15196629213483145,1747
DU-728,0.15237827715355806,1748
UNC-1215,0.15301498127340826,1749
diacerein,0.1530337078651685,1750
cromoglicic-acid,0.15511235955056182,1751
ondansetron,0.15707865168539326,1752
guanaben-acetate,0.15951310861423218,1753
2-iminobiotin,0.1616104868913858,1754
vemurafenib,0.16352059925093632,1755
propentofylline,0.16376404494382021,1756
CX-4945,0.16529962546816476,1757
vismodegib,0.16552434456928838,1758
carisoprodol,0.1680711610486891,1759
rucaparib,0.1682022471910113,1760
clenbuterol,0.16840823970037455,1761
CHIR-99021,0.16891385767790262,1762
isosorbide-mononitrate,0.17031835205992513,1763
lamotrigine,0.1709176029962547,1764
OSI-930,0.17117977528089884,1765
ritodrine,0.17247191011235952,1766
reparixin,0.17685393258426962,1767
PHA-767491,0.21844569288389515,1768
