drug,trace_score,emp_pvalue,emp_padj,significant,trace_rank,baseline_score,baseline_rank
piroxicam,-0.0524815882417125,0.983,1.0,False,1463,0.1519662921348314,1747
digoxin,-0.052681176551589,0.942,1.0,False,1464,0.1184831460674157,1589
zardaverine,-0.0527888569797423,0.913,1.0,False,1465,0.0890074906367041,1209
enzastaurin,-0.0528562543035174,0.96,1.0,False,1466,0.1191011235955056,1593
metenkephalin,-0.0528665190990763,0.97,1.0,False,1467,0.099438202247191,1365
azelastine,-0.0528936821985635,0.978,1.0,False,1468,0.1109925093632959,1510
cladribine,-0.052971332648986,0.907,1.0,False,1469,0.0,456
naphazoline,-0.053048771128592,0.985,1.0,False,1470,0.0743820224719101,972
MLN-2480,-0.0530697384397152,0.962,1.0,False,1471,0.1010486891385767,1390
eugenol,-0.0530700141750127,0.951,1.0,False,1472,0.0797940074906367,1045
CT-7758,-0.0531149233122164,0.95,1.0,False,1473,0.0,583
mestinon,-0.0531983899943444,0.981,1.0,False,1474,0.0,234
mibampator,-0.0533876232788551,0.946,1.0,False,1475,0.093501872659176,1278
AICA-ribonucleotide,-0.0534287284608821,0.986,1.0,False,1476,0.1323970037453183,1686
RG-108,-0.0534440557936502,0.892,1.0,False,1477,0.1211985018726591,1614
anisodamine,-0.0534611869009973,0.888,1.0,False,1478,0.0,276
SB-239063,-0.0537381851427172,0.988,1.0,False,1479,0.0980711610486891,1341
cyanocobalamin,-0.0537596653278753,0.933,1.0,False,1480,0.0,487
regadenoson,-0.053881360953088,0.934,1.0,False,1481,0.0724906367041199,949
XL-147,-0.0538901779795816,0.941,1.0,False,1482,0.0,692
protirelin,-0.0540956873072885,0.961,1.0,False,1483,0.1255805243445693,1644
KIN001-244,-0.0541977872445472,0.919,1.0,False,1484,0.1184644194756554,1588
piclamilast,-0.0543227221788058,0.976,1.0,False,1485,0.1137078651685393,1546
carbimazole,-0.0543297959561191,0.94,1.0,False,1486,0.0711048689138577,934
mitomycin-c,-0.054422399207776,0.955,1.0,False,1487,0.0,314
safinamide,-0.0544446527437277,0.964,1.0,False,1488,0.0973595505617977,1332
GSK-256066,-0.0544458679894797,0.949,1.0,False,1489,0.0,653
zalcitabine,-0.0545882305366915,0.975,1.0,False,1490,0.0853932584269662,1144
balicatib,-0.0548064695587698,0.957,1.0,False,1491,0.0999625468164794,1372
rutin,-0.0548186974538874,0.898,1.0,False,1492,0.1095131086142321,1499
imatinib,-0.054933369614786,0.972,1.0,False,1493,0.0931647940074906,1275
rimexolone,-0.0550069265511654,0.969,1.0,False,1494,0.0631647940074906,863
ziprasidone,-0.0550109782851801,0.913,1.0,False,1495,0.0952808988764044,1303
palonosetron,-0.0551051134217435,0.953,1.0,False,1496,0.108632958801498,1490
desvenlafaxine,-0.0551625279989827,0.945,1.0,False,1497,0.0991198501872659,1360
eflornithine,-0.0552780495311934,0.988,1.0,False,1498,0.0905430711610487,1234
linsitinib,-0.0554493859401,0.926,1.0,False,1499,0.0777340823970037,1027
fenobam,-0.0554538626025985,0.988,1.0,False,1500,0.0925093632958801,1264
epirubicin,-0.05553129747044,0.922,1.0,False,1501,0.0,389
sulbutiamine,-0.0556305455548561,0.984,1.0,False,1502,0.0928277153558052,1270
clindamycin,-0.0556371175127739,0.926,1.0,False,1503,0.0806367041198501,1061
ZD-7288,-0.055674544964835,0.952,1.0,False,1504,0.0873970037453183,1183
triptolide,-0.0557379824666705,0.927,1.0,False,1505,0.0,749
AGP-103,-0.0558405132325637,0.971,1.0,False,1506,0.0968913857677902,1327
flumazenil,-0.0558587814352193,0.961,1.0,False,1507,0.089438202247191,1218
seocalcitol,-0.0560422531153963,0.973,1.0,False,1508,0.0819850187265918,1090
flutamide,-0.0560794420126122,0.971,1.0,False,1509,0.0941760299625468,1287
cevimeline,-0.0561519790636747,0.982,1.0,False,1510,0.1231835205992509,1629
phenazone,-0.0561655222777814,0.969,1.0,False,1511,0.1178651685393258,1582
rimantadine,-0.0564022678490047,0.986,1.0,False,1512,0.1099999999999999,1503
resorcinol,-0.0564456021547329,0.975,1.0,False,1513,0.1143258426966292,1552
ALW-II-38-3,-0.0564536586547985,0.992,1.0,False,1514,0.0959176029962546,1314
levocetirizine,-0.0564939460041037,0.936,1.0,False,1515,0.1341573033707865,1697
dantrolene,-0.0565791952580921,0.89,1.0,False,1516,0.1103183520599251,1506
oxymetazoline,-0.0567955496047485,0.987,1.0,False,1517,0.0975280898876404,1333
risperidone,-0.05679615564654,0.945,1.0,False,1518,0.1179400749063669,1583
linagliptin,-0.056796754694672,0.96,1.0,False,1519,0.1100936329588015,1505
CPI-1189,-0.0568469009767532,0.963,1.0,False,1520,0.1008239700374531,1383
levonorgestrel,-0.0569338198507485,0.894,1.0,False,1521,0.1008614232209737,1385
voglibose,-0.0570411658057972,0.986,1.0,False,1522,0.1192134831460674,1597
methimazole,-0.0571213350852973,0.992,1.0,False,1523,0.0835580524344569,1120
rupatadine,-0.0571844349662543,0.95,1.0,False,1524,0.0822846441947565,1096
ondansetron,-0.057340622964491,0.98,1.0,False,1525,0.1570786516853932,1752
nimodipine,-0.057356269643856,0.971,1.0,False,1526,0.0852808988764045,1141
AMD-11070,-0.0573995648932645,0.933,1.0,False,1527,0.0877340823970037,1191
etanidazole,-0.0574147016589867,0.99,1.0,False,1528,0.1014044943820224,1394
omeprazole,-0.0574291566661508,0.938,1.0,False,1529,0.0986142322097378,1351
fentiazac,-0.0575264998321101,0.978,1.0,False,1530,0.1517977528089887,1746
fludarabine-phosphate,-0.0575299893485883,0.983,1.0,False,1531,0.0948314606741572,1297
forskolin,-0.0576148490322872,0.97,1.0,False,1532,0.0758052434456929,987
alprostadil,-0.0577103306398399,0.971,1.0,False,1533,0.1120786516853932,1523
barasertib-HQPA,-0.0577433963626881,0.961,1.0,False,1534,0.0914232209737827,1244
AZD-1480,-0.0580301881025324,0.973,1.0,False,1535,0.1149999999999999,1560
amonafide,-0.058075966112973,0.987,1.0,False,1536,0.1093258426966291,1497
IOX2,-0.0580853165765402,0.97,1.0,False,1537,0.1373970037453183,1711
goserelin-acetate,-0.0581006811866999,0.995,1.0,False,1538,0.0917977528089887,1250
GW-843682X,-0.0581126522661939,0.955,1.0,False,1539,0.0772846441947565,1017
lupanine,-0.0582300726691268,0.892,1.0,False,1540,0.0,434
tiagabine,-0.058237100932458,0.971,1.0,False,1541,0.1161797752808988,1572
regorafenib,-0.0584517889256645,0.985,1.0,False,1542,0.1226404494382021,1623
phorbol-myristate-acetate,-0.0585012618520509,0.955,1.0,False,1543,0.135,1703
josamycin,-0.0585737998147564,0.976,1.0,False,1544,0.0,461
tiludronate,-0.0585969194776812,0.96,1.0,False,1545,0.1076591760299625,1480
medrysone,-0.0586614054369186,0.972,1.0,False,1546,0.0,454
agomelatine,-0.0587150100781419,0.954,1.0,False,1547,0.1153183520599251,1563
buspirone,-0.0587700265262825,0.955,1.0,False,1548,0.0,229
trientine,-0.0589032128630961,0.994,1.0,False,1549,0.1049625468164794,1446
thioctic-acid,-0.059146435745849,0.964,1.0,False,1550,0.106067415730337,1464
E-2012,-0.0592108831322402,0.988,1.0,False,1551,0.0,593
triclabendazole,-0.0593195576284319,0.986,1.0,False,1552,0.1297003745318351,1673
naftifine,-0.0594113137682506,0.949,1.0,False,1553,0.12812734082397,1662
azathioprine,-0.0594801636730114,0.963,1.0,False,1554,0.0991573033707864,1361
trimipramine,-0.0595052650521598,0.97,1.0,False,1555,0.1238951310861423,1636
A-769662,-0.0599364403663718,0.965,1.0,False,1556,0.1332771535580524,1692
merimepodib,-0.0599624737233949,0.978,1.0,False,1557,0.1089513108614232,1495
azelaic-acid,-0.0600684445677335,0.988,1.0,False,1558,0.122565543071161,1622
SB-216763,-0.0600939700829261,0.97,1.0,False,1559,0.104812734082397,1443
ZM-447439,-0.0601208489458738,0.993,1.0,False,1560,0.0879026217228464,1192
colforsin-daproate,-0.0603713717867041,0.965,1.0,False,1561,0.1288389513108614,1667
amtolmetin-guacil,-0.0604105557828687,0.93,1.0,False,1562,0.1008988764044943,1387
MD-920,-0.0608815947150758,0.905,1.0,False,1563,0.0,562
CHIR-99021,-0.0609784701339684,0.98,1.0,False,1564,0.1689138576779026,1762
bindarit,-0.0610484644853267,0.977,1.0,False,1565,0.1000187265917603,1374
isoconazole,-0.0610932021289613,0.918,1.0,False,1566,0.0,470
CGP-60474,-0.0613685039644613,0.969,1.0,False,1567,0.0,608
latanoprost,-0.0613980170399087,0.977,1.0,False,1568,0.1136516853932584,1544
otamixaban,-0.0614143763716805,0.992,1.0,False,1569,0.1048501872659176,1445
AZD-2014,-0.0614481132846506,0.954,1.0,False,1570,0.077565543071161,1023
nateglinide,-0.0615188944749405,0.959,1.0,False,1571,0.0800374531835206,1052
batimastat,-0.0615517396924431,0.962,1.0,False,1572,0.0,309
pazopanib,-0.0616035311184307,0.98,1.0,False,1573,0.0826591760299625,1106
everolimus,-0.0617172949651881,0.966,1.0,False,1574,0.082565543071161,1104
danazol,-0.0618663443772771,0.962,1.0,False,1575,0.1079213483146067,1484
bosentan,-0.0618728429447731,0.933,1.0,False,1576,0.0953745318352059,1304
tirasemtiv,-0.0619437679456819,0.985,1.0,False,1577,0.1154681647940074,1565
dehydroepiandrosterone,-0.0619707663794638,0.986,1.0,False,1578,0.1076966292134831,1481
cholic-acid,-0.0620023470835908,0.983,1.0,False,1579,0.1159737827715355,1568
tadalafil,-0.0621010686766304,0.971,1.0,False,1580,0.1128277153558052,1532
talazoparib,-0.0621567816383538,0.981,1.0,False,1581,0.0,620
PA-824,-0.0623499337065791,0.968,1.0,False,1582,0.0,553
oxaprozin,-0.0623573117170754,0.978,1.0,False,1583,0.0825468164794007,1101
milnacipran,-0.0624314458001539,0.966,1.0,False,1584,0.0,302
aminoglutethimide,-0.0624343027277144,0.991,1.0,False,1585,0.1124531835205993,1527
levcromakalim,-0.0624495773035318,0.95,1.0,False,1586,0.1308052434456929,1680
vidarabine,-0.0624522479685885,0.983,1.0,False,1587,0.1124906367041198,1529
OSI-027,-0.0626502796849568,0.957,1.0,False,1588,0.0810861423220974,1068
AZD-1208,-0.0627234536005612,0.968,1.0,False,1589,0.0849812734082397,1138
ritodrine,-0.0628688337084596,0.985,1.0,False,1590,0.1724719101123595,1766
imiloxan,-0.0629415429461463,0.98,1.0,False,1591,0.1129213483146067,1533
GW-842166,-0.0630713300392605,0.971,1.0,False,1592,0.1063483146067416,1467
ALX-5407,-0.0631218175828909,0.985,1.0,False,1593,0.1231835205992509,1628
KIN001-242,-0.0631569544859097,0.977,1.0,False,1594,0.142378277153558,1726
bifonazole,-0.0633118543935287,0.954,1.0,False,1595,0.0,300
norethindrone,-0.0633319561899427,0.978,1.0,False,1596,0.089569288389513,1223
rotigotine,-0.063527271253162,0.962,1.0,False,1597,0.1030711610486891,1420
dihydroergotamine,-0.0635493950541463,0.991,1.0,False,1598,0.133689138576779,1694
liranaftate,-0.0636002736835608,0.938,1.0,False,1599,0.0813670411985018,1074
fluorouracil,-0.0636613644383727,0.989,1.0,False,1600,0.102752808988764,1415
dolasetron,-0.0637148264101455,0.986,1.0,False,1601,0.1291760299625468,1668
ischemin,-0.0638098559356318,0.95,1.0,False,1602,0.1452808988764045,1733
nilotinib,-0.0638685846758173,0.991,1.0,False,1603,0.1210861423220973,1613
baicalin,-0.0639263374298571,0.946,1.0,False,1604,0.1444194756554307,1730
ICI-192605,-0.0639694231147348,0.979,1.0,False,1605,0.1083707865168539,1487
celastrol,-0.0640171380109702,0.928,1.0,False,1606,0.1207677902621723,1610
bambuterol,-0.0642142198948937,0.985,1.0,False,1607,0.1325093632958801,1687
AZ-20,-0.0642158826101258,0.993,1.0,False,1608,0.1121348314606741,1524
tramiprosate,-0.0642872561562166,0.988,1.0,False,1609,0.1295692883895131,1672
carbachol,-0.0643025003951606,0.971,1.0,False,1610,0.1023220973782771,1409
terbinafine,-0.0643663391759532,0.967,1.0,False,1611,0.1054494382022472,1452
NU-7026,-0.064759919537195,0.965,1.0,False,1612,0.1022284644194756,1407
meclizine,-0.0652162059898939,0.953,1.0,False,1613,0.1152808988764045,1562
BX-912,-0.0653254822241824,0.984,1.0,False,1614,0.1143445692883895,1554
ibutamoren,-0.0653537319031935,0.952,1.0,False,1615,0.1067790262172284,1472
BMS-387032,-0.0655326163811533,0.991,1.0,False,1616,0.0,592
relcovaptan,-0.0656781110203021,0.96,1.0,False,1617,0.0,774
abiraterone-acetate,-0.0657827755957783,0.983,1.0,False,1618,0.1045131086142321,1439
CGS-20625,-0.0658513208365556,0.909,1.0,False,1619,0.0995880149812734,1370
barasertib,-0.0658941100891695,0.988,1.0,False,1620,0.1129588014981273,1534
atrasentan,-0.0659590732015451,0.974,1.0,False,1621,0.13,1675
blonanserin,-0.0659601996879955,0.984,1.0,False,1622,0.0893071161048689,1214
omecamtiv-mecarbil,-0.0660200699621282,0.968,1.0,False,1623,0.0957865168539325,1312
OTS-167,-0.0661094461994047,0.976,1.0,False,1624,0.121067415730337,1612
topiroxostat,-0.0661123225664267,0.986,1.0,False,1625,0.1445692883895131,1731
dazoxiben,-0.06612564887422,0.969,1.0,False,1626,0.1387265917602996,1715
chlorphenamine,-0.0662325723912596,0.992,1.0,False,1627,0.0806554307116104,1062
roxithromycin,-0.0663780407454007,0.943,1.0,False,1628,0.1217041198501872,1618
tiabendazole,-0.0665112251761227,0.947,1.0,False,1629,0.0943258426966292,1288
hypericin,-0.0667115283896553,0.989,1.0,False,1630,0.1015543071161048,1398
methylprednisolone,-0.0667390844648377,0.982,1.0,False,1631,0.0,226
dexamethasone-acetate,-0.0672245164081958,0.973,1.0,False,1632,0.0,353
pentoxifylline,-0.0673073598651078,0.991,1.0,False,1633,0.1349250936329587,1702
pinaverium,-0.0674082655668031,0.983,1.0,False,1634,0.1042322097378277,1434
atomoxetine,-0.0678250356832734,0.988,1.0,False,1635,0.1078838951310861,1482
nitrendipine,-0.0679302301918279,0.999,1.0,False,1636,0.132565543071161,1688
fenoterol,-0.0681655966194341,0.985,1.0,False,1637,0.079250936329588,1040
diclofenac,-0.0686615134080987,0.997,1.0,False,1638,0.1419850187265917,1724
noscapine,-0.0686808911663257,0.982,1.0,False,1639,0.1249250936329588,1641
canagliflozin,-0.0687597995077576,0.994,1.0,False,1640,0.1079213483146067,1483
norgestrel,-0.0689579084596157,0.958,1.0,False,1641,0.0680711610486891,901
clarithromycin,-0.0689974680855366,0.995,1.0,False,1642,0.1395131086142322,1720
JQ1-(-),-0.069276792021453,0.977,1.0,False,1643,0.1000374531835206,1375
manumycin-a,-0.0694646743105544,0.992,1.0,False,1644,0.1045880149812734,1440
clinafloxacin,-0.0695295705871667,0.981,1.0,False,1645,0.1147565543071161,1559
cytisine,-0.0695741163268545,0.979,1.0,False,1646,0.1258239700374532,1647
bicalutamide,-0.0695860096750946,0.997,1.0,False,1647,0.1209550561797753,1611
epigallocatechin-gallate-(-),-0.0697355057740769,0.999,1.0,False,1648,0.136629213483146,1708
acyclovir,-0.0702917549977353,0.972,1.0,False,1649,0.0885580524344569,1203
cromoglicic-acid,-0.070321303993485,0.997,1.0,False,1650,0.1551123595505618,1751
HC-030031,-0.0703742497913312,0.985,1.0,False,1651,0.0985205992509363,1349
temsirolimus,-0.0707963556216858,0.977,1.0,False,1652,0.100880149812734,1386
reserpine,-0.0708702482026435,0.972,1.0,False,1653,0.0864794007490637,1167
urapidil,-0.0711444338532514,0.973,1.0,False,1654,0.1066666666666666,1471
Z160,-0.0716077116715236,0.987,1.0,False,1655,0.1115917602996254,1515
tranylcypromine,-0.0716382016395235,0.994,1.0,False,1656,0.1124906367041198,1528
ZD-7114,-0.0716974329304479,0.962,1.0,False,1657,0.1137078651685393,1549
ZK-200775,-0.0717663318945718,0.98,1.0,False,1658,0.087565543071161,1187
droperidol,-0.0722194578541302,0.977,1.0,False,1659,0.0857303370786516,1153
basimglurant,-0.0723146465555267,0.958,1.0,False,1660,0.0980711610486891,1340
maxacalcitol,-0.0723823208882051,0.977,1.0,False,1661,0.0,442
edoxudine,-0.0724440051745596,0.989,1.0,False,1662,0.09938202247191,1364
senicapoc,-0.0724591127001117,0.995,1.0,False,1663,0.1357677902621722,1705
pranlukast,-0.0726088726459305,0.997,1.0,False,1664,0.0948501872659176,1298
CTB,-0.0726439160978158,0.992,1.0,False,1665,0.1183333333333333,1585
mepazine,-0.0729267807572841,0.985,1.0,False,1666,0.129250936329588,1669
ingenol-mebutate,-0.0730132992380567,0.984,1.0,False,1667,0.1381460674157303,1713
sirolimus,-0.0731265317557672,0.984,1.0,False,1668,0.1000187265917603,1373
adapalene,-0.0732961354374952,0.993,1.0,False,1669,0.1373970037453183,1712
phensuximide,-0.073525824950793,0.972,1.0,False,1670,0.1002434456928838,1378
TAK-875,-0.0736481927508838,0.984,1.0,False,1671,0.1154494382022471,1564
2-iminobiotin,-0.0738556888900229,0.991,1.0,False,1672,0.1616104868913858,1754
losmapimod,-0.0740854723091242,0.985,1.0,False,1673,0.0760861423220974,993
artesunate,-0.0741627752988541,0.991,1.0,False,1674,0.0822284644194756,1095
anacardic-acid,-0.0741711336250263,0.997,1.0,False,1675,0.1258239700374532,1646
AT-7519,-0.0742804724880283,0.997,1.0,False,1676,0.1391947565543071,1718
PRX-08066,-0.0743097955817961,0.993,1.0,False,1677,0.0829026217228464,1110
GW-5074,-0.0752020770085605,0.995,1.0,False,1678,0.1362734082397004,1707
deforolimus,-0.0753197632893836,0.993,1.0,False,1679,0.086685393258427,1174
GSK-3-inhibitor-II,-0.0754487909969033,0.999,1.0,False,1680,0.1087640449438202,1493
hydroflumethiazide,-0.0755597997020519,0.999,1.0,False,1681,0.1159550561797752,1567
doxepin,-0.0756863533667459,0.969,1.0,False,1682,0.0,340
BTS-54505,-0.0757654671360946,0.982,1.0,False,1683,0.1274719101123595,1653
linopirdine,-0.0760040333478737,0.994,1.0,False,1684,0.1394756554307116,1719
garcinol,-0.0762022891769693,0.991,1.0,False,1685,0.1021535580524344,1406
CYT387,-0.0762564238961541,0.993,1.0,False,1686,0.1259925093632958,1648
resveratrol,-0.0764301153659705,0.999,1.0,False,1687,0.1084456928838951,1489
etoricoxib,-0.0765041034935639,0.978,1.0,False,1688,0.0743820224719101,971
masitinib,-0.0765335724276308,0.998,1.0,False,1689,0.1280711610486891,1661
sorafenib,-0.0766067231764434,0.994,1.0,False,1690,0.1113108614232209,1511
erythromycin-ethylsuccinate,-0.0767933435266582,0.978,1.0,False,1691,0.1135393258426966,1543
glasdegib,-0.0773618186737497,0.991,1.0,False,1692,0.1115355805243445,1513
leflunomide,-0.0775222441971931,0.997,1.0,False,1693,0.1015168539325842,1396
SAR-245409,-0.0777516612822752,0.995,1.0,False,1694,0.1130149812734082,1535
benzthiazide,-0.0779326479111391,0.993,1.0,False,1695,0.0991573033707865,1362
JNK-9L,-0.0780664517935886,0.997,1.0,False,1696,0.1240449438202246,1637
genistein,-0.0781123882058418,0.996,1.0,False,1697,0.0803558052434457,1055
flutrimazole,-0.0781696160925482,0.985,1.0,False,1698,0.0947565543071161,1294
vinpocetine,-0.0781950879484812,0.993,1.0,False,1699,0.0986516853932584,1353
citalopram,-0.0785043626478895,0.995,1.0,False,1700,0.1254307116104869,1643
alpelisib,-0.0785351511886657,0.994,1.0,False,1701,0.1507303370786516,1742
ALW-II-49-7,-0.078951913181367,0.988,1.0,False,1702,0.0737453183520599,960
pirenoxine,-0.0793378711306205,0.993,1.0,False,1703,0.1391760299625468,1717
triclosan,-0.0798549756802609,0.995,1.0,False,1704,0.1307303370786516,1678
trapidil,-0.0800618931205715,0.994,1.0,False,1705,0.1219475655430711,1620
rebastinib,-0.0804411555926523,0.991,1.0,False,1706,0.0,795
doxycycline,-0.0807704010810032,0.995,1.0,False,1707,0.1311048689138576,1681
GSK-J1,-0.0809582862653186,0.994,1.0,False,1708,0.1121722846441947,1525
fostamatinib,-0.0815106268568894,0.99,1.0,False,1709,0.1073970037453183,1476
SB-705498,-0.0817908218664507,0.999,1.0,False,1710,0.1494569288389513,1741
THZ-2-98-01,-0.082455619494211,0.991,1.0,False,1711,0.1442322097378277,1729
brivanib,-0.0825928576517562,0.993,1.0,False,1712,0.1316479400749063,1683
apremilast,-0.0826082465560053,0.982,1.0,False,1713,0.0931460674157302,1274
fasudil,-0.0827917103371308,0.989,1.0,False,1714,0.1463483146067415,1735
primidone,-0.0828629529708858,0.981,1.0,False,1715,0.1174906367041198,1577
RGFP-966,-0.0830281769263093,0.99,1.0,False,1716,0.1198127340823969,1600
palmitoylethanolamide,-0.0834515745956829,0.995,1.0,False,1717,0.0930149812734082,1273
gemcitabine,-0.0834754776390865,0.992,1.0,False,1718,0.1238014981273407,1634
CX-5461,-0.0845517747764018,0.998,1.0,False,1719,0.0788202247191011,1036
propentofylline,-0.084597332730398,0.994,1.0,False,1720,0.1637640449438202,1756
LY-2801653,-0.0853404059300804,0.997,1.0,False,1721,0.1467415730337078,1737
halcinonide,-0.0862220237317822,0.991,1.0,False,1722,0.0669850187265917,887
tacedinaline,-0.0866031873579465,0.995,1.0,False,1723,0.0,621
tedizolid,-0.0866915035064552,0.993,1.0,False,1724,0.1370599250936329,1710
pimobendan,-0.0867080050619521,0.999,1.0,False,1725,0.1234456928838951,1632
reparixin,-0.0867861411771939,0.999,1.0,False,1726,0.1768539325842696,1767
AZD-5438,-0.0868933872973114,0.999,1.0,False,1727,0.1451310861423221,1732
tomelukast,-0.0870381884755298,0.993,1.0,False,1728,0.138689138576779,1714
venlafaxine,-0.0872688368882662,0.994,1.0,False,1729,0.1033520599250936,1425
REV-5901,-0.0874970872042778,0.996,1.0,False,1730,0.1073970037453183,1477
oseltamivir-carboxylate,-0.0877484960987766,0.993,1.0,False,1731,0.0955805243445692,1306
MC1568,-0.0889617815603118,0.996,1.0,False,1732,0.150749063670412,1743
vismodegib,-0.0894443338694543,0.997,1.0,False,1733,0.1655243445692883,1758
GNF-2,-0.0900756879893986,0.998,1.0,False,1734,0.140374531835206,1722
norethisterone,-0.0901446495156764,1.0,1.0,False,1735,0.0885393258426966,1202
OSI-930,-0.0904984221749167,0.995,1.0,False,1736,0.1711797752808988,1765
DU-728,-0.0905278284649808,0.995,1.0,False,1737,0.152378277153558,1748
enalapril,-0.0911341133405199,0.998,1.0,False,1738,0.1354494382022471,1704
almitrine,-0.0917286011204479,0.998,1.0,False,1739,0.1230711610486891,1627
dacarbazine,-0.0939817888752749,0.991,1.0,False,1740,0.1205430711610487,1608
odanacatib,-0.0943202458879937,1.0,1.0,False,1741,0.1159925093632958,1569
ibudilast,-0.0963598144955009,0.997,1.0,False,1742,0.1485205992509363,1740
veliparib,-0.0966151704882298,1.0,1.0,False,1743,0.1037640449438202,1428
cefozopran,-0.0966954075930961,0.998,1.0,False,1744,0.1191198501872659,1595
UNC-1215,-0.0974015128242419,0.996,1.0,False,1745,0.1530149812734082,1749
doramapimod,-0.0981119824137445,0.995,1.0,False,1746,0.1131647940074906,1537
CP-466722,-0.09862159696086,0.998,1.0,False,1747,0.1204119850187266,1607
ABT-737,-0.0988100730592887,1.0,1.0,False,1748,0.1267602996254682,1651
tanaproget,-0.0988159273724446,0.996,1.0,False,1749,0.0,625
radezolid,-0.0998892337482529,0.996,1.0,False,1750,0.1017790262172284,1400
PIK-93,-0.1010537848376384,0.999,1.0,False,1751,0.1388014981273408,1716
pyrazolanthrone,-0.1038912699621897,0.998,1.0,False,1752,0.1347565543071161,1701
quinidine,-0.1043496775561608,1.0,1.0,False,1753,0.1183333333333333,1586
roscovitine,-0.1056336629148391,1.0,1.0,False,1754,0.1515355805243445,1745
verteporfin,-0.1067937981972766,0.999,1.0,False,1755,0.0995692883895131,1369
olaparib,-0.1076918582116986,1.0,1.0,False,1756,0.1019288389513108,1402
diethylstilbestrol,-0.1078335149268128,1.0,1.0,False,1757,0.1430337078651685,1727
mecamylamine,-0.1090610228824706,1.0,1.0,False,1758,0.1230337078651685,1626
linifanib,-0.1118888226330732,1.0,1.0,False,1759,0.1510861423220973,1744
rucaparib,-0.1155921883320152,0.999,1.0,False,1760,0.1682022471910113,1760
guanaben-acetate,-0.1158367272584489,1.0,1.0,False,1761,0.1595131086142321,1753
tivozanib,-0.1170403845103205,1.0,1.0,False,1762,0.1362172284644194,1706
clenbuterol,-0.1184026947005066,1.0,1.0,False,1763,0.1684082397003745,1761
SAR-245408,-0.1213595789103468,1.0,1.0,False,1764,0.1285205992509363,1666
vemurafenib,-0.1233625878332859,1.0,1.0,False,1765,0.1635205992509363,1755
PLX-4720,-0.1238800753851718,1.0,1.0,False,1766,0.1458988764044943,1734
isosorbide-mononitrate,-0.1290724668028734,1.0,1.0,False,1767,0.1703183520599251,1763
PHA-767491,-0.1827123198148023,1.0,1.0,False,1768,0.2184456928838951,1768
