drug,trace_score,emp_pvalue,emp_padj,significant,trace_rank,baseline_score,baseline_rank
pimozide,-0.0140633796191302,0.748,1.0,False,749,0.0,667
asenapine,-0.0140983915754153,0.844,1.0,False,750,0.067003745318352,888
talinolol,-0.0141036888187068,0.747,1.0,False,751,0.0627153558052434,858
sorbinil,-0.0141752296774219,0.745,1.0,False,752,0.0658052434456928,879
pinitol,-0.0142025102165737,0.778,1.0,False,753,0.0,662
fulvestrant,-0.0142998352441656,0.71,1.0,False,754,0.0,403
lopinavir,-0.014350756258842,0.721,1.0,False,755,0.0,414
sertindole,-0.0143674609768809,0.569,1.0,False,756,0.0,539
nepafenac,-0.0144235562992404,0.709,1.0,False,757,-0.045880149812734,220
tetradecylthioacetic-acid,-0.0145163963016881,0.766,1.0,False,758,0.1147565543071161,1558
minaprine,-0.0145193662706539,0.785,1.0,False,759,0.0,305
tizanidine,-0.014551301418313,0.596,1.0,False,760,0.0723970037453183,947
preladenant,-0.0146168340902497,0.687,1.0,False,761,0.1054307116104868,1451
bumetanide,-0.0146417641501581,0.796,1.0,False,762,0.0894569288389513,1219
climbazole,-0.0146526128937716,0.562,1.0,False,763,0.0,481
rolipram,-0.0147131621427119,0.777,1.0,False,764,0.107378277153558,1473
ARP-101,-0.0147351873003046,0.637,1.0,False,765,0.0,660
vinburnine,-0.0147511500195235,0.785,1.0,False,766,0.1026779026217228,1414
ciglitazone,-0.0147958025170221,0.743,1.0,False,767,0.1368352059925094,1709
GDC-0068,-0.0148419841346863,0.766,1.0,False,768,0.0708988764044943,928
lacitol,-0.0149258298761285,0.866,1.0,False,769,0.0549812734082397,829
amiprilose,-0.0149755445810205,0.815,1.0,False,770,0.0673782771535579,894
SCH-28080,-0.0150734255133273,0.745,1.0,False,771,-0.0779213483146067,129
fexofenadine,-0.0150949394414753,0.839,1.0,False,772,0.0797752808988764,1044
cimetidine,-0.015301749164379,0.694,1.0,False,773,0.0,427
balaglitazone,-0.0153169305478563,0.634,1.0,False,774,-0.0534082397003745,216
VTP-27999,-0.0153338213057089,0.826,1.0,False,775,0.1080149812734082,1486
PKI-179,-0.0153639115565996,0.631,1.0,False,776,-0.0564794007490636,214
L-citrulline,-0.0154140462570632,0.788,1.0,False,777,0.0,506
arofylline,-0.0154412977421208,0.869,1.0,False,778,0.0701685393258427,920
ivabradine,-0.0155288423390718,0.67,1.0,False,779,0.0872097378277153,1180
suprofen,-0.0155481179265367,0.823,1.0,False,780,0.0987453183520599,1354
amineptine,-0.0156489027079415,0.705,1.0,False,781,-0.0695318352059925,163
isoniazid,-0.0156679284112996,0.761,1.0,False,782,0.0726217228464419,952
tamoxifen,-0.0156844338499997,0.755,1.0,False,783,0.0684644194756554,905
TPCA-1,-0.0156929358643002,0.596,1.0,False,784,0.0,789
AMG-517,-0.0157482980302542,0.626,1.0,False,785,0.0679775280898876,900
tretinoin,-0.0157858580809854,0.664,1.0,False,786,0.0,530
calcitriol,-0.0158315110808714,0.788,1.0,False,787,-0.0770973782771535,132
dicoumarol,-0.0159022655851781,0.748,1.0,False,788,0.0,363
cyproterone-acetate,-0.0159122560459223,0.768,1.0,False,789,0.0,459
HMN-214,-0.015973720254816,0.85,1.0,False,790,0.0,626
warfarin,-0.015976121095142,0.6,1.0,False,791,0.0,524
labetalol,-0.0161151200922343,0.806,1.0,False,792,0.0,478
penicillin-v-potassium,-0.0161380410429669,0.748,1.0,False,793,0.0,731
ketorolac,-0.0162194864256225,0.867,1.0,False,794,0.0937453183520599,1281
andrographolide,-0.0162530259774524,0.743,1.0,False,795,0.0730711610486891,955
almorexant,-0.0165120648042872,0.849,1.0,False,796,0.0,698
methylnaltrexone,-0.0165147469083413,0.854,1.0,False,797,0.0833520599250935,1116
dideoxyadenosine,-0.0166742929419242,0.87,1.0,False,798,0.1023970037453183,1410
BRD-K73261812,-0.0167328960169764,0.635,1.0,False,799,0.0,614
capsaicin,-0.0167335574398664,0.856,1.0,False,800,0.077565543071161,1022
pomalidomide,-0.0167446792143719,0.837,1.0,False,801,0.0671161048689138,891
anidulafungin,-0.0167578467250082,0.782,1.0,False,802,0.0681647940074906,904
saxagliptin,-0.0168416114677965,0.68,1.0,False,803,0.0,568
eptifibatide,-0.0169617867517513,0.816,1.0,False,804,0.1150187265917602,1561
candesartan,-0.0171988247035969,0.806,1.0,False,805,0.0,440
tramadol,-0.0172137556858676,0.695,1.0,False,806,0.0,590
SN-38,-0.0172790950494252,0.621,1.0,False,807,0.0,791
desmopressin-acetate,-0.0173092571025879,0.827,1.0,False,808,0.0827153558052434,1107
10-DEBC,-0.017385592881468,0.653,1.0,False,809,0.0,324
linezolid,-0.0175551716111377,0.833,1.0,False,810,0.0913108614232209,1242
acarbose,-0.017575265103735,0.902,1.0,False,811,0.0855992509363295,1151
cinepazide,-0.0176119588760905,0.891,1.0,False,812,0.0885393258426966,1201
gliclazide,-0.0176324615742087,0.679,1.0,False,813,0.0535205992509363,822
tipiracil,-0.017751776428019,0.599,1.0,False,814,0.0,584
cutamesine,-0.0178351951229412,0.875,1.0,False,815,0.0819475655430711,1088
urea,-0.0179605413907542,0.812,1.0,False,816,0.0958239700374531,1313
ketotifen,-0.0182142867824575,0.859,1.0,False,817,0.0969475655430711,1328
tacrine,-0.0184755738809308,0.776,1.0,False,818,0.1073970037453183,1475
sacubitril,-0.0185021775433518,0.879,1.0,False,819,0.1481086142322097,1738
okadaic acid,-0.0185144795236444,0.547,1.0,False,820,0.0,289
AZD-8055,-0.0185563258177311,0.674,1.0,False,821,0.0828277153558052,1108
PSI-7976,-0.0185685994617929,0.782,1.0,False,822,0.0799812734082396,1050
ASC-J9,-0.0185882955665667,0.652,1.0,False,823,0.05625468164794,833
tonabersat,-0.018589160539374,0.861,1.0,False,824,0.0814419475655431,1080
etravirine,-0.0186183660499699,0.879,1.0,False,825,0.0,385
amitifadine,-0.0186201532145301,0.853,1.0,False,826,0.0,233
anastrozole,-0.0186854317714437,0.866,1.0,False,827,0.1056554307116104,1456
emedastine,-0.0187195747069438,0.74,1.0,False,828,0.0,402
tetrahydrouridine,-0.0187551040563326,0.596,1.0,False,829,0.0847565543071161,1137
tolvaptan,-0.0187594781226492,0.676,1.0,False,830,0.0,597
brequinar,-0.0187878362508306,0.735,1.0,False,831,0.0,235
NXY-059,-0.0187889728284908,0.761,1.0,False,832,0.0,547
LY-2784544,-0.0188694222164341,0.63,1.0,False,833,0.0,538
dextromethorphan,-0.0189074420160717,0.837,1.0,False,834,0.0843258426966292,1132
irbesartan,-0.018945936803193,0.862,1.0,False,835,0.0551498127340823,830
empagliflozin,-0.0189913659334051,0.816,1.0,False,836,0.1146629213483146,1556
ACY-1215,-0.0190141360506301,0.773,1.0,False,837,0.0,579
lomeguatrib,-0.0190350860093757,0.869,1.0,False,838,0.0,417
sotrastaurin,-0.0191144035414799,0.777,1.0,False,839,0.0,521
sitagliptin,-0.0191296972008331,0.968,1.0,False,840,0.0965543071161049,1324
mitoxantrone,-0.019136582418983,0.745,1.0,False,841,0.0,308
pirfenidone,-0.0191691221905513,0.798,1.0,False,842,0.0918539325842696,1251
ethinyl-estradiol,-0.0192306674225602,0.834,1.0,False,843,0.0718352059925094,938
aminocaproic-acid,-0.0192698321113137,0.902,1.0,False,844,0.0813857677902621,1075
prochlorperazine,-0.0193118781619453,0.64,1.0,False,845,0.0,677
torcitabine,-0.0193199274416796,0.512,1.0,False,846,0.0950187265917602,1300
glycitein,-0.0193364557275514,0.916,1.0,False,847,0.0743820224719101,969
phenprocoumon,-0.0193632743993072,0.873,1.0,False,848,0.0,722
trimebutine,-0.0193638698356174,0.651,1.0,False,849,0.0,737
atenolol-(+/-),-0.0194220816630351,0.839,1.0,False,850,0.0961048689138576,1316
benfluorex,-0.0194223088437666,0.899,1.0,False,851,0.0964981273408239,1323
dicloxacillin,-0.0197624352826264,0.823,1.0,False,852,0.0,362
papaverine,-0.0198097696791077,0.684,1.0,False,853,0.0,700
erlotinib,-0.0199258292578378,0.633,1.0,False,854,-0.0689513108614232,168
ivacaftor,-0.0199975315523894,0.842,1.0,False,855,0.0,475
cefoperazone,-0.0201299859800434,0.803,1.0,False,856,0.0,452
voxtalisib,-0.0201306698454088,0.714,1.0,False,857,0.0579962546816479,837
teriflunomide,-0.0201425254630831,0.765,1.0,False,858,0.0912734082397004,1241
AZD-5363,-0.0201659021569946,0.76,1.0,False,859,0.1061985018726592,1466
RG-2833,-0.0201717022463847,0.788,1.0,False,860,0.0,748
CGK-733,-0.0202174159618074,0.904,1.0,False,861,0.0,606
ZK-93423,-0.0202223722553971,0.863,1.0,False,862,0.0603932584269662,849
KN-93,-0.0202410407358443,0.889,1.0,False,863,0.0,517
ORG-9768,-0.0202751223907929,0.813,1.0,False,864,0.0963857677902622,1321
talnetant,-0.0203459994460041,0.67,1.0,False,865,0.0,618
resminostat,-0.0203744715829229,0.768,1.0,False,866,0.0,750
ranolazine,-0.0203906891587362,0.889,1.0,False,867,0.0,796
bepotastine,-0.0204144756524526,0.575,1.0,False,868,0.0780149812734082,1030
ethylenediaminetetraacetic-acid,-0.0204544100580146,0.864,1.0,False,869,0.068501872659176,906
triamcinolone,-0.0204615703916828,0.811,1.0,False,870,0.0,505
AMG-208,-0.0205027404513178,0.842,1.0,False,871,0.0,710
methocarbamol,-0.0208061918405235,0.648,1.0,False,872,0.1103558052434456,1507
formestane,-0.0208239536266809,0.74,1.0,False,873,0.089063670411985,1211
procainamide,-0.0208305342230897,0.873,1.0,False,874,0.0945505617977527,1291
nemonapride,-0.0208864698613651,0.711,1.0,False,875,0.0853932584269663,1145
TG-100115,-0.0208967510257241,0.737,1.0,False,876,0.0677340823970037,898
ibutilide,-0.0209470856607048,0.835,1.0,False,877,0.0767415730337078,1010
AGK-2,-0.0210592786265374,0.566,1.0,False,878,0.0963295880149812,1320
YM-155,-0.0210816817241903,0.649,1.0,False,879,0.0,659
SB-242235,-0.0211129988430426,0.725,1.0,False,880,0.0538389513108614,824
luteolin,-0.0211713840609404,0.804,1.0,False,881,0.1433520599250936,1728
acenocoumarol,-0.021198442467365,0.796,1.0,False,882,0.0987640449438202,1355
ampalex,-0.0213234180867281,0.634,1.0,False,883,0.0545692883895131,827
tyrphostin-AG-112,-0.0213382976838976,0.659,1.0,False,884,0.0,803
iguratimod,-0.02135513566386,0.7,1.0,False,885,0.0,351
CYT-997,-0.0213848408795392,0.741,1.0,False,886,0.0,587
mephentermine,-0.0213887015655494,0.817,1.0,False,887,0.0,231
picolinic-acid,-0.0214679501916887,0.865,1.0,False,888,0.0802059925093633,1053
hesperidin,-0.0215848594546244,0.804,1.0,False,889,0.0843820224719101,1133
lamivudine,-0.021602204700018,0.858,1.0,False,890,0.1001123595505618,1376
etacrynic-acid,-0.0216218546334652,0.902,1.0,False,891,0.0866479400749064,1169
cilengitide,-0.021668706971021,0.788,1.0,False,892,0.0921535580524344,1258
doxifluridine,-0.0217257370489603,0.9,1.0,False,893,0.0932958801498127,1276
CNQX,-0.0217563369626896,0.907,1.0,False,894,0.0710299625468164,931
buparlisib,-0.021772896755604,0.763,1.0,False,895,0.0,245
selegiline,-0.0218107181046869,0.895,1.0,False,896,0.1037640449438202,1427
VT-464,-0.0218648278322173,0.842,1.0,False,897,0.0695505617977528,914
nizofenone,-0.0218879988364317,0.762,1.0,False,898,0.0813295880149812,1073
mepyramine,-0.0219339116974122,0.865,1.0,False,899,0.0644943820224719,869
GDC-0152,-0.021943112803342,0.748,1.0,False,900,0.0988389513108614,1356
YM-976,-0.0220217472792175,0.803,1.0,False,901,0.0758052434456929,988
halofantrine,-0.0221060176530531,0.662,1.0,False,902,0.0,329
zidovudine,-0.022126411209049,0.669,1.0,False,903,0.0,658
bezafibrate,-0.0222752781599127,0.851,1.0,False,904,0.1008239700374531,1384
niclosamide,-0.0222859841185126,0.705,1.0,False,905,0.0,271
PD-153035,-0.0223179496048847,0.721,1.0,False,906,0.0,656
sulmazole,-0.0224199587712504,0.914,1.0,False,907,0.0926404494382022,1265
busulfan,-0.0224953317201761,0.63,1.0,False,908,0.0,223
salirasib,-0.0225330671366684,0.749,1.0,False,909,0.0,541
ZSTK-474,-0.0225529571807579,0.716,1.0,False,910,0.0809176029962546,1066
levobunolol,-0.022772177751621,0.846,1.0,False,911,0.1147003745318352,1557
staurosporine,-0.0228458029377027,0.729,1.0,False,912,0.0,578
aminoguanidine,-0.0228798052695035,0.776,1.0,False,913,0.0864981273408239,1168
WZ-3105,-0.0229353039228234,0.741,1.0,False,914,0.0,688
hydrocortisone,-0.0229687211725543,0.766,1.0,False,915,0.0,364
butaclamol,-0.0230157854315569,0.76,1.0,False,916,0.073876404494382,963
medetomidine,-0.0230982917558471,0.894,1.0,False,917,0.071067415730337,933
itopride,-0.0232147745361901,0.873,1.0,False,918,0.1155992509363295,1566
nutlin-3,-0.0232708838711064,0.855,1.0,False,919,0.0,315
CC-401,-0.0233045051617236,0.743,1.0,False,920,0.0867602996254681,1175
D-serine,-0.0233509087959788,0.912,1.0,False,921,0.0866853932584269,1171
vilazodone,-0.0233864335049395,0.885,1.0,False,922,0.0768352059925093,1011
molsidomine,-0.0234114030592779,0.713,1.0,False,923,0.0,263
carbamazepine,-0.0234682046111543,0.685,1.0,False,924,0.0520786516853932,818
metoprolol,-0.0235452056047786,0.761,1.0,False,925,-0.077191011235955,131
PD-123319,-0.0235513619767308,0.874,1.0,False,926,0.0914044943820224,1243
"4,5,6,7-tetrabromobenzotriazole",-0.0235972258404878,0.694,1.0,False,927,0.0,542
CP-945598,-0.0236100510388909,0.778,1.0,False,928,0.0,580
ofloxacin,-0.0236922985620496,0.632,1.0,False,929,0.0,319
swainsonine,-0.02370287149961,0.718,1.0,False,930,0.0,624
famotidine,-0.0238025327973278,0.85,1.0,False,931,0.0753183520599251,980
RU-58841,-0.0238295057794638,0.851,1.0,False,932,0.0791947565543071,1039
tolbutamide,-0.0238700944504253,0.597,1.0,False,933,0.0,582
BMS-777607,-0.0239252668985277,0.948,1.0,False,934,0.0944943820224719,1290
dalfampridine,-0.023944770230003,0.906,1.0,False,935,0.113501872659176,1542
roquinimex,-0.0239546431765348,0.762,1.0,False,936,0.0,657
bendroflumethiazide,-0.0239930257969505,0.853,1.0,False,937,0.0,316
HG-5-88-01,-0.0240480831252768,0.688,1.0,False,938,0.0554307116104868,831
tolnaftate,-0.0240708479924798,0.754,1.0,False,939,0.0,594
fidaxomicin,-0.0241643746330878,0.817,1.0,False,940,0.0961985018726592,1318
repaglinide,-0.0242742566377273,0.862,1.0,False,941,0.0923408239700374,1261
GDC-0879,-0.0242944457009599,0.912,1.0,False,942,0.0826217228464419,1105
bisoprolol,-0.0243446427907638,0.876,1.0,False,943,0.0805617977528089,1059
indobufen,-0.0243819472158072,0.764,1.0,False,944,0.0754681647940074,983
tofacitinib,-0.02447944468544,0.725,1.0,False,945,0.0852808988764045,1139
PF-03814735,-0.0244918201800264,0.618,1.0,False,946,0.0,759
orphenadrine,-0.0245180948302961,0.879,1.0,False,947,0.1133333333333333,1539
Y-27152,-0.0245897637166186,0.869,1.0,False,948,0.127940074906367,1660
amrinone,-0.0246410735376128,0.94,1.0,False,949,0.1092883895131086,1496
menadione,-0.0246948238323984,0.884,1.0,False,950,0.0,240
lisofylline,-0.0247683215888669,0.816,1.0,False,951,0.1020037453183521,1404
amiodarone,-0.0247704463784779,0.859,1.0,False,952,0.0930149812734082,1272
bavisant,-0.024802495326549,0.873,1.0,False,953,0.0,310
lobenzarit,-0.024806256218729,0.786,1.0,False,954,0.0687453183520599,909
ARN-509,-0.0249851668083136,0.912,1.0,False,955,0.0820786516853932,1092
etofenamate,-0.0250009809643582,0.835,1.0,False,956,0.1023970037453184,1411
itraconazole,-0.0250219122037761,0.753,1.0,False,957,0.0,467
chloroquine,-0.0250390422356119,0.85,1.0,False,958,0.0943445692883895,1289
retapamulin,-0.0251446136716039,0.785,1.0,False,959,0.0,746
olmesartan-medoxomil,-0.0251877963927752,0.895,1.0,False,960,0.0702808988764044,921
piretanide,-0.0251913792646889,0.89,1.0,False,961,0.0862734082397004,1163
maribavir,-0.0252197718876949,0.785,1.0,False,962,0.1056554307116104,1457
febuxostat,-0.0253698432997362,0.867,1.0,False,963,0.0956367041198502,1307
bevirimat-dimeglumine,-0.0253900853142524,0.792,1.0,False,964,0.0902434456928839,1230
furosemide,-0.0253990320169564,0.856,1.0,False,965,0.0679588014981273,899
carbenoxolone,-0.0255088822580765,0.639,1.0,False,966,0.0,444
etoposide,-0.0255828110553624,0.74,1.0,False,967,0.0,386
gestrinone,-0.0256184488232741,0.781,1.0,False,968,0.0,368
dinoprost,-0.0256477828224347,0.75,1.0,False,969,0.0647565543071161,870
mepivacaine,-0.0256717667256159,0.737,1.0,False,970,0.0754307116104868,982
bucladesine,-0.0257754273536393,0.82,1.0,False,971,0.0858239700374532,1156
moclobemide,-0.0257919430735219,0.857,1.0,False,972,0.1074344569288389,1478
clofibrate,-0.0258471929104505,0.866,1.0,False,973,0.1065168539325842,1468
metolazone,-0.0258833391319571,0.902,1.0,False,974,0.0663295880149812,883
perhexiline,-0.0258977508631417,0.877,1.0,False,975,0.0822284644194756,1094
NVP-BGJ398,-0.0259180228996518,0.695,1.0,False,976,0.0,545
epz-5676,-0.026020588446703,0.763,1.0,False,977,0.0,371
EX-527,-0.0261327969252913,0.865,1.0,False,978,0.1422471910112359,1725
dequalinium,-0.0261642045493632,0.784,1.0,False,979,0.0,350
PHA-793887,-0.0261904746582486,0.844,1.0,False,980,0.0,770
paricalcitol,-0.0262014937274588,0.801,1.0,False,981,0.0,697
estramustine-phosphate,-0.0262155520563077,0.704,1.0,False,982,0.0655617977528089,878
nebivolol,-0.0263444166783335,0.796,1.0,False,983,0.0794943820224719,1042
pyrazinamide,-0.0264154945908597,0.918,1.0,False,984,0.1076029962546816,1479
trimetazidine,-0.0266367748661359,0.838,1.0,False,985,0.1279213483146067,1658
asymmetrical-dimethylarginine,-0.0266649789458193,0.783,1.0,False,986,0.0,281
pirenzepine,-0.0266900224273005,0.883,1.0,False,987,0.0845692883895131,1135
diphenylpyraline,-0.0266975455368072,0.749,1.0,False,988,0.0,330
rivaroxaban,-0.0267358703846147,0.77,1.0,False,989,0.0708988764044943,927
pantoprazole,-0.0269282809611257,0.916,1.0,False,990,0.0816853932584269,1084
edoxaban,-0.0269383270793434,0.867,1.0,False,991,0.08812734082397,1196
tafamidis-meglumine,-0.0269889120788587,0.94,1.0,False,992,0.081441947565543,1079
flecainide,-0.0271216545951341,0.863,1.0,False,993,0.0,374
alisertib,-0.0271773481722947,0.746,1.0,False,994,0.0,724
thiothixene,-0.0271783426284773,0.899,1.0,False,995,0.0638951310861423,865
QL-XII-47,-0.0271921029030833,0.688,1.0,False,996,0.1059550561797752,1461
rondual-kinase-inhibitor,-0.0272390621837154,0.949,1.0,False,997,0.0941760299625468,1286
tetracaine,-0.0272768177469122,0.899,1.0,False,998,0.0686516853932584,908
fenoldopam,-0.0273200130353116,0.745,1.0,False,999,0.0707490636704119,924
aphidicolin,-0.0274195155943935,0.767,1.0,False,1000,0.0,273
amfepramone,-0.027447438342668,0.933,1.0,False,1001,0.0601123595505618,848
nimesulide,-0.027449518070642,0.718,1.0,False,1002,0.0968539325842696,1326
RAF-265,-0.027472131894244,0.766,1.0,False,1003,-0.0907865168539325,86
nisoxetine,-0.0275255992019444,0.915,1.0,False,1004,0.0,279
epinephrine,-0.0275347849537891,0.828,1.0,False,1005,0.0691385767790261,912
LGX-818,-0.0276149047175228,0.763,1.0,False,1006,0.0,510
dofequidar,-0.0276190799269743,0.713,1.0,False,1007,0.0,332
camicinal,-0.0276400698145776,0.778,1.0,False,1008,0.0,436
levosimendan,-0.0276472234100915,0.89,1.0,False,1009,0.0,425
loratadine,-0.0276846128744046,0.84,1.0,False,1010,0.0914232209737827,1245
ZK-93426,-0.0276963364467874,0.832,1.0,False,1011,0.0,666
trimethobenzamide,-0.0277013245115466,0.844,1.0,False,1012,0.1100561797752809,1504
CX-4945,-0.02771969094576,0.787,1.0,False,1013,0.1652996254681647,1757
estradiol,-0.0277627734909657,0.822,1.0,False,1014,0.0628089887640449,860
propylthiouracil,-0.0277636964591243,0.79,1.0,False,1015,0.1088576779026217,1494
moxonidine,-0.0277831567700824,0.867,1.0,False,1016,0.0861610486891385,1161
ZK-811752,-0.0277905962970184,0.803,1.0,False,1017,0.0,664
tolfenamic-acid,-0.0278118298268354,0.917,1.0,False,1018,0.0769475655430711,1013
AM-24,-0.0278344782167153,0.856,1.0,False,1019,0.0,711
epz004777,-0.0279806668015789,0.743,1.0,False,1020,0.0,372
sulfasalazine,-0.0280213968659586,0.879,1.0,False,1021,0.0673595505617977,893
danegaptide,-0.0281909043103959,0.784,1.0,False,1022,0.0,468
R-547,-0.0282336776229421,0.737,1.0,False,1023,0.0,744
solifenacin-succinate,-0.0282849737512165,0.746,1.0,False,1024,0.0,526
sulfafurazole,-0.0282877307287196,0.954,1.0,False,1025,0.0984082397003745,1347
withaferin-a,-0.0283106820572958,0.741,1.0,False,1026,0.0709363295880149,929
ramipril,-0.0283456616093158,0.807,1.0,False,1027,0.0,798
tacalcitol,-0.0283775086593584,0.771,1.0,False,1028,-0.1084082397003745,42
escitalopram,-0.0283991003999749,0.914,1.0,False,1029,0.0680898876404494,903
phentermine,-0.0285311997366693,0.849,1.0,False,1030,0.083689138576779,1122
piperidolate,-0.0285719627845683,0.896,1.0,False,1031,0.0700187265917602,918
lidamidine,-0.0286403400581939,0.927,1.0,False,1032,0.0908988764044943,1238
alizapride,-0.0286422330629283,0.837,1.0,False,1033,0.1030149812734082,1419
pyrimethamine,-0.02865212367711,0.795,1.0,False,1034,0.0893632958801498,1217
gimeracil,-0.0286800053216373,0.799,1.0,False,1035,0.0,366
oxfendazole,-0.0286823496197944,0.807,1.0,False,1036,0.1335393258426966,1693
WAY-362450,-0.0287197336621956,0.834,1.0,False,1037,0.0,686
cianidanol,-0.0287500456149393,0.906,1.0,False,1038,0.1115730337078651,1514
dazmegrel,-0.0287867256271043,0.969,1.0,False,1039,0.0919101123595505,1252
fusidic-acid,-0.0288312850106122,0.914,1.0,False,1040,0.0908988764044943,1239
ASA-404,-0.0288450565141027,0.876,1.0,False,1041,0.0990074906367041,1359
dexloxiglumide,-0.0288579449838799,0.783,1.0,False,1042,0.078501872659176,1033
smer-3,-0.0288645305429717,0.677,1.0,False,1043,0.0,534
benzylpenicillin,-0.0289328255087341,0.939,1.0,False,1044,0.1118913857677902,1521
cinnarizine,-0.0290037833443205,0.847,1.0,False,1045,0.0,430
irsogladine,-0.0290289050165621,0.917,1.0,False,1046,0.1094194756554307,1498
vortioxetine,-0.029073888703161,0.882,1.0,False,1047,0.0,640
dipraglurant,-0.0291406456216156,0.83,1.0,False,1048,0.0547752808988764,828
bendamustine,-0.0291786556904248,0.795,1.0,False,1049,0.0690823970037453,911
bimatoprost,-0.0291932763534894,0.871,1.0,False,1050,0.0768539325842696,1012
adoprazine,-0.0293122765986765,0.82,1.0,False,1051,0.091629213483146,1248
DMP-777,-0.0293637499511143,0.911,1.0,False,1052,0.0689325842696629,910
varespladib,-0.0293992718248745,0.852,1.0,False,1053,0.0765543071161048,1007
daunorubicin,-0.0294250405115308,0.763,1.0,False,1054,0.0,472
selinexor,-0.0294390398403979,0.823,1.0,False,1055,0.0,561
teroxirone,-0.0294641018380437,0.867,1.0,False,1056,0.1265543071161048,1649
moxidectin,-0.0294647407817763,0.88,1.0,False,1057,0.0,262
TAK-715,-0.0294723598396235,0.858,1.0,False,1058,0.0807116104868913,1063
erythromycin,-0.0295087585115752,0.836,1.0,False,1059,0.1337265917602996,1695
tosedostat,-0.0295377779580748,0.913,1.0,False,1060,-0.0886891385767789,94
TG-100801,-0.0295831811541836,0.901,1.0,False,1061,0.0874344569288389,1184
ICI-162846,-0.0295958099532967,0.831,1.0,False,1062,0.0786142322097378,1034
pterostilbene,-0.0296423449937255,0.831,1.0,False,1063,0.0895880149812734,1224
XMD-1499,-0.0296655679636458,0.866,1.0,False,1064,0.0,676
indometacin,-0.0296988428297413,0.864,1.0,False,1065,0.1011610486891386,1391
imiquimod,-0.0297261967131563,0.923,1.0,False,1066,0.09,1226
LX-1031,-0.0297532292627503,0.904,1.0,False,1067,0.1031273408239699,1421
KIN001-270,-0.0298801170469457,0.926,1.0,False,1068,0.090131086142322,1229
gatifloxacin,-0.0298827937151758,0.818,1.0,False,1069,0.1042509363295879,1435
Y-39983,-0.030004883664455,0.866,1.0,False,1070,0.1198876404494382,1602
valrubicin,-0.0300072775973694,0.794,1.0,False,1071,0.0,728
vanoxerine,-0.0300655063662889,0.882,1.0,False,1072,0.1314419475655431,1682
SB-590885,-0.0300851824127965,0.887,1.0,False,1073,0.0927902621722846,1268
TIC10,-0.0301226114798827,0.927,1.0,False,1074,0.1039513108614232,1430
calpeptin,-0.0301468867744549,0.725,1.0,False,1075,0.0,435
chlormezanone,-0.0301546009382773,0.883,1.0,False,1076,0.0815917602996254,1082
melatonin,-0.0301616778116914,0.899,1.0,False,1077,0.0875093632958801,1185
phenylephrine,-0.0302673736969162,0.932,1.0,False,1078,0.0,694
SK&F-10047-(+),-0.0302883798811535,0.84,1.0,False,1079,0.0839138576779026,1123
RS-127445,-0.0303629420981278,0.826,1.0,False,1080,0.0,763
MF-101,-0.030381127332748,0.85,1.0,False,1081,0.0,564
ercalcitriol,-0.030388315555975,0.873,1.0,False,1082,-0.0726404494382022,152
stavudine,-0.0303948391075262,0.879,1.0,False,1083,0.0881086142322097,1195
felodipine,-0.0304685518652767,0.9,1.0,False,1084,0.1117790262172284,1519
pevonedistat,-0.0305041753660856,0.83,1.0,False,1085,0.1145692883895131,1555
acivicin,-0.030512554675106,0.774,1.0,False,1086,0.0,718
BMY-14802,-0.0305576575729538,0.802,1.0,False,1087,0.0,613
taranabant,-0.0306197942192699,0.775,1.0,False,1088,0.0,637
KIN001-260,-0.0306292862888179,0.811,1.0,False,1089,0.0885767790262172,1205
quinine,-0.0306295492170621,0.79,1.0,False,1090,0.0700749063670412,919
oxiconazole,-0.0306705566211311,0.731,1.0,False,1091,0.06,847
zonisamide,-0.0307198288867117,0.946,1.0,False,1092,0.1004494382022471,1380
meloxicam,-0.0307513638739337,0.708,1.0,False,1093,0.0599812734082396,846
ripasudil,-0.0308457925087964,0.827,1.0,False,1094,0.0,753
diltiazem,-0.0308462829721074,0.876,1.0,False,1095,0.0,344
chlorambucil,-0.0309659877481403,0.906,1.0,False,1096,0.0890262172284644,1210
dutasteride,-0.0309682093520745,0.799,1.0,False,1097,0.0,392
resiquimod,-0.0309684960255139,0.732,1.0,False,1098,0.1166853932584269,1574
VX-222,-0.031011094192479,0.899,1.0,False,1099,0.0982771535580524,1343
cefepime,-0.0310150029238485,0.75,1.0,False,1100,0.0,451
JNK-IN-5A,-0.0310169363825155,0.821,1.0,False,1101,0.0,520
ecabet,-0.0311692793111596,0.917,1.0,False,1102,0.1119288389513108,1522
merbarone,-0.0312084609466034,0.912,1.0,False,1103,0.0,230
MK-0773,-0.0312606690498264,0.918,1.0,False,1104,0.0947565543071161,1295
glafenine,-0.0313634913424363,0.849,1.0,False,1105,0.086067415730337,1158
oglemilast,-0.0313959728242124,0.792,1.0,False,1106,0.1087265917602996,1492
tolimidone,-0.0314360069791667,0.923,1.0,False,1107,0.0671161048689138,892
benzydamine,-0.0315604040177153,0.758,1.0,False,1108,0.0832022471910112,1114
decitabine,-0.0315913254331916,0.784,1.0,False,1109,0.0807303370786516,1064
WYE-125132,-0.031612797670634,0.808,1.0,False,1110,0.062378277153558,855
capecitabine,-0.031626997829099,0.94,1.0,False,1111,0.1029775280898876,1417
nevirapine,-0.0317185392836296,0.87,1.0,False,1112,0.076123595505618,995
