drug,final_score,trace_score,genetic_support,pathway_concordance,sig_reproducibility,n_cell_lines,baseline_score,final_rank
formestane,0.5019230769230769,-0.0208239536266809,0.0,0.0,0.0,7,0.089063670411985,873
procainamide,0.5016402714932127,-0.0208305342230897,0.0,0.0,0.0,7,0.0945505617977527,874
nemonapride,0.5013574660633484,-0.0208864698613651,0.0,0.0,0.0,7,0.0853932584269663,875
TG-100115,0.5010746606334842,-0.0208967510257241,0.0,0.0,0.0,7,0.0677340823970037,876
ibutilide,0.5007918552036199,-0.0209470856607048,0.0,0.0,0.0,7,0.0767415730337078,877
AGK-2,0.5005090497737557,-0.0210592786265374,0.0,0.0,0.0,19,0.0963295880149812,878
YM-155,0.5002262443438914,-0.0210816817241903,0.0,0.0,0.0,7,0.0,879
SB-242235,0.49994343891402715,-0.0211129988430426,0.0,0.0,0.0,7,0.0538389513108614,880
luteolin,0.4996606334841629,-0.0211713840609404,0.0,0.0,0.0,7,0.1433520599250936,881
acenocoumarol,0.49937782805429864,-0.021198442467365,0.0,0.0,0.0,7,0.0987640449438202,882
ampalex,0.4990950226244344,-0.0213234180867281,0.0,0.0,0.0,7,0.0545692883895131,883
tyrphostin-AG-112,0.49881221719457014,-0.0213382976838976,0.0,0.0,0.0,7,0.0,884
iguratimod,0.4985294117647059,-0.02135513566386,0.0,0.0,0.0,7,0.0,885
CYT-997,0.49824660633484164,-0.0213848408795392,0.0,0.0,0.0,7,0.0,886
mephentermine,0.4979638009049774,-0.0213887015655494,0.0,0.0,0.0,7,0.0,887
picolinic-acid,0.49768099547511313,-0.0214679501916887,0.0,0.0,0.0,7,0.0802059925093633,888
hesperidin,0.4973981900452489,-0.0215848594546244,0.0,0.0,0.0,7,0.0843820224719101,889
lamivudine,0.4971153846153846,-0.021602204700018,0.0,0.0,0.0,7,0.1001123595505618,890
etacrynic-acid,0.4968325791855204,-0.0216218546334652,0.0,0.0,0.0,7,0.0866479400749064,891
cilengitide,0.4965497737556561,-0.021668706971021,0.0,0.0,0.0,7,0.0921535580524344,892
doxifluridine,0.49626696832579187,-0.0217257370489603,0.0,0.0,0.0,7,0.0932958801498127,893
CNQX,0.4959841628959276,-0.0217563369626896,0.0,0.0,0.0,7,0.0710299625468164,894
buparlisib,0.49570135746606336,-0.021772896755604,0.0,0.0,0.0,15,0.0,895
selegiline,0.4954185520361991,-0.0218107181046869,0.0,0.0,0.0,7,0.1037640449438202,896
VT-464,0.49513574660633486,-0.0218648278322173,0.0,0.0,0.0,7,0.0695505617977528,897
nizofenone,0.4948529411764706,-0.0218879988364317,0.0,0.0,0.0,7,0.0813295880149812,898
mepyramine,0.49457013574660635,-0.0219339116974122,0.0,0.0,0.0,7,0.0644943820224719,899
GDC-0152,0.4942873303167421,-0.021943112803342,0.0,0.0,0.0,7,0.0988389513108614,900
YM-976,0.49400452488687785,-0.0220217472792175,0.0,0.0,0.0,7,0.0758052434456929,901
halofantrine,0.4937217194570136,-0.0221060176530531,0.0,0.0,0.0,7,0.0,902
zidovudine,0.49343891402714934,-0.022126411209049,0.0,0.0,0.0,7,0.0,903
bezafibrate,0.4931561085972851,-0.0222752781599127,0.0,0.0,0.0,7,0.1008239700374531,904
niclosamide,0.49287330316742084,-0.0222859841185126,0.0,0.0,0.0,9,0.0,905
PD-153035,0.4925904977375566,-0.0223179496048847,0.0,0.0,0.0,7,0.0,906
sulmazole,0.49230769230769234,-0.0224199587712504,0.0,0.0,0.0,7,0.0926404494382022,907
busulfan,0.4920248868778281,-0.0224953317201761,0.0,0.0,0.0,7,0.0,908
salirasib,0.49174208144796383,-0.0225330671366684,0.0,0.0,0.0,7,0.0,909
ZSTK-474,0.4914592760180996,-0.0225529571807579,0.0,0.0,0.0,15,0.0809176029962546,910
levobunolol,0.4911764705882353,-0.022772177751621,0.0,0.0,0.0,7,0.1147003745318352,911
staurosporine,0.4908936651583711,-0.0228458029377027,0.0,0.0,0.0,6,0.0,912
aminoguanidine,0.4906108597285068,-0.0228798052695035,0.0,0.0,0.0,7,0.0864981273408239,913
WZ-3105,0.49032805429864257,-0.0229353039228234,0.0,0.0,0.0,13,0.0,914
hydrocortisone,0.4900452488687783,-0.0229687211725543,0.0,0.0,0.0,7,0.0,915
butaclamol,0.48976244343891406,-0.0230157854315569,0.0,0.0,0.0,7,0.073876404494382,916
medetomidine,0.4894796380090498,-0.0230982917558471,0.0,0.0,0.0,7,0.071067415730337,917
itopride,0.48919683257918556,-0.0232147745361901,0.0,0.0,0.0,7,0.1155992509363295,918
nutlin-3,0.4889140271493213,-0.0232708838711064,0.0,0.0,0.0,7,0.0,919
CC-401,0.48863122171945705,-0.0233045051617236,0.0,0.0,0.0,21,0.0867602996254681,920
D-serine,0.4883484162895928,-0.0233509087959788,0.0,0.0,0.0,7,0.0866853932584269,921
vilazodone,0.48806561085972855,-0.0233864335049395,0.0,0.0,0.0,7,0.0768352059925093,922
molsidomine,0.4877828054298643,-0.0234114030592779,0.0,0.0,0.0,7,0.0,923
carbamazepine,0.48750000000000004,-0.0234682046111543,0.0,0.0,0.0,7,0.0520786516853932,924
metoprolol,0.4872171945701358,-0.0235452056047786,0.0,0.0,0.0,7,-0.077191011235955,925
PD-123319,0.48693438914027154,-0.0235513619767308,0.0,0.0,0.0,7,0.0914044943820224,926
"4,5,6,7-tetrabromobenzotriazole",0.4866515837104072,-0.0235972258404878,0.0,0.0,0.0,5,0.0,927
CP-945598,0.4863687782805429,-0.0236100510388909,0.0,0.0,0.0,7,0.0,928
ofloxacin,0.48608597285067867,-0.0236922985620496,0.0,0.0,0.0,7,0.0,929
swainsonine,0.4858031674208144,-0.02370287149961,0.0,0.0,0.0,7,0.0,930
famotidine,0.48552036199095017,-0.0238025327973278,0.0,0.0,0.0,7,0.0753183520599251,931
RU-58841,0.4852375565610859,-0.0238295057794638,0.0,0.0,0.0,7,0.0791947565543071,932
tolbutamide,0.48495475113122166,-0.0238700944504253,0.0,0.0,0.0,7,0.0,933
BMS-777607,0.4846719457013574,-0.0239252668985277,0.0,0.0,0.0,24,0.0944943820224719,934
dalfampridine,0.48438914027149316,-0.023944770230003,0.0,0.0,0.0,7,0.113501872659176,935
roquinimex,0.4841063348416289,-0.0239546431765348,0.0,0.0,0.0,7,0.0,936
bendroflumethiazide,0.48382352941176465,-0.0239930257969505,0.0,0.0,0.0,7,0.0,937
HG-5-88-01,0.4835407239819004,-0.0240480831252768,0.0,0.0,0.0,15,0.0554307116104868,938
tolnaftate,0.48325791855203615,-0.0240708479924798,0.0,0.0,0.0,7,0.0,939
fidaxomicin,0.4829751131221719,-0.0241643746330878,0.0,0.0,0.0,7,0.0961985018726592,940
repaglinide,0.48269230769230764,-0.0242742566377273,0.0,0.0,0.0,7,0.0923408239700374,941
GDC-0879,0.4824095022624434,-0.0242944457009599,0.0,0.0,0.0,19,0.0826217228464419,942
bisoprolol,0.48212669683257914,-0.0243446427907638,0.0,0.0,0.0,7,0.0805617977528089,943
indobufen,0.4818438914027149,-0.0243819472158072,0.0,0.0,0.0,7,0.0754681647940074,944
tofacitinib,0.48156108597285063,-0.02447944468544,0.0,0.0,0.0,8,0.0852808988764045,945
PF-03814735,0.4812782805429864,-0.0244918201800264,0.0,0.0,0.0,7,0.0,946
orphenadrine,0.48099547511312213,-0.0245180948302961,0.0,0.0,0.0,7,0.1133333333333333,947
Y-27152,0.4807126696832579,-0.0245897637166186,0.0,0.0,0.0,7,0.127940074906367,948
amrinone,0.4804298642533936,-0.0246410735376128,0.0,0.0,0.0,7,0.1092883895131086,949
menadione,0.48014705882352937,-0.0246948238323984,0.0,0.0,0.0,7,0.0,950
lisofylline,0.4798642533936651,-0.0247683215888669,0.0,0.0,0.0,7,0.1020037453183521,951
amiodarone,0.47958144796380087,-0.0247704463784779,0.0,0.0,0.0,7,0.0930149812734082,952
bavisant,0.4792986425339366,-0.024802495326549,0.0,0.0,0.0,7,0.0,953
lobenzarit,0.47901583710407236,-0.024806256218729,0.0,0.0,0.0,7,0.0687453183520599,954
ARN-509,0.4787330316742081,-0.0249851668083136,0.0,0.0,0.0,7,0.0820786516853932,955
etofenamate,0.47845022624434386,-0.0250009809643582,0.0,0.0,0.0,7,0.1023970037453184,956
itraconazole,0.4781674208144796,-0.0250219122037761,0.0,0.0,0.0,7,0.0,957
chloroquine,0.47788461538461535,-0.0250390422356119,0.0,0.0,0.0,7,0.0943445692883895,958
retapamulin,0.4776018099547511,-0.0251446136716039,0.0,0.0,0.0,7,0.0,959
olmesartan-medoxomil,0.47731900452488685,-0.0251877963927752,0.0,0.0,0.0,7,0.0702808988764044,960
piretanide,0.4770361990950226,-0.0251913792646889,0.0,0.0,0.0,7,0.0862734082397004,961
maribavir,0.47675339366515834,-0.0252197718876949,0.0,0.0,0.0,7,0.1056554307116104,962
febuxostat,0.4764705882352941,-0.0253698432997362,0.0,0.0,0.0,7,0.0956367041198502,963
bevirimat-dimeglumine,0.47618778280542984,-0.0253900853142524,0.0,0.0,0.0,7,0.0902434456928839,964
furosemide,0.4759049773755656,-0.0253990320169564,0.0,0.0,0.0,7,0.0679588014981273,965
carbenoxolone,0.47562217194570133,-0.0255088822580765,0.0,0.0,0.0,7,0.0,966
etoposide,0.4753393665158371,-0.0255828110553624,0.0,0.0,0.0,9,0.0,967
gestrinone,0.47505656108597283,-0.0256184488232741,0.0,0.0,0.0,7,0.0,968
dinoprost,0.4747737556561086,-0.0256477828224347,0.0,0.0,0.0,7,0.0647565543071161,969
mepivacaine,0.4744909502262443,-0.0256717667256159,0.0,0.0,0.0,7,0.0754307116104868,970
bucladesine,0.47420814479638007,-0.0257754273536393,0.0,0.0,0.0,7,0.0858239700374532,971
moclobemide,0.4739253393665158,-0.0257919430735219,0.0,0.0,0.0,7,0.1074344569288389,972
clofibrate,0.47364253393665157,-0.0258471929104505,0.0,0.0,0.0,7,0.1065168539325842,973
metolazone,0.4733597285067873,-0.0258833391319571,0.0,0.0,0.0,7,0.0663295880149812,974
perhexiline,0.47307692307692306,-0.0258977508631417,0.0,0.0,0.0,7,0.0822284644194756,975
NVP-BGJ398,0.4727941176470588,-0.0259180228996518,0.0,0.0,0.0,22,0.0,976
epz-5676,0.47251131221719456,-0.026020588446703,0.0,0.0,0.0,5,0.0,977
EX-527,0.4722285067873303,-0.0261327969252913,0.0,0.0,0.0,21,0.1422471910112359,978
dequalinium,0.47194570135746605,-0.0261642045493632,0.0,0.0,0.0,7,0.0,979
PHA-793887,0.4716628959276018,-0.0261904746582486,0.0,0.0,0.0,17,0.0,980
paricalcitol,0.47138009049773755,-0.0262014937274588,0.0,0.0,0.0,7,0.0,981
estramustine-phosphate,0.4710972850678733,-0.0262155520563077,0.0,0.0,0.0,7,0.0655617977528089,982
nebivolol,0.47081447963800904,-0.0263444166783335,0.0,0.0,0.0,7,0.0794943820224719,983
pyrazinamide,0.4705316742081448,-0.0264154945908597,0.0,0.0,0.0,7,0.1076029962546816,984
trimetazidine,0.47024886877828054,-0.0266367748661359,0.0,0.0,0.0,7,0.1279213483146067,985
asymmetrical-dimethylarginine,0.4699660633484163,-0.0266649789458193,0.0,0.0,0.0,7,0.0,986
pirenzepine,0.46968325791855203,-0.0266900224273005,0.0,0.0,0.0,7,0.0845692883895131,987
diphenylpyraline,0.4694004524886878,-0.0266975455368072,0.0,0.0,0.0,7,0.0,988
rivaroxaban,0.46911764705882353,-0.0267358703846147,0.0,0.0,0.0,7,0.0708988764044943,989
pantoprazole,0.4688348416289593,-0.0269282809611257,0.0,0.0,0.0,7,0.0816853932584269,990
edoxaban,0.468552036199095,-0.0269383270793434,0.0,0.0,0.0,7,0.08812734082397,991
tafamidis-meglumine,0.46826923076923077,-0.0269889120788587,0.0,0.0,0.0,7,0.081441947565543,992
flecainide,0.4679864253393665,-0.0271216545951341,0.0,0.0,0.0,7,0.0,993
alisertib,0.46770361990950227,-0.0271773481722947,0.0,0.0,0.0,7,0.0,994
thiothixene,0.467420814479638,-0.0271783426284773,0.0,0.0,0.0,7,0.0638951310861423,995
QL-XII-47,0.46713800904977376,-0.0271921029030833,0.0,0.0,0.0,15,0.1059550561797752,996
rondual-kinase-inhibitor,0.4668552036199095,-0.0272390621837154,0.0,0.0,0.0,19,0.0941760299625468,997
tetracaine,0.46657239819004526,-0.0272768177469122,0.0,0.0,0.0,7,0.0686516853932584,998
fenoldopam,0.466289592760181,-0.0273200130353116,0.0,0.0,0.0,7,0.0707490636704119,999
aphidicolin,0.46600678733031675,-0.0274195155943935,0.0,0.0,0.0,7,0.0,1000
amfepramone,0.4657239819004525,-0.027447438342668,0.0,0.0,0.0,7,0.0601123595505618,1001
nimesulide,0.46544117647058825,-0.027449518070642,0.0,0.0,0.0,7,0.0968539325842696,1002
RAF-265,0.465158371040724,-0.027472131894244,0.0,0.0,0.0,21,-0.0907865168539325,1003
nisoxetine,0.46487556561085974,-0.0275255992019444,0.0,0.0,0.0,7,0.0,1004
epinephrine,0.4645927601809955,-0.0275347849537891,0.0,0.0,0.0,7,0.0691385767790261,1005
LGX-818,0.46430995475113124,-0.0276149047175228,0.0,0.0,0.0,7,0.0,1006
dofequidar,0.464027149321267,-0.0276190799269743,0.0,0.0,0.0,7,0.0,1007
camicinal,0.46374434389140273,-0.0276400698145776,0.0,0.0,0.0,7,0.0,1008
levosimendan,0.4634615384615385,-0.0276472234100915,0.0,0.0,0.0,7,0.0,1009
loratadine,0.46317873303167423,-0.0276846128744046,0.0,0.0,0.0,7,0.0914232209737827,1010
ZK-93426,0.46289592760181,-0.0276963364467874,0.0,0.0,0.0,7,0.0,1011
trimethobenzamide,0.4626131221719457,-0.0277013245115466,0.0,0.0,0.0,7,0.1100561797752809,1012
CX-4945,0.46233031674208147,-0.02771969094576,0.0,0.0,0.0,7,0.1652996254681647,1013
estradiol,0.4620475113122172,-0.0277627734909657,0.0,0.0,0.0,7,0.0628089887640449,1014
propylthiouracil,0.46176470588235297,-0.0277636964591243,0.0,0.0,0.0,7,0.1088576779026217,1015
moxonidine,0.4614819004524887,-0.0277831567700824,0.0,0.0,0.0,7,0.0861610486891385,1016
ZK-811752,0.46119909502262446,-0.0277905962970184,0.0,0.0,0.0,7,0.0,1017
tolfenamic-acid,0.4609162895927602,-0.0278118298268354,0.0,0.0,0.0,7,0.0769475655430711,1018
AM-24,0.46063348416289596,-0.0278344782167153,0.0,0.0,0.0,7,0.0,1019
epz004777,0.4603506787330317,-0.0279806668015789,0.0,0.0,0.0,5,0.0,1020
sulfasalazine,0.46006787330316745,-0.0280213968659586,0.0,0.0,0.0,7,0.0673595505617977,1021
danegaptide,0.4597850678733032,-0.0281909043103959,0.0,0.0,0.0,7,0.0,1022
R-547,0.45950226244343895,-0.0282336776229421,0.0,0.0,0.0,7,0.0,1023
solifenacin-succinate,0.4592194570135747,-0.0282849737512165,0.0,0.0,0.0,7,0.0,1024
sulfafurazole,0.45893665158371044,-0.0282877307287196,0.0,0.0,0.0,7,0.0984082397003745,1025
withaferin-a,0.4586538461538462,-0.0283106820572958,0.0,0.0,0.0,15,0.0709363295880149,1026
ramipril,0.45837104072398194,-0.0283456616093158,0.0,0.0,0.0,7,0.0,1027
tacalcitol,0.4580882352941177,-0.0283775086593584,0.0,0.0,0.0,7,-0.1084082397003745,1028
escitalopram,0.45780542986425343,-0.0283991003999749,0.0,0.0,0.0,7,0.0680898876404494,1029
phentermine,0.4575226244343892,-0.0285311997366693,0.0,0.0,0.0,7,0.083689138576779,1030
piperidolate,0.45723981900452493,-0.0285719627845683,0.0,0.0,0.0,7,0.0700187265917602,1031
lidamidine,0.4569570135746607,-0.0286403400581939,0.0,0.0,0.0,7,0.0908988764044943,1032
alizapride,0.4566742081447964,-0.0286422330629283,0.0,0.0,0.0,7,0.1030149812734082,1033
pyrimethamine,0.45639140271493217,-0.02865212367711,0.0,0.0,0.0,7,0.0893632958801498,1034
gimeracil,0.4561085972850679,-0.0286800053216373,0.0,0.0,0.0,7,0.0,1035
oxfendazole,0.45582579185520367,-0.0286823496197944,0.0,0.0,0.0,7,0.1335393258426966,1036
WAY-362450,0.4555429864253393,-0.0287197336621956,0.0,0.0,0.0,7,0.0,1037
cianidanol,0.45526018099547505,-0.0287500456149393,0.0,0.0,0.0,7,0.1115730337078651,1038
dazmegrel,0.4549773755656108,-0.0287867256271043,0.0,0.0,0.0,7,0.0919101123595505,1039
fusidic-acid,0.45469457013574655,-0.0288312850106122,0.0,0.0,0.0,7,0.0908988764044943,1040
ASA-404,0.4544117647058823,-0.0288450565141027,0.0,0.0,0.0,7,0.0990074906367041,1041
dexloxiglumide,0.45412895927601804,-0.0288579449838799,0.0,0.0,0.0,7,0.078501872659176,1042
smer-3,0.4538461538461538,-0.0288645305429717,0.0,0.0,0.0,5,0.0,1043
benzylpenicillin,0.45356334841628954,-0.0289328255087341,0.0,0.0,0.0,7,0.1118913857677902,1044
cinnarizine,0.4532805429864253,-0.0290037833443205,0.0,0.0,0.0,7,0.0,1045
irsogladine,0.45299773755656103,-0.0290289050165621,0.0,0.0,0.0,7,0.1094194756554307,1046
vortioxetine,0.4527149321266968,-0.029073888703161,0.0,0.0,0.0,7,0.0,1047
dipraglurant,0.4524321266968325,-0.0291406456216156,0.0,0.0,0.0,7,0.0547752808988764,1048
bendamustine,0.4521493212669683,-0.0291786556904248,0.0,0.0,0.0,7,0.0690823970037453,1049
bimatoprost,0.451866515837104,-0.0291932763534894,0.0,0.0,0.0,7,0.0768539325842696,1050
adoprazine,0.45158371040723977,-0.0293122765986765,0.0,0.0,0.0,7,0.091629213483146,1051
DMP-777,0.4513009049773755,-0.0293637499511143,0.0,0.0,0.0,7,0.0689325842696629,1052
varespladib,0.45101809954751126,-0.0293992718248745,0.0,0.0,0.0,7,0.0765543071161048,1053
daunorubicin,0.450735294117647,-0.0294250405115308,0.0,0.0,0.0,7,0.0,1054
selinexor,0.45045248868778276,-0.0294390398403979,0.0,0.0,0.0,7,0.0,1055
teroxirone,0.4501696832579185,-0.0294641018380437,0.0,0.0,0.0,7,0.1265543071161048,1056
moxidectin,0.44988687782805425,-0.0294647407817763,0.0,0.0,0.0,7,0.0,1057
TAK-715,0.44960407239819,-0.0294723598396235,0.0,0.0,0.0,21,0.0807116104868913,1058
erythromycin,0.44932126696832575,-0.0295087585115752,0.0,0.0,0.0,7,0.1337265917602996,1059
tosedostat,0.4490384615384615,-0.0295377779580748,0.0,0.0,0.0,7,-0.0886891385767789,1060
TG-100801,0.44875565610859725,-0.0295831811541836,0.0,0.0,0.0,7,0.0874344569288389,1061
ICI-162846,0.448472850678733,-0.0295958099532967,0.0,0.0,0.0,7,0.0786142322097378,1062
pterostilbene,0.44819004524886874,-0.0296423449937255,0.0,0.0,0.0,7,0.0895880149812734,1063
XMD-1499,0.4479072398190045,-0.0296655679636458,0.0,0.0,0.0,19,0.0,1064
indometacin,0.44762443438914024,-0.0296988428297413,0.0,0.0,0.0,7,0.1011610486891386,1065
imiquimod,0.447341628959276,-0.0297261967131563,0.0,0.0,0.0,7,0.09,1066
LX-1031,0.44705882352941173,-0.0297532292627503,0.0,0.0,0.0,7,0.1031273408239699,1067
KIN001-270,0.4467760180995475,-0.0298801170469457,0.0,0.0,0.0,22,0.090131086142322,1068
gatifloxacin,0.4464932126696832,-0.0298827937151758,0.0,0.0,0.0,7,0.1042509363295879,1069
Y-39983,0.446210407239819,-0.030004883664455,0.0,0.0,0.0,17,0.1198876404494382,1070
valrubicin,0.4459276018099547,-0.0300072775973694,0.0,0.0,0.0,7,0.0,1071
vanoxerine,0.44564479638009047,-0.0300655063662889,0.0,0.0,0.0,7,0.1314419475655431,1072
SB-590885,0.4453619909502262,-0.0300851824127965,0.0,0.0,0.0,13,0.0927902621722846,1073
TIC10,0.44507918552036196,-0.0301226114798827,0.0,0.0,0.0,7,0.1039513108614232,1074
calpeptin,0.4447963800904977,-0.0301468867744549,0.0,0.0,0.0,7,0.0,1075
chlormezanone,0.44451357466063346,-0.0301546009382773,0.0,0.0,0.0,7,0.0815917602996254,1076
melatonin,0.4442307692307692,-0.0301616778116914,0.0,0.0,0.0,7,0.0875093632958801,1077
phenylephrine,0.44394796380090495,-0.0302673736969162,0.0,0.0,0.0,7,0.0,1078
SK&F-10047-(+),0.4436651583710407,-0.0302883798811535,0.0,0.0,0.0,7,0.0839138576779026,1079
RS-127445,0.44338235294117645,-0.0303629420981278,0.0,0.0,0.0,7,0.0,1080
MF-101,0.4430995475113122,-0.030381127332748,0.0,0.0,0.0,7,0.0,1081
ercalcitriol,0.44281674208144794,-0.030388315555975,0.0,0.0,0.0,7,-0.0726404494382022,1082
stavudine,0.4425339366515837,-0.0303948391075262,0.0,0.0,0.0,7,0.0881086142322097,1083
felodipine,0.44225113122171944,-0.0304685518652767,0.0,0.0,0.0,7,0.1117790262172284,1084
pevonedistat,0.4419683257918552,-0.0305041753660856,0.0,0.0,0.0,7,0.1145692883895131,1085
acivicin,0.44168552036199094,-0.030512554675106,0.0,0.0,0.0,7,0.0,1086
BMY-14802,0.4414027149321267,-0.0305576575729538,0.0,0.0,0.0,7,0.0,1087
taranabant,0.44111990950226243,-0.0306197942192699,0.0,0.0,0.0,7,0.0,1088
KIN001-260,0.4408371040723982,-0.0306292862888179,0.0,0.0,0.0,19,0.0885767790262172,1089
quinine,0.4405542986425339,-0.0306295492170621,0.0,0.0,0.0,7,0.0700749063670412,1090
oxiconazole,0.4402714932126697,-0.0306705566211311,0.0,0.0,0.0,7,0.06,1091
zonisamide,0.4399886877828054,-0.0307198288867117,0.0,0.0,0.0,7,0.1004494382022471,1092
meloxicam,0.43970588235294117,-0.0307513638739337,0.0,0.0,0.0,7,0.0599812734082396,1093
ripasudil,0.4394230769230769,-0.0308457925087964,0.0,0.0,0.0,7,0.0,1094
diltiazem,0.43914027149321266,-0.0308462829721074,0.0,0.0,0.0,7,0.0,1095
chlorambucil,0.4388574660633484,-0.0309659877481403,0.0,0.0,0.0,7,0.0890262172284644,1096
dutasteride,0.43857466063348416,-0.0309682093520745,0.0,0.0,0.0,7,0.0,1097
resiquimod,0.4382918552036199,-0.0309684960255139,0.0,0.0,0.0,7,0.1166853932584269,1098
VX-222,0.43800904977375565,-0.031011094192479,0.0,0.0,0.0,7,0.0982771535580524,1099
cefepime,0.4377262443438914,-0.0310150029238485,0.0,0.0,0.0,7,0.0,1100
JNK-IN-5A,0.43744343891402715,-0.0310169363825155,0.0,0.0,0.0,19,0.0,1101
ecabet,0.4371606334841629,-0.0311692793111596,0.0,0.0,0.0,7,0.1119288389513108,1102
merbarone,0.43687782805429864,-0.0312084609466034,0.0,0.0,0.0,7,0.0,1103
MK-0773,0.4365950226244344,-0.0312606690498264,0.0,0.0,0.0,7,0.0947565543071161,1104
glafenine,0.43631221719457014,-0.0313634913424363,0.0,0.0,0.0,7,0.086067415730337,1105
oglemilast,0.4360294117647059,-0.0313959728242124,0.0,0.0,0.0,7,0.1087265917602996,1106
tolimidone,0.43574660633484164,-0.0314360069791667,0.0,0.0,0.0,7,0.0671161048689138,1107
benzydamine,0.4354638009049774,-0.0315604040177153,0.0,0.0,0.0,7,0.0832022471910112,1108
decitabine,0.43518099547511313,-0.0315913254331916,0.0,0.0,0.0,21,0.0807303370786516,1109
WYE-125132,0.4348981900452489,-0.031612797670634,0.0,0.0,0.0,15,0.062378277153558,1110
capecitabine,0.4346153846153846,-0.031626997829099,0.0,0.0,0.0,7,0.1029775280898876,1111
nevirapine,0.4343325791855204,-0.0317185392836296,0.0,0.0,0.0,7,0.076123595505618,1112
amitriptyline,0.4340497737556561,-0.0317793579940573,0.0,0.0,0.0,7,0.0,1113
LY-2811376,0.43376696832579187,-0.0318140418456038,0.0,0.0,0.0,7,0.0761048689138576,1114
raltegravir,0.4334841628959276,-0.0318164745734256,0.0,0.0,0.0,7,0.0,1115
lenalidomide,0.43320135746606336,-0.0319371062899441,0.0,0.0,0.0,8,0.0,1116
licochalcone-a,0.4329185520361991,-0.0319449677798553,0.0,0.0,0.0,7,0.0842134831460674,1117
A-66,0.43263574660633486,-0.0319514929329395,0.0,0.0,0.0,22,0.077752808988764,1118
gemfibrozil,0.4323529411764706,-0.031971451115048,0.0,0.0,0.0,7,0.072565543071161,1119
ambroxol,0.43207013574660635,-0.032181862597596,0.0,0.0,0.0,7,0.0834082397003745,1120
FPL-55712,0.4317873303167421,-0.0321866612900455,0.0,0.0,0.0,7,0.097940074906367,1121
tozasertib,0.43150452488687785,-0.0322818116210843,0.0,0.0,0.0,15,0.0,1122
loperamide,0.4312217194570136,-0.0323186418752246,0.0,0.0,0.0,7,0.0,1123
levalbuterol,0.43093891402714934,-0.0324169219621576,0.0,0.0,0.0,7,0.0,1124
doxorubicin,0.4306561085972851,-0.0324276065426119,0.0,0.0,0.0,7,0.0,1125
quizartinib,0.43037330316742084,-0.0324708548194898,0.0,0.0,0.0,24,0.0,1126
IB-MECA,0.4300904977375566,-0.0324823542199636,0.0,0.0,0.0,7,0.100374531835206,1127
MDL-73005EF,0.42980769230769234,-0.0325101559048718,0.0,0.0,0.0,7,0.0758052434456928,1128
esmolol,0.4295248868778281,-0.0325334308998344,0.0,0.0,0.0,7,0.1008052434456929,1129
rebamipide,0.42924208144796383,-0.0326492041153214,0.0,0.0,0.0,7,0.0748314606741572,1130
timonacic,0.4289592760180996,-0.0326635830095216,0.0,0.0,0.0,7,0.0,1131
naproxen,0.4286764705882353,-0.0326718267922241,0.0,0.0,0.0,7,0.1300187265917602,1132
chelerythrine,0.4283936651583711,-0.0326742204961123,0.0,0.0,0.0,19,0.1052434456928839,1133
gaboxadol,0.4281108597285068,-0.0327436568714277,0.0,0.0,0.0,7,0.0898501872659175,1134
emtricitabine,0.42782805429864257,-0.0328039415525127,0.0,0.0,0.0,7,0.0891385767790262,1135
guanethidine,0.4275452488687783,-0.0328538539486345,0.0,0.0,0.0,7,0.0988951310861423,1136
pilocarpine,0.42726244343891406,-0.032867275678403,0.0,0.0,0.0,7,0.0839887640449438,1137
palovarotene,0.4269796380090498,-0.032868718762024,0.0,0.0,0.0,7,0.1243632958801498,1138
rucinol,0.42669683257918556,-0.0328849887199756,0.0,0.0,0.0,7,0.1022846441947565,1139
oxandrolone,0.4264140271493213,-0.0329917634025463,0.0,0.0,0.0,7,0.0994943820224719,1140
maprotiline,0.42613122171945705,-0.0330776058843388,0.0,0.0,0.0,7,0.0,1141
aniracetam,0.4258484162895928,-0.0331372412823829,0.0,0.0,0.0,7,0.0,1142
LY-2090314,0.42556561085972855,-0.0331620392899678,0.0,0.0,0.0,7,0.1198689138576779,1143
benzotript,0.4252828054298643,-0.0332026523558352,0.0,0.0,0.0,7,0.0,1144
BIX-02189,0.42500000000000004,-0.0332088990216393,0.0,0.0,0.0,22,0.1282771535580524,1145
probucol,0.4247171945701358,-0.0334304864434945,0.0,0.0,0.0,7,0.0907116104868913,1146
telbivudine,0.42443438914027154,-0.0335834022809024,0.0,0.0,0.0,7,0.0750561797752809,1147
zosuquidar,0.4241515837104072,-0.0335949019320793,0.0,0.0,0.0,7,0.0696441947565543,1148
sulpiride,0.4238687782805429,-0.0338431455974288,0.0,0.0,0.0,7,0.0,1149
telmisartan,0.42358597285067867,-0.0340017061184837,0.0,0.0,0.0,7,0.1189700374531835,1150
floxuridine,0.4233031674208144,-0.0340296217834048,0.0,0.0,0.0,7,0.0,1151
econazole,0.42302036199095017,-0.0340974888532734,0.0,0.0,0.0,7,0.070880149812734,1152
bemegride,0.4227375565610859,-0.0341979260954761,0.0,0.0,0.0,7,0.0900187265917603,1153
zofenopril-calcium,0.42245475113122166,-0.0342065149429626,0.0,0.0,0.0,7,0.0709550561797753,1154
apafant,0.4221719457013574,-0.0342260288774727,0.0,0.0,0.0,7,0.1161235955056179,1155
