drug,final_score,trace_score,genetic_support,pathway_concordance,sig_reproducibility,n_cell_lines,baseline_score,final_rank
apabetalone,0.6673642533936651,0.0152855248851928,0.0,0.0,0.0,7,0.0,288
LY-2874455,0.6670814479638009,0.0149579091181552,0.0,0.0,0.0,7,-0.0997940074906366,289
tazobactam,0.6667986425339366,0.0147291328921695,0.0,0.0,0.0,7,0.0885580524344569,290
ENMD-2076,0.6665158371040724,0.0147118739874098,0.0,0.0,0.0,7,-0.0712359550561797,291
JTE-907,0.6662330316742081,0.0145942062781408,0.0,0.0,0.0,7,0.0,292
"ICI-185,282",0.6659502262443439,0.0144439235919818,0.0,0.0,0.0,7,0.0,293
MK-8245,0.6656674208144796,0.014438143801292,0.0,0.0,0.0,7,-0.0712172284644194,294
fenticonazole,0.6653846153846154,0.0141893601704726,0.0,0.0,0.0,7,-0.0881835205992509,295
ivermectin,0.6651018099547511,0.0140911591550961,0.0,0.0,0.0,7,0.0,296
ledipasvir,0.6648190045248868,0.0138860180585339,0.0,0.0,0.0,7,-0.0940074906367041,297
tesaglitazar,0.6645361990950226,0.0138431843316284,0.0,0.0,0.0,7,-0.0742883895131086,298
PF-03084014,0.6642533936651583,0.0138126733976774,0.0,0.0,0.0,7,0.0,299
CO-102862,0.6639705882352941,0.0136979326152873,0.0,0.0,0.0,7,0.0,300
protriptyline,0.6636877828054298,0.0136867224114887,0.0,0.0,0.0,7,0.0,301
saquinavir,0.6634049773755656,0.0135039345044788,0.0,0.0,0.0,7,0.0,302
crizotinib,0.6631221719457013,0.0134863483244048,0.0,0.0,0.0,15,0.0,303
nicaraven,0.6628393665158371,0.0133874947429089,0.0,0.0,0.0,7,0.0939700374531836,304
KIN001-055,0.6625565610859728,0.0133200284063968,0.0,0.0,0.0,19,-0.0770599250936329,305
racecadotril,0.6622737556561086,0.0133102935325117,0.0,0.0,0.0,7,0.0,306
broxuridine,0.6619909502262443,0.0132502219579553,0.0,0.0,0.0,7,0.0,307
metformin,0.6617081447963801,0.0131382915594691,0.0,0.0,0.0,7,0.0,308
propafenone,0.6614253393665158,0.0130946954811413,0.0,0.0,0.0,7,0.071629213483146,309
pelitinib,0.6611425339366516,0.0130374624595811,0.0,0.0,0.0,15,-0.0830149812734082,310
unc-0646,0.6608597285067873,0.01299166001828,0.0,0.0,0.0,5,0.0,311
FK-866,0.6605769230769231,0.012832964533616,0.0,0.0,0.0,7,0.0670411985018726,312
BVD-523,0.6602941176470588,0.0127114980734982,0.0,0.0,0.0,7,0.0,313
haloperidol,0.6600113122171946,0.0126147865305709,0.0,0.0,0.0,7,0.0,314
scopolamine,0.6597285067873303,0.0125137140589475,0.0,0.0,0.0,7,0.0794007490636704,315
quinapril,0.659445701357466,0.0123595189565112,0.0,0.0,0.0,7,0.0,316
tegobuvir,0.6591628959276018,0.0123302047470185,0.0,0.0,0.0,7,-0.0578838951310861,317
MK-0812,0.6588800904977375,0.0121512769711046,0.0,0.0,0.0,7,0.082565543071161,318
toremifene,0.6585972850678733,0.0121410505435602,0.0,0.0,0.0,7,-0.0794756554307115,319
JW-7-24-1,0.658314479638009,0.0121359435309967,0.0,0.0,0.0,15,-0.0758052434456928,320
AGI-5198,0.6580316742081448,0.0120806008896602,0.0,0.0,0.0,7,0.0,321
clomipramine,0.6577488687782805,0.012000914037793,0.0,0.0,0.0,7,0.0,322
carglumic-acid,0.6574660633484163,0.0119350119407325,0.0,0.0,0.0,7,0.0,323
olanzapine,0.657183257918552,0.0119103088352083,0.0,0.0,0.0,7,0.0,324
mycophenolic-acid,0.6569004524886878,0.0117915711245092,0.0,0.0,0.0,7,0.0,325
levocabastine,0.6566176470588235,0.0116448675922927,0.0,0.0,0.0,7,0.0,326
thioridazine,0.6563348416289593,0.0114993546944875,0.0,0.0,0.0,7,0.0,327
anamorelin,0.656052036199095,0.011482914671288,0.0,0.0,0.0,7,-0.0726779026217228,328
DPCPX,0.6557692307692308,0.01146111984926,0.0,0.0,0.0,7,0.0615917602996254,329
dolastatin-10,0.6554864253393665,0.0109564194810568,0.0,0.0,0.0,7,-0.0897752808988763,330
metixene,0.6552036199095023,0.0109453153283198,0.0,0.0,0.0,7,0.0,331
bopindolol,0.654920814479638,0.0109332859489819,0.0,0.0,0.0,7,0.0718913857677902,332
nortriptyline,0.6546380090497738,0.0106533139426075,0.0,0.0,0.0,7,0.0,333
umeclidinium,0.6543552036199095,0.0105972484552044,0.0,0.0,0.0,7,0.0521161048689138,334
siguazodan,0.6540723981900453,0.0104541303526777,0.0,0.0,0.0,7,-0.0759550561797752,335
armodafinil,0.653789592760181,0.0103942126350596,0.0,0.0,0.0,7,-0.0694943820224719,336
milacemide,0.6535067873303168,0.010327577240026,0.0,0.0,0.0,7,0.0,337
proguanil,0.6532239819004525,0.0102756278496013,0.0,0.0,0.0,7,0.0,338
LY-2603618,0.6529411764705882,0.0101999235629189,0.0,0.0,0.0,19,-0.1000936329588015,339
perindopril,0.652658371040724,0.0101688067963173,0.0,0.0,0.0,7,0.0,340
bardoxolone-methyl,0.6523755656108597,0.0101533876526465,0.0,0.0,0.0,7,0.0,341
dexamethasone,0.6520927601809955,0.0100604395620694,0.0,0.0,0.0,9,-0.1055243445692883,342
combretastatin-A-4,0.6518099547511312,0.0099211174399733,0.0,0.0,0.0,7,-0.078876404494382,343
fluconazole,0.651527149321267,0.0099067999777188,0.0,0.0,0.0,7,0.0730149812734082,344
timofibrate,0.6512443438914027,0.0098022729625942,0.0,0.0,0.0,7,0.0629962546816479,345
siramesine,0.6509615384615385,0.0097795974260648,0.0,0.0,0.0,7,0.0,346
bruceantin,0.6506787330316742,0.0097519190050567,0.0,0.0,0.0,7,0.0625280898876404,347
histamine,0.65039592760181,0.0097349676961134,0.0,0.0,0.0,7,0.0583895131086142,348
rosiglitazone,0.6501131221719457,0.0096859758603554,0.0,0.0,0.0,7,0.0,349
etofylline-clofibrate,0.6498303167420815,0.0096790897865461,0.0,0.0,0.0,7,0.0557303370786516,350
AZD-7545,0.6495475113122172,0.0096723112925135,0.0,0.0,0.0,7,0.0,351
bupivacaine,0.649264705882353,0.0096442340815492,0.0,0.0,0.0,7,0.0,352
HG-5-113-01,0.6489819004524887,0.0095693209483379,0.0,0.0,0.0,13,0.0847191011235954,353
palomid-529,0.6486990950226245,0.0093379317428163,0.0,0.0,0.0,7,0.0,354
etazolate,0.6484162895927602,0.0093223134227041,0.0,0.0,0.0,7,0.0539325842696629,355
telmesteine,0.648133484162896,0.0092856418592928,0.0,0.0,0.0,7,0.071441947565543,356
KX2-391,0.6478506787330317,0.0092223148343729,0.0,0.0,0.0,7,0.0,357
GSK-J2,0.6475678733031675,0.0089908168500664,0.0,0.0,0.0,19,0.0,358
AT-9283,0.6472850678733032,0.0089154859961519,0.0,0.0,0.0,7,0.0,359
EVP-6124,0.647002262443439,0.0088255650290294,0.0,0.0,0.0,7,0.0,360
lidoflazine,0.6467194570135746,0.0087820824133826,0.0,0.0,0.0,7,0.1027902621722846,361
vardenafil,0.6464366515837103,0.0087447896946438,0.0,0.0,0.0,7,0.0,362
CGP-12177,0.6461538461538461,0.0086410896667319,0.0,0.0,0.0,7,0.0,363
dabrafenib,0.6458710407239818,0.0085691132117696,0.0,0.0,0.0,21,-0.0814794007490636,364
indirubin,0.6455882352941176,0.0085642907799979,0.0,0.0,0.0,7,0.0,365
OCO-1112,0.6453054298642533,0.0083291430784539,0.0,0.0,0.0,7,0.0,366
ketanserin,0.6450226244343891,0.0081560223827148,0.0,0.0,0.0,7,0.0,367
arbutin,0.6447398190045248,0.0080690369961067,0.0,0.0,0.0,7,0.1184456928838951,368
DMP-543,0.6444570135746606,0.0076656213943207,0.0,0.0,0.0,7,0.0819662921348314,369
mannitol-D,0.6441742081447963,0.0076283015486425,0.0,0.0,0.0,7,0.093314606741573,370
hexachlorophene,0.6438914027149321,0.007602198074269,0.0,0.0,0.0,7,0.0,371
gsk126,0.6436085972850678,0.0075334775200097,0.0,0.0,0.0,5,0.0,372
NPK76-II-72-1,0.6433257918552036,0.0073808988635133,0.0,0.0,0.0,19,0.0,373
metatinib,0.6430429864253393,0.007205564033653,0.0,0.0,0.0,7,0.0,374
indoramin,0.642760180995475,0.0071857125668379,0.0,0.0,0.0,7,0.0,375
setiptiline,0.6424773755656108,0.0070595727442768,0.0,0.0,0.0,7,-0.0689325842696629,376
cytarabine,0.6421945701357465,0.0070563265327756,0.0,0.0,0.0,7,0.0,377
guanadrel,0.6419117647058823,0.0070088026984264,0.0,0.0,0.0,7,0.1040823970037453,378
cyclizine,0.641628959276018,0.0068281597860578,0.0,0.0,0.0,7,0.0,379
naftidrofuryl,0.6413461538461538,0.0068212717887524,0.0,0.0,0.0,7,0.0,380
metergoline,0.6410633484162895,0.0068192748317552,0.0,0.0,0.0,7,0.0,381
trilostane,0.6407805429864253,0.0067381911670199,0.0,0.0,0.0,7,0.0627715355805243,382
pimecrolimus,0.640497737556561,0.0067018994617402,0.0,0.0,0.0,7,0.0,383
genz-644282,0.6402149321266968,0.0066225558159476,0.0,0.0,0.0,7,0.0,384
GSK-1070916,0.6399321266968325,0.0066068557245379,0.0,0.0,0.0,21,0.0,385
17-hydroxyprogesterone-caproate,0.6396493212669683,0.0065272179666956,0.0,0.0,0.0,7,0.0,386
"16,16-dimethylprostaglandin-e2",0.639366515837104,0.0063508149706135,0.0,0.0,0.0,7,-0.0730711610486891,387
NVP-DPP728,0.6390837104072398,0.006027456993685,0.0,0.0,0.0,7,0.0,388
gefitinib,0.6388009049773755,0.0059680109539998,0.0,0.0,0.0,17,0.0,389
indibulin,0.6385180995475113,0.0058896634327203,0.0,0.0,0.0,7,0.0,390
nafamostat,0.638235294117647,0.0058510068468668,0.0,0.0,0.0,7,0.0811610486891385,391
ABT-724,0.6379524886877828,0.0058235515066414,0.0,0.0,0.0,7,0.0653370786516853,392
L-655240,0.6376696832579185,0.0054970411921593,0.0,0.0,0.0,7,0.0,393
LCL-161,0.6373868778280543,0.0054960829243352,0.0,0.0,0.0,7,0.1116479400749063,394
cilostazol,0.63710407239819,0.0054374108319255,0.0,0.0,0.0,7,0.0,395
malotilate,0.6368212669683257,0.0054194100809584,0.0,0.0,0.0,7,-0.0792134831460674,396
podophyllotoxin,0.6365384615384615,0.0053710850041475,0.0,0.0,0.0,7,-0.0612359550561797,397
cinaciguat,0.6362556561085972,0.0053471102796996,0.0,0.0,0.0,7,0.0,398
neostigmine,0.635972850678733,0.0052571988363154,0.0,0.0,0.0,7,0.0,399
sildenafil,0.6356900452488687,0.0052543814061255,0.0,0.0,0.0,7,0.0,400
resatorvid,0.6354072398190045,0.0051342280125701,0.0,0.0,0.0,7,0.0,401
mercaptopurine,0.6351244343891402,0.0051026537112053,0.0,0.0,0.0,7,0.0842696629213483,402
aspirin,0.634841628959276,0.0048157204689686,0.0,0.0,0.0,7,0.0,403
mirodenafil,0.6345588235294117,0.004771266795265,0.0,0.0,0.0,7,0.0,404
tenidap,0.6342760180995475,0.004734267563474,0.0,0.0,0.0,7,-0.0612172284644194,405
amuvatinib,0.6339932126696832,0.0045816867248407,0.0,0.0,0.0,24,0.0,406
SB-743921,0.633710407239819,0.0045668907311765,0.0,0.0,0.0,7,-0.0751310861423221,407
bitopertin,0.6334276018099547,0.0045013519878303,0.0,0.0,0.0,7,0.0,408
colchicine,0.6331447963800905,0.0044380832456462,0.0,0.0,0.0,7,-0.0660299625468164,409
dihydroergocristine,0.6328619909502262,0.0043872536693178,0.0,0.0,0.0,7,0.0,410
TH-302,0.632579185520362,0.0042164910460357,0.0,0.0,0.0,7,0.0563108614232209,411
WZ-4002,0.6322963800904977,0.0041550957316045,0.0,0.0,0.0,22,0.0,412
ursolic-acid,0.6320135746606335,0.0040755016534779,0.0,0.0,0.0,7,0.0,413
ixazomib-citrate,0.6317307692307692,0.0040712876859207,0.0,0.0,0.0,7,0.0763670411985018,414
vicriviroc,0.631447963800905,0.0040074760554113,0.0,0.0,0.0,7,-0.0611048689138576,415
TWS-119,0.6311651583710407,0.0039821831492255,0.0,0.0,0.0,13,0.0,416
GSK-2110183,0.6308823529411764,0.0039767629367067,0.0,0.0,0.0,8,0.0,417
secnidazole,0.6305995475113122,0.0039321131437328,0.0,0.0,0.0,7,0.0,418
butorphanol-(+)-tartrate,0.630316742081448,0.0039204806195775,0.0,0.0,0.0,7,0.0870599250936329,419
dronedarone,0.6300339366515837,0.00383072381149,0.0,0.0,0.0,7,0.0,420
IOWH-032,0.6297511312217194,0.0037484600568837,0.0,0.0,0.0,7,-0.0770599250936329,421
adatanserin,0.6294683257918552,0.0033095503140876,0.0,0.0,0.0,7,0.0,422
donitriptan,0.6291855203619909,0.0032568543553515,0.0,0.0,0.0,7,0.0,423
SU-11652,0.6289027149321267,0.0030895875091014,0.0,0.0,0.0,7,-0.1035393258426966,424
zafirlukast,0.6286199095022624,0.003066286483838,0.0,0.0,0.0,7,0.0,425
cinoxacin,0.6283371040723982,0.0030290739779737,0.0,0.0,0.0,7,0.0818352059925093,426
cefotetan,0.6280542986425339,0.0028014504351805,0.0,0.0,0.0,7,0.0811235955056179,427
pidotimod,0.6277714932126697,0.002736294696799,0.0,0.0,0.0,7,0.0863857677902621,428
GSK-2636771,0.6274886877828054,0.0027233455216834,0.0,0.0,0.0,7,0.0739513108614232,429
AR-A014418,0.6272058823529412,0.0027075001812932,0.0,0.0,0.0,2,0.0,430
yohimbine,0.6269230769230769,0.0026107830537069,0.0,0.0,0.0,7,0.0652996254681648,431
balsalazide,0.6266402714932127,0.0025044864956492,0.0,0.0,0.0,7,0.097752808988764,432
ponatinib,0.6263574660633484,0.0024096341190724,0.0,0.0,0.0,19,0.0,433
ifosfamide,0.6260746606334842,0.0023422141433236,0.0,0.0,0.0,7,0.0,434
altretamine,0.6257918552036199,0.0023351343410573,0.0,0.0,0.0,7,0.0,435
avanafil,0.6255090497737557,0.0023278221318233,0.0,0.0,0.0,7,0.0,436
mozavaptan,0.6252262443438914,0.0021965022169645,0.0,0.0,0.0,7,0.0,437
Y-26763,0.6249434389140271,0.0021518435831672,0.0,0.0,0.0,7,0.0,438
bifemelane,0.6246606334841629,0.0021291993674998,0.0,0.0,0.0,7,-0.0698501872659176,439
conivaptan,0.6243778280542986,0.0020513196624048,0.0,0.0,0.0,7,0.0,440
tacrolimus,0.6240950226244344,0.0020253653575395,0.0,0.0,0.0,9,0.080561797752809,441
epothilone-b,0.6238122171945701,0.0020253071287285,0.0,0.0,0.0,7,0.0,442
tyrphostin-AG-1478,0.6235294117647059,0.002024266583465,0.0,0.0,0.0,22,0.0753932584269663,443
SEP-227900,0.6232466063348416,0.0020164032655406,0.0,0.0,0.0,7,0.0,444
IPI-145,0.6229638009049774,0.0019684584685297,0.0,0.0,0.0,2,0.0773408239700374,445
phenytoin,0.6226809954751131,0.001953283460415,0.0,0.0,0.0,7,0.0,446
netupitant,0.6223981900452489,0.0019305380863888,0.0,0.0,0.0,7,0.0,447
camptothecin,0.6221153846153846,0.0018384317085605,0.0,0.0,0.0,7,0.0,448
lafutidine,0.6218325791855204,0.0018239634334311,0.0,0.0,0.0,7,0.0,449
MK-0893,0.6215497737556561,0.0016816278120584,0.0,0.0,0.0,7,0.0,450
r(-)-apomorphine,0.6212669683257919,0.0016295336443206,0.0,0.0,0.0,7,-0.0599250936329587,451
trazodone,0.6209841628959276,0.0015601679037402,0.0,0.0,0.0,7,0.0,452
MK-3207,0.6207013574660634,0.0015428664927227,0.0,0.0,0.0,7,0.0760861423220973,453
galeterone,0.6204185520361991,0.0015376065517639,0.0,0.0,0.0,7,0.0758988764044943,454
etomidate,0.6201357466063349,0.0015191685134755,0.0,0.0,0.0,7,-0.0860299625468164,455
mocetinostat,0.6198529411764706,0.0014482765180301,0.0,0.0,0.0,19,0.0,456
valsartan,0.6195701357466064,0.0014022037804097,0.0,0.0,0.0,7,-0.0503932584269662,457
palbociclib,0.6192873303167421,0.001386789825137,0.0,0.0,0.0,18,0.0,458
elvitegravir,0.6190045248868778,0.0013426436643549,0.0,0.0,0.0,7,0.062940074906367,459
lestaurtinib,0.6187217194570136,0.001305208602737,0.0,0.0,0.0,7,-0.0910674157303371,460
VX-765,0.6184389140271493,0.001096653162992,0.0,0.0,0.0,7,0.0,461
trifluoperazine,0.6181561085972851,0.0010609477881906,0.0,0.0,0.0,7,0.0,462
ropinirole,0.6178733031674208,0.0010464484914526,0.0,0.0,0.0,7,0.0,463
tioguanine,0.6175904977375566,0.0010106127640528,0.0,0.0,0.0,7,0.0,464
aminosalicylic-acid,0.6173076923076923,0.0009150279793849,0.0,0.0,0.0,7,0.0830149812734082,465
IKK-2-inhibitor-V,0.6170248868778281,0.0009055157746082,0.0,0.0,0.0,7,0.0,466
MK-1775,0.6167420814479638,0.0008198927411743,0.0,0.0,0.0,21,-0.0967602996254681,467
clofibric-acid,0.6164592760180996,0.0006402555160893,0.0,0.0,0.0,7,0.0,468
ifenprodil,0.6161764705882353,0.0006300540126778,0.0,0.0,0.0,7,0.0,469
JTC-801,0.6158936651583711,0.000627468720812,0.0,0.0,0.0,7,0.0,470
primaquine,0.6156108597285067,0.0005434134569401,0.0,0.0,0.0,7,0.0,471
tolperisone,0.6153280542986425,0.0004992643566648,0.0,0.0,0.0,7,0.0659925093632959,472
mericitabine,0.6150452488687782,0.0004734671655116,0.0,0.0,0.0,7,-0.0653932584269663,473
losartan,0.614762443438914,0.0004523830866032,0.0,0.0,0.0,7,0.0,474
sertraline,0.6144796380090497,0.0003958791507775,0.0,0.0,0.0,7,0.0,475
acetylcysteine,0.6141968325791854,0.0002484799960887,0.0,0.0,0.0,7,0.0715168539325843,476
sparfloxacin,0.6139140271493212,0.0002394734010977,0.0,0.0,0.0,7,0.0718726591760299,477
TGX-221,0.6136312217194569,0.0001809658879132,0.0,0.0,0.0,13,0.0,478
anecortave-acetate,0.6133484162895927,0.0001734306685045,0.0,0.0,0.0,7,0.0,479
S-18986,0.6130656108597284,0.0001560183224032,0.0,0.0,0.0,7,0.117378277153558,480
fluocinolone-acetonide,0.6127828054298642,0.0001367497030864,0.0,0.0,0.0,7,-0.069250936329588,481
AZD-3514,0.6124999999999999,0.0001345607074534,0.0,0.0,0.0,7,0.0611610486891385,482
thioguanine,0.6122171945701357,9.39636135690118e-05,0.0,0.0,0.0,7,0.0,483
sobetirome,0.6119343891402714,2.8818691319938382e-05,0.0,0.0,0.0,7,0.0,484
narlaprevir,0.6116515837104072,-4.796503216002938e-06,0.0,0.0,0.0,7,0.0,485
dolutegravir,0.6113687782805429,-0.000109335485414,0.0,0.0,0.0,7,0.0,486
albendazole,0.6110859728506787,-0.0001608090194426,0.0,0.0,0.0,7,-0.071067415730337,487
clofoctol,0.6108031674208144,-0.0001676693967601,0.0,0.0,0.0,7,0.0,488
diclofensine,0.6105203619909502,-0.0002539989208131,0.0,0.0,0.0,7,-0.0465730337078651,489
MLN-0128,0.6102375565610859,-0.0003040118835093,0.0,0.0,0.0,24,-0.0722471910112359,490
argatroban,0.6099547511312217,-0.0003283874744714,0.0,0.0,0.0,7,0.0,491
acipimox,0.6096719457013574,-0.0004195682498925,0.0,0.0,0.0,7,0.0,492
atovaquone,0.6093891402714932,-0.0004206742089208,0.0,0.0,0.0,7,0.0,493
eperezolid,0.6091063348416289,-0.000434877944777,0.0,0.0,0.0,7,0.0566666666666666,494
ornidazole,0.6088235294117647,-0.0004862168674487,0.0,0.0,0.0,7,-0.0623220973782771,495
benzamil,0.6085407239819004,-0.0005228292522888,0.0,0.0,0.0,7,0.0741385767790262,496
GSK-1059615,0.6082579185520361,-0.0005524054093822,0.0,0.0,0.0,28,0.0720224719101123,497
meptazinol,0.6079751131221719,-0.0005820768941244,0.0,0.0,0.0,7,0.0,498
sodium-tanshinone-ii-a-sulfonate,0.6076923076923076,-0.0005867550971364,0.0,0.0,0.0,7,0.0675093632958801,499
prednisone,0.6074095022624434,-0.0005987087064114,0.0,0.0,0.0,7,0.0,500
duloxetine,0.6071266968325791,-0.0006429935298768,0.0,0.0,0.0,7,0.0539513108614232,501
LY-2334737,0.6068438914027149,-0.0006546847100943,0.0,0.0,0.0,7,0.0,502
ebselen,0.6065610859728506,-0.0006829378587144,0.0,0.0,0.0,7,0.0,503
methylstat,0.6062782805429864,-0.0007135935124015,0.0,0.0,0.0,19,0.0,504
finasteride,0.6059954751131221,-0.0007294524222145,0.0,0.0,0.0,7,0.0,505
gliquidone,0.6057126696832579,-0.0007763395038453,0.0,0.0,0.0,7,0.0677153558052434,506
sasapyrine,0.6054298642533936,-0.0009068627033848,0.0,0.0,0.0,7,-0.0757677902621722,507
ganciclovir,0.6051470588235294,-0.000923165110259,0.0,0.0,0.0,7,0.0765730337078652,508
mibefradil,0.6048642533936651,-0.0010536666017746,0.0,0.0,0.0,7,0.0,509
lersivirine,0.6045814479638009,-0.001181604549384,0.0,0.0,0.0,7,0.0,510
CEP-37440,0.6042986425339366,-0.0012686344603817,0.0,0.0,0.0,7,0.0,511
GDC-0834,0.6040158371040724,-0.0012735363519039,0.0,0.0,0.0,7,0.0,512
amodiaquine,0.6037330316742081,-0.001380358248403,0.0,0.0,0.0,7,0.0854868913857677,513
BMS-299897,0.6034502262443439,-0.0014582282285235,0.0,0.0,0.0,7,0.0,514
golvatinib,0.6031674208144796,-0.0015369342044844,0.0,0.0,0.0,7,0.0,515
chlorpromazine,0.6028846153846154,-0.0016437241819846,0.0,0.0,0.0,7,0.0,516
birinapant,0.6026018099547511,-0.0017107807243359,0.0,0.0,0.0,7,0.098501872659176,517
piketoprofen,0.6023190045248868,-0.0017510925903188,0.0,0.0,0.0,7,0.0936142322097377,518
lesinurad,0.6020361990950226,-0.0017557362034044,0.0,0.0,0.0,7,0.0852808988764045,519
cefdinir,0.6017533936651583,-0.0018945370857774,0.0,0.0,0.0,7,0.0737453183520599,520
pentamidine,0.6014705882352941,-0.0019096774294277,0.0,0.0,0.0,7,0.051816479400749,521
riociguat,0.6011877828054298,-0.0019301679870694,0.0,0.0,0.0,7,0.0788576779026217,522
BS-181,0.6009049773755656,-0.0020965699406764,0.0,0.0,0.0,22,0.0,523
benzbromarone,0.6006221719457013,-0.0021025555421637,0.0,0.0,0.0,7,0.0,524
AZD-7687,0.6003393665158371,-0.0021243331814649,0.0,0.0,0.0,7,0.1055805243445693,525
dosulepin,0.6000565610859728,-0.0021782473584382,0.0,0.0,0.0,7,0.073876404494382,526
rilpivirine,0.5997737556561086,-0.002181203021121,0.0,0.0,0.0,7,0.0,527
WZ-7043,0.5994909502262443,-0.002256760752696,0.0,0.0,0.0,22,0.0675468164794007,528
elesclomol,0.5992081447963801,-0.0022956099717166,0.0,0.0,0.0,7,0.0,529
ostarine,0.5989253393665158,-0.0023757399068151,0.0,0.0,0.0,7,0.0585580524344569,530
MGCD-265,0.5986425339366516,-0.0024095654660248,0.0,0.0,0.0,19,0.0,531
elacridar,0.5983597285067873,-0.0024244822862548,0.0,0.0,0.0,7,0.0,532
MK-8033,0.5980769230769231,-0.0025007731132786,0.0,0.0,0.0,7,0.0670411985018726,533
KW-2449,0.5977941176470588,-0.0025416645279127,0.0,0.0,0.0,24,0.0,534
rottlerin,0.5975113122171946,-0.0025628492555209,0.0,0.0,0.0,7,0.0,535
ambrisentan,0.5972285067873303,-0.002776952590854,0.0,0.0,0.0,7,0.0,536
filgotinib,0.596945701357466,-0.0028076249799034,0.0,0.0,0.0,7,0.0,537
cyproheptadine,0.5966628959276018,-0.0028788315415315,0.0,0.0,0.0,7,0.0774906367041198,538
valproic-acid,0.5963800904977375,-0.0031092622700619,0.0,0.0,0.0,7,0.1178464419475655,539
trehalose,0.5960972850678733,-0.0031172621448352,0.0,0.0,0.0,7,-0.0596629213483146,540
benazepril,0.595814479638009,-0.0033824960510469,0.0,0.0,0.0,7,0.0480898876404494,541
rabeprazole,0.5955316742081448,-0.0035382390109977,0.0,0.0,0.0,7,0.0763295880149812,542
adenosine,0.5952488687782805,-0.0036323759076204,0.0,0.0,0.0,7,0.0928277153558052,543
cyclobenzaprine,0.5949660633484163,-0.0036367817026129,0.0,0.0,0.0,7,0.0985580524344569,544
L-690330,0.594683257918552,-0.0036899112758941,0.0,0.0,0.0,7,0.0,545
azithromycin,0.5944004524886878,-0.0037288199674917,0.0,0.0,0.0,7,0.0720224719101123,546
alectinib,0.5941176470588235,-0.0037407421219747,0.0,0.0,0.0,21,0.0829588014981273,547
topiramate,0.5938348416289593,-0.0037551660696325,0.0,0.0,0.0,7,0.0,548
tolcapone,0.593552036199095,-0.0038309329169222,0.0,0.0,0.0,7,0.0,549
olprinone,0.5932692307692308,-0.0038331022012262,0.0,0.0,0.0,7,0.1026404494382022,550
SR-2640,0.5929864253393665,-0.0038842720454043,0.0,0.0,0.0,7,-0.0501123595505618,551
amikacin,0.5927036199095023,-0.0038875428175638,0.0,0.0,0.0,7,-0.0617790262172284,552
telcagepant,0.592420814479638,-0.0038946340586489,0.0,0.0,0.0,7,0.0,553
PI-103,0.5921380090497738,-0.0039615680166119,0.0,0.0,0.0,17,0.0,554
AVN-944,0.5918552036199095,-0.0040057627762894,0.0,0.0,0.0,7,0.0,555
meglitinide,0.5915723981900453,-0.0041902374905093,0.0,0.0,0.0,7,0.0,556
penfluridol,0.591289592760181,-0.0042600597985769,0.0,0.0,0.0,7,0.0,557
fluticasone-propionate,0.5910067873303168,-0.0043367719626791,0.0,0.0,0.0,7,-0.0830337078651685,558
BMS-927711,0.5907239819004525,-0.004347315714432,0.0,0.0,0.0,7,0.0,559
betahistine,0.5904411764705882,-0.0044265559912954,0.0,0.0,0.0,7,0.0,560
PF-04447943,0.590158371040724,-0.0044685726943588,0.0,0.0,0.0,7,0.0823033707865168,561
actarit,0.5898755656108597,-0.0044941618836515,0.0,0.0,0.0,7,0.0,562
GSK-923295,0.5895927601809955,-0.0048468875701098,0.0,0.0,0.0,7,-0.0644382022471909,563
teneligliptin,0.5893099547511312,-0.0048726255185514,0.0,0.0,0.0,7,0.0,564
aliskiren,0.589027149321267,-0.0049137947957522,0.0,0.0,0.0,7,0.0,565
acecainide,0.5887443438914027,-0.0049423790652049,0.0,0.0,0.0,7,0.0,566
ritonavir,0.5884615384615385,-0.0049991801292052,0.0,0.0,0.0,7,0.0,567
dilazep,0.5881787330316742,-0.005021615007375,0.0,0.0,0.0,7,-0.0695692883895131,568
indacaterol,0.58789592760181,-0.0050417622998676,0.0,0.0,0.0,7,0.0,569
L-NAME,0.5876131221719457,-0.0051184109691039,0.0,0.0,0.0,7,-0.0723033707865168,570
lomerizine,0.5873303167420815,-0.0051301740360342,0.0,0.0,0.0,7,-0.0584082397003745,571
dimethyl-fumarate,0.5870475113122172,-0.0052343361852342,0.0,0.0,0.0,7,0.0,572
levetiracetam,0.586764705882353,-0.0052444681725551,0.0,0.0,0.0,7,0.0,573
CL-218872,0.5864819004524887,-0.0053449998719623,0.0,0.0,0.0,7,0.0758988764044944,574
lisinopril,0.5861990950226245,-0.005480476047523,0.0,0.0,0.0,7,0.0505617977528089,575
delanzomib,0.5859162895927602,-0.0055092889808033,0.0,0.0,0.0,7,0.0814606741573034,576
norfloxacin,0.585633484162896,-0.0056533753511941,0.0,0.0,0.0,7,0.0854494382022471,577
LY-2886721,0.5853506787330317,-0.005664818207505,0.0,0.0,0.0,7,0.0,578
torasemide,0.5850678733031675,-0.0056986857999312,0.0,0.0,0.0,7,0.0891385767790262,579
dexniguldipine,0.5847850678733032,-0.0057401740351662,0.0,0.0,0.0,7,0.0,580
epirizole,0.584502262443439,-0.0057911555113582,0.0,0.0,0.0,7,0.0,581
voriconazole,0.5842194570135746,-0.0058117725146934,0.0,0.0,0.0,7,0.1055430711610486,582
lonafarnib,0.5839366515837103,-0.006067384753309,0.0,0.0,0.0,7,-0.0900187265917603,583
