drug,trace_score,trace_rank
clindamycin,-0.0556371175127739,1503
ZD-7288,-0.055674544964835,1504
triptolide,-0.055737982466670506,1505
AGP-103,-0.05584051323256371,1506
flumazenil,-0.05585878143521936,1507
seocalcitol,-0.05604225311539633,1508
flutamide,-0.05607944201261226,1509
cevimeline,-0.056151979063674765,1510
phenazone,-0.05616552227778149,1511
rimantadine,-0.05640226784900479,1512
resorcinol,-0.05644560215473295,1513
ALW-II-38-3,-0.05645365865479851,1514
levocetirizine,-0.056493946004103714,1515
dantrolene,-0.056579195258092116,1516
oxymetazoline,-0.056795549604748585,1517
risperidone,-0.056796155646540086,1518
linagliptin,-0.056796754694672026,1519
CPI-1189,-0.05684690097675321,1520
levonorgestrel,-0.0569338198507485,1521
voglibose,-0.05704116580579726,1522
methimazole,-0.05712133508529733,1523
rupatadine,-0.057184434966254374,1524
ondansetron,-0.057340622964491085,1525
nimodipine,-0.05735626964385607,1526
AMD-11070,-0.05739956489326457,1527
etanidazole,-0.057414701658986766,1528
omeprazole,-0.05742915666615084,1529
fentiazac,-0.05752649983211017,1530
fludarabine-phosphate,-0.05752998934858834,1531
forskolin,-0.057614849032287266,1532
alprostadil,-0.0577103306398399,1533
barasertib-HQPA,-0.05774339636268816,1534
AZD-1480,-0.058030188102532465,1535
amonafide,-0.058075966112973054,1536
IOX2,-0.058085316576540244,1537
goserelin-acetate,-0.05810068118669998,1538
GW-843682X,-0.05811265226619397,1539
lupanine,-0.05823007266912686,1540
tiagabine,-0.058237100932458034,1541
regorafenib,-0.058451788925664584,1542
phorbol-myristate-acetate,-0.05850126185205091,1543
josamycin,-0.0585737998147564,1544
tiludronate,-0.058596919477681274,1545
medrysone,-0.05866140543691868,1546
agomelatine,-0.0587150100781419,1547
buspirone,-0.058770026526282555,1548
trientine,-0.05890321286309613,1549
thioctic-acid,-0.05914643574584904,1550
E-2012,-0.05921088313224028,1551
triclabendazole,-0.05931955762843197,1552
naftifine,-0.05941131376825065,1553
azathioprine,-0.0594801636730114,1554
trimipramine,-0.0595052650521598,1555
A-769662,-0.0599364403663718,1556
merimepodib,-0.059962473723394936,1557
azelaic-acid,-0.06006844456773356,1558
SB-216763,-0.060093970082926176,1559
ZM-447439,-0.060120848945873814,1560
colforsin-daproate,-0.060371371786704105,1561
amtolmetin-guacil,-0.06041055578286878,1562
MD-920,-0.06088159471507585,1563
CHIR-99021,-0.06097847013396846,1564
bindarit,-0.061048464485326775,1565
isoconazole,-0.061093202128961396,1566
CGP-60474,-0.06136850396446138,1567
latanoprost,-0.06139801703990879,1568
otamixaban,-0.061414376371680575,1569
AZD-2014,-0.06144811328465067,1570
nateglinide,-0.06151889447494057,1571
batimastat,-0.061551739692443104,1572
pazopanib,-0.06160353111843072,1573
everolimus,-0.0617172949651881,1574
danazol,-0.06186634437727714,1575
bosentan,-0.0618728429447731,1576
tirasemtiv,-0.06194376794568196,1577
dehydroepiandrosterone,-0.061970766379463846,1578
cholic-acid,-0.06200234708359082,1579
tadalafil,-0.06210106867663041,1580
talazoparib,-0.062156781638353864,1581
PA-824,-0.062349933706579166,1582
oxaprozin,-0.0623573117170754,1583
milnacipran,-0.062431445800153945,1584
aminoglutethimide,-0.06243430272771443,1585
levcromakalim,-0.06244957730353186,1586
vidarabine,-0.06245224796858855,1587
OSI-027,-0.06265027968495689,1588
AZD-1208,-0.06272345360056124,1589
ritodrine,-0.06286883370845962,1590
imiloxan,-0.06294154294614634,1591
GW-842166,-0.06307133003926056,1592
ALX-5407,-0.0631218175828909,1593
KIN001-242,-0.06315695448590972,1594
bifonazole,-0.0633118543935287,1595
norethindrone,-0.06333195618994275,1596
rotigotine,-0.06352727125316208,1597
dihydroergotamine,-0.06354939505414639,1598
liranaftate,-0.06360027368356083,1599
fluorouracil,-0.06366136443837274,1600
dolasetron,-0.0637148264101455,1601
ischemin,-0.06380985593563189,1602
nilotinib,-0.06386858467581737,1603
baicalin,-0.06392633742985719,1604
ICI-192605,-0.06396942311473482,1605
celastrol,-0.06401713801097025,1606
bambuterol,-0.06421421989489376,1607
AZ-20,-0.06421588261012585,1608
tramiprosate,-0.06428725615621662,1609
carbachol,-0.06430250039516068,1610
terbinafine,-0.06436633917595322,1611
NU-7026,-0.06475991953719507,1612
meclizine,-0.06521620598989394,1613
BX-912,-0.06532548222418244,1614
ibutamoren,-0.06535373190319357,1615
BMS-387032,-0.06553261638115336,1616
relcovaptan,-0.06567811102030212,1617
abiraterone-acetate,-0.0657827755957783,1618
CGS-20625,-0.06585132083655564,1619
barasertib,-0.06589411008916958,1620
atrasentan,-0.06595907320154511,1621
blonanserin,-0.06596019968799553,1622
omecamtiv-mecarbil,-0.06602006996212821,1623
OTS-167,-0.06610944619940474,1624
topiroxostat,-0.06611232256642671,1625
dazoxiben,-0.06612564887422004,1626
chlorphenamine,-0.0662325723912596,1627
roxithromycin,-0.06637804074540074,1628
tiabendazole,-0.06651122517612275,1629
hypericin,-0.06671152838965533,1630
methylprednisolone,-0.06673908446483771,1631
dexamethasone-acetate,-0.06722451640819581,1632
pentoxifylline,-0.06730735986510787,1633
pinaverium,-0.06740826556680314,1634
atomoxetine,-0.06782503568327349,1635
nitrendipine,-0.06793023019182791,1636
fenoterol,-0.06816559661943411,1637
diclofenac,-0.06866151340809874,1638
noscapine,-0.06868089116632575,1639
canagliflozin,-0.06875979950775764,1640
norgestrel,-0.0689579084596157,1641
clarithromycin,-0.06899746808553663,1642
JQ1-(-),-0.06927679202145304,1643
manumycin-a,-0.06946467431055445,1644
clinafloxacin,-0.06952957058716674,1645
cytisine,-0.06957411632685453,1646
bicalutamide,-0.06958600967509468,1647
epigallocatechin-gallate-(-),-0.06973550577407699,1648
acyclovir,-0.07029175499773534,1649
cromoglicic-acid,-0.07032130399348502,1650
HC-030031,-0.07037424979133122,1651
temsirolimus,-0.07079635562168586,1652
reserpine,-0.07087024820264351,1653
urapidil,-0.07114443385325145,1654
Z160,-0.07160771167152362,1655
tranylcypromine,-0.07163820163952359,1656
ZD-7114,-0.07169743293044796,1657
ZK-200775,-0.07176633189457186,1658
droperidol,-0.07221945785413028,1659
basimglurant,-0.0723146465555267,1660
maxacalcitol,-0.0723823208882051,1661
edoxudine,-0.07244400517455968,1662
senicapoc,-0.07245911270011177,1663
pranlukast,-0.07260887264593058,1664
CTB,-0.07264391609781584,1665
mepazine,-0.0729267807572841,1666
ingenol-mebutate,-0.07301329923805674,1667
sirolimus,-0.07312653175576725,1668
adapalene,-0.07329613543749522,1669
phensuximide,-0.07352582495079306,1670
TAK-875,-0.07364819275088387,1671
2-iminobiotin,-0.07385568889002296,1672
losmapimod,-0.07408547230912421,1673
artesunate,-0.07416277529885419,1674
anacardic-acid,-0.07417113362502632,1675
AT-7519,-0.07428047248802833,1676
PRX-08066,-0.07430979558179611,1677
GW-5074,-0.07520207700856059,1678
deforolimus,-0.07531976328938361,1679
GSK-3-inhibitor-II,-0.07544879099690333,1680
hydroflumethiazide,-0.0755597997020519,1681
doxepin,-0.07568635336674596,1682
BTS-54505,-0.07576546713609464,1683
linopirdine,-0.07600403334787374,1684
garcinol,-0.07620228917696938,1685
CYT387,-0.07625642389615414,1686
resveratrol,-0.07643011536597052,1687
etoricoxib,-0.07650410349356393,1688
masitinib,-0.07653357242763083,1689
sorafenib,-0.07660672317644349,1690
erythromycin-ethylsuccinate,-0.07679334352665829,1691
glasdegib,-0.0773618186737497,1692
leflunomide,-0.0775222441971931,1693
SAR-245409,-0.0777516612822752,1694
benzthiazide,-0.07793264791113916,1695
JNK-9L,-0.07806645179358865,1696
genistein,-0.07811238820584189,1697
flutrimazole,-0.0781696160925482,1698
vinpocetine,-0.07819508794848129,1699
citalopram,-0.07850436264788958,1700
alpelisib,-0.07853515118866576,1701
ALW-II-49-7,-0.078951913181367,1702
pirenoxine,-0.07933787113062053,1703
triclosan,-0.07985497568026094,1704
trapidil,-0.08006189312057158,1705
rebastinib,-0.08044115559265233,1706
doxycycline,-0.0807704010810032,1707
GSK-J1,-0.08095828626531863,1708
fostamatinib,-0.08151062685688944,1709
SB-705498,-0.08179082186645072,1710
THZ-2-98-01,-0.08245561949421104,1711
brivanib,-0.0825928576517562,1712
apremilast,-0.0826082465560053,1713
fasudil,-0.08279171033713086,1714
primidone,-0.08286295297088582,1715
RGFP-966,-0.08302817692630937,1716
palmitoylethanolamide,-0.08345157459568292,1717
gemcitabine,-0.08347547763908651,1718
CX-5461,-0.08455177477640183,1719
propentofylline,-0.08459733273039806,1720
LY-2801653,-0.08534040593008044,1721
halcinonide,-0.08622202373178227,1722
tacedinaline,-0.08660318735794659,1723
tedizolid,-0.08669150350645526,1724
pimobendan,-0.08670800506195211,1725
reparixin,-0.08678614117719395,1726
AZD-5438,-0.08689338729731143,1727
tomelukast,-0.08703818847552984,1728
venlafaxine,-0.08726883688826621,1729
REV-5901,-0.08749708720427783,1730
oseltamivir-carboxylate,-0.08774849609877666,1731
MC1568,-0.08896178156031188,1732
vismodegib,-0.0894443338694543,1733
GNF-2,-0.09007568798939863,1734
norethisterone,-0.09014464951567647,1735
OSI-930,-0.09049842217491677,1736
DU-728,-0.09052782846498081,1737
enalapril,-0.09113411334051993,1738
almitrine,-0.09172860112044791,1739
dacarbazine,-0.09398178887527497,1740
odanacatib,-0.09432024588799377,1741
ibudilast,-0.09635981449550093,1742
veliparib,-0.09661517048822987,1743
cefozopran,-0.0966954075930961,1744
UNC-1215,-0.09740151282424199,1745
doramapimod,-0.09811198241374454,1746
CP-466722,-0.09862159696086009,1747
ABT-737,-0.09881007305928871,1748
tanaproget,-0.09881592737244468,1749
radezolid,-0.09988923374825293,1750
PIK-93,-0.10105378483763844,1751
pyrazolanthrone,-0.10389126996218974,1752
quinidine,-0.10434967755616083,1753
roscovitine,-0.1056336629148391,1754
verteporfin,-0.1067937981972766,1755
olaparib,-0.10769185821169863,1756
diethylstilbestrol,-0.10783351492681284,1757
mecamylamine,-0.10906102288247067,1758
linifanib,-0.11188882263307323,1759
rucaparib,-0.11559218833201523,1760
guanaben-acetate,-0.11583672725844898,1761
tivozanib,-0.11704038451032053,1762
clenbuterol,-0.11840269470050664,1763
SAR-245408,-0.12135957891034681,1764
vemurafenib,-0.1233625878332859,1765
PLX-4720,-0.1238800753851718,1766
isosorbide-mononitrate,-0.12907246680287343,1767
PHA-767491,-0.1827123198148023,1768
