,trace_score,baseline_score,sig_reproducibility,n_cell_lines,genetic_support,pathway_concordance,n_targets
rifabutin,-0.0350581895921247,0.0,0.0,7,0.0,0.0,
retapamulin,-0.0251446136716039,0.0,0.0,7,0.0,0.0,
AZ-628,0.0187093381445363,0.0,0.0,24,0.0,0.0,
RG-2833,-0.0201717022463847,0.0,0.0,7,0.0,0.0,
triptolide,-0.0557379824666705,0.0,0.0,7,0.0,0.0,
resminostat,-0.0203744715829229,0.0,0.0,7,0.0,0.0,
RHO-kinase-inhibitor-III[rockout],-0.0344183389891537,0.0,0.0,7,0.0,0.0,
rimonabant,0.0169838857879551,0.0,0.0,7,0.0,0.0,
ripasudil,-0.0308457925087964,0.0,0.0,7,0.0,0.0,
PK-11195,0.0441432274863732,0.0,0.0,7,0.0,0.0,0.0
ritonavir,-0.0049991801292052,0.0,0.0,7,0.0,0.0,
PF-03084014,0.0138126733976774,0.0,0.0,7,0.0,0.0,
AZD-1981,0.0197783625786669,0.0,0.0,7,0.0,0.0,
PF-03758309,0.0187213175328279,0.0,0.0,21,0.0,0.0,
PF-03814735,-0.0244918201800264,0.0,0.0,7,0.0,0.0,
ropinirole,0.0010464484914526,0.0,0.0,7,0.0,0.0,
PF-04457845,-0.0132337180606165,0.0,0.0,7,0.0,0.0,
PF-04620110,0.0222492063763728,0.0,0.0,7,0.0,0.0,
RS-127445,-0.0303629420981278,0.0,0.0,7,0.0,0.0,
PF-431396,-0.0357876293753859,0.0,0.0,13,0.0,0.0,
roflumilast,-0.0432942338934753,0.0,0.0,7,0.0,0.0,
PF-573228,0.0377638621530975,0.0,0.0,19,0.0,0.0,0.0
PFI-1,0.0412008012436505,0.0,0.0,19,0.0,0.0,0.0
PH-797804,-0.0415488276142314,0.0,0.0,7,0.0,0.0,
PHA-665752,-0.0102965667272561,0.0,0.0,13,0.0,0.0,
PHA-793887,-0.0261904746582486,0.0,0.0,17,0.0,0.0,
PI-103,-0.0039615680166119,0.0,0.0,17,0.0,0.0,
PF-477736,-0.0375589306824678,0.0,0.0,13,0.0,0.0,
resatorvid,0.0051342280125701,0.0,0.0,7,0.0,0.0,
relcovaptan,-0.0656781110203021,0.0,0.0,7,0.0,0.0,
refametinib,0.0282387059496049,0.0,0.0,7,0.0,0.0,0.0
AT-9283,0.0089154859961519,0.0,0.0,7,0.0,0.0,
SR-33805,0.0239987063376178,0.0,0.0,7,0.0,0.0,0.0
SR-57227A,0.0170531222697291,0.0,0.0,7,0.0,0.0,
quizartinib,-0.0324708548194898,0.0,0.0,24,0.0,0.0,
quinapril,0.0123595189565112,0.0,0.0,7,0.0,0.0,
pyrazinoylguanidine,-0.0127952398556393,0.0,0.0,7,0.0,0.0,
protriptyline,0.0136867224114887,0.0,0.0,7,0.0,0.0,
TAS-103,-0.0355631971506404,0.0,0.0,7,0.0,0.0,
zebularine,-0.0126392570240739,0.0,0.0,5,0.0,0.0,
propranolol,-0.0358273145289402,0.0,0.0,7,0.0,0.0,
TGX-221,0.0001809658879132,0.0,0.0,13,0.0,0.0,
ulipristal,0.0406407019855174,0.0,0.0,7,0.0,0.0,0.0
proguanil,0.0102756278496013,0.0,0.0,7,0.0,0.0,
TPCA-1,-0.0156929358643002,0.0,0.0,22,0.0,0.0,
progesterone,-0.0128008291913617,0.0,0.0,7,0.0,0.0,
SN-38,-0.0172790950494252,0.0,0.0,7,0.0,0.0,
UNC-0321,-0.0431538735207627,0.0,0.0,5,0.0,0.0,
racecadotril,0.0133102935325117,0.0,0.0,7,0.0,0.0,
SEP-227900,0.0020164032655406,0.0,0.0,7,0.0,0.0,
rebastinib,-0.0804411555926523,0.0,0.0,22,0.0,0.0,
ranolazine,-0.0203906891587362,0.0,0.0,7,0.0,0.0,
ranitidine,0.018869745600198,0.0,0.0,7,0.0,0.0,
ramipril,-0.0283456616093158,0.0,0.0,7,0.0,0.0,
AVN-944,-0.0040057627762894,0.0,0.0,7,0.0,0.0,
SB-271046,-0.0084358295577141,0.0,0.0,7,0.0,0.0,
SB-525334,0.0474370086007589,0.0,0.0,22,0.0,0.0,0.0
SGI-1776,-0.0064717722604925,0.0,0.0,24,0.0,0.0,
tyrphostin-AG-112,-0.0213382976838976,0.0,0.0,7,0.0,0.0,
raltegravir,-0.0318164745734256,0.0,0.0,7,0.0,0.0,
SB-756050,-0.0133474309183224,0.0,0.0,7,0.0,0.0,
SB-939,0.0388896013149444,0.0,0.0,21,0.0,0.0,0.0
AV-412,0.017494874186552,0.0,0.0,7,0.0,0.0,
ubenimex,0.024808828054783,0.0,0.0,7,0.0,0.0,0.0
SC-12267,-0.0406026048662449,0.0,0.0,7,0.0,0.0,
raloxifene,0.0263176100464168,0.0,0.0,7,0.0,0.0,0.0
3-amino-benzamide,0.0201897854073093,0.0,0.0,7,0.0,0.0,
tracazolate,0.0392311088623537,0.0,0.0,7,0.0,0.0,0.0
benazepril,-0.0033824960510469,0.0480898876404494,0.0,7,0.0,0.0,
lisinopril,-0.005480476047523,0.0505617977528089,0.0,7,0.0,0.0,
hydroxyurea,-0.0383118073865705,0.0517041198501872,0.0,7,0.0,0.0,
enoxolone,-0.0068480994401847,0.0517790262172284,0.0,7,0.0,0.0,
pentamidine,-0.0019096774294277,0.051816479400749,0.0,7,0.0,0.0,
carbamazepine,-0.0234682046111543,0.0520786516853932,0.0,7,0.0,0.0,
umeclidinium,0.0105972484552044,0.0521161048689138,0.0,7,0.0,0.0,
XBD-173,-0.0095137206746022,0.0521161048689138,0.0,7,0.0,0.0,
anandamide,0.0354683171977326,0.0535205992509363,0.0,7,0.0,0.0,0.0
gliclazide,-0.0176324615742087,0.0535205992509363,0.0,7,0.0,0.0,
homoharringtonine,-0.0382174577695882,0.0536329588014981,0.0,7,0.0,0.0,
SB-242235,-0.0211129988430426,0.0538389513108614,0.0,7,0.0,0.0,
etazolate,0.0093223134227041,0.0539325842696629,0.0,7,0.0,0.0,
duloxetine,-0.0006429935298768,0.0539513108614232,0.0,7,0.0,0.0,
ampalex,-0.0213234180867281,0.0545692883895131,0.0,7,0.0,0.0,
dipraglurant,-0.0291406456216156,0.0547752808988764,0.0,7,0.0,0.0,
lacitol,-0.0149258298761285,0.0549812734082397,0.0,7,0.0,0.0,
irbesartan,-0.018945936803193,0.0551498127340823,0.0,7,0.0,0.0,
HG-5-88-01,-0.0240480831252768,0.0554307116104868,0.0,15,0.0,0.0,
etofylline-clofibrate,0.0096790897865461,0.0557303370786516,0.0,7,0.0,0.0,
ASC-J9,-0.0185882955665667,0.05625468164794,0.0,7,0.0,0.0,
TH-302,0.0042164910460357,0.0563108614232209,0.0,7,0.0,0.0,
eperezolid,-0.000434877944777,0.0566666666666666,0.0,7,0.0,0.0,
MK-5108,-0.0097176900005811,0.0574344569288389,0.0,7,0.0,0.0,
voxtalisib,-0.0201306698454088,0.0579962546816479,0.0,7,0.0,0.0,
betulinic-acid,-0.0131676083801316,0.0583520599250936,0.0,7,0.0,0.0,
histamine,0.0097349676961134,0.0583895131086142,0.0,7,0.0,0.0,
ostarine,-0.0023757399068151,0.0585580524344569,0.0,7,0.0,0.0,
NU-7441,0.0260161473693273,0.058820224719101,0.0,13,0.0,0.0,0.0
valdecoxib,0.0551455752845994,0.0591760299625467,0.0,7,0.0,0.0,1.0
naringenin,-0.0342322144612755,0.0593258426966292,0.0,7,0.0,0.0,
indoprofen,-0.0448472312064312,0.0593445692883895,0.0,7,0.0,0.0,
atracurium,-0.0403765424212538,0.0597191011235954,0.0,7,0.0,0.0,
meloxicam,-0.0307513638739337,0.0599812734082396,0.0,7,0.0,0.0,
oxiconazole,-0.0306705566211311,0.06,0.0,7,0.0,0.0,
amfepramone,-0.027447438342668,0.0601123595505618,0.0,7,0.0,0.0,
ZK-93423,-0.0202223722553971,0.0603932584269662,0.0,7,0.0,0.0,
AZD-3514,0.0001345607074534,0.0611610486891385,0.0,7,0.0,0.0,
disulfiram,-0.0429251248823317,0.0613483146067415,0.0,7,0.0,0.0,
DPCPX,0.01146111984926,0.0615917602996254,0.0,7,0.0,0.0,
donepezil,-0.01282919713446,0.0617041198501872,0.0,7,0.0,0.0,
cordycepin,0.0392744020525639,0.0622471910112359,0.0,7,0.0,0.0,0.0
WYE-125132,-0.031612797670634,0.062378277153558,0.0,15,0.0,0.0,
praziquantel,0.0308660781834888,0.0623970037453183,0.0,7,0.0,0.0,0.0
bruceantin,0.0097519190050567,0.0625280898876404,0.0,7,0.0,0.0,
talinolol,-0.0141036888187068,0.0627153558052434,0.0,7,0.0,0.0,
trilostane,0.0067381911670199,0.0627715355805243,0.0,7,0.0,0.0,
estradiol,-0.0277627734909657,0.0628089887640449,0.0,7,0.0,0.0,
elvitegravir,0.0013426436643549,0.062940074906367,0.0,7,0.0,0.0,
timofibrate,0.0098022729625942,0.0629962546816479,0.0,7,0.0,0.0,
rimexolone,-0.0550069265511654,0.0631647940074906,0.0,7,0.0,0.0,
desoxypeganine,0.0165752437073008,0.0634269662921348,0.0,7,0.0,0.0,
thiothixene,-0.0271783426284773,0.0638951310861423,0.0,7,0.0,0.0,
A-443654,-0.0116378010313776,0.0638951310861423,0.0,15,0.0,0.0,
sumatriptan,-0.0386936363225437,0.0644569288389513,0.0,7,0.0,0.0,
closantel,-0.0090033953958841,0.0644756554307116,0.0,7,0.0,0.0,
mepyramine,-0.0219339116974122,0.0644943820224719,0.0,7,0.0,0.0,
dinoprost,-0.0256477828224347,0.0647565543071161,0.0,7,0.0,0.0,
bazedoxifene,0.0174140515527349,0.0649063670411984,0.0,7,0.0,0.0,
ramelteon,-0.0079442641209824,0.0649999999999999,0.0,7,0.0,0.0,
metoclopramide,-0.0104102059500592,0.065,0.0,7,0.0,0.0,
etomoxir,-0.0115049201727035,0.0652059925093632,0.0,7,0.0,0.0,
yohimbine,0.0026107830537069,0.0652996254681648,0.0,7,0.0,0.0,
ABT-724,0.0058235515066414,0.0653370786516853,0.0,7,0.0,0.0,
cisapride,-0.0068950660674278,0.0654494382022472,0.0,7,0.0,0.0,
estramustine-phosphate,-0.0262155520563077,0.0655617977528089,0.0,7,0.0,0.0,
sorbinil,-0.0141752296774219,0.0658052434456928,0.0,7,0.0,0.0,
tolperisone,0.0004992643566648,0.0659925093632959,0.0,7,0.0,0.0,
zaleplon,-0.0121626688146961,0.066067415730337,0.0,7,0.0,0.0,
ipratropium,-0.0093957086946571,0.0663295880149812,0.0,7,0.0,0.0,
metolazone,-0.0258833391319571,0.0663295880149812,0.0,7,0.0,0.0,
celecoxib,0.0196296244167052,0.0663295880149812,0.0,7,0.0,0.0,
lenvatinib,-0.0078473423594234,0.066441947565543,0.0,7,0.0,0.0,
SB-683698,-0.0516193814728239,0.0664794007490636,0.0,7,0.0,0.0,
halcinonide,-0.0862220237317822,0.0669850187265917,0.0,7,0.0,0.0,
asenapine,-0.0140983915754153,0.067003745318352,0.0,7,0.0,0.0,
FK-866,0.012832964533616,0.0670411985018726,0.0,7,0.0,0.0,
MK-8033,-0.0025007731132786,0.0670411985018726,0.0,7,0.0,0.0,
pomalidomide,-0.0167446792143719,0.0671161048689138,0.0,7,0.0,0.0,
tolimidone,-0.0314360069791667,0.0671161048689138,0.0,7,0.0,0.0,
sulfasalazine,-0.0280213968659586,0.0673595505617977,0.0,7,0.0,0.0,
amiprilose,-0.0149755445810205,0.0673782771535579,0.0,7,0.0,0.0,
sodium-tanshinone-ii-a-sulfonate,-0.0005867550971364,0.0675093632958801,0.0,7,0.0,0.0,
WZ-7043,-0.002256760752696,0.0675468164794007,0.0,22,0.0,0.0,
gliquidone,-0.0007763395038453,0.0677153558052434,0.0,7,0.0,0.0,
TG-100115,-0.0208967510257241,0.0677340823970037,0.0,7,0.0,0.0,
furosemide,-0.0253990320169564,0.0679588014981273,0.0,7,0.0,0.0,
AMG-517,-0.0157482980302542,0.0679775280898876,0.0,7,0.0,0.0,
norgestrel,-0.0689579084596157,0.0680711610486891,0.0,7,0.0,0.0,
equol,-0.0440805078005494,0.0680898876404494,0.0,7,0.0,0.0,
escitalopram,-0.0283991003999749,0.0680898876404494,0.0,7,0.0,0.0,
anidulafungin,-0.0167578467250082,0.0681647940074906,0.0,7,0.0,0.0,
tamoxifen,-0.0156844338499997,0.0684644194756554,0.0,7,0.0,0.0,
ethylenediaminetetraacetic-acid,-0.0204544100580146,0.068501872659176,0.0,7,0.0,0.0,
diphenidol,0.0163066566033335,0.068501872659176,0.0,7,0.0,0.0,
tetracaine,-0.0272768177469122,0.0686516853932584,0.0,7,0.0,0.0,
lobenzarit,-0.024806256218729,0.0687453183520599,0.0,7,0.0,0.0,
DMP-777,-0.0293637499511143,0.0689325842696629,0.0,7,0.0,0.0,
bendamustine,-0.0291786556904248,0.0690823970037453,0.0,7,0.0,0.0,
epinephrine,-0.0275347849537891,0.0691385767790261,0.0,7,0.0,0.0,
telatinib,-0.0375596283670605,0.0691573033707864,0.0,7,0.0,0.0,
VT-464,-0.0218648278322173,0.0695505617977528,0.0,7,0.0,0.0,
zosuquidar,-0.0335949019320793,0.0696441947565543,0.0,7,0.0,0.0,
berberine,-0.0113151911533069,0.0697565543071161,0.0,7,0.0,0.0,
tolazamide,-0.0063488500898914,0.0698876404494381,0.0,7,0.0,0.0,
piperidolate,-0.0285719627845683,0.0700187265917602,0.0,7,0.0,0.0,
quinine,-0.0306295492170621,0.0700749063670412,0.0,7,0.0,0.0,
arofylline,-0.0154412977421208,0.0701685393258427,0.0,7,0.0,0.0,
olmesartan-medoxomil,-0.0251877963927752,0.0702808988764044,0.0,7,0.0,0.0,
serdemetan,-0.0377157233930387,0.0702808988764045,0.0,19,0.0,0.0,
dimesna,-0.0126430610840506,0.0703745318352059,0.0,7,0.0,0.0,
fenoldopam,-0.0273200130353116,0.0707490636704119,0.0,7,0.0,0.0,
econazole,-0.0340974888532734,0.070880149812734,0.0,7,0.0,0.0,
AMG-837,-0.0347940471583077,0.070880149812734,0.0,7,0.0,0.0,
rivaroxaban,-0.0267358703846147,0.0708988764044943,0.0,7,0.0,0.0,
GDC-0068,-0.0148419841346863,0.0708988764044943,0.0,24,0.0,0.0,
withaferin-a,-0.0283106820572958,0.0709363295880149,0.0,15,0.0,0.0,
zofenopril-calcium,-0.0342065149429626,0.0709550561797753,0.0,7,0.0,0.0,
CNQX,-0.0217563369626896,0.0710299625468164,0.0,7,0.0,0.0,
tetrindole,-0.0471077131553053,0.071067415730337,0.0,7,0.0,0.0,
medetomidine,-0.0230982917558471,0.071067415730337,0.0,7,0.0,0.0,
carbimazole,-0.0543297959561191,0.0711048689138577,0.0,7,0.0,0.0,
telmesteine,0.0092856418592928,0.071441947565543,0.0,7,0.0,0.0,
acetylcysteine,0.0002484799960887,0.0715168539325843,0.0,7,0.0,0.0,
propafenone,0.0130946954811413,0.071629213483146,0.0,7,0.0,0.0,
ethinyl-estradiol,-0.0192306674225602,0.0718352059925094,0.0,7,0.0,0.0,
sparfloxacin,0.0002394734010977,0.0718726591760299,0.0,7,0.0,0.0,
bopindolol,0.0109332859489819,0.0718913857677902,0.0,7,0.0,0.0,
nicardipine,-0.0369801598116646,0.072003745318352,0.0,7,0.0,0.0,
azithromycin,-0.0037288199674917,0.0720224719101123,0.0,7,0.0,0.0,
GSK-1059615,-0.0005524054093822,0.0720224719101123,0.0,28,0.0,0.0,
chrysin,-0.0394094779812829,0.0721348314606741,0.0,7,0.0,0.0,
PS-178990,-0.0072792413291222,0.0721535580524344,0.0,7,0.0,0.0,
brivudine,0.0179648072774977,0.0722846441947565,0.0,7,0.0,0.0,
tizanidine,-0.014551301418313,0.0723970037453183,0.0,7,0.0,0.0,
dasabuvir,-0.0350168759261726,0.0724157303370786,0.0,7,0.0,0.0,
regadenoson,-0.053881360953088,0.0724906367041199,0.0,7,0.0,0.0,
phenformin,-0.0102549067165204,0.072565543071161,0.0,7,0.0,0.0,
gemfibrozil,-0.031971451115048,0.072565543071161,0.0,7,0.0,0.0,
isoniazid,-0.0156679284112996,0.0726217228464419,0.0,7,0.0,0.0,
ATN-161,-0.0102283710727585,0.0728651685393258,0.0,7,0.0,0.0,
fluconazole,0.0099067999777188,0.0730149812734082,0.0,7,0.0,0.0,
andrographolide,-0.0162530259774524,0.0730711610486891,0.0,7,0.0,0.0,
cabozantinib,-0.0103707176014338,0.0733333333333333,0.0,24,0.0,0.0,
oxybuprocaine,-0.0063627276822876,0.0733520599250936,0.0,7,0.0,0.0,
FPL-62064,-0.0395882657189116,0.073501872659176,0.0,7,0.0,0.0,
"3,3'-diindolylmethane",-0.039187592474707,0.0735393258426966,0.0,7,0.0,0.0,
ALW-II-49-7,-0.078951913181367,0.0737453183520599,0.0,22,0.0,0.0,
cefdinir,-0.0018945370857774,0.0737453183520599,0.0,7,0.0,0.0,
dosulepin,-0.0021782473584382,0.073876404494382,0.0,7,0.0,0.0,
butaclamol,-0.0230157854315569,0.073876404494382,0.0,7,0.0,0.0,
GSK-2636771,0.0027233455216834,0.0739513108614232,0.0,7,0.0,0.0,
theobromine,-0.037585206126687,0.0740074906367041,0.0,7,0.0,0.0,
firategrast,-0.044247641909047,0.0740262172284644,0.0,7,0.0,0.0,
benzamil,-0.0005228292522888,0.0741385767790262,0.0,7,0.0,0.0,
phentolamine,-0.03713589359958,0.0742134831460674,0.0,7,0.0,0.0,
glycitein,-0.0193364557275514,0.0743820224719101,0.0,7,0.0,0.0,
BMS-345541,-0.0362646377204258,0.0743820224719101,0.0,16,0.0,0.0,
etoricoxib,-0.0765041034935639,0.0743820224719101,0.0,7,0.0,0.0,
naphazoline,-0.053048771128592,0.0743820224719101,0.0,7,0.0,0.0,
paroxetine,0.0166304906023743,0.0746816479400749,0.0,7,0.0,0.0,
BIX-01294,0.0196674624750683,0.0747191011235955,0.0,19,0.0,0.0,
SR-27897,-0.040483612841957,0.0747752808988763,0.0,7,0.0,0.0,
rebamipide,-0.0326492041153214,0.0748314606741572,0.0,7,0.0,0.0,
telbivudine,-0.0335834022809024,0.0750561797752809,0.0,7,0.0,0.0,
erteberel,-0.0108859400870604,0.0751123595505618,0.0,7,0.0,0.0,
nefopam,-0.0485485070682064,0.0752434456928839,0.0,7,0.0,0.0,
famotidine,-0.0238025327973278,0.0753183520599251,0.0,7,0.0,0.0,
tyrphostin-AG-1478,0.002024266583465,0.0753932584269663,0.0,22,0.0,0.0,
mepivacaine,-0.0256717667256159,0.0754307116104868,0.0,7,0.0,0.0,
indobufen,-0.0243819472158072,0.0754681647940074,0.0,7,0.0,0.0,
letermovir,-0.0458685581948066,0.0755430711610486,0.0,7,0.0,0.0,
fluphenazine,-0.0131743710092464,0.0756367041198501,0.0,7,0.0,0.0,
MDL-73005EF,-0.0325101559048718,0.0758052434456928,0.0,7,0.0,0.0,
forskolin,-0.0576148490322872,0.0758052434456929,0.0,7,0.0,0.0,
YM-976,-0.0220217472792175,0.0758052434456929,0.0,7,0.0,0.0,
aclidinium,-0.0350915708427896,0.0758239700374531,0.0,7,0.0,0.0,
galeterone,0.0015376065517639,0.0758988764044943,0.0,7,0.0,0.0,
CL-218872,-0.0053449998719623,0.0758988764044944,0.0,7,0.0,0.0,
MK-3207,0.0015428664927227,0.0760861423220973,0.0,7,0.0,0.0,
losmapimod,-0.0740854723091242,0.0760861423220974,0.0,8,0.0,0.0,
LY-2811376,-0.0318140418456038,0.0761048689138576,0.0,7,0.0,0.0,
nevirapine,-0.0317185392836296,0.076123595505618,0.0,7,0.0,0.0,
niguldipine,-0.0358711564732631,0.0761610486891385,0.0,7,0.0,0.0,
bretazenil,-0.040229857963694,0.0761985018726591,0.0,7,0.0,0.0,
enoxacin,-0.0132608354252323,0.0762734082397003,0.0,7,0.0,0.0,
granisetron,-0.0493136080885216,0.0762921348314606,0.0,7,0.0,0.0,
rabeprazole,-0.0035382390109977,0.0763295880149812,0.0,7,0.0,0.0,
ixazomib-citrate,0.0040712876859207,0.0763670411985018,0.0,7,0.0,0.0,
cyclosporin-a,-0.0468326572851524,0.0764044943820224,0.0,7,0.0,0.0,
rizatriptan,-0.0399969269208692,0.076441947565543,0.0,7,0.0,0.0,
tivantinib,-0.0376247203301439,0.0764606741573033,0.0,24,0.0,0.0,
glipizide,-0.0360768517618411,0.0765168539325842,0.0,7,0.0,0.0,
amlodipine,-0.0112630066638228,0.0765168539325843,0.0,7,0.0,0.0,
varespladib,-0.0293992718248745,0.0765543071161048,0.0,7,0.0,0.0,
ganciclovir,-0.000923165110259,0.0765730337078652,0.0,7,0.0,0.0,
SDZ-NKT-343,0.0236327748090362,0.0766853932584269,0.0,7,0.0,0.0,0.0
ibutilide,-0.0209470856607048,0.0767415730337078,0.0,7,0.0,0.0,
vilazodone,-0.0233864335049395,0.0768352059925093,0.0,7,0.0,0.0,
bimatoprost,-0.0291932763534894,0.0768539325842696,0.0,7,0.0,0.0,
tolfenamic-acid,-0.0278118298268354,0.0769475655430711,0.0,7,0.0,0.0,
allopurinol,-0.0446190072087928,0.0769475655430712,0.0,7,0.0,0.0,
lacosamide,-0.0469479922899944,0.0770599250936329,0.0,7,0.0,0.0,
deoxycholic-acid,-0.0500594549797722,0.0772097378277154,0.0,7,0.0,0.0,
GW-843682X,-0.0581126522661939,0.0772846441947565,0.0,15,0.0,0.0,
IPI-145,0.0019684584685297,0.0773408239700374,0.0,2,0.0,0.0,
fluvoxamine,-0.0074680415789676,0.0773970037453183,0.0,7,0.0,0.0,
ABT-239,-0.0506636387780746,0.0774719101123595,0.0,7,0.0,0.0,
cyproheptadine,-0.0028788315415315,0.0774906367041198,0.0,7,0.0,0.0,
capsaicin,-0.0167335574398664,0.077565543071161,0.0,7,0.0,0.0,
AZD-2014,-0.0614481132846506,0.077565543071161,0.0,7,0.0,0.0,
oxybutynin,0.016111320805537,0.0775842696629213,0.0,7,0.0,0.0,
taladegib,-0.0093662759856265,0.0776404494382022,0.0,7,0.0,0.0,
theophylline,0.0316521935055429,0.0776779026217228,0.0,7,0.0,0.0,0.0
linsitinib,-0.0554493859401,0.0777340823970037,0.0,15,0.0,0.0,
A-66,-0.0319514929329395,0.077752808988764,0.0,22,0.0,0.0,
vincamine,-0.0104835314337803,0.0778089887640449,0.0,7,0.0,0.0,
bepotastine,-0.0204144756524526,0.0780149812734082,0.0,7,0.0,0.0,
quetiapine,-0.0355030350960057,0.0782584269662921,0.0,7,0.0,0.0,
PD-173074,-0.0473765645461332,0.0783333333333333,0.0,15,0.0,0.0,
dexloxiglumide,-0.0288579449838799,0.078501872659176,0.0,7,0.0,0.0,
ICI-162846,-0.0295958099532967,0.0786142322097378,0.0,7,0.0,0.0,
KBG,-0.038694889786179,0.0787265917602996,0.0,7,0.0,0.0,
CX-5461,-0.0845517747764018,0.0788202247191011,0.0,21,0.0,0.0,
riociguat,-0.0019301679870694,0.0788576779026217,0.0,7,0.0,0.0,
temozolomide,-0.0122599473461887,0.0791198501872659,0.0,7,0.0,0.0,
RU-58841,-0.0238295057794638,0.0791947565543071,0.0,7,0.0,0.0,
fenoterol,-0.0681655966194341,0.079250936329588,0.0,7,0.0,0.0,
scopolamine,0.0125137140589475,0.0794007490636704,0.0,7,0.0,0.0,
nebivolol,-0.0263444166783335,0.0794943820224719,0.0,7,0.0,0.0,
telotristat,-0.0084980200958075,0.0796629213483146,0.0,7,0.0,0.0,
fexofenadine,-0.0150949394414753,0.0797752808988764,0.0,7,0.0,0.0,
eugenol,-0.0530700141750127,0.0797940074906367,0.0,7,0.0,0.0,
clinofibrate,-0.0383738682102521,0.0798501872659175,0.0,7,0.0,0.0,
torin-1,-0.038163536428746,0.0798689138576778,0.0,17,0.0,0.0,
cpi-169,-0.0439535522450297,0.0799812734082396,0.0,5,0.0,0.0,
lirimilast,-0.0431649359701098,0.0799812734082396,0.0,7,0.0,0.0,
PSI-7976,-0.0185685994617929,0.0799812734082396,0.0,7,0.0,0.0,
CI-976,-0.0408278566553675,0.0799999999999999,0.0,7,0.0,0.0,
nateglinide,-0.0615188944749405,0.0800374531835206,0.0,7,0.0,0.0,
picolinic-acid,-0.0214679501916887,0.0802059925093633,0.0,7,0.0,0.0,
rifaximin,-0.0427062305709934,0.080318352059925,0.0,7,0.0,0.0,
genistein,-0.0781123882058418,0.0803558052434457,0.0,7,0.0,0.0,
triptorelin,-0.0085590112309882,0.080505617977528,0.0,7,0.0,0.0,
lodoxamide,-0.0133000334431626,0.0805430711610487,0.0,7,0.0,0.0,
tyrphostin-1,-0.0407345186677255,0.0805430711610487,0.0,7,0.0,0.0,
bisoprolol,-0.0243446427907638,0.0805617977528089,0.0,7,0.0,0.0,
tacrolimus,0.0020253653575395,0.080561797752809,0.0,9,0.0,0.0,
clindamycin,-0.0556371175127739,0.0806367041198501,0.0,7,0.0,0.0,
chlorphenamine,-0.0662325723912596,0.0806554307116104,0.0,7,0.0,0.0,
TAK-715,-0.0294723598396235,0.0807116104868913,0.0,21,0.0,0.0,
decitabine,-0.0315913254331916,0.0807303370786516,0.0,21,0.0,0.0,
reboxetine,-0.0113413528038264,0.0808426966292134,0.0,7,0.0,0.0,
ZSTK-474,-0.0225529571807579,0.0809176029962546,0.0,15,0.0,0.0,
sertaconazole,-0.0347386359599082,0.081067415730337,0.0,7,0.0,0.0,
OSI-027,-0.0626502796849568,0.0810861423220974,0.0,16,0.0,0.0,
cefotetan,0.0028014504351805,0.0811235955056179,0.0,7,0.0,0.0,
API-001,-0.0103572957837113,0.0811235955056179,0.0,7,0.0,0.0,
zaprinast,-0.0359040709138797,0.0811423220973782,0.0,7,0.0,0.0,
nafamostat,0.0058510068468668,0.0811610486891385,0.0,7,0.0,0.0,
nizofenone,-0.0218879988364317,0.0813295880149812,0.0,7,0.0,0.0,
liranaftate,-0.0636002736835608,0.0813670411985018,0.0,7,0.0,0.0,
aminocaproic-acid,-0.0192698321113137,0.0813857677902621,0.0,7,0.0,0.0,
deferasirox,-0.0397984665787402,0.0814232209737828,0.0,7,0.0,0.0,
tebipenem,-0.0500496079100506,0.0814232209737828,0.0,7,0.0,0.0,
pazufloxacin,-0.0128008649131461,0.081441947565543,0.0,7,0.0,0.0,
tafamidis-meglumine,-0.0269889120788587,0.081441947565543,0.0,7,0.0,0.0,
tonabersat,-0.018589160539374,0.0814419475655431,0.0,7,0.0,0.0,
delanzomib,-0.0055092889808033,0.0814606741573034,0.0,7,0.0,0.0,
chlormezanone,-0.0301546009382773,0.0815917602996254,0.0,7,0.0,0.0,
ticlopidine,-0.0069771670869183,0.0816104868913857,0.0,7,0.0,0.0,
pantoprazole,-0.0269282809611257,0.0816853932584269,0.0,7,0.0,0.0,
alagebrium,-0.0137820198643192,0.0817415730337078,0.0,7,0.0,0.0,
cinoxacin,0.0030290739779737,0.0818352059925093,0.0,7,0.0,0.0,
tasquinimod,-0.0062894085628777,0.0818726591760299,0.0,7,0.0,0.0,
cutamesine,-0.0178351951229412,0.0819475655430711,0.0,7,0.0,0.0,
DMP-543,0.0076656213943207,0.0819662921348314,0.0,7,0.0,0.0,
seocalcitol,-0.0560422531153963,0.0819850187265918,0.0,7,0.0,0.0,
efaproxiral,-0.0399426369716876,0.0820599250936329,0.0,7,0.0,0.0,
ARN-509,-0.0249851668083136,0.0820786516853932,0.0,7,0.0,0.0,
CB-10-277-(free-acid),-0.0411276956891132,0.0821535580524344,0.0,7,0.0,0.0,
perhexiline,-0.0258977508631417,0.0822284644194756,0.0,7,0.0,0.0,
artesunate,-0.0741627752988541,0.0822284644194756,0.0,7,0.0,0.0,
rupatadine,-0.0571844349662543,0.0822846441947565,0.0,7,0.0,0.0,
PF-04447943,-0.0044685726943588,0.0823033707865168,0.0,7,0.0,0.0,
glycopyrrolate,-0.0458376360754871,0.0823220973782771,0.0,7,0.0,0.0,
estramustine,-0.0461664153763783,0.0823408239700374,0.0,7,0.0,0.0,
