drug,baseline,net_trace,weighted_trace,vae_score,genetic_support,sig_reproducibility,n_cell_lines,combined_score,combined_rank,genetic_support_expanded,combined_score_expanded,combined_rank_expanded
secnidazole,0.0,0.0039321131437328,-0.0119708017306131,0.013242624,0.0,0.0,7,0.6070930013205056,354,0.0,0.0019660565718664,418
butorphanol-(+)-tartrate,0.0870599250936329,0.0039204806195775,0.0179781465613112,-0.1265822,0.0,0.0,7,0.557008111677042,585,0.0,0.00196024030978875,419
dronedarone,0.0,0.00383072381149,0.0541532639436915,-0.021135936,0.0,0.0,7,0.6247311827956988,289,0.0,0.001915361905745,420
IOWH-032,-0.0770599250936329,0.0037484600568837,-0.0567888285054262,0.016595948,0.0,0.0,7,0.5287115638558763,735,0.0,0.00187423002844185,421
adatanserin,0.0,0.0033095503140876,-0.0388824492926324,-0.04430197,0.0,0.0,7,0.5164497264667044,801,0.0,0.0016547751570438,422
donitriptan,0.0,0.0032568543553515,-0.0131182242196033,0.00854211,0.0,0.0,7,0.6019053008866252,382,0.0,0.00162842717767575,423
SU-11652,-0.1035393258426966,0.0030895875091014,0.0253686842663515,0.07059689,0.0,0.0,7,0.6649122807017543,154,0.0,0.0015447937545507,424
zafirlukast,0.0,0.003066286483838,-0.0120473473576758,-0.055141788,0.0,0.0,7,0.5547443878513488,595,0.0,0.001533143241919,425
cinoxacin,0.0818352059925093,0.0030290739779737,0.0002003250406833,-0.030024426,0.0,0.0,7,0.5879456706281834,447,0.0,0.00151453698898685,426
cefotetan,0.0811235955056179,0.0028014504351805,-0.0138803281437058,0.04475704,0.0,0.0,7,0.6165251839275608,321,0.0,0.00140072521759025,427
pidotimod,0.0863857677902621,0.002736294696799,-0.0039776609717661,-0.050669905,0.0,0.0,7,0.5685153744576495,536,0.0,0.0013681473483995,428
GSK-2636771,0.0739513108614232,0.0027233455216834,-0.0131257108118123,0.06544272,0.0,0.0,7,0.6246368609696283,290,0.0,0.0013616727608417,429
AR-A014418,0.0,0.0027075001812932,0.0060949574344088,0.04491792,0.0,0.0,2,0.6422750424448217,216,0.0,0.0013537500906466,430
yohimbine,0.0652996254681648,0.0026107830537069,-0.0357582427798529,-0.51737773,0.0,0.0,7,0.4647613657800414,1046,0.0,0.00130539152685345,431
balsalazide,0.097752808988764,0.0025044864956492,0.0238574653497506,-0.07026366,0.0,0.0,7,0.5787964534993397,487,0.0,0.0012522432478246,432
ponatinib,0.0,0.0024096341190724,-0.0127510174811428,0.13215809,0.0,0.0,19,0.6432182607055272,213,0.0,0.0012048170595362,433
ifosfamide,0.0,0.0023422141433236,-0.0044735643300717,0.14094663,0.0,0.0,7,0.6564233163554046,176,0.0,0.0011711070716618,434
altretamine,0.0,0.0023351343410573,-0.0262420870487564,-0.037342943,0.0,0.0,7,0.5438030560271646,652,0.0,0.00116756717052865,435
avanafil,0.0,0.0023278221318233,0.0007690589113463,-0.028115079,0.0,0.0,7,0.5892661761931711,439,0.0,0.00116391106591165,436
mozavaptan,0.0,0.0021965022169645,-0.012428662939203,-0.003969569,0.0,0.0,7,0.593510658366346,424,0.0,0.00109825110848225,437
Y-26763,0.0,0.0021518435831672,-0.0402425071981148,0.10314692,0.0,0.0,7,0.5863421995849839,453,0.0,0.0010759217915836,438
bifemelane,-0.0698501872659176,0.0021291993674998,-0.013748772972011,-0.51562965,0.0,0.0,7,0.5021128089039804,872,0.0,0.0010645996837499,439
conivaptan,0.0,0.0020513196624048,0.0339457116455982,0.066480204,0.0,0.0,7,0.6653838898321071,153,0.0,0.0010256598312024,440
tacrolimus,0.080561797752809,0.0020253653575395,-0.0169244651621261,-0.14936332,0.0,0.0,9,0.5130541407281645,820,0.0,0.00101268267876975,441
epothilone-b,0.0,0.0020253071287285,-0.0124749108022093,0.10425043,0.0,0.0,7,0.6349179400113186,239,0.0,0.00101265356436425,442
tyrphostin-AG-1478,0.0753932584269663,0.002024266583465,-0.0427535558784408,0.173896,0.0,0.0,22,0.596245991322392,412,0.0,0.0010121332917325,443
SEP-227900,0.0,0.0020164032655406,-0.0046550725152718,0.11906507,0.0,0.0,7,0.6503867194868892,193,0.0,0.0010082016327703,444
IPI-145,0.0773408239700374,0.0019684584685297,-0.0154754422987167,-0.09589009,0.0,0.0,2,0.5224863233352198,778,0.0,0.00098422923426485,445
phenytoin,0.0,0.001953283460415,-0.0336993794182013,-0.031898495,0.0,0.0,7,0.5325787587247689,714,0.0,0.0009766417302075,446
netupitant,0.0,0.0019305380863888,0.0134850774687394,0.036643505,0.0,0.0,7,0.6448217317487267,211,0.0,0.0009652690431944,447
camptothecin,0.0,0.0018384317085605,-0.0014636826874462,0.26199558,0.0,0.0,7,0.6681192227881532,148,0.0,0.00091921585428025,448
lafutidine,0.0,0.0018239634334311,0.0060711424284512,0.12541296,0.0,0.0,7,0.6639690624410489,157,0.0,0.00091198171671555,449
MK-0893,0.0,0.0016816278120584,-0.0645599328100761,-0.6256345,0.0,0.0,7,0.4051499717034521,1340,0.0,0.0008408139060292,450
r(-)-apomorphine,-0.0599250936329587,0.0016295336443206,-0.0362602935075283,-0.02248749,0.0,0.0,7,0.5337106206376155,708,0.0,0.0008147668221603,451
trazodone,0.0,0.0015601679037402,-0.0371851706067538,-0.032114245,0.0,0.0,7,0.5248443689869836,761,0.0,0.0007800839518701,452
MK-3207,0.0760861423220973,0.0015428664927227,-0.0159568432128903,0.042032447,0.0,0.0,7,0.6096396906244105,345,0.0,0.00077143324636135,453
galeterone,0.0758988764044943,0.0015376065517639,-0.0405017553453824,-0.61190826,0.0,0.0,7,0.4461799660441425,1137,0.0,0.00076880327588195,454
etomidate,-0.0860299625468164,0.0015191685134755,-0.0083899442044723,-0.052263863,0.0,0.0,7,0.5590831918505942,577,0.0,0.00075958425673775,455
mocetinostat,0.0,0.0014482765180301,0.0040557690256387,0.025710026,0.0,0.0,19,0.6302961705338616,259,0.0,0.00072413825901505,456
valsartan,-0.0503932584269662,0.0014022037804097,0.0119683596464327,0.010125295,0.0,0.0,7,0.6287870213167327,272,0.0,0.00070110189020485,457
palbociclib,0.0,0.001386789825137,0.0015248573951526,0.2230235,0.0,0.0,18,0.6693454065270704,146,0.0,0.0006933949125685,458
elvitegravir,0.062940074906367,0.0013426436643549,-0.0160181743490153,-0.029080879,0.0,0.0,7,0.5627617430673457,561,0.0,0.00067132183217745,459
lestaurtinib,-0.0910674157303371,0.001305208602737,-0.0129709855288342,-0.2137753,0.0,0.0,7,0.5149405772495755,812,0.0,0.0006526043013685,460
VX-765,0.0,0.001096653162992,-0.0070331762735451,-0.61045796,0.0,0.0,7,0.5028673835125448,865,0.0,0.000548326581496,461
trifluoperazine,0.0,0.0010609477881906,0.0127550819710644,-0.028082186,0.0,0.0,7,0.5990756461045086,399,0.0,0.0005304738940953,462
ropinirole,0.0,0.0010464484914526,-0.0358320671160096,-0.6480649,0.0,0.0,7,0.4498585172608942,1119,0.0,0.0005232242457263,463
tioguanine,0.0,0.0010106127640528,-0.0414668065532322,-0.06707505,0.0,0.0,7,0.4906055461233729,926,0.0,0.0005053063820264,464
aminosalicylic-acid,0.0830149812734082,0.0009150279793849,-0.0145123117129484,-0.10724917,0.0,0.0,7,0.5191850594227504,792,0.0,0.00045751398969245,465
IKK-2-inhibitor-V,0.0,0.0009055157746082,-0.0030417485693257,0.11659585,0.0,0.0,7,0.6503867194868892,192,0.0,0.0004527578873041,466
MK-1775,-0.0967602996254681,0.0008198927411743,-0.0105026012157942,0.096114226,0.0,0.0,21,0.6336917562724014,247,0.0,0.00040994637058715,467
clofibric-acid,0.0,0.0006402555160893,-0.0152659878947824,-0.018574119,0.0,0.0,7,0.5733257875872477,513,0.0,0.00032012775804465,468
ifenprodil,0.0,0.0006300540126778,0.0040308683949101,0.023840435,0.0,0.0,7,0.627843803056027,280,0.0,0.0003150270063389,469
JTC-801,0.0,0.000627468720812,-0.0080343004620306,-0.5839584,0.0,0.0,7,0.5030560271646859,863,0.0,0.000313734360406,470
primaquine,0.0,0.0005434134569401,-0.0314295152725232,0.034804337,0.0,0.0,7,0.580022637238257,481,0.0,0.00027170672847005,471
tolperisone,0.0659925093632959,0.0004992643566648,-0.044290598451661,-0.65150446,0.0,0.0,7,0.4325033012639124,1205,0.0,0.0002496321783324,472
mericitabine,-0.0653932584269663,0.0004734671655116,-0.0165102409298748,0.09430222,0.0,0.0,7,0.6218072061875118,301,0.0,0.0002367335827558,473
losartan,0.0,0.0004523830866032,-0.04078704816153,-0.018712686,0.0,0.0,7,0.5277683455951707,741,0.0,0.0002261915433016,474
sertraline,0.0,0.0003958791507775,0.0599825305728749,0.07109368,0.0,0.0,7,0.6698170156574231,144,0.0,0.00019793957538875,475
acetylcysteine,0.0715168539325843,0.0002484799960887,-0.0192415961694581,-0.023860944,0.0,0.0,7,0.5596491228070175,576,0.0,0.00012423999804435,476
sparfloxacin,0.0718726591760299,0.0002394734010977,-0.0156974169299906,-0.39763573,0.0,0.0,7,0.5025844180343332,868,0.0,0.00011973670054885,477
TGX-221,0.0,0.0001809658879132,-0.031960825368123,0.01702841,0.0,0.0,13,0.5700245236747784,527,0.0,9.04829439566e-05,478
anecortave-acetate,0.0,0.0001734306685045,-0.0591991214315539,-0.09042096,0.0,0.0,7,0.4457083569137898,1140,0.0,8.671533425225e-05,479
S-18986,0.117378277153558,0.0001560183224032,0.0061853953391341,-0.015478668,0.0,0.0,7,0.6032258064516128,367,0.0,7.80091612016e-05,480
fluocinolone-acetonide,-0.069250936329588,0.0001367497030864,-0.0098416731346539,0.035621975,0.0,0.0,7,0.6152990001886437,324,0.0,6.83748515432e-05,481
AZD-3514,0.0611610486891385,0.0001345607074534,0.0157504938826443,0.13019532,0.0,0.0,7,0.6700056593095642,142,0.0,6.72803537267e-05,482
thioguanine,0.0,9.39636135690118e-05,-0.0301319076099687,0.09850202,0.0,0.0,7,0.6003961516694963,392,0.0,4.69818067845059e-05,483
sobetirome,0.0,2.8818691319938382e-05,-0.0333384821195381,-0.015980192,0.0,0.0,7,0.543520090548953,653,0.0,1.4409345659969191e-05,484
narlaprevir,0.0,-4.796503216002938e-06,-0.0445025920141042,-0.049053956,0.0,0.0,7,0.49522731560083,897,0.0,-2.398251608001469e-06,485
dolutegravir,0.0,-0.000109335485414,-0.0171963612507716,-0.36442173,0.0,0.0,7,0.5003206942086399,881,0.0,-5.4667742707e-05,486
albendazole,-0.071067415730337,-0.0001608090194426,-0.0293065903349206,0.1621838,0.0,0.0,7,0.616713827579702,320,0.0,-8.04045097213e-05,487
clofoctol,0.0,-0.0001676693967601,0.0043033788871955,0.02509637,0.0,0.0,7,0.6275608375778154,281,0.0,-8.383469838005e-05,488
diclofensine,-0.0465730337078651,-0.0002539989208131,-0.0368025579899293,-0.06239863,0.0,0.0,7,0.5008866251650632,878,0.0,-0.00012699946040655,489
MLN-0128,-0.0722471910112359,-0.0003040118835093,-0.0117780522648923,-0.23652561,0.0,0.0,24,0.5130541407281645,821,0.0,-0.00015200594175465,490
argatroban,0.0,-0.0003283874744714,-0.0195941547601626,-0.63130414,0.0,0.0,7,0.4771175249952839,984,0.0,-0.0001641937372357,491
acipimox,0.0,-0.0004195682498925,-0.0091565044957184,-0.08002779,0.0,0.0,7,0.5373891718543671,694,0.0,-0.00020978412494625,492
atovaquone,0.0,-0.0004206742089208,0.0335080200484803,0.0016900974,0.0,0.0,7,0.632088285229202,252,0.0,-0.0002103371044604,493
eperezolid,0.0566666666666666,-0.000434877944777,-0.001262880477118,0.04863181,0.0,0.0,7,0.6287870213167327,270,0.0,-0.0002174389723885,494
ornidazole,-0.0623220973782771,-0.0004862168674487,-0.03970634809928,0.10588512,0.0,0.0,7,0.5828522920203735,469,0.0,-0.00024310843372435,495
benzamil,0.0741385767790262,-0.0005228292522888,-0.0183820977555523,-0.06292225,0.0,0.0,7,0.5316355404640634,720,0.0,-0.0002614146261444,496
GSK-1059615,0.0720224719101123,-0.0005524054093822,-0.0211190223108176,-0.3123197,0.0,0.0,28,0.494378419166195,903,0.0,-0.0002762027046911,497
meptazinol,0.0,-0.0005820768941244,0.0111209948562501,0.04957968,0.0,0.0,7,0.6413318241841162,219,0.0,-0.0002910384470622,498
sodium-tanshinone-ii-a-sulfonate,0.0675093632958801,-0.0005867550971364,-0.0295896114734648,-0.021557106,0.0,0.0,7,0.5430484814186003,655,0.0,-0.0002933775485682,499
prednisone,0.0,-0.0005987087064114,-0.000159453205735,-0.06664107,0.0,0.0,7,0.5546500660252782,596,0.0,-0.0002993543532057,500
duloxetine,0.0539513108614232,-0.0006429935298768,0.0032609652478837,-0.009482601,0.0,0.0,7,0.6026598754951896,373,0.0,-0.0003214967649384,501
LY-2334737,0.0,-0.0006546847100943,-0.0124611157275303,-0.0601558,0.0,0.0,7,0.5428598377664592,658,0.0,-0.00032734235504715,502
ebselen,0.0,-0.0006829378587144,-0.0362221749755165,-0.68851894,0.0,0.0,7,0.4437275985663081,1148,0.0,-0.0003414689293572,503
methylstat,0.0,-0.0007135935124015,-0.0105672343078227,0.032786638,0.0,0.0,19,0.6109601961893981,340,0.0,-0.00035679675620075,504
finasteride,0.0,-0.0007294524222145,-0.0065304896580721,-0.019275116,0.0,0.0,7,0.5825693265421619,471,0.0,-0.00036472621110725,505
gliquidone,0.0677153558052434,-0.0007763395038453,-0.011773564959463,-0.09428594,0.0,0.0,7,0.5242784380305603,767,0.0,-0.00038816975192265,506
sasapyrine,-0.0757677902621722,-0.0009068627033848,-0.025264058507458,0.11013214,0.0,0.0,7,0.6104885870590454,343,0.0,-0.0004534313516924,507
ganciclovir,0.0765730337078652,-0.000923165110259,-0.0042376658965588,0.0029746809,0.0,0.0,7,0.6027541973212601,370,0.0,-0.0004615825551295,508
mibefradil,0.0,-0.0010536666017746,0.0115400392698516,-0.50223595,0.0,0.0,7,0.5268251273344652,749,0.0,-0.0005268333008873,509
lersivirine,0.0,-0.001181604549384,-0.013906830115194,0.109584294,0.0,0.0,7,0.6279381248820978,279,0.0,-0.000590802274692,510
CEP-37440,0.0,-0.0012686344603817,0.0279467213254106,0.12537977,0.0,0.0,7,0.6726466704395397,134,0.0,-0.00063431723019085,511
GDC-0834,0.0,-0.0012735363519039,0.0110663636592798,-0.0011759104,0.0,0.0,7,0.6157706093189964,322,0.0,-0.00063676817595195,512
amodiaquine,0.0854868913857677,-0.001380358248403,0.0158365139009372,0.031570487,0.0,0.0,7,0.6380305602716468,225,0.0,-0.0006901791242015,513
BMS-299897,0.0,-0.0014582282285235,0.0073672452102481,0.036879376,0.0,0.0,7,0.6333144689681193,249,0.0,-0.00072911411426175,514
golvatinib,0.0,-0.0015369342044844,0.0040704829898124,0.080295466,0.0,0.0,7,0.642840973401245,214,0.0,-0.0007684671022422,515
chlorpromazine,0.0,-0.0016437241819846,-0.015399034380284,-1.5346332e-05,0.0,0.0,7,0.583795510281079,465,0.0,-0.0008218620909923,516
birinapant,0.098501872659176,-0.0017107807243359,-0.0459150165111629,-0.025439274,0.0,0.0,7,0.5055083946425203,851,0.0,-0.00085539036216795,517
piketoprofen,0.0936142322097377,-0.0017510925903188,-0.0376212251075978,0.034393992,0.0,0.0,7,0.5632333521976985,559,0.0,-0.0008755462951594,518
lesinurad,0.0852808988764045,-0.0017557362034044,-0.0218580152120123,-0.079373345,0.0,0.0,7,0.5142803244670817,815,0.0,-0.0008778681017022,519
cefdinir,0.0737453183520599,-0.0018945370857774,-0.0450297463890348,-0.6271756,0.0,0.0,7,0.4291077155253725,1230,0.0,-0.0009472685428887,520
pentamidine,0.051816479400749,-0.0019096774294277,-0.0188056695765931,-0.020301588,0.0,0.0,7,0.5603093755895114,571,0.0,-0.00095483871471385,521
riociguat,0.0788576779026217,-0.0019301679870694,-0.0441584399671032,0.00016547114,0.0,0.0,7,0.5326730805508395,713,0.0,-0.0009650839935347,522
BS-181,0.0,-0.0020965699406764,-0.0175213186212884,0.22638915,0.0,0.0,22,0.636521411054518,231,0.0,-0.0010482849703382,523
benzbromarone,0.0,-0.0021025555421637,-0.0071937209140509,-0.3479597,0.0,0.0,7,0.5131484625542351,818,0.0,-0.00105127777108185,524
AZD-7687,0.1055805243445693,-0.0021243331814649,0.0123873559605516,-0.07932578,0.0,0.0,7,0.5582342954159593,580,0.0,-0.00106216659073245,525
dosulepin,0.073876404494382,-0.0021782473584382,0.0027550643617753,-0.009105399,0.0,0.0,7,0.6002075080173551,393,0.0,-0.0010891236792191,526
rilpivirine,0.0,-0.002181203021121,-0.0251100494848305,0.020431511,0.0,0.0,7,0.5800226372382569,482,0.0,-0.0010906015105605,527
WZ-7043,0.0675468164794007,-0.002256760752696,-0.0145270901499017,-0.120075196,0.0,0.0,22,0.5107904169024712,825,0.0,-0.001128380376348,528
elesclomol,0.0,-0.0022956099717166,-0.0375547450088079,0.09407002,0.0,0.0,7,0.5801169590643275,480,0.0,-0.0011478049858583,529
ostarine,0.0585580524344569,-0.0023757399068151,-0.0459499861645794,-0.49092817,0.0,0.0,7,0.4374080362195812,1176,0.0,-0.00118786995340755,530
MGCD-265,0.0,-0.0024095654660248,-0.0288717562826722,0.16258575,0.0,0.0,19,0.6135068854933031,332,0.0,-0.0012047827330124,531
elacridar,0.0,-0.0024244822862548,-0.006387274967892,-0.029847037,0.0,0.0,7,0.5706847764572722,525,0.0,-0.0012122411431274,532
MK-8033,0.0670411985018726,-0.0025007731132786,-0.0558487424041434,-0.037401073,0.0,0.0,7,0.4793812488209771,973,0.0,-0.0012503865566393,533
KW-2449,0.0,-0.0025416645279127,-0.0313833445309418,-0.091077305,0.0,0.0,24,0.4906998679494435,925,0.0,-0.00127083226395635,534
rottlerin,0.0,-0.0025628492555209,-0.004933390003523,0.052706704,0.0,0.0,7,0.6219958498396528,300,0.0,-0.00128142462776045,535
ambrisentan,0.0,-0.002776952590854,-0.0053589658631091,-0.047513064,0.0,0.0,7,0.5585172608941709,579,0.0,-0.001388476295427,536
filgotinib,0.0,-0.0028076249799034,-0.0203901938064731,-0.4405238,0.0,0.0,7,0.4871156385587625,944,0.0,-0.0014038124899517,537
cyproheptadine,0.0774906367041198,-0.0028788315415315,-0.0087825486654216,-0.39632663,0.0,0.0,7,0.5083380494246369,833,0.0,-0.00143941577076575,538
valproic-acid,0.1178464419475655,-0.0031092622700619,-0.0010336128672339,-0.022404194,0.0,0.0,7,0.5818147519335974,473,0.0,-0.00155463113503095,539
trehalose,-0.0596629213483146,-0.0031172621448352,-0.0316813647909646,-0.013907758,0.0,0.0,7,0.5428598377664592,657,0.0,-0.0015586310724176,540
benazepril,0.0480898876404494,-0.0033824960510469,-0.0009225430008564,0.03508301,0.0,0.0,7,0.620298056970383,307,0.0,-0.00169124802552345,541
rabeprazole,0.0763295880149812,-0.0035382390109977,-0.0144577186275135,-0.040710453,0.0,0.0,7,0.5487077909828334,629,0.0,-0.00176911950549885,542
adenosine,0.0928277153558052,-0.0036323759076204,-0.0071705216779514,-0.056612134,0.0,0.0,7,0.5493680437653273,627,0.0,-0.0018161879538102,543
cyclobenzaprine,0.0985580524344569,-0.0036367817026129,0.0107036646659373,-0.082129404,0.0,0.0,7,0.5524806640256555,608,0.0,-0.00181839085130645,544
L-690330,0.0,-0.0036899112758941,-0.0339308766472015,0.050197307,0.0,0.0,7,0.5743633276740238,509,0.0,-0.00184495563794705,545
azithromycin,0.0720224719101123,-0.0037288199674917,-0.016601399785063,-0.008400809,0.0,0.0,7,0.5719109601961894,520,0.0,-0.00186440998374585,546
alectinib,0.0829588014981273,-0.0037407421219747,-0.0278648085827621,0.022887617,0.0,0.0,21,0.5742690058479532,510,0.0,-0.00187037106098735,547
topiramate,0.0,-0.0037551660696325,-0.032565302970942,-0.48685965,0.0,0.0,7,0.4633465383889832,1055,0.0,-0.00187758303481625,548
tolcapone,0.0,-0.0038309329169222,-0.0509515664288987,-0.70552135,0.0,0.0,7,0.4100547066591209,1317,0.0,-0.0019154664584611,549
olprinone,0.1026404494382022,-0.0038331022012262,0.0170424476919564,0.010125209,0.0,0.0,7,0.6238822863610639,292,0.0,-0.0019165511006131,550
SR-2640,-0.0501123595505618,-0.0038842720454043,-0.0011162826741401,-0.06299249,0.0,0.0,7,0.5516317675910205,613,0.0,-0.00194213602270215,551
amikacin,-0.0617790262172284,-0.0038875428175638,-0.0034828758583773,-0.31092173,0.0,0.0,7,0.5162610828145633,803,0.0,-0.0019437714087819,552
telcagepant,0.0,-0.0038946340586489,-0.0220544447664755,-0.0046894588,0.0,0.0,7,0.5654970760233918,549,0.0,-0.00194731702932445,553
PI-103,0.0,-0.0039615680166119,-0.013473108149491,-0.068358704,0.0,0.0,17,0.5309752876815695,723,0.0,-0.00198078400830595,554
AVN-944,0.0,-0.0040057627762894,-0.0192452168488396,0.12727872,0.0,0.0,7,0.6193548387096773,314,0.0,-0.0020028813881447,555
meglitinide,0.0,-0.0041902374905093,-0.0302040490795963,-0.035554573,0.0,0.0,7,0.5260705527259008,755,0.0,-0.00209511874525465,556
penfluridol,0.0,-0.0042600597985769,0.0185440173958414,0.11495534,0.0,0.0,7,0.661611016789285,165,0.0,-0.00213002989928845,557
fluticasone-propionate,-0.0830337078651685,-0.0043367719626791,0.0061934058069567,-0.005964278,0.0,0.0,7,0.603414450103754,365,0.0,-0.00216838598133955,558
BMS-927711,0.0,-0.004347315714432,-0.0381399678761725,-0.08074375,0.0,0.0,7,0.4807017543859649,967,0.0,-0.002173657857216,559
betahistine,0.0,-0.0044265559912954,-0.0200895377302769,-0.05962244,0.0,0.0,7,0.5254102999434069,759,0.0,-0.0022132779956477,560
PF-04447943,0.0823033707865168,-0.0044685726943588,-0.0080759555353982,0.06971262,0.0,0.0,7,0.6214299188832296,302,0.0,-0.0022342863471794,561
actarit,0.0,-0.0044941618836515,-0.0205722149029807,-0.047263805,0.0,0.0,7,0.53276740237691,712,0.0,-0.00224708094182575,562
GSK-923295,-0.0644382022471909,-0.0048468875701098,-0.0249695109087855,0.09734676,0.0,0.0,7,0.6023769100169779,376,0.0,-0.0024234437850549,563
teneligliptin,0.0,-0.0048726255185514,-0.0037854960941066,0.09189504,0.0,0.0,7,0.6314280324467082,255,0.0,-0.0024363127592757,564
aliskiren,0.0,-0.0049137947957522,0.007128973838929,0.016199607,0.0,0.0,7,0.6182229767968308,318,0.0,-0.0024568973978761,565
acecainide,0.0,-0.0049423790652049,-0.0110094277746789,-0.024078103,0.0,0.0,7,0.5653084323712507,550,0.0,-0.00247118953260245,566
ritonavir,0.0,-0.0049991801292052,0.0024925057264565,-0.007862536,0.0,0.0,7,0.5968119222788153,409,0.0,-0.0024995900646026,567
dilazep,-0.0695692883895131,-0.005021615007375,0.0060230084783553,0.10761801,0.0,0.0,7,0.647274099226561,200,0.0,-0.0025108075036875,568
indacaterol,0.0,-0.0050417622998676,-0.0199731823455932,-0.024316566,0.0,0.0,7,0.5499339747217505,623,0.0,-0.0025208811499338,569
L-NAME,-0.0723033707865168,-0.0051184109691039,-0.0666737438202819,-0.56864977,0.0,0.0,7,0.3958121109224674,1385,0.0,-0.00255920548455195,570
lomerizine,-0.0584082397003745,-0.0051301740360342,-0.0484216267438839,0.049032792,0.0,0.0,7,0.5425768722882475,661,0.0,-0.0025650870180171,571
dimethyl-fumarate,0.0,-0.0052343361852342,-0.034789557489765,-0.5026543,0.0,0.0,7,0.4553291831729862,1090,0.0,-0.0026171680926171,572
levetiracetam,0.0,-0.0052444681725551,0.0017586782540637,0.14081268,0.0,0.0,7,0.6504810413129598,191,0.0,-0.00262223408627755,573
CL-218872,0.0758988764044944,-0.0053449998719623,-0.0251285851005428,-0.049080793,0.0,0.0,7,0.5239954725523486,771,0.0,-0.00267249993598115,574
lisinopril,0.0505617977528089,-0.005480476047523,-0.0176686144858014,-0.06392565,0.0,0.0,7,0.5241841162044897,770,0.0,-0.0027402380237615,575
delanzomib,0.0814606741573034,-0.0055092889808033,-0.0045416469823852,-0.01580439,0.0,0.0,7,0.5809658554989624,477,0.0,-0.00275464449040165,576
norfloxacin,0.0854494382022471,-0.0056533753511941,-0.039008253328129,-0.6239891,0.0,0.0,7,0.4358045651763818,1188,0.0,-0.00282668767559705,577
LY-2886721,0.0,-0.005664818207505,-0.0346061364696839,-0.549051,0.0,0.0,7,0.4515563101301642,1112,0.0,-0.0028324091037525,578
torasemide,0.0891385767790262,-0.0056986857999312,-0.0349672734612417,-0.52414644,0.0,0.0,7,0.4523108847387285,1107,0.0,-0.0028493428999656,579
dexniguldipine,0.0,-0.0057401740351662,0.0181900551636424,0.09550746,0.0,0.0,7,0.6519901905300887,186,0.0,-0.0028700870175831,580
epirizole,0.0,-0.0057911555113582,0.0062910977275881,-0.08167982,0.0,0.0,7,0.546255423504999,636,0.0,-0.0028955777556791,581
voriconazole,0.1055430711610486,-0.0058117725146934,-0.022342214510562,-0.016853051,0.0,0.0,7,0.5533295604602905,605,0.0,-0.0029058862573467,582
lonafarnib,-0.0900187265917603,-0.006067384753309,-0.0378327215035901,0.13483314,0.0,0.0,7,0.5861535559328428,454,0.0,-0.0030336923766545,583
chlorprothixene,0.0,-0.0060826113562048,-0.0401490720263271,-0.005561353,0.0,0.0,7,0.5290888511601585,734,0.0,-0.0030413056781024,584
GSK-690693,-0.0615917602996254,-0.0060836440143789,-0.0055577353760522,0.12057154,0.0,0.0,13,0.6363327674023769,233,0.0,-0.00304182200718945,585
miglitol,0.1123033707865168,-0.0061268313028204,-0.0048203818201802,-0.033574954,0.0,0.0,7,0.563987926806263,555,0.0,-0.0030634156514102,586
simeprevir,0.0,-0.0061621052484879,-0.0111189764937123,0.021938719,0.0,0.0,7,0.5972835314091681,408,0.0,-0.00308105262424395,587
efavirenz,0.0,-0.0061892422360842,-0.0195259931931454,-0.07079807,0.0,0.0,7,0.5162610828145633,802,0.0,-0.0030946211180421,588
fingolimod,0.0,-0.0062061104649296,0.0113327798235811,0.031557195,0.0,0.0,7,0.6264289756649689,285,0.0,-0.0031030552324648,589
amiloride,0.0,-0.0062085129147497,-0.0369479987607258,-0.024347633,0.0,0.0,7,0.5180531975099038,795,0.0,-0.00310425645737485,590
entinostat,0.0,-0.0062227168635427,0.0094244509410261,0.04039432,0.0,0.0,21,0.62831541218638,276,0.0,-0.00311135843177135,591
tasquinimod,0.0818726591760299,-0.0062894085628777,-0.007034310165153,-0.03996475,0.0,0.0,7,0.5566308243727599,587,0.0,-0.00314470428143885,592
tolazamide,0.0698876404494381,-0.0063488500898914,-0.0434445495202651,-0.041527938,0.0,0.0,7,0.492491982644784,914,0.0,-0.0031744250449457,593
oxybuprocaine,0.0733520599250936,-0.0063627276822876,-0.0249968207681196,0.01994335,0.0,0.0,7,0.5739860403697415,511,0.0,-0.0031813638411438,594
SU-11274,-0.06812734082397,-0.0063845399643287,-0.0166061986917626,0.011823131,0.0,0.0,13,0.5814374646293152,475,0.0,-0.00319226998216435,595
SGI-1776,0.0,-0.0064717722604925,0.0204577101062423,-0.15942961,0.0,0.0,24,0.539747217506131,683,0.0,-0.00323588613024625,596
thiocolchicoside,0.0982771535580524,-0.0065165486885662,-0.0593909318249252,-0.6206459,0.0,0.0,7,0.3984531220524429,1369,0.0,-0.0032582743442831,597
grazoprevir,0.0959363295880149,-0.0065226579566001,-0.0413079204443211,-0.48677787,0.0,0.0,7,0.4409922656102621,1159,0.0,-0.00326132897830005,598
darifenacin,-0.0660299625468164,-0.0065494787113437,-0.0269917005214023,-0.030951042,0.0,0.0,7,0.531729862290134,718,0.0,-0.00327473935567185,599
etodolac,0.0853183520599251,-0.0065938950055096,-0.0204810282460103,-0.091633186,0.0,0.0,7,0.501546877947557,876,0.0,-0.0032969475027548,600
enoxolone,0.0517790262172284,-0.0068480994401847,-0.0058217956196437,-0.056327187,0.0,0.0,7,0.5457838143746463,638,0.0,-0.00342404972009235,601
