drug,baseline,net_trace,weighted_trace,vae_score,genetic_support,sig_reproducibility,n_cell_lines,combined_score,combined_rank
GSK-690693,-0.0615917602996254,-0.0060836440143789,-0.0055577353760522,0.12057154,0.0,0.0,13,0.6363327674023769,233
gallopamil,-0.0663295880149812,0.0604347381488696,0.0671298860466157,-0.054313302,0.0,0.0,7,0.6362384455763063,234
tie2-kinase-inhibitor,-0.0969475655430711,0.0522521248293169,0.0318796897321443,-0.040623512,0.0,0.0,19,0.6361441237502358,235
honokiol,-0.0630898876404494,0.0215898884942584,0.0013130827478136,0.0016033725,0.0,0.0,7,0.6356725146198831,236
ixazomib,0.0,0.015881188871772,0.0038958607246035,0.0068660085,0.0,0.0,7,0.6350122618373891,237
epitiostanol,-0.0864232209737828,0.0329713264538763,-0.0097896687471083,0.01111247,0.0,0.0,7,0.6350122618373891,238
epothilone-b,0.0,0.0020253071287285,-0.0124749108022093,0.10425043,0.0,0.0,7,0.6349179400113186,239
fenticonazole,-0.0881835205992509,0.0141893601704726,-0.0034738208453034,0.021325001,0.0,0.0,7,0.6348236181852481,240
lacidipine,-0.062752808988764,0.0354310305825429,0.0393667046156909,-0.038697004,0.0,0.0,7,0.6344463308809659,241
ketanserin,0.0,0.0081560223827148,0.002128222067355,0.021085816,0.0,0.0,7,0.6344463308809658,242
KIN001-127,0.0,0.0241713032468962,0.0420325788584553,-0.031837173,0.0,0.0,19,0.6343520090548953,243
ixazomib-citrate,0.0763670411985018,0.0040712876859207,-0.000553314449621,0.037552696,0.0,0.0,7,0.6339747217506131,244
fulvestrant,0.0,-0.0142998352441656,0.0681569151116118,0.03984898,0.0,0.0,7,0.633786078098472,245
mycophenolic-acid,0.0,0.0117915711245092,-0.0252084197115461,0.13362058,0.0,0.0,7,0.6336917562724015,246
MK-1775,-0.0967602996254681,0.0008198927411743,-0.0105026012157942,0.096114226,0.0,0.0,21,0.6336917562724014,247
semaxanib,0.0947565543071161,-0.0130927295206753,0.0249763525432728,0.06376249,0.0,0.0,7,0.6335031126202603,248
BMS-299897,0.0,-0.0014582282285235,0.0073672452102481,0.036879376,0.0,0.0,7,0.6333144689681193,249
pinacidil,-0.0700187265917602,-0.0092351222058763,-0.0084806023573355,0.14705624,0.0,0.0,7,0.6333144689681193,250
LGX-818,0.0,-0.0276149047175228,0.0196142868170208,0.20539609,0.0,0.0,7,0.6323712507074136,251
atovaquone,0.0,-0.0004206742089208,0.0335080200484803,0.0016900974,0.0,0.0,7,0.632088285229202,252
mitiglinide,0.0,0.0164236225032341,0.012025119127675,-0.009884488,0.0,0.0,7,0.6318996415770609,253
GSK-2110183,0.0,0.0039767629367067,-0.0139661065104824,0.09586564,0.0,0.0,8,0.6318053197509904,254
teneligliptin,0.0,-0.0048726255185514,-0.0037854960941066,0.09189504,0.0,0.0,7,0.6314280324467082,255
lasalocid,0.0875468164794007,-0.0130793696520994,0.0047844227689731,0.10348609,0.0,0.0,7,0.6308621014902848,256
MK-2461,-0.1119101123595506,0.0509250996935476,-0.0131718317906248,0.003167728,0.0,0.0,7,0.6307677796642143,257
toremifene,-0.0794756554307115,0.0121410505435602,0.0273075762306358,-0.017962491,0.0,0.0,7,0.6305791360120732,258
mocetinostat,0.0,0.0014482765180301,0.0040557690256387,0.025710026,0.0,0.0,19,0.6302961705338616,259
pentobarbital,0.0,0.0391258520712558,0.0470197980389882,-0.050070133,0.0,0.0,7,0.6302961705338616,260
closantel,0.0644756554307116,-0.0090033953958841,-0.0035626530561512,0.10869381,0.0,0.0,7,0.6301075268817204,261
ranitidine,0.0,0.018869745600198,-0.0072769062540799,0.0135751935,0.0,0.0,7,0.6300132050556498,262
fosfomycin,0.0,-0.0113998375123119,0.0184423625462122,0.049202997,0.0,0.0,7,0.6299188832295793,263
CTS-1027,0.0,-0.0128479990864065,-0.0061322171120555,0.1497172,0.0,0.0,7,0.6298245614035087,264
rosiglitazone,0.0,0.0096859758603554,-0.0087151806294837,0.036045805,0.0,0.0,7,0.6296359177513676,265
sunitinib,-0.168314606741573,0.0909455991497725,0.07324470090129,-0.0732686,0.0,0.0,22,0.6292586304470854,266
mubritinib,0.0,-0.0128325437409585,-0.0099831099886806,0.18254037,0.0,0.0,7,0.6291643086210149,267
luliconazole,0.0,0.0209150506923765,0.0005698714002463,-0.0046236636,0.0,0.0,7,0.6291643086210149,268
dapagliflozin,0.1342696629213483,-0.0069736688277816,-0.0019870036109512,0.09123916,0.0,0.0,7,0.6288813431428032,269
eperezolid,0.0566666666666666,-0.000434877944777,-0.001262880477118,0.04863181,0.0,0.0,7,0.6287870213167327,270
nalbuphine,-0.1012359550561797,0.0355892931630838,0.0247294443215137,-0.038954526,0.0,0.0,7,0.6287870213167327,271
valsartan,-0.0503932584269662,0.0014022037804097,0.0119683596464327,0.010125295,0.0,0.0,7,0.6287870213167327,272
protriptyline,0.0,0.0136867224114887,0.0632951858421282,-0.031594347,0.0,0.0,7,0.6286926994906621,273
proglumide,-0.0910861423220974,0.066816620874361,0.031466167292847,-0.05564912,0.0,0.0,7,0.628504055838521,274
N6022,0.0,0.0201119377985594,0.0134901069747306,-0.020482972,0.0,0.0,7,0.6284097340124505,275
entinostat,0.0,-0.0062227168635427,0.0094244509410261,0.04039432,0.0,0.0,21,0.62831541218638,276
neostigmine,0.0,0.0052571988363154,-0.010471901638627,0.052029856,0.0,0.0,7,0.6280324467081683,277
FK-888,0.0,0.0217137729654851,0.0078907565231482,-0.01786159,0.0,0.0,7,0.6280324467081683,278
lersivirine,0.0,-0.001181604549384,-0.013906830115194,0.109584294,0.0,0.0,7,0.6279381248820978,279
ifenprodil,0.0,0.0006300540126778,0.0040308683949101,0.023840435,0.0,0.0,7,0.627843803056027,280
clofoctol,0.0,-0.0001676693967601,0.0043033788871955,0.02509637,0.0,0.0,7,0.6275608375778154,281
nafamostat,0.0811610486891385,0.0058510068468668,-0.0005934965367471,0.017419748,0.0,0.0,7,0.6269005847953216,282
metformin,0.0,0.0131382915594691,-0.0046084912725439,0.012966104,0.0,0.0,7,0.6269005847953216,283
ulipristal,0.0,0.0406407019855174,0.0189331128175296,-0.041317772,0.0,0.0,7,0.6264289756649689,284
fingolimod,0.0,-0.0062061104649296,0.0113327798235811,0.031557195,0.0,0.0,7,0.6264289756649689,285
rimonabant,0.0,0.0169838857879551,0.0072040543133841,-0.013701348,0.0,0.0,7,0.6258630447085455,286
nesbuvir,0.0,0.0197245101761484,-0.0034794034637369,-0.0031798119,0.0,0.0,7,0.6256744010564045,287
cinaciguat,0.0,0.0053471102796996,-0.0176495280059106,0.08997447,0.0,0.0,7,0.6255800792303339,288
dronedarone,0.0,0.00383072381149,0.0541532639436915,-0.021135936,0.0,0.0,7,0.6247311827956988,289
GSK-2636771,0.0739513108614232,0.0027233455216834,-0.0131257108118123,0.06544272,0.0,0.0,7,0.6246368609696283,290
ledipasvir,-0.0940074906367041,0.0138860180585339,0.0138845599841152,-0.019036338,0.0,0.0,7,0.624070930013205,291
olprinone,0.1026404494382022,-0.0038331022012262,0.0170424476919564,0.010125209,0.0,0.0,7,0.6238822863610639,292
TAK-285,-0.0663295880149812,0.0224179207812606,0.0313656174670476,-0.03964083,0.0,0.0,7,0.6238822863610639,293
nicaraven,0.0939700374531836,0.0133874947429089,-0.0215025354655965,0.06721581,0.0,0.0,7,0.6235049990567817,294
bafilomycin a1,0.0,0.1028006358958682,0.0652232955664954,-0.08167074,0.0,0.0,5,0.6234106772307112,295
SN-38,0.0,-0.0172790950494252,-0.0109448865797211,0.27911106,0.0,0.0,7,0.6231277117524995,296
JWE-035,0.0,0.0183395658096769,0.0260665998167843,-0.031998407,0.0,0.0,19,0.6231277117524995,297
taladegib,0.0776404494382022,-0.0093662759856265,-0.0133228994524041,0.13645542,0.0,0.0,7,0.623033389926429,298
capsaicin,0.077565543071161,-0.0167335574398664,0.0001735097225425,0.11993474,0.0,0.0,7,0.6227504244482173,299
rottlerin,0.0,-0.0025628492555209,-0.004933390003523,0.052706704,0.0,0.0,7,0.6219958498396528,300
mericitabine,-0.0653932584269663,0.0004734671655116,-0.0165102409298748,0.09430222,0.0,0.0,7,0.6218072061875118,301
PF-04447943,0.0823033707865168,-0.0044685726943588,-0.0080759555353982,0.06971262,0.0,0.0,7,0.6214299188832296,302
apixaban,0.0895318352059925,-0.0080849246675202,-0.0095120795238844,0.0987863,0.0,0.0,7,0.621335597057159,303
dabrafenib,-0.0814794007490636,0.0085691132117696,0.0141242641933495,-0.01563203,0.0,0.0,21,0.6206753442746652,304
caffeine,0.1061797752808988,0.0359909207552588,-0.0011534788757583,-0.021762904,0.0,0.0,7,0.6204867006225241,305
brexpiprazole,-0.1234456928838952,0.0520361414103587,0.0212578071168807,-0.056440283,0.0,0.0,7,0.6203923787964535,306
benazepril,0.0480898876404494,-0.0033824960510469,-0.0009225430008564,0.03508301,0.0,0.0,7,0.620298056970383,307
resatorvid,0.0,0.0051342280125701,-0.0106957382607574,0.032111418,0.0,0.0,7,0.620298056970383,308
timofibrate,0.0629962546816479,0.0098022729625942,0.0042921979313068,-0.007820712,0.0,0.0,7,0.6201094133182418,309
VE-821,-0.1461048689138576,0.0564983031108789,0.0239684002168382,-0.060072575,0.0,0.0,19,0.6200150914921713,310
gefitinib,0.0,0.0059680109539998,0.0198574042695659,-0.018630784,0.0,0.0,17,0.6195434823618186,311
penicillin-v-potassium,0.0,-0.0161380410429669,-0.0040342613056245,0.124328606,0.0,0.0,7,0.6195434823618186,312
broxuridine,0.0,0.0132502219579553,-0.0134711873827474,0.021576392,0.0,0.0,7,0.6194491605357481,313
AVN-944,0.0,-0.0040057627762894,-0.0192452168488396,0.12727872,0.0,0.0,7,0.6193548387096773,314
AZD-1981,0.0,0.0197783625786669,0.0106369416230096,-0.026001321,0.0,0.0,7,0.6192605168836068,315
brivudine,0.0722846441947565,0.0179648072774977,-0.0132663630865721,0.01112873,0.0,0.0,7,0.6190718732314657,316
nicotine,0.1400561797752809,-0.0118048715884924,0.0236580906570495,0.01731516,0.0,0.0,7,0.6183172986229013,317
aliskiren,0.0,-0.0049137947957522,0.007128973838929,0.016199607,0.0,0.0,7,0.6182229767968308,318
LY-294002,0.0949250936329588,-0.013051201552605,-0.0020455799386862,0.08886716,0.0,0.0,5,0.617751367666478,319
albendazole,-0.071067415730337,-0.0001608090194426,-0.0293065903349206,0.1621838,0.0,0.0,7,0.616713827579702,320
cefotetan,0.0811235955056179,0.0028014504351805,-0.0138803281437058,0.04475704,0.0,0.0,7,0.6165251839275608,321
GDC-0834,0.0,-0.0012735363519039,0.0110663636592798,-0.0011759104,0.0,0.0,7,0.6157706093189964,322
doxazosin,0.0,0.0159710883971647,0.0117747674251726,-0.02762944,0.0,0.0,7,0.6154876438407847,323
fluocinolone-acetonide,-0.069250936329588,0.0001367497030864,-0.0098416731346539,0.035621975,0.0,0.0,7,0.6152990001886437,324
amineptine,-0.0695318352059925,-0.0156489027079415,-0.0049439088328721,0.1101943,0.0,0.0,7,0.6152990001886437,325
anidulafungin,0.0681647940074906,-0.0167578467250082,0.0082516437633579,0.063839085,0.0,0.0,7,0.6152046783625731,326
BMS-509744,0.0,0.0184625618162064,0.0346185410101376,-0.05033313,0.0,0.0,22,0.6146387474061498,327
preladenant,0.1054307116104868,-0.0146168340902497,0.0039915651792373,0.064231925,0.0,0.0,7,0.6146387474061498,328
milacemide,0.0,0.010327577240026,-0.0006921823315155,-0.008109244,0.0,0.0,7,0.6145444255800793,329
BAY-87-2243,0.0,-0.0094655126356275,-0.0208176381741121,0.1572177,0.0,0.0,7,0.6136955291454442,330
clonidine,-0.10812734082397,0.0640070262280149,0.0276143916138816,-0.07732544,0.0,0.0,7,0.6135068854933031,331
MGCD-265,0.0,-0.0024095654660248,-0.0288717562826722,0.16258575,0.0,0.0,19,0.6135068854933031,332
cilomilast,-0.0557677902621722,0.0332027538179034,0.0196256218910269,-0.05655994,0.0,0.0,7,0.6132239200150914,333
SNX-2112,-0.1231835205992509,0.0326448851321329,0.0383060143679656,-0.06714,0.0,0.0,7,0.6127523108847387,334
pravastatin,-0.0648876404494381,0.0445469692123049,0.0322594291018633,-0.074845426,0.0,0.0,8,0.6123750235804565,335
bopindolol,0.0718913857677902,0.0109332859489819,0.0146772979485788,-0.02941986,0.0,0.0,7,0.611620448971892,336
cytarabine,0.0,0.0070563265327756,0.0163689398333651,-0.024752725,0.0,0.0,7,0.6115261271458216,337
clomipramine,0.0,0.012000914037793,0.0128317865643622,-0.02916449,0.0,0.0,7,0.6113374834936804,338
desoxypeganine,0.0634269662921348,0.0165752437073008,-0.0007076117930087,-0.019088767,0.0,0.0,7,0.6113374834936804,339
methylstat,0.0,-0.0007135935124015,-0.0105672343078227,0.032786638,0.0,0.0,19,0.6109601961893981,340
vardenafil,0.0,0.0087447896946438,-0.0045022339774878,-0.004203748,0.0,0.0,7,0.6107715525372571,341
faropenem,-0.0757865168539325,0.0171828433949785,-0.0011909396254038,-0.019951792,0.0,0.0,7,0.6107715525372571,342
sasapyrine,-0.0757677902621722,-0.0009068627033848,-0.025264058507458,0.11013214,0.0,0.0,7,0.6104885870590454,343
DPI-201106,-0.0650187265917602,0.0330103271079667,-0.0236597788706381,0.0075109224,0.0,0.0,7,0.6101112997547632,344
MK-3207,0.0760861423220973,0.0015428664927227,-0.0159568432128903,0.042032447,0.0,0.0,7,0.6096396906244105,345
NVP-TAE226,-0.0879026217228464,0.0471837450986605,0.0284287217948642,-0.07823979,0.0,0.0,22,0.6096396906244105,346
ursodiol,-0.08438202247191,0.0368881980111672,0.0060957741416201,-0.049613193,0.0,0.0,7,0.6093567251461988,347
PSI-6130,0.0,-0.0133032666187206,-0.0141517806398095,0.115942754,0.0,0.0,7,0.6087907941897756,348
paracetamol,0.0,0.0364802702514391,0.0432850981349137,-0.08009636,0.0,0.0,7,0.6086021505376343,349
acexamic-acid,0.0,0.0344365341787349,-0.0019389642903347,-0.036129,0.0,0.0,7,0.6082248632333522,350
lapatinib,0.0,0.0277414684750644,0.0009233742318915,-0.035380222,0.0,0.0,17,0.6081305414072816,351
dicoumarol,0.0,-0.0159022655851781,-0.0076739558407522,0.09957312,0.0,0.0,7,0.6079418977551406,352
anandamide,0.0535205992509363,0.0354683171977326,0.0068962763848906,-0.0514263,0.0,0.0,7,0.6073759667987172,353
secnidazole,0.0,0.0039321131437328,-0.0119708017306131,0.013242624,0.0,0.0,7,0.6070930013205056,354
talnetant,0.0,-0.0203459994460041,0.0178323368178892,0.034114398,0.0,0.0,7,0.6064327485380117,355
oxatomide,0.0,0.0237112158786863,0.0042342488499596,-0.041238196,0.0,0.0,7,0.6062441048858705,356
piracetam,0.1001498127340824,0.0180328278351026,0.0165851611767368,-0.049535584,0.0,0.0,7,0.6061497830598,357
metronidazole,0.0,0.0433696974277885,0.0192080633786579,-0.07474836,0.0,0.0,7,0.6058668175815883,358
anagrelide,0.0,0.0408527620111257,-0.0143888973539883,-0.021042772,0.0,0.0,7,0.6057724957555178,359
LXR-623,0.0,0.0301991102207565,0.0054606734970698,-0.04815278,0.0,0.0,7,0.6057724957555178,360
clozapine,0.0,-0.0097604802777054,-0.0144030777607858,0.08146523,0.0,0.0,7,0.6052065647990945,361
KD-023,0.0,0.0255482147555137,-0.0069879990657473,-0.025870662,0.0,0.0,7,0.6050179211469534,362
penciclovir,0.0884456928838951,-0.0126545777161233,-0.0049166827947199,0.04992849,0.0,0.0,7,0.6047349556687417,363
pelitinib,-0.0830149812734082,0.0130374624595811,0.0305279424373406,-0.0538495,0.0,0.0,15,0.6039803810601773,364
fluticasone-propionate,-0.0830337078651685,-0.0043367719626791,0.0061934058069567,-0.005964278,0.0,0.0,7,0.603414450103754,365
cordycepin,0.0622471910112359,0.0392744020525639,0.0220245544837697,-0.078654416,0.0,0.0,7,0.6033201282776834,366
S-18986,0.117378277153558,0.0001560183224032,0.0061853953391341,-0.015478668,0.0,0.0,7,0.6032258064516128,367
methoxsalen,-0.0682397003745318,0.0191581451377523,-0.016468477975498,-0.0058989436,0.0,0.0,7,0.6030371627994718,368
cobicistat,-0.0910674157303371,-0.0128454479085297,-0.0140919250670568,0.09526207,0.0,0.0,7,0.6030371627994718,369
ganciclovir,0.0765730337078652,-0.000923165110259,-0.0042376658965588,0.0029746809,0.0,0.0,7,0.6027541973212601,370
bitopertin,0.0,0.0045013519878303,-0.0130217742000128,0.0077420305,0.0,0.0,7,0.6027541973212601,371
NSI-189,0.0,0.0309798229522865,-0.0122191127193719,-0.0229142,0.0,0.0,7,0.6027541973212601,372
duloxetine,0.0539513108614232,-0.0006429935298768,0.0032609652478837,-0.009482601,0.0,0.0,7,0.6026598754951896,373
progesterone,0.0,-0.0128008291913617,-0.0137763510575652,0.089269675,0.0,0.0,7,0.6026598754951896,374
amlexanox,0.0,-0.0082937974773247,0.0069790693333897,-0.0006056167,0.0,0.0,7,0.6024712318430484,375
GSK-923295,-0.0644382022471909,-0.0048468875701098,-0.0249695109087855,0.09734676,0.0,0.0,7,0.6023769100169779,376
malotilate,-0.0792134831460674,0.0054194100809584,-0.007192051212254,-0.0068551577,0.0,0.0,7,0.6023769100169779,377
iguratimod,0.0,-0.02135513566386,0.0050963373493684,0.05635049,0.0,0.0,7,0.6023769100169779,378
vincamine,0.0778089887640449,-0.0104835314337803,-0.0110759872406208,0.053951953,0.0,0.0,7,0.6021882663648368,379
NVP-AEW541,0.0962172284644194,-0.0389301257319757,0.0069968975510597,0.22089311,0.0,0.0,13,0.6020939445387662,380
OCO-1112,0.0,0.0083291430784539,0.0156468881402782,-0.039065834,0.0,0.0,7,0.6019996227126957,381
donitriptan,0.0,0.0032568543553515,-0.0131182242196033,0.00854211,0.0,0.0,7,0.6019053008866252,382
EPZ-005687,0.0,0.0284137637730722,0.0468471265810131,-0.08686594,0.0,0.0,5,0.6018109790605547,383
DPCPX,0.0615917602996254,0.01146111984926,0.0105647714569851,-0.03786502,0.0,0.0,7,0.601716657234484,384
SB-590885,0.0927902621722846,-0.0300851824127965,0.0020388517681059,0.12994304,0.0,0.0,13,0.601528013582343,385
alvespimycin,-0.1110299625468164,0.0585728459876997,0.0604380061771261,-0.17610066,0.0,0.0,7,0.6013393699302019,386
niclosamide,0.0,-0.0222859841185126,-0.0177301631587433,0.24665329,0.0,0.0,9,0.6009620826259195,387
ST-1859,-0.0681835205992509,0.0486171468209304,0.0220222692236792,-0.08756031,0.0,0.0,7,0.600867760799849,388
dipyridamole,-0.1061610486891385,0.023591795969586,-0.0133063487292491,-0.019801365,0.0,0.0,7,0.6007734389737786,389
nefazodone,0.0,-0.0120577052130432,-0.0226397191771842,0.124655604,0.0,0.0,7,0.6006791171477079,390
siramesine,0.0,0.0097795974260648,0.0115779342149292,-0.038934026,0.0,0.0,7,0.6005847953216374,391
thioguanine,0.0,9.39636135690118e-05,-0.0301319076099687,0.09850202,0.0,0.0,7,0.6003961516694963,392
dosulepin,0.073876404494382,-0.0021782473584382,0.0027550643617753,-0.009105399,0.0,0.0,7,0.6002075080173551,393
KD-025,0.0,0.0391878176678615,-0.0017259983299017,-0.05043921,0.0,0.0,7,0.6001131861912846,394
defactinib,0.0,-0.0091414840394334,-0.0299854472077521,0.15801886,0.0,0.0,7,0.6000188643652141,395
PSI-7976,0.0799812734082396,-0.0185685994617929,-0.0113215135883831,0.09915444,0.0,0.0,7,0.599830220713073,396
XBD-173,0.0521161048689138,-0.0095137206746022,-0.017294155110972,0.07697083,0.0,0.0,7,0.5996415770609319,397
KU-55933,0.0,0.0156194449968574,-0.0181348446651628,-0.002556155,0.0,0.0,19,0.5992642897566497,398
trifluoperazine,0.0,0.0010609477881906,0.0127550819710644,-0.028082186,0.0,0.0,7,0.5990756461045086,399
tioconazole,-0.0691385767790262,-0.0132546885620035,-0.0192307009212763,0.11151727,0.0,0.0,7,0.598981324278438,400
desmopressin-acetate,0.0827153558052434,-0.0173092571025879,-0.0010350418776121,0.04656438,0.0,0.0,7,0.5988870024523675,401
famotidine,0.0753183520599251,-0.0238025327973278,0.0025682125206868,0.06676517,0.0,0.0,7,0.5986040369741558,402
AMG-517,0.0679775280898876,-0.0157482980302542,-0.0234019786692646,0.16022965,0.0,0.0,7,0.5985097151480853,403
pioglitazone,-0.0746629213483146,0.0176865495547237,-0.0159146749276735,-0.010459766,0.0,0.0,7,0.5983210714959442,404
AZD-9668,0.0,0.0210455414253661,-0.0096167421991855,-0.026482178,0.0,0.0,7,0.5979437841916619,405
guanadrel,0.1040823970037453,0.0070088026984264,0.0145298371969055,-0.04283131,0.0,0.0,7,0.5975664968873797,406
cyclizine,0.0,0.0068281597860578,-0.0158258739943014,0.0020701177,0.0,0.0,7,0.5972835314091681,407
simeprevir,0.0,-0.0061621052484879,-0.0111189764937123,0.021938719,0.0,0.0,7,0.5972835314091681,408
ritonavir,0.0,-0.0049991801292052,0.0024925057264565,-0.007862536,0.0,0.0,7,0.5968119222788153,409
L-citrulline,0.0,-0.0154140462570632,-0.0034161803262519,0.037715327,0.0,0.0,7,0.5966232786266742,410
aripiprazole,0.0,0.020991794559453,-0.0096989883969295,-0.028449664,0.0,0.0,7,0.5966232786266742,411
tyrphostin-AG-1478,0.0753932584269663,0.002024266583465,-0.0427535558784408,0.173896,0.0,0.0,22,0.596245991322392,412
pimozide,0.0,-0.0140633796191302,0.0040804923371802,0.013023939,0.0,0.0,7,0.5960573476702509,413
NMS-1286937,0.0,-0.0134804436639652,-0.0299235513478977,0.20678507,0.0,0.0,7,0.595397094887757,414
flavoxate,0.1238014981273408,-0.0071461916758729,-0.020855654133615,0.06692024,0.0,0.0,7,0.5953027730616864,415
SB-756050,0.0,-0.0133474309183224,0.0245145435278239,-0.011007502,0.0,0.0,7,0.5952084512356159,416
mefloquine,0.0,-0.0129613207933515,-0.0187326745573867,0.095466994,0.0,0.0,7,0.5951141294095453,417
bupivacaine,0.0,0.0096442340815492,0.0104558688504446,-0.044963047,0.0,0.0,7,0.5948311639313336,418
doxapram,0.095749063670412,-0.0105275080957367,0.0280761041411223,-0.020808008,0.0,0.0,7,0.5947368421052631,419
