drug,baseline,net_trace,weighted_trace,vae_score,genetic_support,sig_reproducibility,n_cell_lines,combined_score,combined_rank
epirubicin,0.0,-0.05553129747044,-0.0457692583418445,0.28892168,0.0,0.0,7,0.4951329937747595,900
pazufloxacin,0.081441947565543,-0.0128008649131461,-0.0179164484954672,-0.09345908,0.0,0.0,7,0.49447274099226557,901
acivicin,0.0,-0.030512554675106,-0.0411136398174869,0.016821912,0.0,0.0,7,0.49447274099226557,902
GSK-1059615,0.0720224719101123,-0.0005524054093822,-0.0211190223108176,-0.3123197,0.0,0.0,28,0.49437841916619507,903
irbesartan,0.0551498127340823,-0.018945936803193,-0.0168591095206285,-0.07668107,0.0,0.0,7,0.49409545368798347,904
PF-562271,0.1095692883895131,-0.0350114293300098,-0.0646290960347491,0.2051727,0.0,0.0,17,0.49400113186191286,905
GDC-0152,0.0988389513108614,-0.021943112803342,-0.0527791115469446,0.024093801,0.0,0.0,7,0.49400113186191286,906
erlotinib,-0.0689513108614232,-0.0199258292578378,-0.0505771143272793,0.008937952,0.0,0.0,15,0.49371816638370114,907
tacrine,0.1073970037453183,-0.0184755738809308,-0.0674103473219653,0.059671193,0.0,0.0,7,0.49362384455763064,908
CGK-733,0.0,-0.0202174159618074,-0.0140512217481142,-0.08107492,0.0,0.0,19,0.49343520090548953,909
tagatose,0.0842883895131086,-0.0109861329715429,-0.0224025783027477,-0.089858204,0.0,0.0,7,0.4933408790794189,910
tolbutamide,0.0,-0.0238700944504253,-0.0341233621209657,-0.022248711,0.0,0.0,7,0.4932465572533484,911
aurora-a-inhibitor-i,0.1307865168539325,-0.0448315240068666,-0.0538095877509786,0.2611356,0.0,0.0,19,0.4932465572533484,912
formoterol,0.097059925093633,-0.0378182445536075,-0.026033499938485,-0.010095797,0.0,0.0,7,0.4925863044708546,913
tolazamide,0.0698876404494381,-0.0063488500898914,-0.0434445495202651,-0.041527938,0.0,0.0,7,0.492491982644784,914
dideoxyadenosine,0.1023970037453183,-0.0166742929419242,-0.0402158904536009,-0.023666542,0.0,0.0,7,0.492491982644784,915
maribavir,0.1056554307116104,-0.0252197718876949,-0.0370528497178158,-0.014782422,0.0,0.0,7,0.4923033389926429,916
PF-431396,0.0,-0.0357876293753859,-0.0656997339328338,0.23526092,0.0,0.0,13,0.4919260516883607,917
moxonidine,0.0861610486891385,-0.0277831567700824,-0.0273547240673365,-0.030063104,0.0,0.0,7,0.4918317298622902,918
metoclopramide,0.065,-0.0104102059500592,-0.0460194007307125,-0.024434624,0.0,0.0,7,0.4918317298622902,919
etacrynic-acid,0.0866479400749064,-0.0216218546334652,-0.065014492622769,0.06462171,0.0,0.0,7,0.49173740803621957,920
HG-9-91-01,0.1232771535580524,-0.0435492538181237,-0.0277314623483477,0.0071039544,0.0,0.0,22,0.49136012073193736,921
nisoxetine,0.0,-0.0275255992019444,-0.0271120439334269,-0.032978766,0.0,0.0,7,0.49126579890586675,922
MK-0773,0.0947565543071161,-0.0312606690498264,-0.0166152862000366,-0.043816317,0.0,0.0,7,0.49088851160158464,923
repaglinide,0.0923408239700374,-0.0242742566377273,-0.0564454147389562,0.04012194,0.0,0.0,7,0.49088851160158453,924
KW-2449,0.0,-0.0025416645279127,-0.0313833445309418,-0.091077305,0.0,0.0,24,0.49069986794944354,925
tioguanine,0.0,0.0010106127640528,-0.0414668065532322,-0.06707505,0.0,0.0,7,0.4906055461233729,926
aprepitant,0.0855992509363295,-0.011751899835034,-0.0251294221081239,-0.08403447,0.0,0.0,7,0.4906055461233729,927
idasanutlin,0.0,-0.0390498426756379,-0.0553714920306277,0.1321704,0.0,0.0,7,0.4904169024712318,928
roflumilast,0.0,-0.0432942338934753,-0.0397706996714273,0.05382871,0.0,0.0,7,0.4899452933408791,929
homoharringtonine,0.0536329588014981,-0.0382174577695882,-0.0448582441637809,0.055376407,0.0,0.0,7,0.4899452933408791,930
tizanidine,0.0723970037453183,-0.014551301418313,-0.0204002669423463,-0.085510544,0.0,0.0,7,0.4898509715148085,931
gestrinone,0.0,-0.0256184488232741,-0.0474959357688881,0.011311771,0.0,0.0,7,0.489756649688738,932
lidocaine,0.0,-0.0072005739084194,-0.0418678977830781,-0.04765833,0.0,0.0,7,0.4896623278626674,933
dopamine,0.0,-0.0451411586693349,-0.0295687023508366,0.013642238,0.0,0.0,7,0.4891907187323147,934
QL-X-138,0.0885955056179775,-0.0501944499420081,-0.0423535821058279,0.10798169,0.0,0.0,15,0.48881343142803246,935
CI-966,0.0,-0.0115057545585289,-0.0428445058114207,-0.036841657,0.0,0.0,7,0.48862478777589136,936
esculin,0.097003745318352,-0.0342518753800792,-0.0210107831350048,-0.029481197,0.0,0.0,7,0.48834182229767964,937
triptorelin,0.080505617977528,-0.0085590112309882,-0.0294879170953969,-0.08426048,0.0,0.0,7,0.48805885681946803,938
dipraglurant,0.0547752808988764,-0.0291406456216156,-0.0325696020412653,-0.02047147,0.0,0.0,7,0.4879645349933974,939
theobromine,0.0740074906367041,-0.037585206126687,-0.0508492552381894,0.08632513,0.0,0.0,7,0.4877758913412563,940
ranolazine,0.0,-0.0203906891587362,-0.035305090083876,-0.034494784,0.0,0.0,7,0.4876815695151858,941
epz004777,0.0,-0.0279806668015789,-0.0122421900832624,-0.07252064,0.0,0.0,5,0.4873986040369741,942
FPL-55712,0.097940074906367,-0.0321866612900455,-0.041292745312918,0.010369819,0.0,0.0,7,0.4873042822109036,943
filgotinib,0.0,-0.0028076249799034,-0.0203901938064731,-0.4405238,0.0,0.0,7,0.4871156385587625,944
indoximod,0.1065917602996254,-0.0105288421059441,-0.0385593483733417,-0.053766727,0.0,0.0,7,0.48636106395019807,945
probucol,0.0907116104868913,-0.0334304864434945,-0.0290179086443909,-0.019810734,0.0,0.0,7,0.48598377664591585,946
pyrimethamine,0.0893632958801498,-0.02865212367711,-0.039047598201956,-0.009289604,0.0,0.0,7,0.48579513299377475,947
glafenine,0.086067415730337,-0.0313634913424363,-0.0324618563200089,-0.018238835,0.0,0.0,7,0.48551216751556303,948
AGK-2,0.0963295880149812,-0.0210592786265374,-0.0390341838391062,-0.026098378,0.0,0.0,19,0.4852292020373514,949
seocalcitol,0.0819850187265918,-0.0560422531153963,-0.0424054582947779,0.11363069,0.0,0.0,7,0.4848519147330692,950
telatinib,0.0691573033707864,-0.0375596283670605,-0.0597511100584055,0.120486565,0.0,0.0,7,0.4846632710809281,951
timonacic,0.0,-0.0326635830095216,-0.035402422723774,-0.008519126,0.0,0.0,7,0.4846632710809281,952
candesartan,0.0,-0.0171988247035969,-0.0579191106743651,0.00616768,0.0,0.0,7,0.4845689492548576,953
Y-27152,0.127940074906367,-0.0245897637166186,-0.0122899534708109,-0.08849459,0.0,0.0,7,0.4843803056027165,954
propylthiouracil,0.1088576779026217,-0.0277636964591243,-0.0283905663684538,-0.038162805,0.0,0.0,7,0.4843803056027165,955
cabozantinib,0.0733333333333333,-0.0103707176014338,-0.0213471408340155,-0.1719,0.0,0.0,24,0.48362573099415196,956
phenprocoumon,0.0,-0.0193632743993072,-0.0442114815267856,-0.020791072,0.0,0.0,7,0.48353140916808146,957
arbutin,0.1184456928838951,0.0080690369961067,-0.0246472251437929,-0.6224796,0.0,0.0,7,0.48315412186379925,958
itopride,0.1155992509363295,-0.0232147745361901,-0.0366441251172083,-0.031033617,0.0,0.0,7,0.48296547821165814,959
GDC-0068,0.0708988764044943,-0.0148419841346863,-0.0186016481772543,-0.115880005,0.0,0.0,24,0.48268251273344653,960
empagliflozin,0.1146629213483146,-0.0189913659334051,-0.0204264587420487,-0.0858534,0.0,0.0,7,0.4824938690813054,961
LCL-161,0.1116479400749063,0.0054960829243352,-0.0215074391096338,-0.6406502,0.0,0.0,7,0.4823052254291643,962
dabigatran-etexilate,0.0882022471910112,-0.051857319135089,-0.0159845825359372,-0.014748162,0.0,0.0,7,0.4819279381248821,963
beclomethasone-dipropionate,0.0,-0.009777289317696,-0.0180677154917624,-0.39825457,0.0,0.0,7,0.481739294472741,964
urea,0.0958239700374531,-0.0179605413907542,-0.0214832047695254,-0.08787856,0.0,0.0,7,0.481739294472741,965
bavisant,0.0,-0.024802495326549,-0.0436030047152382,-0.013808567,0.0,0.0,7,0.48098471986417657,966
BMS-927711,0.0,-0.004347315714432,-0.0381399678761725,-0.08074375,0.0,0.0,7,0.48070175438596496,967
KIN001-043,0.1056367041198501,-0.0462398595151306,-0.0553713029609578,0.1464551,0.0,0.0,15,0.48023014525561214,968
sertaconazole,0.081067415730337,-0.0347386359599082,-0.0374626245932978,-0.0049730134,0.0,0.0,7,0.48004150160347103,969
metamizole,0.0832771535580524,-0.0411790134695984,-0.0369733168097391,0.010893906,0.0,0.0,7,0.4796642142991888,970
racecadotril,0.0,0.0133102935325117,-0.0277102996008183,-0.66829044,0.0,0.0,7,0.4795698924731183,971
phenylbutazone,0.0,-0.0079859694644406,-0.0188980008565514,-0.47284755,0.0,0.0,7,0.4794755706470477,972
MK-8033,0.0670411985018726,-0.0025007731132786,-0.0558487424041434,-0.037401073,0.0,0.0,7,0.4793812488209771,973
phentermine,0.083689138576779,-0.0285311997366693,-0.0418440415689495,-0.011050661,0.0,0.0,7,0.479192605168836,974
everolimus,0.082565543071161,-0.0617172949651881,-0.0509194912156848,0.3092328,0.0,0.0,24,0.4790982833427655,975
rifabutin,0.0,-0.0350581895921247,-0.02451584809635,-0.034015406,0.0,0.0,7,0.479003961516695,976
dinaciclib,0.0,-0.0522349157998246,-0.0551778246642751,0.19339024,0.0,0.0,23,0.4786266742124128,977
TTNPB,0.1330524344569288,-0.0396497505078312,-0.0295229426706968,-0.014624728,0.0,0.0,7,0.4786266742124128,978
pralatrexate,0.0,-0.0358442595159027,-0.0442791940000972,0.016635804,0.0,0.0,7,0.4786266742124127,979
escitalopram,0.0680898876404494,-0.0283991003999749,-0.0383898306351319,-0.020345453,0.0,0.0,7,0.4784380305602717,980
moclobemide,0.1074344569288389,-0.0257919430735219,-0.0130840266132726,-0.09431478,0.0,0.0,7,0.47824938690813057,981
amsacrine,0.0,-0.043363048748779,-0.0616895104843967,0.15385567,0.0,0.0,7,0.47796642142991885,982
berberine,0.0697565543071161,-0.0113151911533069,-0.0297055254503272,-0.096169725,0.0,0.0,7,0.47758913412563664,983
argatroban,0.0,-0.0003283874744714,-0.0195941547601626,-0.63130414,0.0,0.0,7,0.4771175249952839,984
climbazole,0.0,-0.0146526128937716,-0.0320616023875607,-0.07515456,0.0,0.0,7,0.4766459158649311,985
cianidanol,0.1115730337078651,-0.0287500456149393,-0.0520310518732263,0.01386516,0.0,0.0,7,0.4765515940388606,986
glycitein,0.0743820224719101,-0.0193364557275514,-0.037042967559009,-0.048259415,0.0,0.0,7,0.47645727221279,987
cutamesine,0.0819475655430711,-0.0178351951229412,-0.0405334381164684,-0.044557363,0.0,0.0,7,0.4757970194302962,988
mifobate,0.0923033707865168,-0.0366609957534262,-0.0354224035114847,-0.011228362,0.0,0.0,7,0.4757970194302962,989
flutamide,0.0941760299625468,-0.0560794420126122,-0.0538573896211747,0.18239933,0.0,0.0,7,0.47532541029994346,990
miconazole,0.0979213483146067,-0.0439309567736352,-0.0373535296150731,0.010859777,0.0,0.0,7,0.47532541029994335,991
fipronil,0.0,-0.0501610509091769,-0.0475027505177302,0.09722078,0.0,0.0,7,0.47523108847387285,992
moxidectin,0.0,-0.0294647407817763,-0.0466387184232722,-0.00178655,0.0,0.0,7,0.47485380116959064,993
sacubitril,0.1481086142322097,-0.0185021775433518,-0.0453397409954562,-0.031684674,0.0,0.0,7,0.47466515751744953,994
metolazone,0.0663295880149812,-0.0258833391319571,-0.0396262569866538,-0.027795294,0.0,0.0,7,0.4744765138653084,995
rupatadine,0.0822846441947565,-0.0571844349662543,-0.0365973604809958,0.04547295,0.0,0.0,7,0.4743821920392378,996
felbamate,0.0910861423220973,-0.0406995109192089,-0.0293200742771187,-0.017944358,0.0,0.0,7,0.4742878702131673,997
chlorambucil,0.0890262172284644,-0.0309659877481403,-0.0469401453621344,0.0057547637,0.0,0.0,7,0.4740992265610262,998
teroxirone,0.1265543071161048,-0.0294641018380437,-0.0693305042378613,0.074092805,0.0,0.0,7,0.4739105829088851,999
ethinyl-estradiol,0.0718352059925094,-0.0192306674225602,-0.0488268793597919,-0.022044636,0.0,0.0,7,0.4731560083003207,1000
salirasib,0.0,-0.0225330671366684,-0.0386639020804848,-0.04033415,0.0,0.0,7,0.4731560083003207,1001
suvorexant,0.1004868913857678,-0.0396693280190793,-0.0421140009746221,0.0128970565,0.0,0.0,7,0.4730616864742502,1002
MF-101,0.0,-0.030381127332748,-0.008516375525809,-0.09963881,0.0,0.0,7,0.47287304282210907,1003
VX-222,0.0982771535580524,-0.031011094192479,-0.0411108835585691,-0.01322014,0.0,0.0,7,0.47268439916996796,1004
MLN-8054,0.0,-0.0412785618931361,-0.0713939259232613,0.18147646,0.0,0.0,21,0.47221279003961514,1005
perhexiline,0.0822284644194756,-0.0258977508631417,-0.0024836085371824,-0.44541475,0.0,0.0,7,0.47202414638747403,1006
buparlisib,0.0,-0.021772896755604,-0.0159359581786585,-0.15464354,0.0,0.0,15,0.4717411809092624,1007
mazindol,0.104438202247191,-0.038445316955542,-0.0393958855734454,-0.003983102,0.0,0.0,7,0.4714582154310507,1008
amfepramone,0.0601123595505618,-0.027447438342668,-0.0266139915013159,-0.06299335,0.0,0.0,7,0.4714582154310507,1009
proguanil,0.0,0.0102756278496013,-0.0377572218388705,-0.5037082,0.0,0.0,7,0.4711752499528391,1010
fexofenadine,0.0797752808988764,-0.0150949394414753,-0.0408043807227102,-0.055474017,0.0,0.0,7,0.470986606300698,1011
fidaxomicin,0.0961985018726592,-0.0241643746330878,-0.0581227459521941,0.005124769,0.0,0.0,7,0.4706093189964158,1012
deferasirox,0.0814232209737828,-0.0397984665787402,-0.0512898827289354,0.04695912,0.0,0.0,7,0.4705149971703452,1013
quercetin,0.0924906367041198,-0.0389925202149307,-0.0519330730704415,0.043626647,0.0,0.0,7,0.4704206753442747,1014
pilocarpine,0.0839887640449438,-0.032867275678403,-0.0563206542081386,0.03434837,0.0,0.0,7,0.4703263535182042,1015
bms-906024,0.0,-0.0109254502933312,-0.0299854333642151,-0.15018855,0.0,0.0,2,0.47023203169213357,1016
methyldopa,0.0990074906367041,-0.0390297253794845,-0.065001089818708,0.10592215,0.0,0.0,7,0.47004338803999246,1017
melatonin,0.0875093632958801,-0.0301616778116914,-0.0343163587347779,-0.034077913,0.0,0.0,7,0.47004338803999246,1018
loratadine,0.0914232209737827,-0.0276846128744046,-0.0645981787505101,0.029118737,0.0,0.0,7,0.46985474438785135,1019
bupropion,0.085561797752809,-0.0394562135096564,-0.0079083343899576,-0.07456488,0.0,0.0,7,0.46976042256178074,1020
zaleplon,0.066067415730337,-0.0121626688146961,-0.0344956295177105,-0.09092367,0.0,0.0,7,0.46976042256178074,1021
GSK-2334470,0.083501872659176,-0.0099355734900025,-0.0330984493506651,-0.11455458,0.0,0.0,19,0.46966610073571025,1022
EX-527,0.1422471910112359,-0.0261327969252913,-0.0626862397261784,0.019486165,0.0,0.0,21,0.46966610073571025,1023
nateglinide,0.0800374531835206,-0.0615188944749405,-0.0518051068839681,0.1560534,0.0,0.0,7,0.46938313525749853,1024
ZSTK-474,0.0809176029962546,-0.0225529571807579,-0.0302357142203448,-0.06951507,0.0,0.0,15,0.46938313525749853,1025
camostat-mesilate,0.0,-0.0411775027499698,-0.0115745116007932,-0.060668707,0.0,0.0,7,0.46928881343142803,1026
ramipril,0.0,-0.0283456616093158,-0.0272407199815459,-0.060947653,0.0,0.0,7,0.46928881343142803,1027
nandrolone,0.1014794007490637,-0.0344617429546308,-0.0341004327768836,-0.02557605,0.0,0.0,7,0.4689115261271458,1028
ambroxol,0.0834082397003745,-0.032181862597596,-0.0460333530912864,-0.0027292152,0.0,0.0,7,0.4688172043010752,1029
TG-100801,0.0874344569288389,-0.0295831811541836,-0.0250489231459676,-0.0633043,0.0,0.0,7,0.4686285606489341,1030
DMP-777,0.0689325842696629,-0.0293637499511143,-0.0455297798895346,-0.011810313,0.0,0.0,7,0.4686285606489341,1031
E-2012,0.0,-0.0592108831322402,-0.0495042974503405,0.116369694,0.0,0.0,7,0.4686285606489341,1032
sulfadoxine,0.0,-0.0456600188841155,-0.0303406829411964,-0.011163094,0.0,0.0,7,0.4685342388228636,1033
tretinoin,0.0,-0.0157858580809854,-0.0203920256005634,-0.32049614,0.0,0.0,5,0.468251273344652,1034
T-5224,0.0923595505617977,-0.045904933681533,-0.0647075463219549,0.14670609,0.0,0.0,7,0.4682512733446519,1035
linsitinib,0.0777340823970037,-0.0554493859401,-0.0427788895227479,0.055026185,0.0,0.0,15,0.4679683078664403,1036
CYT-997,0.0,-0.0213848408795392,-0.0174631021562843,-0.18150125,0.0,0.0,7,0.4679683078664403,1037
apafant,0.1161235955056179,-0.0342260288774727,-0.0314835439259694,-0.034709927,0.0,0.0,7,0.46730805508394646,1038
PKI-179,-0.0564794007490636,-0.0153639115565996,-0.0162625236196103,-0.5024975,0.0,0.0,7,0.46730805508394646,1039
bendroflumethiazide,0.0,-0.0239930257969505,-0.0440297095034862,-0.03059082,0.0,0.0,7,0.46693076777966425,1040
ftorafur,0.0,-0.008214423403909,-0.0468217647662588,-0.063305765,0.0,0.0,7,0.46674212412752314,1041
erteberel,0.0751123595505618,-0.0108859400870604,-0.0502832929100746,-0.05056211,0.0,0.0,7,0.4657989058668176,1042
triptolide,0.0,-0.0557379824666705,-0.0570869272624368,0.1422276,0.0,0.0,7,0.4656102622146765,1043
nelarabine,0.1096067415730337,-0.0400447538253271,-0.0515497598280803,0.035266172,0.0,0.0,7,0.4652329749103943,1044
ellagic-acid,0.0,-0.0138100205315377,-0.0224140741098581,-0.4314374,0.0,0.0,7,0.46513865308432367,1045
yohimbine,0.0652996254681648,0.0026107830537069,-0.0357582427798529,-0.51737773,0.0,0.0,7,0.46476136578004146,1046
meloxicam,0.0599812734082396,-0.0307513638739337,-0.0471864822986526,-0.008138995,0.0,0.0,7,0.46457272212790035,1047
tetrindole,0.071067415730337,-0.0471077131553053,-0.0228914721466545,-0.028216805,0.0,0.0,7,0.46447840030182985,1048
staurosporine,0.0,-0.0228458029377027,-0.0413006259171468,-0.045382835,0.0,0.0,6,0.46419543482361814,1049
3-amino-benzamide,0.0,0.0201897854073093,-0.038601038271924,-0.75269693,0.0,0.0,7,0.46410111299754764,1050
5-aminolevulinic-acid,0.1255992509363296,-0.0392378673881565,-0.0491861766517777,0.01728244,0.0,0.0,7,0.46381814751933603,1051
epinephrine,0.0691385767790261,-0.0275347849537891,-0.024814685950503,-0.081441924,0.0,0.0,7,0.4636295038671948,1052
verapamil,0.0,-0.011904156403967,-0.0181225274433806,-0.6079003,0.0,0.0,7,0.4635351820411243,1053
lorazepam,0.0998501872659176,-0.0518594701007364,-0.0244553378913781,-0.021074237,0.0,0.0,7,0.4635351820411243,1054
topiramate,0.0,-0.0037551660696325,-0.032565302970942,-0.48685965,0.0,0.0,7,0.4633465383889832,1055
bimatoprost,0.0768539325842696,-0.0291932763534894,-0.0746653598806461,0.05392773,0.0,0.0,7,0.4633465383889832,1056
moracizine,0.1254307116104869,-0.0445291292325511,-0.0169850037520371,-0.047956582,0.0,0.0,7,0.4632522165629126,1057
A-443654,0.0638951310861423,-0.0116378010313776,-0.0330163967194331,-0.16999647,0.0,0.0,15,0.46249764195434817,1058
carbenoxolone,0.0,-0.0255088822580765,-0.0465221833728084,-0.024474695,0.0,0.0,7,0.4624033201282777,1059
quinine,0.0700749063670412,-0.0306295492170621,-0.0620194729796813,0.02401074,0.0,0.0,7,0.46221467647613657,1060
cpi-169,0.0799812734082396,-0.0439535522450297,-0.0113744028659162,-0.06530884,0.0,0.0,5,0.46212035465006596,1061
BRD-K73261812,0.0,-0.0167328960169764,-0.025677803860041,-0.23715831,0.0,0.0,2,0.46164874551971324,1062
BRD-K68548958,0.0,-0.0445337072481856,-0.0493895422451054,0.033732895,0.0,0.0,19,0.46136578004150164,1063
fenoldopam,0.0707490636704119,-0.0273200130353116,-0.022745393617535,-0.09157101,0.0,0.0,7,0.4608941709111488,1064
idelalisib,0.0,-0.0132470674781016,-0.0312315049307339,-0.18017754,0.0,0.0,24,0.4608941709111488,1065
serdemetan,0.0702808988764045,-0.0377157233930387,-0.0277527692767778,-0.046199795,0.0,0.0,19,0.4607998490850783,1066
ivabradine,0.0872097378277153,-0.0155288423390718,-0.0143976525264731,-0.61774755,0.0,0.0,7,0.4603282399547255,1067
imatinib,0.0931647940074906,-0.054933369614786,-0.0407323341473316,0.022707524,0.0,0.0,17,0.460233918128655,1068
trimethobenzamide,0.1100561797752809,-0.0277013245115466,-0.0264666852245952,-0.080511905,0.0,0.0,7,0.4600452744765139,1069
mitomycin-c,0.0,-0.054422399207776,-0.0715661554070683,0.3136699,0.0,0.0,7,0.45947934352009057,1070
fusidic-acid,0.0908988764044943,-0.0288312850106122,-0.0287017688586265,-0.070853464,0.0,0.0,7,0.45938502169401996,1071
SC-12267,0.0,-0.0406026048662449,-0.047219450899861,0.010358734,0.0,0.0,7,0.45929069986794946,1072
almorexant,0.0,-0.0165120648042872,-0.063083630327811,-0.019135863,0.0,0.0,7,0.45929069986794946,1073
pibenzimol,0.1012359550561797,-0.0093912023304121,-0.0211320386786477,-0.63865525,0.0,0.0,7,0.45919637804187885,1074
BMS-777607,0.0944943820224719,-0.0239252668985277,-0.0179658087206746,-0.28100654,0.0,0.0,24,0.45891341256366724,1075
calcitriol,-0.0770973782771535,-0.0158315110808714,-0.0431801306644296,-0.06402339,0.0,0.0,7,0.45872476891152614,1076
ZK-93426,0.0,-0.0276963364467874,-0.0405025697002981,-0.04222683,0.0,0.0,7,0.45853612525938503,1077
PX-12,0.0905056179775281,-0.0086708854640385,-0.0402989185955858,-0.10891073,0.0,0.0,7,0.4580645161290322,1078
otamixaban,0.1048501872659176,-0.0614143763716805,-0.0567508616571565,0.13230395,0.0,0.0,7,0.4579701943029617,1079
trovafloxacin,0.1127902621722846,-0.0398239336476632,-0.030268075878544,-0.036714632,0.0,0.0,7,0.4578758724768911,1080
alvocidib,0.0,-0.0458734460434104,-0.0654094342693477,0.110255964,0.0,0.0,18,0.4578758724768911,1081
phenazone,0.1178651685393258,-0.0561655222777814,-0.0512756732482608,0.07910588,0.0,0.0,7,0.4573099415204679,1082
phenformin,0.072565543071161,-0.0102549067165204,-0.0334704634159819,-0.34541556,0.0,0.0,7,0.4573099415204678,1083
darunavir,0.098314606741573,-0.0427911184369125,-0.0780598762549874,0.12722218,0.0,0.0,7,0.45702697604225617,1084
nemonapride,0.0853932584269663,-0.0208864698613651,-0.0288326157743076,-0.11576094,0.0,0.0,7,0.45683833239011506,1085
tosedostat,-0.0886891385767789,-0.0295377779580748,-0.0277166294579226,-0.07600702,0.0,0.0,7,0.45627240143369174,1086
GSK-1292263,0.0866853932584269,-0.0389943053923635,-0.0530406108036878,0.014149801,0.0,0.0,7,0.45627240143369174,1087
ramelteon,0.0649999999999999,-0.0079442641209824,-0.0304157955671361,-0.537411,0.0,0.0,7,0.4556121486511979,1088
AMG-232,0.0,-0.038989941678,-0.0653320110068464,0.05474044,0.0,0.0,7,0.4554235049990568,1089
dimethyl-fumarate,0.0,-0.0052343361852342,-0.034789557489765,-0.5026543,0.0,0.0,7,0.4553291831729862,1090
sumatriptan,0.0644569288389513,-0.0386936363225437,-0.0483005886645028,-0.0025112054,0.0,0.0,7,0.4553291831729862,1091
lidamidine,0.0908988764044943,-0.0286403400581939,-0.0574303408639449,-0.006567563,0.0,0.0,7,0.4552348613469157,1092
"2',5'-dideoxyadenosine",0.1012546816479401,-0.0350483403226592,-0.034920681883304,-0.040792834,0.0,0.0,7,0.4548575740426334,1093
amonafide,0.1093258426966291,-0.058075966112973,-0.0650931139364934,0.16134089,0.0,0.0,7,0.4546689303904924,1094
barasertib-HQPA,0.0914232209737827,-0.0577433963626881,-0.0717717652604344,0.31783652,0.0,0.0,13,0.4546689303904924,1095
ARN-509,0.0820786516853932,-0.0249851668083136,-0.0416825903168591,-0.0512022,0.0,0.0,7,0.4545746085644218,1096
bepotastine,0.0780149812734082,-0.0204144756524526,-0.0339383544616346,-0.09108814,0.0,0.0,7,0.4542916430862102,1097
bexarotene,0.0,-0.0504836086776479,-0.045418452542295,0.019938117,0.0,0.0,7,0.45400867760799846,1098
etomoxir,0.0652059925093632,-0.0115049201727035,-0.0296672460535958,-0.5076179,0.0,0.0,7,0.45372571212978685,1099
allopurinol,0.0769475655430712,-0.0446190072087928,-0.0417718443155232,-0.004817009,0.0,0.0,7,0.45363139030371624,1100
celastrol,0.1207677902621723,-0.0640171380109702,-0.0580919746004895,0.1338165,0.0,0.0,15,0.45315978117336353,1101
chloroquine,0.0943445692883895,-0.0250390422356119,-0.0278842960502068,-0.101976454,0.0,0.0,7,0.4530654593472929,1102
indinavir,0.0,-0.013575741144023,-0.0301185155741079,-0.42409053,0.0,0.0,7,0.4530654593472929,1103
dapsone,0.1197940074906367,-0.0124617130612366,-0.0385791669450797,-0.12637414,0.0,0.0,7,0.4528768156951518,1104
labetalol,0.0,-0.0161151200922343,-0.0348883333530217,-0.1164889,0.0,0.0,7,0.4526881720430107,1105
pirenzepine,0.0845692883895131,-0.0266900224273005,-0.0352013504468966,-0.07020259,0.0,0.0,7,0.4524995283908696,1106
torasemide,0.0891385767790262,-0.0056986857999312,-0.0349672734612417,-0.52414644,0.0,0.0,7,0.4523108847387285,1107
AM-24,0.0,-0.0278344782167153,-0.0313443692856478,-0.078361355,0.0,0.0,7,0.4523108847387285,1108
chrysin,0.0721348314606741,-0.0394094779812829,-0.0428857580712067,-0.015556601,0.0,0.0,7,0.4523108847387285,1109
17-hydroxyprogesterone-caproate,0.0,0.0065272179666956,-0.0443604367950429,-0.52162594,0.0,0.0,7,0.4521222410865874,1110
indoprofen,0.0593445692883895,-0.0448472312064312,-0.0498887276414378,0.016997194,0.0,0.0,7,0.4518392756083758,1111
LY-2886721,0.0,-0.005664818207505,-0.0346061364696839,-0.549051,0.0,0.0,7,0.4515563101301642,1112
letrozole,0.1345880149812734,-0.0354811286198487,-0.0351015955844758,-0.045542706,0.0,0.0,7,0.45136766647802296,1113
torcitabine,0.0950187265917602,-0.0193199274416796,-0.0639001556629354,-0.021280523,0.0,0.0,7,0.45108470099981135,1114
phorbol-myristate-acetate,0.135,-0.0585012618520509,-0.0750299640863646,0.2771736,0.0,0.0,7,0.4502358045651763,1115
altanserin,0.1137265917602995,-0.0392599611738246,-0.0359079478815553,-0.033321053,0.0,0.0,7,0.4502358045651763,1116
telmisartan,0.1189700374531835,-0.0340017061184837,-0.0506708666327081,-0.01168585,0.0,0.0,7,0.4502358045651763,1117
guanethidine,0.0988951310861423,-0.0328538539486345,-0.0316288651420987,-0.062067468,0.0,0.0,7,0.4499528390869647,1118
ropinirole,0.0,0.0010464484914526,-0.0358320671160096,-0.6480649,0.0,0.0,7,0.4498585172608942,1119
"3,3'-diindolylmethane",0.0735393258426966,-0.039187592474707,-0.0271092615320296,-0.059593678,0.0,0.0,7,0.4497641954348236,1120
carvedilol,0.0,-0.0140172648573977,-0.0253719830881099,-0.58735436,0.0,0.0,7,0.4495755517826825,1121
loxoprofen,0.1187827715355805,-0.0499240104995107,-0.0261108357692806,-0.037812598,0.0,0.0,7,0.449481229956612,1122
fidarestat,0.1086329588014981,-0.0402032908952365,-0.0329030042602614,-0.041229703,0.0,0.0,7,0.4493869081305414,1123
zardaverine,0.0890074906367041,-0.0527888569797423,-0.0712913341935242,0.13275522,0.0,0.0,7,0.4492925863044709,1124
deoxycholic-acid,0.0772097378277154,-0.0500594549797722,-0.0677241762664299,0.10896287,0.0,0.0,7,0.4491982644784003,1125
