,rwr_up,rwr_down,rwr_net
23654,0.00044332627258730615,1.496916552103774e-05,0.0004283571070662684
23657,1.3962449630248074e-05,3.1721887874828106e-05,-1.7759438244580034e-05
23658,1.4696297941092155e-06,0.00030108420909956456,-0.00029961457930545535
23659,2.5469118348107945e-05,2.0947536113440684e-05,4.521582234667261e-06
23660,5.965327013981782e-08,1.1421158424491155e-05,-1.1361505154351336e-05
23671,7.050153932330929e-08,1.3897824261327362e-06,-1.319280886809427e-06
23673,1.6264525892074417e-05,4.466241942321022e-05,-2.8397893531135803e-05
23676,6.485843602943688e-07,1.1619782936764348e-06,-5.13393933382066e-07
23677,3.845488921727987e-06,7.673107947414337e-07,3.0781781269865538e-06
23678,1.7014220769303845e-06,6.775409275233324e-05,-6.605267067540285e-05
23682,1.6079232724289804e-05,0.00011731772445830296,-0.00010123849173401315
23683,2.3393778637886837e-06,4.255876714163822e-05,-4.0219389277849534e-05
23704,4.55116538127048e-07,4.925159340654574e-06,-4.470042802527526e-06
23705,0.0010210847195579321,1.5502202464016238e-06,0.0010195344993115306
23708,2.4905547673112085e-05,4.067310838403037e-05,-1.5767560710918285e-05
23710,9.866428187845226e-05,3.065363471222846e-05,6.80106471662238e-05
23729,2.9452691561308384e-05,3.470331121075877e-05,-5.250619649450388e-06
23732,6.182990227637148e-08,4.26527465136003e-06,-4.203444749083658e-06
23741,6.729671952272479e-07,0.00010890491865536422,-0.00010823195146013697
23742,6.194652171478734e-07,4.836055149957627e-07,1.3585970215211068e-07
23743,5.608514165800204e-07,2.6321344824690802e-05,-2.576049340811078e-05
23746,2.1950372621121967e-06,7.818603116836967e-06,-5.6235658547247695e-06
23753,2.082493931447253e-06,0.0002579987650397078,-0.00025591627110826054
23759,1.3824162525860445e-06,3.5406593162989287e-05,-3.402417691040324e-05
23760,3.9870545566865673e-08,4.4258053937551625e-05,-4.421818339198476e-05
23761,2.5610167503155525e-05,1.1813430652641562e-05,1.3796736850513963e-05
23762,5.330911532373975e-07,1.6017236430102648e-05,-1.548414527686525e-05
23764,7.867655440832964e-06,0.00016937522079156045,-0.0001615075653507275
23765,1.4883470711464759e-05,3.855802629090559e-05,-2.367455557944083e-05
23767,9.922291430363488e-05,2.5489323665923523e-05,7.373359063771135e-05
23768,1.7853685042820603e-06,9.174665102153236e-07,8.679019940667367e-07
23769,1.2969300534389664e-06,7.397311541364122e-07,5.571988993025542e-07
23770,5.457460757883913e-06,0.0001675338605341994,-0.0001620763997763155
23774,3.3410584283499314e-06,6.375188807234504e-06,-3.0341303788845724e-06
23779,4.054240356161616e-06,2.612993313932675e-05,-2.2075692783165136e-05
23786,1.6818737509282026e-06,2.5422687301106776e-05,-2.3740813550178572e-05
23787,3.033480407648064e-06,0.00015547297964573457,-0.0001524394992380865
23788,3.920618458148121e-07,0.0001405995984770391,-0.0001402075366312243
238,2.128584388724509e-05,6.043533365554402e-05,-3.914948976829893e-05
239,7.873532039867553e-06,1.1574278772640834e-05,-3.7007467327732806e-06
2395,5.838416601623461e-06,7.07731683171373e-05,-6.493475171551384e-05
24,1.197470294028247e-05,9.252228922055646e-06,2.7224740182268246e-06
240,5.9531237417060705e-05,2.239862467933177e-05,3.713261273772893e-05
241,7.068406099026376e-05,1.4628758748859414e-05,5.6055302241404347e-05
24137,2.44519369135586e-06,5.0437773303092e-06,-2.5985836389533395e-06
24138,2.48215108772452e-05,1.979803618292928e-05,5.0234746943159214e-06
24139,4.0162348988448247e-07,6.343368757167931e-05,-6.303206408179483e-05
24140,7.6054539776255775e-06,4.8096511632407876e-05,-4.04910576547823e-05
24144,1.741657537784581e-06,1.8560965342362272e-05,-1.681930780457769e-05
24145,4.7579110669120825e-06,2.476117882856597e-05,-2.0003267761653888e-05
24146,2.814068682097894e-05,6.301409235332004e-06,2.1839277585646938e-05
24147,1.298611905313719e-05,4.279245900570498e-06,8.706873152566693e-06
24148,4.451440736905339e-06,0.00010955063479807299,-0.00010509919406116765
24150,0.0,0.0,0.0
242,8.415737878977752e-06,1.0829940468203398e-05,-2.414202589225646e-06
2444,3.2364868764507525e-06,5.2823842391399995e-05,-4.9587355514949244e-05
245711,5.381180732385338e-05,7.494003240173924e-07,5.306240699983599e-05
245802,9.853866254786673e-06,5.634855053303869e-07,9.290380749456287e-06
245806,3.5669203865349565e-06,7.451102259365468e-07,2.8218101605984095e-06
245812,5.211953869168833e-05,1.7361300768202718e-07,5.19459256840063e-05
245908,4.560819349030414e-08,4.681306370163317e-07,-4.2252244352602755e-07
245909,9.052351047625943e-09,2.5900427565128853e-07,-2.4995192460366257e-07
245910,7.366113687853617e-08,4.900213649068764e-07,-4.163602280283402e-07
245911,4.097383968002699e-08,4.524611930883689e-07,-4.114873534083419e-07
245913,3.066301723864303e-08,3.0062236639834065e-07,-2.699593491596976e-07
245915,4.767659598460866e-09,1.3975927589142337e-08,-9.208267990681471e-09
245927,5.827659784034438e-09,2.200830827690003e-08,-1.6180648492865594e-08
245928,4.2088353874920775e-08,4.352039808545068e-07,-3.93115626979586e-07
245929,5.545770236385202e-09,1.9334747014240546e-08,-1.3788976777855344e-08
245930,6.738884156490599e-09,2.691222994221453e-08,-2.017334578572393e-08
245932,2.3983258025190144e-08,6.485311699554066e-08,-4.086985897035051e-08
245934,4.821763383825724e-09,1.3960468126548197e-08,-9.138704742722473e-09
245936,4.5274948312498706e-09,1.1190947748797804e-08,-6.663452917547933e-09
245937,5.655819833284296e-09,1.799312906379967e-08,-1.2337309230515374e-08
245938,5.903052435924104e-09,1.869228310366758e-08,-1.2789230667743475e-08
245939,6.333180351551743e-09,2.4222078086149172e-08,-1.788889773459743e-08
245972,5.727119737725071e-06,2.2019137950126854e-05,-1.6292018212401784e-05
245973,5.686516269658131e-06,2.934819774975628e-05,-2.366168148009815e-05
246,1.0314132991090234e-05,1.8246844525232323e-05,-7.93271153414209e-06
246100,9.05094898187229e-09,1.2362631819068253e-08,-3.311682837195963e-09
246175,2.19901274534711e-06,5.458344694784512e-05,-5.2384434202498004e-05
246176,2.6500644816671487e-05,5.244559966262207e-07,2.5976188820045266e-05
246184,3.1142624555221186e-06,0.0001541000277422144,-0.00015098576528669227
246213,1.0374414889795764e-06,8.739136300159402e-07,1.6352785896363619e-07
246243,6.311109593200843e-07,4.457480502924636e-05,-4.394369406992628e-05
246329,3.550602020182831e-06,6.111833079203574e-06,-2.5612310590207433e-06
246330,7.224112691463353e-07,8.13876571901734e-06,-7.416354449871004e-06
246721,9.637016470980691e-08,5.704805418316957e-06,-5.60843525360715e-06
246744,1.1199376435248065e-07,1.9443514927243154e-06,-1.8323577283718348e-06
246778,1.1101169564554795e-06,1.7889429956699486e-06,-6.78826039214469e-07
247,5.160309666694111e-06,0.0007345498909276081,-0.000729389581260914
2475,2.852277262152349e-05,5.094501349934055e-05,-2.242224087781706e-05
248,1.0593028037355118e-06,1.3230890563145457e-06,-2.6378625257903386e-07
2483,1.636799684630396e-06,3.259006660564749e-05,-3.0953266921017095e-05
2487,1.2888817450584329e-05,7.744133312439191e-06,5.144684138145137e-06
2488,2.985939656337814e-06,1.384582164294633e-06,1.601357492043181e-06
249,8.204704472665764e-06,0.001091152110935715,-0.0010829474064630493
2491,3.3536531225276682e-06,3.458520463429752e-06,-1.0486734090208389e-07
2492,1.4051718458115926e-06,1.7309957000542706e-06,-3.2582385424267795e-07
2494,1.8097616858462876e-06,5.388603990795628e-06,-3.5788423049493406e-06
2495,3.211092227246087e-05,0.0009822000527132126,-0.0009500891304407517
25,5.20808332153519e-05,4.108273211715161e-05,1.0998101098200292e-05
250,0.0002221705706148125,2.035144704630194e-06,0.0002201354259101823
2512,7.900212205154973e-06,0.001887811003032743,-0.001879910790827588
2515,3.162932481369892e-06,9.640257380063572e-07,2.1989067433635345e-06
2516,2.183391308368075e-06,3.3010757531411878e-06,-1.1176844447731126e-06
2517,9.801709872787748e-08,0.00019982945768789797,-0.0001997314405891701
2519,2.3815572918211547e-08,7.735277684893647e-05,-7.732896127601826e-05
2520,1.8494476167539787e-06,7.45557708193122e-06,-5.606129465177242e-06
2521,1.0185515048060675e-05,0.0002396070914906586,-0.00022942157644259794
2523,3.5408306005212926e-05,8.039258594933505e-06,2.736904741027942e-05
2524,2.1344591007059956e-05,2.2336733464566736e-05,-9.921424575067793e-07
2525,1.978901609808596e-05,0.00012878602871374892,-0.00010899701261566296
2526,1.365994834459212e-05,6.838823452568713e-06,6.821124892023407e-06
2527,1.0853790334385538e-05,4.887785239565706e-06,5.966005094819832e-06
2528,1.1100390695336593e-05,7.480409795699135e-06,3.619980899637458e-06
252839,8.899344983865142e-09,0.0001372823374655491,-0.00013727343812056523
252884,1.821703195945622e-05,6.653015675263356e-06,1.1564016284192863e-05
2529,5.300198419813212e-06,1.869392054629823e-06,3.430806365183389e-06
252969,7.965179664322014e-07,4.078763437232797e-05,-3.999111640589577e-05
252983,9.298829384835919e-05,2.1821433996751206e-07,9.277007950839167e-05
252995,1.8494910726198912e-06,6.826967095241313e-06,-4.977476022621421e-06
2530,2.342734364878403e-05,0.00010408118361591353,-8.065383996712949e-05
253017,9.246221479638168e-06,4.248547481714253e-06,4.997673997923916e-06
2531,5.367923118139592e-05,7.4960011153021805e-06,4.618323006609374e-05
253143,1.2538468986045847e-08,6.702940860166053e-05,-6.701687013267449e-05
253175,2.6653223128346316e-07,2.2008400480835413e-06,-1.9343078168000783e-06
2532,6.903874316992831e-06,4.4914642785043695e-06,2.412410038488461e-06
253260,1.086783332327007e-05,1.648178152945535e-05,-5.613948206185279e-06
253314,3.5528302268523445e-06,1.6369350417300335e-05,-1.281652019044799e-05
2534,9.636587987326613e-05,2.017796979075905e-05,7.618791008250707e-05
253430,6.192500514983809e-06,5.1069521617063746e-05,-4.487702110207994e-05
253461,1.5383831565943833e-08,0.00011181399623885698,-0.00011179861240729103
2535,0.00028331529419370246,5.62433515106133e-06,0.0002776909590426411
253512,1.8476529506572588e-07,2.8368656764845823e-05,-2.8183891469780097e-05
253558,6.129320323238433e-06,2.039579787038569e-05,-1.4266477547147258e-05
253559,1.1147204795911817e-05,5.46655093653998e-07,1.0600549702257819e-05
253635,8.9664826637045e-05,6.236911566246425e-07,8.904113548042036e-05
253639,1.382641989154456e-07,7.581969432815111e-06,-7.443705233899666e-06
2537,0.001452818193445592,8.347334434777516e-06,0.0014444708590108145
253714,5.084319466370244e-06,9.985531582607112e-07,4.0857663081095325e-06
253738,1.0415522038515885e-07,1.2074420559022498e-08,9.208079982613635e-08
253782,5.547536438652248e-06,2.833319661229481e-05,-2.2785660173642562e-05
253827,0.0002098615036744538,7.659127528011605e-07,0.00020909559092165264
2539,4.417706436484536e-06,0.00017634192404981502,-0.0001719242176133305
253935,2.200157069453258e-07,2.344974578629625e-08,1.9656596115902954e-07
253943,6.535922682176151e-07,3.883554590273576e-05,-3.818195363451815e-05
253959,7.400632146582599e-08,4.517265537005088e-05,-4.5098649048585054e-05
253970,1.3167968654689577e-06,0.0008142724636394238,-0.0008129556667739549
253980,1.4426280977420374e-05,5.1434418544077844e-05,-3.700813756665747e-05
253982,2.2904268454668977e-07,6.75385317733858e-05,-6.73094890888391e-05
254042,4.218932611489582e-07,2.2825370095556234e-05,-2.2403476834407275e-05
254048,0.00011159361546645069,2.577749658581478e-06,0.0001090158658078692
254065,8.066260400622524e-05,1.9009680431992566e-06,7.876163596302598e-05
254102,1.0574649598271714e-07,2.083280993257677e-06,-1.97753449727496e-06
254122,5.1867826754850085e-06,5.4072783140310215e-06,-2.20495638546013e-07
254158,8.866813604709925e-06,6.623605980100283e-06,2.2432076246096415e-06
254170,5.09021932146726e-06,5.1574531227402024e-05,-4.6484311905934766e-05
254173,3.794256495230174e-07,7.240377006626028e-06,-6.86095135710301e-06
254187,6.441795053292915e-08,7.609824872505396e-07,-6.965645367176105e-07
2542,8.497083564147168e-08,2.0485299210019836e-05,-2.0400328374378366e-05
254225,2.8339101226030923e-06,1.709563620902218e-05,-1.4261726086419087e-05
254251,5.110345237342417e-08,4.206966898473738e-05,-4.201856553236396e-05
254263,1.3934182054322092e-05,8.647225519922321e-07,1.3069459502329859e-05
254268,1.5040093331656218e-06,6.431987568827423e-05,-6.281586635510861e-05
2543,2.6048167039278817e-07,3.451183181190961e-05,-3.425135014151682e-05
254394,3.102621303467933e-06,1.2161961347291826e-05,-9.059340043823893e-06
254428,4.739860164271822e-06,0.00010697732421059223,-0.0001022374640463204
254528,3.469781579921694e-05,3.658170304636845e-07,3.4331998768753256e-05
254531,0.0003103789413088103,1.6501887461786787e-05,0.0002938770538470235
254552,1.5585487691012595e-08,0.00013703262332756004,-0.00013701703783986903
2547,1.1997844610933373e-05,0.0002863628120082291,-0.00027436496739729577
254783,2.1234070782849415e-08,1.688735432420374e-08,4.346716458645674e-09
2548,1.6699228401058263e-07,2.510913524007585e-05,-2.494214295606527e-05
254827,1.9242703843402247e-08,3.5366371183544045e-05,-3.5347128479700646e-05
254887,1.059265635769398e-05,0.0,1.059265635769398e-05
2549,0.0005357573485157998,4.079760212549666e-06,0.0005316775883032501
254910,2.2477408084619774e-07,8.078981633528369e-08,1.4398426451091405e-07
254950,5.236650751907925e-10,4.8047687532942606e-08,-4.7524022457751815e-08
254956,9.163777270211696e-08,2.099061459958543e-06,-2.007423687256426e-06
254973,0.0,0.0,0.0
2550,2.4126491504996654e-05,1.9861757294645964e-06,2.2140315775532057e-05
255022,4.2561777783575386e-07,4.332312688578693e-07,-7.613491022115459e-09
255027,9.56743431121788e-09,5.392171464359706e-06,-5.382604030048488e-06
255043,2.4233459759713932e-06,3.50163042678048e-06,-1.0782844508090868e-06
255061,6.576318765281919e-07,1.178227807081337e-06,-5.20595930553145e-07
2551,7.755046004859077e-07,4.423821546445845e-05,-4.346271086397254e-05
255189,2.3288222608318858e-06,0.0003938666080865697,-0.00039153778582573783
255231,6.831172429740678e-06,1.2390088899821426e-06,5.592163539758536e-06
255239,8.127489064327256e-06,4.3462337155401415e-06,3.7812553487871146e-06
255252,2.3764846735388834e-05,2.4687361437611724e-08,2.374015937395122e-05
2553,5.430124030559442e-06,6.096091065874997e-05,-5.553078662819053e-05
255324,6.911010361588072e-06,1.5478912189447506e-05,-8.567901827859434e-06
255394,0.00010230708832335676,1.4564246166514758e-06,0.00010085066370670529
2554,7.985401995059111e-06,4.340675995247287e-06,3.6447259998118243e-06
255488,0.0009504765967217036,6.846282636544935e-08,0.0009504081338953382
2555,4.691333245794732e-06,7.252768823394548e-07,3.966056363455277e-06
255520,8.69774412781069e-06,0.0001046188456073876,-9.59211014795769e-05
2556,2.0349726007110877e-06,2.7463679203815474e-06,-7.113953196704598e-07
255631,6.458162878751157e-07,1.6386728446958855e-06,-9.928565568207696e-07
2557,2.027879624313389e-06,2.878109476141049e-06,-8.502298518276599e-07
255725,2.1234070782849415e-08,1.688735432420374e-08,4.346716458645674e-09
255738,2.0991414803206414e-05,0.00013384836833801436,-0.00011285695353480793
255743,0.00042707986052113847,4.313839519480548e-06,0.0004227660210016579
255762,0.0,2.838837708068319e-07,-2.838837708068319e-07
255798,3.144971209419981e-08,1.7936057428358168e-07,-1.4791086218938186e-07
2558,4.819128138112546e-06,3.215528433756133e-06,1.6035997043564128e-06
255877,3.722192356391208e-08,1.0778506859533243e-05,-1.0741284935969331e-05
2559,1.242013757065507e-05,2.779953604607407e-06,9.640183966047663e-06
255919,2.2376237969760055e-06,4.855436624725185e-06,-2.6178128277491793e-06
255967,0.00012765383081640204,2.0663851725868903e-06,0.00012558744564381515
2560,6.018707476395204e-06,2.738015908689372e-06,3.2806915677058315e-06
256006,1.0361721784497777e-06,1.8095190669974079e-06,-7.733468885476302e-07
256051,4.535160275504456e-06,6.127155549787197e-07,3.922444720525736e-06
256076,5.3727649375021455e-06,1.7800766584644548e-06,3.5926882790376907e-06
2561,2.005122476284079e-06,5.40773370453159e-06,-3.4026112282475106e-06
256126,2.127026297052188e-06,9.607224461375146e-07,1.1663038509146733e-06
256148,2.1234070782849415e-08,1.688735432420374e-08,4.346716458645674e-09
2562,5.06436940228069e-05,3.471524703934098e-06,4.71721693188728e-05
256281,6.263826190089347e-07,0.00019611788373569193,-0.000195491501116683
256297,7.655257266064491e-07,2.0530559967089474e-06,-1.2875302701024985e-06
2563,7.165055573438584e-06,2.511321891292199e-06,4.653733682146385e-06
256356,0.00031879249567350797,1.897111371215374e-07,0.00031860278453638645
256394,1.0884845657943148e-08,9.484366379179558e-09,1.4004792787635902e-09
2564,0.0003387396267704974,2.668141621562367e-06,0.00033607148514893504
256435,0.00011608123001702918,2.3811422153239777e-06,0.0001137000878017052
256471,3.819914543458766e-05,4.1505305266140196e-06,3.4048614907973644e-05
2565,2.3015462981683088e-06,2.821639203283282e-06,-5.200929051149732e-07
256536,6.608182243038537e-07,5.155259186950634e-06,-4.49444096264678e-06
2566,2.611188260687896e-06,2.9830852713030857e-06,-3.718970106151896e-07
256646,1.960447411981043e-06,1.121991399830118e-06,8.38456012150925e-07
2567,2.1446923864201352e-06,3.043054196831529e-06,-8.983618104113936e-07
256710,7.216987170796522e-08,8.961644119438864e-07,-8.239945402359211e-07
256764,0.00012252417452966797,6.1857133448954104e-06,0.00011633846118477256
2568,7.956793878362442e-06,7.821558588633188e-07,7.174638019499123e-06
2569,3.4171686379262963e-06,9.759719053564282e-08,3.3195714473906535e-06
256933,3.2234133231753317e-06,1.353031411851525e-07,3.088110181990179e-06
256979,1.0829888931696589e-05,5.661375526325863e-06,5.168513405370726e-06
257,9.178921851325714e-09,2.7218848061492437e-07,-2.630095587635987e-07
2570,3.5186806994688203e-06,4.912196401684917e-07,3.0274610593003288e-06
257000,0.00014862976812828995,1.1544070324443958e-06,0.00014747536109584555
257062,8.807922364126483e-06,1.4048718983867101e-06,7.403050465739774e-06
2571,1.8386993373247416e-05,1.59155056199956e-05,2.471487753251817e-06
257101,3.27001173331708e-08,2.9272786353145196e-08,3.427330980025601e-09
257106,2.5068336988907254e-06,3.7370046918202406e-06,-1.2301709929295152e-06
257177,5.673202642794735e-06,5.1840354504474785e-06,4.891671923472563e-07
257194,2.6029112655150317e-07,5.873287819801446e-06,-5.6129966932499425e-06
2572,2.010506843006529e-05,1.745023014112835e-05,2.654838288936939e-06
257202,1.903303956737319e-05,3.6039878473535856e-05,-1.7006838906162666e-05
257218,7.078774698827014e-06,3.7301237705537327e-06,3.3486509282732817e-06
257313,1.2109914747227545e-06,1.2550765934671394e-08,1.1984407087880832e-06
257364,9.38601280673041e-06,6.423467851017149e-06,2.9625449557132616e-06
257397,4.357208156392071e-06,4.089408619192143e-05,-3.653687803552936e-05
25758,1.5026925418765967e-06,1.7940853195046685e-07,1.3232840099261297e-06
25759,8.729819370360273e-06,4.1325463883351316e-05,-3.259564451299104e-05
257629,7.720587984393542e-07,2.795020400339778e-08,7.441085944359565e-07
25764,1.9779570701189716e-06,3.075861156370381e-05,-2.878065449358484e-05
25766,2.9295362964729608e-06,8.832745051316958e-06,-5.903208754843997e-06
25771,8.244844662573896e-08,4.494052400790102e-05,-4.4858075561275285e-05
25776,1.7697719164502621e-06,2.4560121447362836e-05,-2.2790349530912572e-05
25777,0.00043522363640838464,7.546803635733068e-06,0.00042767683277265155
25780,3.876816869922966e-06,3.7516224087216964e-06,1.2519446120126965e-07
25782,2.0822081952254576e-06,2.759051248553119e-05,-2.5508304290305732e-05
25788,4.941551275287253e-07,3.1693778820509136e-06,-2.675222754522188e-06
25790,6.015768107416999e-06,3.2799597350615997e-06,2.7358083723553994e-06
25791,1.1360854855877378e-05,2.1559083791166754e-06,9.204946476760704e-06
25792,3.4258561858442916e-07,4.7326209299667116e-05,-4.6983623681082684e-05
25793,0.0005213458571538265,1.854450700495028e-05,0.0005028013501488762
25794,5.7090416363031316e-05,9.726266913404856e-06,4.7364149449626464e-05
25796,1.0624711348867915e-07,0.0002658332506901042,-0.0002657270035766155
25798,3.950068105044293e-09,0.0006508888713983571,-0.000650884921330252
25799,1.382641989154456e-07,1.4602602350588336e-05,-1.4464338151672891e-05
258,1.0757108757286702e-05,1.2930008911093424e-05,-2.172900153806722e-06
2580,1.3366009746214276e-05,7.773987594368393e-05,-6.437386619746966e-05
25800,0.0002878010955893125,4.082925482084158e-06,0.00028371817010722835
25801,2.674067633728959e-06,6.617623322372617e-06,-3.943555688643659e-06
258010,4.986477048087419e-07,0.00016320310301558196,-0.00016270445531077322
25802,3.498022946323532e-05,2.026000059863861e-06,3.295422940337146e-05
25803,5.668510114451871e-07,4.729145092211405e-05,-4.6724599910668866e-05
25804,2.891583542008324e-06,0.00014508065453528617,-0.00014218907099327786
25805,3.1562817128589836e-05,0.00012680476419814392,-9.524194706955408e-05
25809,5.125321856281731e-06,4.916821124631973e-06,2.0850073164975813e-07
2581,0.00012669190786851182,1.5784584225475872e-05,0.00011090732364303596
25813,2.6276417060271727e-06,5.0883339098221284e-05,-4.8255697392194115e-05
25814,1.2237675975314606e-06,0.00016240784983540706,-0.00016118408223787561
25818,0.00017021714573898467,3.0085685386385895e-06,0.00016720857720034607
25819,1.8134912078130955e-07,5.3010898209402945e-06,-5.119740700158985e-06
2582,1.0320014842412843e-05,0.00035444068905817865,-0.0003441206742157658
25820,4.6826846082648775e-06,3.212639414136961e-05,-2.7443709533104733e-05
25821,8.406171092104987e-06,2.748381130902274e-05,-1.9077640216917756e-05
25822,6.059950451609754e-06,5.419859341671953e-06,6.400911099378008e-07
25824,5.751642669154067e-06,0.0006280754856432114,-0.0006223238429740573
25825,3.4555667043626143e-06,3.0823663731886665e-05,-2.736809702752405e-05
25827,0.00018685014840664032,2.3015774792809967e-06,0.00018454857092735933
25828,8.0048900497554e-06,0.00024304579701331125,-0.00023504090696355585
2583,8.43289670213476e-06,2.0533345644842366e-05,-1.2100448942707605e-05
25830,6.004245961078918e-07,3.0161734311438862e-06,-2.4157488350359945e-06
25831,2.9363271773479713e-08,0.00014423583898127168,-0.0001442064757094982
25833,2.070888596132392e-05,6.092456287832126e-05,-4.021567691699734e-05
25834,6.416406583554179e-06,3.925794526421091e-07,6.02382713091207e-06
25836,7.055694682987742e-06,0.00010893458583982371,-0.00010187889115683598
25837,2.141151488069284e-06,2.3990106051210305e-06,-2.5785911705174644e-07
25839,4.96980446603915e-06,3.424510866202407e-05,-2.927530419598492e-05
2584,0.0005057760039151962,7.528619405152727e-06,0.0004982473845100434
25842,5.7733348773408025e-06,8.618134548982123e-05,-8.040801061248044e-05
25843,3.616839846481291e-06,1.3403956139053108e-05,-9.787116292571818e-06
25844,0.00015647516059688838,0.00015244775825145528,4.027402345433101e-06
25847,1.656781988619654e-06,0.0002521771330523859,-0.0002505203510637663
2585,2.5475157500722167e-06,1.9456014427996346e-05,-1.690849867792413e-05
25851,4.0043178940932335e-07,2.168307292553552e-05,-2.1282641136126195e-05
25852,2.787288106843898e-07,1.0997907647167835e-05,-1.0719178836483445e-05
25853,3.593194783589499e-06,9.523256635888585e-05,-9.163937157529635e-05
25855,1.5537956930746575e-06,9.901895472301571e-05,-9.746515902994106e-05
25862,4.812221379052446e-06,3.2976437665778198e-06,1.514577612474626e-06
25865,4.6660003233151774e-05,8.592900023027018e-06,3.806710321012476e-05
2587,4.5679567412317933e-07,3.4159876305962344e-07,1.1519691106355589e-07
25870,4.411020503954433e-07,8.434617694286929e-05,-8.390507489247385e-05
25873,5.007271654203218e-06,0.0013082799230228145,-0.0013032726513686112
25874,0.0,0.0002142660136752134,-0.0002142660136752134
25875,7.258688807036092e-10,0.00013726444365456117,-0.00013726371778568047
25876,1.029896976480623e-06,1.9284427317589467e-06,-8.985457552783238e-07
25879,5.071429820985666e-06,6.854203036927412e-05,-6.347060054828845e-05
2588,3.1915356871249575e-06,2.008617349545396e-05,-1.6894637808329e-05
25880,7.086299711387221e-07,2.3457358781187857e-05,-2.2748728810049135e-05
25884,3.5378246206028827e-06,5.293474221482329e-05,-4.939691759422041e-05
25885,6.466836061194526e-05,4.771685372749397e-05,1.6951506884451297e-05
25886,8.203157932375599e-08,3.4899854242556287e-06,-3.4079538449318727e-06
25888,5.912485202272135e-06,9.068866395274073e-07,5.005598562744727e-06
2589,3.381362332742571e-06,4.477097071802811e-05,-4.1389608385285536e-05
25890,0.0018578478426762915,9.824919494875477e-08,0.0018577495934813427
25891,1.1737679059308424e-08,2.0979130588565484e-07,-1.9805362682634642e-07
25893,0.00010092449066301425,1.9215985012662069e-07,0.00010073233081288762
25894,1.4702553729004346e-06,2.677566550223919e-05,-2.5305410129338757e-05
25896,2.6260140475989046e-07,1.215830264185659e-05,-1.18957012370967e-05
25897,0.0007656190625768744,8.51498922887992e-07,0.0007647675636539864
25898,5.298010104621648e-07,1.9015193304269472e-05,-1.848539229380731e-05
259,3.874846118195873e-06,2.7046119712441926e-05,-2.3171273594246053e-05
2590,2.69243473083785e-06,0.00015544933556018204,-0.00015275690082934418
25900,1.2632243987936309e-05,2.1861298369551036e-07,1.2413631004240798e-05
25901,1.1943399222457293e-06,6.0640419229970504e-05,-5.9446079307724775e-05
25902,6.358956403572873e-07,3.518965572162693e-05,-3.4553760081269645e-05
25904,6.067034624170929e-06,5.272966341760505e-05,-4.666262879343412e-05
25906,1.4333594693379244e-06,0.00010891935932519307,-0.00010748599985585515
25909,1.63475887960666e-06,6.996480377883838e-05,-6.833004489923172e-05
2591,5.850332609717114e-06,0.00023563048946358077,-0.00022978015685386365
25911,2.3484440049984683e-08,3.5163746636933874e-05,-3.514026219688389e-05
25913,1.5941559155360096e-06,3.0109593299239503e-05,-2.8515437383703492e-05
25914,8.266541149393145e-07,2.2280333657955333e-05,-2.1453679543016018e-05
25915,1.5790409096521827e-06,0.000424148712002671,-0.00042256967109301886
25917,7.558572174287312e-09,2.896304258397639e-05,-2.8955484011802103e-05
259173,0.001076427117886808,9.291548108622454e-07,0.0010754979630759457
259197,7.252418952159476e-06,3.131510464175933e-06,4.120908487983543e-06
2592,0.0002036974344001707,6.710793796286556e-06,0.00019698664060388414
25920,6.52310742352694e-07,5.470650151251845e-05,-5.405419077016576e-05
25921,0.0001461800267748835,2.4632279362005812e-05,0.0001215477474128777
259215,4.66896616954952e-08,3.723299162869112e-07,-3.25640254591416e-07
259217,3.8625599011020045e-07,6.849940712269194e-06,-6.463684722158994e-06
25923,0.00011196433858466352,1.7860016829978612e-05,9.410432175468491e-05
259230,4.400104049204066e-06,8.674214100130772e-05,-8.234203695210365e-05
259232,5.879282859746951e-07,7.88728308250398e-07,-2.008000222757029e-07
259236,4.1742410011195136e-06,1.3145637654423735e-07,4.042784624575277e-06
259239,1.0412624406789861e-11,1.740086520374452e-07,-1.739982394130384e-07
25924,1.1949002075734777e-05,4.171286756073294e-06,7.777715319661482e-06
259240,1.0412624406789861e-11,1.6636687974556732e-09,-1.6532561730488833e-09
259249,3.663501126598601e-07,5.192412416473021e-07,-1.52891128987442e-07
25925,1.4817869022594125e-07,3.7265482323570696e-06,-3.5783695421311285e-06
25926,9.36248980722199e-05,2.075016927964536e-05,7.287472879257454e-05
259266,1.2143026641723138e-05,7.468538560040585e-06,4.674488081682554e-06
25927,4.237451912935308e-08,8.10315964928685e-07,-7.67941445799332e-07
25928,8.087837781561648e-07,5.479949867366728e-06,-4.6711660892105635e-06
259282,5.693711231659486e-07,3.331695746999145e-05,-3.27475863468255e-05
259285,5.054708383294291e-07,3.5240799865342984e-08,4.702300384640861e-07
259286,3.782314036468712e-08,2.587893059390869e-09,3.523524730529625e-08
259287,1.0068402636778338e-07,2.2203352533191484e-08,7.848067383459189e-08
259289,1.4527275939684397e-07,7.906598501155541e-08,6.620677438528856e-08
25929,6.75574990854459e-07,5.086458143394963e-05,-5.018900644309517e-05
259290,4.007657959818659e-06,5.373059505478478e-08,3.953927364763875e-06
259292,4.027303640879762e-07,4.592466030204998e-07,-5.65162389325236e-08
