drug,pearson,cmap
balsalazide,-0.042463334165380014,0.07508934932848339
bambuterol,0.004372219142641656,0.0
barasertib,-0.10251839670919535,0.1229070774404725
barasertib-HQPA,-0.060696545600792975,0.10549717481524012
bardoxolone-methyl,-0.08199024994605339,0.16294478358633313
baricitinib,0.044789560343259524,-0.08417499365258771
basimglurant,0.012021573615671835,0.0
batimastat,-0.019879952291669768,0.0714227689346747
bavisant,0.03670895778380496,-0.08307800877123651
bazedoxifene,0.011287754291272028,0.0
beclomethasone-dipropionate,-0.05985926908088768,0.0
belinostat,0.011739937071676655,0.0
bemegride,0.0012781467774911693,0.0
benazepril,-0.039415736288624804,0.06647119731011819
bendamustine,0.008740438967733754,0.0
bendroflumethiazide,-0.031663162309380835,0.0
benfluorex,-0.040682952235130174,0.06632939070754194
benzamil,-0.05366082042645048,0.06364691140192921
benzbromarone,-0.01233718949080796,0.0
benzotript,0.058559090223213484,0.0
benzthiazide,0.06511366292871655,-0.10238792980371339
benzydamine,0.01020097557254319,0.0
benzylpenicillin,-0.022907333022084374,0.07077484401634679
bepotastine,0.004885008070320769,0.0
berberine,-0.0006115941029557357,0.06966658333148049
betahistine,0.0030378690649761017,0.0
betrixaban,0.04406131308382666,-0.10906820289244067
betulinic-acid,-0.05357960543739745,0.0
bevirimat-dimeglumine,-0.01314971117521701,0.0
bexarotene,-0.003865390097681241,0.0
bezafibrate,-0.020950792745980072,0.0
bicalutamide,0.02662445392784616,0.0
bifemelane,-0.0058521738875493435,0.0
bifonazole,0.00822618656498528,0.0
bimatoprost,0.010432577197394086,-0.06836033378781767
bindarit,-0.041255089188411496,0.0
binimetinib,0.10163559460346701,0.0
biperiden,-0.06827524787493437,0.0797390877711592
birinapant,-0.06388058533017014,0.0
bisindolylmaleimide,0.0022266808775576715,0.0
bisoprolol,-0.017525287278975978,0.06622442768674659
bitopertin,-0.08858578706879616,0.0
blonanserin,0.03206755503717202,0.0
bms-906024,-0.016820973278709458,0.0
