drug,ipf_pearson,ipf_cmap,ra_pearson,ra_cmap
PIK-93,-0.10163577964984472,0.16032796158822055,0.005488213350618358,-0.20213977299406127
PK-11195,0.0381058717042777,0.0,-0.05850533698112603,0.0
PKI-179,-0.00981778953882022,0.0,0.06418328302131955,0.0
PLX-4720,-0.1384437619981181,0.15864434268075345,-0.0045511135066860385,-0.2217121725844103
PRX-08066,-0.08232339616417467,0.1322895500438361,0.01932263594362324,-0.27662203918948713
PS-178990,-0.020484909885604176,0.07578454259402408,-0.02148952172032195,-0.18557340374610204
PSI-6130,-0.016184741954890808,0.0,-0.07097462824380547,0.2690243056674668
PSI-7976,-0.024743449358476725,0.07402869464406978,-0.04165687194616569,0.0
PX-12,-0.005847335786640856,0.09315631188580413,0.018063198223264517,0.1478221528243618
QL-X-138,-0.045219374867852415,0.09630669375919379,0.03556112078374359,0.0
QL-XI-92,-0.04712393869479162,0.0,-0.045453955321294766,0.19544000928912136
QL-XII-47,-0.016450911635213512,0.10778808487053154,0.03897585078271833,0.0
R-428,0.02935338155814227,-0.13198743611258343,0.01610984496578121,-0.2514740652193661
R-547,-0.02207415184644603,0.0,-0.008726371745786674,0.0
RAF-265,-0.023094713739066214,0.0,-0.011488280632626448,-0.2519757356196493
